"","hera11","hera14","hera17","hera24","hera44","hera45","hera58","hera67"
"hera11",0,0.15539858225106,0.334293341212908,0.197046141088836,0.334457592185798,0.226801784672778,0.313127277452539,0.180136570742612
"hera14",0.15539858225106,0,0.291252975912946,0.147672620378738,0.272813442745985,0.16905650168258,0.276061728474201,0.210075566524694
"hera17",0.334293341212908,0.291252975912946,0,0.269702258426867,0.124709598312171,0.267335847498866,0.115199763321553,0.381454465540658
"hera24",0.197046141088836,0.147672620378738,0.269702258426867,0,0.255421087631067,0.113958741617763,0.262665638575083,0.214275527676736
"hera44",0.334457592185798,0.272813442745985,0.124709598312171,0.255421087631067,0,0.222328628261622,0.0736683397416413,0.38327956490454
"hera45",0.226801784672778,0.16905650168258,0.267335847498866,0.113958741617763,0.222328628261622,0,0.233322051907089,0.275434864373119
"hera58",0.313127277452539,0.276061728474201,0.115199763321553,0.262665638575083,0.0736683397416413,0.233322051907089,0,0.387271652507211
"hera67",0.180136570742612,0.210075566524694,0.381454465540658,0.214275527676736,0.38327956490454,0.275434864373119,0.387271652507211,0
