"","ginger14","ginger27","ginger43","ginger46","ginger49","ginger50","ginger52","ginger55","ginger66"
"ginger14",0,0.0998916704574606,0.274268909880366,0.175292562100443,0.187816844126848,0.132578234457893,0.110206243011395,0.129801115854319,0.301303316647979
"ginger27",0.0998916704574606,0,0.274642506744846,0.136460313783709,0.189128955107271,0.120666251709732,0.0990591129351897,0.0929679716486819,0.298923014969746
"ginger43",0.274268909880366,0.274642506744846,0,0.203625373915968,0.334583852386631,0.303696940813619,0.248211861654488,0.290538896978637,0.127636251256107
"ginger46",0.175292562100443,0.136460313783709,0.203625373915968,0,0.217058085215819,0.173924933282568,0.114884152999652,0.139024086662386,0.230541238842169
"ginger49",0.187816844126848,0.189128955107271,0.334583852386631,0.217058085215819,0,0.0964764708360073,0.174602909541536,0.163020121451431,0.365790406071496
"ginger50",0.132578234457893,0.120666251709732,0.303696940813619,0.173924933282568,0.0964764708360073,0,0.118372051920882,0.0979844116024564,0.32378053296532
"ginger52",0.110206243011395,0.0990591129351897,0.248211861654488,0.114884152999652,0.174602909541536,0.118372051920882,0,0.0926015365850416,0.260718883640904
"ginger55",0.129801115854319,0.0929679716486819,0.290538896978637,0.139024086662386,0.163020121451431,0.0979844116024564,0.0926015365850416,0,0.312207567419904
"ginger66",0.301303316647979,0.298923014969746,0.127636251256107,0.230541238842169,0.365790406071496,0.32378053296532,0.260718883640904,0.312207567419904,0
