task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
41	c2/890eff	4138447	minimap_pipeline:minimap (hdz-402-s333)	COMPLETED	0	2024-10-12 16:54:32.154	16s	15.7s	2133.8%	918.1 MB	6.9 GB	535 MB	85.8 MB
42	8b/8bceba	4139727	minimap_pipeline:minimap (hdz-405-s335)	COMPLETED	0	2024-10-12 16:54:48.430	16s	15.7s	2064.8%	877.6 MB	25.5 GB	532.2 MB	83.1 MB
43	35/22fe26	4141036	minimap_pipeline:minimap (hdz-398-s329)	COMPLETED	0	2024-10-12 16:55:04.438	15.8s	15.5s	2118.3%	903 MB	6.8 GB	532.9 MB	83.7 MB
44	41/cc798b	4142448	minimap_pipeline:minimap (hdz-446-s341)	COMPLETED	0	2024-10-12 16:55:20.288	18s	17.7s	2317.9%	977.5 MB	30.4 GB	544.9 MB	95 MB
45	5d/71468d	4144339	minimap_pipeline:minimap (hdz-453-s345)	COMPLETED	0	2024-10-12 16:55:38.335	21s	20.6s	2419.7%	968.4 MB	30.4 GB	577.8 MB	124.8 MB
46	94/fc35ad	4146150	minimap_pipeline:minimap (hdz-452-s344)	COMPLETED	0	2024-10-12 16:55:59.322	33s	32.6s	2675.2%	935.9 MB	6.9 GB	538.2 MB	89.2 MB
47	15/4fd6d6	4148303	minimap_pipeline:minimap (hdz-409-s339)	COMPLETED	0	2024-10-12 16:56:32.391	20.8s	20.2s	2405.9%	996.6 MB	30.4 GB	573.5 MB	121.1 MB
48	45/d9a656	4150140	minimap_pipeline:minimap (hdz-381-s327)	COMPLETED	0	2024-10-12 16:56:53.225	11.5s	11.2s	2005.7%	876.2 MB	6.8 GB	505.6 MB	58.8 MB
49	18/91594a	4151473	minimap_pipeline:minimap (hdz-399-s330)	COMPLETED	0	2024-10-12 16:57:04.781	12.9s	12.5s	2065.0%	927.9 MB	6.9 GB	510.4 MB	63.2 MB
50	2d/4702b9	4152571	minimap_pipeline:minimap (hdz-334-s325)	COMPLETED	0	2024-10-12 16:57:17.695	19s	18.6s	2329.0%	925.5 MB	6.8 GB	562.2 MB	110.7 MB
51	a2/ca1a84	4154330	minimap_pipeline:minimap (hdz-406-s336)	COMPLETED	0	2024-10-12 16:57:36.740	16.7s	16s	2172.5%	929.9 MB	29 GB	533.2 MB	84 MB
52	20/6098ad	4155717	minimap_pipeline:minimap (hdz-382-s328)	COMPLETED	0	2024-10-12 16:57:53.472	9.2s	8.9s	1767.3%	921.8 MB	6.9 GB	482.3 MB	37.3 MB
53	d0/3c4b49	4156870	minimap_pipeline:minimap (pl-ntc-015-ctrl)	COMPLETED	0	2024-10-12 16:58:02.699	5.1s	4.7s	363.6%	736.7 MB	30.2 GB	447.3 MB	5.3 MB
56	7b/0b2574	4157815	minimap_pipeline:output_results (3)	COMPLETED	0	2024-10-12 16:58:07.837	380ms	9ms	38.3%	0	0	71.2 KB	255 B
58	bd/ed428f	4157827	minimap_pipeline:output_results (5)	COMPLETED	0	2024-10-12 16:58:07.844	382ms	5ms	41.9%	0	0	71.2 KB	255 B
54	a6/a4325a	4157810	minimap_pipeline:output_results (2)	COMPLETED	0	2024-10-12 16:58:07.829	396ms	6ms	58.5%	0	0	71.2 KB	255 B
60	b1/0dcc87	4157876	minimap_pipeline:output_results (6)	COMPLETED	0	2024-10-12 16:58:07.864	381ms	8ms	0.0%	0	0	71.2 KB	253 B
57	e4/f691c2	4157845	minimap_pipeline:output_results (4)	COMPLETED	0	2024-10-12 16:58:07.854	389ms	5ms	0.0%	0	0	71.2 KB	253 B
62	46/773eae	4157945	minimap_pipeline:output_results (8)	COMPLETED	0	2024-10-12 16:58:07.882	363ms	9ms	14.2%	0	0	71.2 KB	255 B
61	f0/b601c3	4157913	minimap_pipeline:output_results (7)	COMPLETED	0	2024-10-12 16:58:07.874	375ms	9ms	45.6%	0	0	71.2 KB	255 B
66	e0/7f5c3b	4157979	minimap_pipeline:output_results (11)	COMPLETED	0	2024-10-12 16:58:07.892	378ms	15ms	34.8%	0	0	71.2 KB	255 B
65	03/5d74ec	4158027	minimap_pipeline:output_results (10)	COMPLETED	0	2024-10-12 16:58:07.899	385ms	12ms	45.9%	0	0	71.2 KB	255 B
64	27/e2408c	4158085	minimap_pipeline:output_results (9)	COMPLETED	0	2024-10-12 16:58:07.907	374ms	9ms	52.6%	0	0	71.2 KB	255 B
70	9a/14437f	4158235	minimap_pipeline:output_results (14)	COMPLETED	0	2024-10-12 16:58:07.930	398ms	13ms	60.0%	0	0	71.2 KB	255 B
71	7b/b44547	4158360	minimap_pipeline:output_results (15)	COMPLETED	0	2024-10-12 16:58:07.950	426ms	5ms	31.9%	0	0	71.2 KB	255 B
67	af/c2567a	4158303	minimap_pipeline:output_results (12)	COMPLETED	0	2024-10-12 16:58:07.941	446ms	5ms	37.5%	0	0	71.2 KB	255 B
74	74/c6489b	4158392	minimap_pipeline:output_results (17)	COMPLETED	0	2024-10-12 16:58:07.958	429ms	9ms	68.6%	0	0	71.2 KB	255 B
69	34/8177de	4158187	minimap_pipeline:output_results (13)	COMPLETED	0	2024-10-12 16:58:07.923	463ms	7ms	71.3%	0	0	71.2 KB	255 B
78	8c/cd5a38	4158614	minimap_pipeline:output_results (20)	COMPLETED	0	2024-10-12 16:58:07.986	401ms	5ms	22.1%	0	0	71.2 KB	255 B
73	6c/a8be94	4158515	minimap_pipeline:output_results (16)	COMPLETED	0	2024-10-12 16:58:07.976	438ms	10ms	50.3%	0	0	71.2 KB	255 B
76	c2/08ccb6	4158627	minimap_pipeline:output_results (18)	COMPLETED	0	2024-10-12 16:58:07.996	468ms	7ms	0.0%	0	0	71.2 KB	253 B
81	0c/7e9a1e	4158856	minimap_pipeline:output_results (22)	COMPLETED	0	2024-10-12 16:58:08.033	436ms	8ms	28.8%	0	0	71.2 KB	255 B
80	ea/d17298	4158721	minimap_pipeline:output_results (21)	COMPLETED	0	2024-10-12 16:58:08.015	454ms	5ms	42.9%	0	0	71.2 KB	255 B
85	03/9d3e30	4158977	minimap_pipeline:output_results (25)	COMPLETED	0	2024-10-12 16:58:08.056	423ms	8ms	57.1%	0	0	71.2 KB	255 B
77	8b/ab9aac	4158686	minimap_pipeline:output_results (19)	COMPLETED	0	2024-10-12 16:58:08.005	469ms	7ms	65.5%	0	0	71.2 KB	255 B
86	b7/57e01f	4159142	minimap_pipeline:output_results (26)	COMPLETED	0	2024-10-12 16:58:08.076	431ms	6ms	0.0%	0	0	71.2 KB	253 B
82	78/b5b457	4158907	minimap_pipeline:output_results (23)	COMPLETED	0	2024-10-12 16:58:08.045	486ms	7ms	52.6%	0	0	71.2 KB	255 B
88	38/81862f	4159264	minimap_pipeline:output_results (27)	COMPLETED	0	2024-10-12 16:58:08.086	472ms	29ms	30.4%	0	0	71.2 KB	255 B
89	e7/15f6d2	4159820	minimap_pipeline:output_results (28)	COMPLETED	0	2024-10-12 16:58:08.096	480ms	5ms	58.5%	0	0	71.2 KB	255 B
91	6f/94bc1a	4160262	minimap_pipeline:output_results (30)	COMPLETED	0	2024-10-12 16:58:08.200	380ms	9ms	60.0%	0	0	71.2 KB	255 B
90	a9/f90ee2	4160149	minimap_pipeline:output_results (29)	COMPLETED	0	2024-10-12 16:58:08.187	396ms	8ms	32.1%	0	0	71.2 KB	255 B
84	ae/d57c53	4159093	minimap_pipeline:output_results (24)	COMPLETED	0	2024-10-12 16:58:08.066	519ms	6ms	30.4%	0	0	71.2 KB	255 B
93	1f/56e6ec	4160363	minimap_pipeline:output_results (32)	COMPLETED	0	2024-10-12 16:58:08.219	380ms	9ms	46.8%	0	0	71.2 KB	255 B
92	18/188755	4160330	minimap_pipeline:output_results (31)	COMPLETED	0	2024-10-12 16:58:08.209	426ms	10ms	57.1%	0	0	71.2 KB	255 B
98	5c/d6359f	4160611	minimap_pipeline:output_results (35)	COMPLETED	0	2024-10-12 16:58:08.247	424ms	5ms	44.4%	0	0	71.2 KB	255 B
97	1b/9d431e	4160704	minimap_pipeline:output_results (34)	COMPLETED	0	2024-10-12 16:58:08.265	430ms	7ms	70.6%	0	0	71.2 KB	255 B
102	5f/50a44a	4160871	minimap_pipeline:output_results (38)	COMPLETED	0	2024-10-12 16:58:08.284	423ms	7ms	24.7%	0	0	71.2 KB	255 B
104	92/a07b69	4161290	minimap_pipeline:output_results (39)	COMPLETED	0	2024-10-12 16:58:08.332	395ms	5ms	81.8%	0	0	71.2 KB	255 B
96	e7/648e12	4160453	minimap_pipeline:output_results (33)	COMPLETED	0	2024-10-12 16:58:08.229	515ms	10ms	57.1%	0	0	71.2 KB	255 B
99	c9/b29041	4160802	minimap_pipeline:output_results (36)	COMPLETED	0	2024-10-12 16:58:08.274	472ms	6ms	62.1%	0	0	71.2 KB	255 B
105	fd/cd4465	4161197	minimap_pipeline:output_results (40)	COMPLETED	0	2024-10-12 16:58:08.321	429ms	6ms	40.0%	0	0	71.2 KB	255 B
101	ef/1cdb82	4161095	minimap_pipeline:output_results (37)	COMPLETED	0	2024-10-12 16:58:08.298	451ms	5ms	40.4%	0	0	71.2 KB	255 B
106	8f/d49508	4161172	minimap_pipeline:output_results (41)	COMPLETED	0	2024-10-12 16:58:08.311	462ms	6ms	57.6%	0	0	71.2 KB	255 B
110	4d/2c954f	4161493	minimap_pipeline:output_results (44)	COMPLETED	0	2024-10-12 16:58:08.353	438ms	15ms	50.0%	0	0	71.2 KB	255 B
109	01/757cd3	4161412	minimap_pipeline:output_results (43)	COMPLETED	0	2024-10-12 16:58:08.342	463ms	8ms	48.0%	0	0	71.2 KB	255 B
150	7a/2b7432	4162026	minimap_pipeline:output_results (74)	COMPLETED	0	2024-10-12 16:58:08.419	437ms	6ms	60.5%	0	0	71.2 KB	255 B
144	18/70e6ef	4161941	minimap_pipeline:output_results (69)	COMPLETED	0	2024-10-12 16:58:08.401	481ms	10ms	66.7%	0	0	71.2 KB	255 B
108	ad/ed4756	4161574	minimap_pipeline:output_results (42)	COMPLETED	0	2024-10-12 16:58:08.364	517ms	7ms	31.9%	0	0	71.2 KB	255 B
148	75/d161d2	4162098	minimap_pipeline:output_results (72)	COMPLETED	0	2024-10-12 16:58:08.426	459ms	7ms	67.9%	0	0	71.2 KB	255 B
112	a5/756664	4161768	minimap_pipeline:output_results (45)	COMPLETED	0	2024-10-12 16:58:08.385	500ms	14ms	56.2%	0	0	71.2 KB	255 B
114	f2/45c151	4162897	minimap_pipeline:output_results (47)	COMPLETED	0	2024-10-12 16:58:08.517	416ms	7ms	59.5%	0	0	71.2 KB	255 B
149	3b/218a99	4162251	minimap_pipeline:output_results (73)	COMPLETED	0	2024-10-12 16:58:08.441	491ms	9ms	24.7%	0	0	71.2 KB	255 B
122	ce/50ca61	4163327	minimap_pipeline:output_results (53)	COMPLETED	0	2024-10-12 16:58:08.583	369ms	7ms	37.1%	0	0	71.2 KB	255 B
113	64/ba0fb6	4162732	minimap_pipeline:output_results (46)	COMPLETED	0	2024-10-12 16:58:08.502	457ms	6ms	27.3%	0	0	71.2 KB	255 B
116	43/c1d990	4163087	minimap_pipeline:output_results (48)	COMPLETED	0	2024-10-12 16:58:08.549	413ms	6ms	64.3%	0	0	71.2 KB	255 B
118	c8/8e804e	4162991	minimap_pipeline:output_results (50)	COMPLETED	0	2024-10-12 16:58:08.536	446ms	5ms	27.3%	0	0	71.2 KB	255 B
120	59/13d65b	4163231	minimap_pipeline:output_results (51)	COMPLETED	0	2024-10-12 16:58:08.569	432ms	9ms	56.7%	0	0	71.2 KB	255 B
117	66/5be54e	4163166	minimap_pipeline:output_results (49)	COMPLETED	0	2024-10-12 16:58:08.559	452ms	18ms	42.9%	0	0	71.2 KB	255 B
121	cd/090d50	4163573	minimap_pipeline:output_results (52)	COMPLETED	0	2024-10-12 16:58:08.615	402ms	9ms	35.6%	0	0	71.2 KB	255 B
126	4c/720a75	4164559	minimap_pipeline:output_results (56)	COMPLETED	0	2024-10-12 16:58:08.761	348ms	5ms	63.2%	0	0	71.2 KB	255 B
125	1d/9c9c53	4164442	minimap_pipeline:output_results (55)	COMPLETED	0	2024-10-12 16:58:08.747	394ms	5ms	32.1%	0	0	71.2 KB	255 B
130	bb/3a5bee	4164694	minimap_pipeline:output_results (59)	COMPLETED	0	2024-10-12 16:58:08.783	358ms	5ms	64.9%	0	0	71.2 KB	255 B
123	48/65d94f	4164614	minimap_pipeline:output_results (54)	COMPLETED	0	2024-10-12 16:58:08.774	370ms	8ms	37.1%	0	0	71.2 KB	255 B
129	ef/aaa3a4	4164884	minimap_pipeline:output_results (58)	COMPLETED	0	2024-10-12 16:58:08.807	366ms	6ms	45.6%	0	0	71.2 KB	255 B
128	b9/28ca40	4164835	minimap_pipeline:output_results (57)	COMPLETED	0	2024-10-12 16:58:08.798	385ms	6ms	90.0%	0	0	71.2 KB	255 B
134	b7/6bfe6a	4165050	minimap_pipeline:output_results (62)	COMPLETED	0	2024-10-12 16:58:08.827	373ms	5ms	88.9%	0	0	71.2 KB	255 B
133	92/fe1d75	4164975	minimap_pipeline:output_results (61)	COMPLETED	0	2024-10-12 16:58:08.818	383ms	6ms	77.4%	0	0	71.2 KB	255 B
132	d4/991284	4165137	minimap_pipeline:output_results (60)	COMPLETED	0	2024-10-12 16:58:08.835	370ms	5ms	83.7%	0	0	71.2 KB	255 B
136	31/93d0bb	4165370	minimap_pipeline:output_results (63)	COMPLETED	0	2024-10-12 16:58:08.855	354ms	4ms	87.8%	0	0	71.2 KB	255 B
137	e7/9903c3	4165267	minimap_pipeline:output_results (64)	COMPLETED	0	2024-10-12 16:58:08.847	369ms	6ms	46.8%	0	0	71.2 KB	255 B
138	37/6882a9	4165549	minimap_pipeline:output_results (65)	COMPLETED	0	2024-10-12 16:58:08.881	353ms	5ms	47.4%	0	0	71.2 KB	255 B
140	4f/c1a719	4165703	minimap_pipeline:output_results (66)	COMPLETED	0	2024-10-12 16:58:08.898	381ms	4ms	50.7%	0	0	71.2 KB	255 B
141	28/3ce57d	4165901	minimap_pipeline:output_results (67)	COMPLETED	0	2024-10-12 16:58:08.921	357ms	6ms	93.5%	0	0	71.2 KB	255 B
142	48/a875b8	4165989	minimap_pipeline:output_results (68)	COMPLETED	0	2024-10-12 16:58:08.933	359ms	4ms	96.0%	0	0	71.2 KB	255 B
146	6e/40ec73	4166024	minimap_pipeline:output_results (71)	COMPLETED	0	2024-10-12 16:58:08.945	360ms	5ms	88.9%	0	0	71.2 KB	255 B
145	d3/5f6626	4166080	minimap_pipeline:output_results (70)	COMPLETED	0	2024-10-12 16:58:08.956	362ms	5ms	96.0%	0	0	71.2 KB	255 B
151	3e/e53ddc	4162503	minimap_pipeline:createAbundanceTables	COMPLETED	0	2024-10-12 16:58:08.474	2.8s	2.2s	226.6%	80.3 MB	4.1 GB	11.9 MB	186.1 KB
55	09/600d1d	4167835	minimap_pipeline:getAlignmentStats (hdz-401-s332)	COMPLETED	0	2024-10-12 16:58:11.240	2.6s	2.3s	196.6%	762.4 MB	1.9 GB	397.5 MB	4.5 MB
59	3a/e31181	4168327	minimap_pipeline:getAlignmentStats (hdz-403-s334)	COMPLETED	0	2024-10-12 16:58:13.860	2.9s	2.6s	185.1%	685 MB	1.8 GB	406.9 MB	8.2 MB
63	f3/150b73	4168820	minimap_pipeline:getAlignmentStats (hdz-441-s340)	COMPLETED	0	2024-10-12 16:58:16.782	2.9s	2.5s	182.2%	693.2 MB	1.9 GB	409 MB	7.7 MB
68	0d/0d40a9	4169307	minimap_pipeline:getAlignmentStats (hdz-408-s338)	COMPLETED	0	2024-10-12 16:58:19.659	2.9s	2.6s	193.8%	693 MB	1.8 GB	409 MB	8.5 MB
72	ac/a7cab4	4169800	minimap_pipeline:getAlignmentStats (hdz-330-s323)	COMPLETED	0	2024-10-12 16:58:22.579	3s	2.7s	190.6%	694.5 MB	1.9 GB	412.1 MB	7 MB
75	fa/a981b5	4170293	minimap_pipeline:getAlignmentStats (hdz-451-s343)	COMPLETED	0	2024-10-12 16:58:25.612	3.1s	2.8s	190.6%	693.2 MB	1.9 GB	413.2 MB	8.9 MB
79	35/f81120	4170831	minimap_pipeline:getAlignmentStats (hdz-340-s326)	COMPLETED	0	2024-10-12 16:58:28.777	2.9s	2.5s	188.5%	709.5 MB	1.9 GB	406.9 MB	8.5 MB
83	69/d2be39	4171322	minimap_pipeline:getAlignmentStats (hdz-331-s324)	COMPLETED	0	2024-10-12 16:58:31.669	2.9s	2.6s	185.8%	685.7 MB	1.8 GB	405.6 MB	5.3 MB
87	34/858b80	4171814	minimap_pipeline:getAlignmentStats (hdz-407-s337)	COMPLETED	0	2024-10-12 16:58:34.563	3s	2.7s	195.2%	693.6 MB	1.9 GB	408.4 MB	16.1 MB
94	10/164815	4172304	minimap_pipeline:getAlignmentStats (hdz-400-s331)	COMPLETED	0	2024-10-12 16:58:37.546	2.7s	2.3s	194.5%	750.2 MB	1.9 GB	402 MB	5.3 MB
95	ec/366efc	4172797	minimap_pipeline:getAlignmentStats (hdz-447-s342)	COMPLETED	0	2024-10-12 16:58:40.255	2.8s	2.5s	182.6%	726.4 MB	1.9 GB	405.3 MB	5.6 MB
100	55/a58e03	4173291	minimap_pipeline:getAlignmentStats (hdz-402-s333)	COMPLETED	0	2024-10-12 16:58:43.048	2.8s	2.5s	185.6%	738.5 MB	1.9 GB	406 MB	7.2 MB
103	8d/62a433	4173781	minimap_pipeline:getAlignmentStats (hdz-405-s335)	COMPLETED	0	2024-10-12 16:58:45.832	2.8s	2.5s	188.0%	723.7 MB	1.9 GB	403.6 MB	5.3 MB
107	74/720da2	4174269	minimap_pipeline:getAlignmentStats (hdz-398-s329)	COMPLETED	0	2024-10-12 16:58:48.654	3s	2.6s	193.0%	681.6 MB	1.8 GB	404.4 MB	5.9 MB
111	db/437c82	4174766	minimap_pipeline:getAlignmentStats (hdz-446-s341)	COMPLETED	0	2024-10-12 16:58:51.655	3s	2.7s	184.7%	698 MB	1.9 GB	407.6 MB	7.5 MB
115	84/2c5321	4175260	minimap_pipeline:getAlignmentStats (hdz-453-s345)	COMPLETED	0	2024-10-12 16:58:54.645	3.1s	2.8s	189.2%	690.2 MB	1.9 GB	414 MB	8.7 MB
119	22/b49096	4175753	minimap_pipeline:getAlignmentStats (hdz-452-s344)	COMPLETED	0	2024-10-12 16:58:57.796	3.1s	2.7s	189.3%	690 MB	1.8 GB	404.1 MB	5 MB
124	90/bec91e	4176243	minimap_pipeline:getAlignmentStats (hdz-409-s339)	COMPLETED	0	2024-10-12 16:59:00.871	2.9s	2.6s	179.4%	696.1 MB	1.9 GB	410.4 MB	5.7 MB
127	9a/0bc47a	4176739	minimap_pipeline:getAlignmentStats (hdz-381-s327)	COMPLETED	0	2024-10-12 16:59:03.839	2.7s	2.3s	189.0%	755.9 MB	1.9 GB	399.3 MB	4.9 MB
131	8d/4e1b35	4177233	minimap_pipeline:getAlignmentStats (hdz-399-s330)	COMPLETED	0	2024-10-12 16:59:06.535	2.8s	2.4s	190.9%	744.2 MB	1.9 GB	402.4 MB	7.4 MB
135	f4/645659	4177726	minimap_pipeline:getAlignmentStats (hdz-334-s325)	COMPLETED	0	2024-10-12 16:59:09.327	3s	2.7s	195.8%	641.6 MB	1.8 GB	408.7 MB	5.7 MB
139	b5/b84789	4178218	minimap_pipeline:getAlignmentStats (hdz-406-s336)	COMPLETED	0	2024-10-12 16:59:12.337	2.9s	2.6s	188.0%	689.9 MB	1.8 GB	406.1 MB	7.7 MB
143	de/be0a3c	4178711	minimap_pipeline:getAlignmentStats (hdz-382-s328)	COMPLETED	0	2024-10-12 16:59:15.281	2.7s	2.4s	206.6%	739.7 MB	1.9 GB	397.2 MB	6.3 MB
147	65/a52e29	4179200	minimap_pipeline:getAlignmentStats (pl-ntc-015-ctrl)	COMPLETED	0	2024-10-12 16:59:18.011	2.4s	2.1s	199.6%	447.2 MB	1.7 GB	387.6 MB	1.9 MB
152	7f/477f12	4179559	minimap_pipeline:filter_references	COMPLETED	0	2024-10-12 16:59:20.438	894ms	470ms	92.3%	7.1 MB	151.9 MB	77.4 MB	2.7 MB
153	e1/d942d5	4179925	minimap_pipeline:output_results (75)	COMPLETED	0	2024-10-12 16:59:21.343	355ms	5ms	82.8%	0	0	71.2 KB	255 B
156	60/2ac525	4179953	minimap_pipeline:output_results (77)	COMPLETED	0	2024-10-12 16:59:21.376	347ms	5ms	90.0%	0	0	71.2 KB	255 B
157	09/065779	4179970	minimap_pipeline:output_results (78)	COMPLETED	0	2024-10-12 16:59:21.384	351ms	5ms	88.9%	0	0	71.2 KB	255 B
155	57/c763a9	4179999	minimap_pipeline:output_results (76)	COMPLETED	0	2024-10-12 16:59:21.396	346ms	4ms	46.8%	0	0	71.2 KB	255 B
