tax	hdz-461-s369	hdz-462-s370	hdz-463-s371	hdz-464-s372	hdz-465-s373	hdz-466-s374	hdz-473-s375	hdz-474-s376	hdz-475-s377	hdz-476-s378	hdz-477-s379	hdz-478-s380	hdz-479-s381	hdz-480-s382	hdz-481-s383	hdz-482-s384	hdz-483-s385	hdz-484-s386	hdz-485-s387	hdz-486-s388	hdz-487-s389	hdz-488-s390	hdz-489-s391	pl-ntc-017-ctrl	total
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	4	20	74	48	4	6	9	38	55	15	19	31	2	0	5	7	10	14	3	0	17	3	19	0	403
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia;Kurthia populi	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	394	0	0	0	0	0	0	0	0	396
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	10	14	64	33	1	5	4	18	12	14	53	0	15	11	1	12	40	9	5	8	30	17	15	0	391
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	5	7	23	27	16	24	10	22	18	14	20	8	32	13	3	8	25	15	10	6	12	24	19	0	361
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	8	3	70	19	9	18	22	34	37	10	11	0	15	6	0	8	17	9	9	2	15	4	13	0	339
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas bubulae	1	0	6	17	0	11	0	128	5	10	33	6	9	4	15	12	14	0	24	4	1	20	0	0	320
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae	7	7	42	24	0	6	2	18	48	10	10	8	17	14	0	3	21	14	6	4	43	6	4	0	314
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium wakonense	11	0	4	10	6	2	1	0	0	38	4	85	2	1	1	13	27	65	10	6	7	11	2	0	306
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	10	10	23	8	15	16	14	5	5	6	20	0	4	24	10	16	13	18	7	19	10	9	29	0	291
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	13	5	26	14	1	13	13	20	7	4	20	0	14	5	8	5	33	6	12	5	12	38	12	0	286
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	14	19	40	24	6	11	16	11	14	10	6	2	15	6	6	11	16	5	7	2	3	8	18	0	270
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	3	8	4	8	0	0	5	2	1	2	30	129	8	3	1	4	4	3	0	1	15	6	30	0	267
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	17	9	51	17	3	14	5	15	14	7	13	7	11	3	7	7	17	2	9	6	11	6	10	1	262
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	9	6	58	14	3	15	12	12	5	8	10	2	13	5	3	6	18	15	7	4	15	5	12	0	257
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	8	14	26	18	5	14	11	16	8	3	6	0	10	6	7	6	16	10	9	4	7	10	24	0	238
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	12	19	25	18	3	11	13	11	14	1	7	1	11	6	12	5	14	8	13	3	7	6	14	0	234
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis	0	2	30	27	0	4	4	8	18	5	21	23	4	4	0	9	24	11	8	1	17	3	3	0	226
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	0	5	59	54	1	7	0	4	8	7	11	7	0	0	0	5	11	10	0	0	6	7	3	0	205
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	4	5	12	18	6	12	4	10	17	2	14	3	7	8	7	3	12	7	1	7	14	8	10	0	191
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus	14	0	9	0	14	6	0	5	1	0	0	0	16	5	0	9	10	0	6	3	40	1	41	0	180
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus	0	2	23	29	2	15	1	5	24	3	3	1	17	0	0	2	23	2	2	0	9	11	2	0	176
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides koreensis	0	15	6	79	0	4	2	0	0	2	10	21	0	2	0	4	1	15	0	0	4	0	1	0	166
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi	0	0	5	32	0	0	18	22	2	5	11	23	2	1	1	3	8	6	3	0	4	17	0	0	163
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea	4	0	30	3	9	3	4	4	8	8	8	24	5	2	1	6	13	4	3	3	8	5	1	0	156
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae	0	2	9	12	1	1	5	0	15	4	2	0	6	1	0	2	1	0	0	0	0	0	88	0	149
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	9	4	20	10	0	7	6	1	3	7	7	3	11	5	10	2	5	1	7	5	6	11	6	0	146
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	5	6	38	14	1	3	7	2	3	1	6	1	3	1	3	3	20	6	3	5	1	7	4	0	143
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	2	2	13	8	2	6	6	7	6	5	6	7	7	7	2	9	13	7	3	4	7	9	4	0	142
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	2	8	12	12	0	12	16	2	0	6	6	1	2	4	0	5	15	9	0	0	1	4	24	0	141
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	0	7	4	30	0	4	2	0	5	4	8	17	0	2	0	21	12	12	2	0	6	1	2	0	139
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	0	0	26	7	0	2	1	5	2	9	14	1	36	1	0	8	8	1	1	0	3	2	9	0	136
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus	0	3	0	36	0	0	0	0	0	7	16	26	0	0	0	6	1	29	0	0	0	0	0	0	124
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides congonensis	0	0	6	4	0	0	0	1	1	1	7	0	21	0	0	13	45	0	2	0	10	11	0	0	122
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	0	5	45	9	8	5	1	3	6	2	8	1	0	0	0	10	1	10	0	0	0	4	1	0	119
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	0	14	4	24	1	11	4	0	2	5	8	7	3	0	0	1	1	1	0	0	0	0	28	0	114
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	2	5	17	10	0	2	1	2	11	8	6	18	4	1	0	4	2	8	1	0	8	0	2	0	112
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella confusa	26	1	9	4	0	0	0	1	0	0	0	0	0	2	1	1	5	0	0	0	44	0	14	0	108
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	0	9	6	4	2	1	9	0	1	3	7	11	3	1	1	11	4	10	0	0	1	3	19	0	106
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas helleri	0	0	0	0	0	0	0	1	9	2	1	0	0	0	12	0	0	2	3	0	71	2	0	0	103
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	1	2	7	1	4	3	1	0	1	2	9	40	0	1	0	2	4	1	0	0	2	8	13	0	102
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	0	5	2	59	0	0	1	2	2	1	1	0	4	1	0	9	0	0	0	0	0	0	13	0	100
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	1	4	6	9	2	2	4	6	8	3	6	0	6	1	2	1	12	1	1	6	5	5	7	1	99
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	0	7	10	26	0	15	4	4	5	5	5	0	4	0	0	2	2	3	0	0	1	0	4	0	97
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium neonatale	13	1	2	41	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	96
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	2	5	18	19	2	0	2	8	12	1	6	4	1	0	1	1	1	4	0	0	5	2	1	0	95
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus;Anaerotruncus colihominis	0	3	1	39	0	7	0	0	1	8	2	1	0	0	0	7	16	4	0	0	0	0	5	0	94
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter amalonaticus	1	2	2	2	4	0	17	1	3	0	0	1	0	1	0	12	2	0	1	0	27	7	10	0	93
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	4	4	12	8	0	4	4	2	2	4	2	2	8	2	3	3	6	4	5	1	6	2	4	0	92
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora sphenoides	0	1	19	3	0	3	7	8	35	0	0	0	0	0	1	0	3	3	0	1	0	2	1	0	87
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus malodoratus	15	0	1	0	3	1	0	4	1	0	0	0	13	3	0	2	2	0	0	1	20	1	19	0	86
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter telavivensis	0	0	3	12	0	0	25	0	3	1	0	0	0	0	0	5	15	0	0	0	19	1	1	0	85
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Anaeroarcus;Anaeroarcus burkinensis	9	2	28	1	1	2	0	4	0	0	0	7	3	1	3	1	2	1	1	0	4	11	2	0	83
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	2	5	0	0	2	7	0	6	1	0	0	0	1	16	1	0	14	0	1	15	8	1	2	0	82
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium	6	1	1	0	3	7	1	6	2	0	0	1	4	1	2	11	2	1	3	2	13	0	13	0	80
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora celerecrescens	1	5	12	7	0	3	1	2	7	1	2	2	2	1	1	0	14	2	2	2	1	3	6	0	77
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis	7	0	4	0	1	4	3	6	1	1	0	0	2	2	1	0	2	0	4	4	22	1	11	0	76
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans	1	0	2	13	2	11	5	3	2	2	4	0	7	0	0	2	9	0	3	0	0	2	7	0	75
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus hirae	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	64	0	0	0	1	0	0	0	0	72
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	5	1	1	1	0	1	1	5	3	1	8	1	4	3	1	2	9	4	1	2	8	6	3	0	71
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Solibacillus isronensis	0	0	0	0	0	2	31	0	23	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	71
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	5	6	3	1	10	1	2	0	1	0	1	12	5	3	5	1	0	7	1	1	0	0	3	0	68
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	0	0	0	0	1	0	0	1	1	0	2	57	1	1	0	0	0	0	2	0	1	0	0	0	67
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;'Megasphaera vaginalis' Bordigoni et al. 2020	5	3	9	4	1	3	3	3	0	2	3	3	2	3	4	0	4	4	1	2	2	4	0	0	65
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas vaginalis	0	0	13	1	1	5	3	1	8	4	6	0	4	0	0	4	6	4	0	0	1	1	2	0	64
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia billingiae	0	0	0	0	1	0	7	0	0	0	50	0	0	0	1	0	1	0	0	0	1	0	0	0	61
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister pneumosintes	7	0	11	6	1	2	0	2	2	4	2	2	2	0	2	0	4	0	0	2	1	3	7	0	60
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella loescheii	2	1	5	1	2	3	1	1	5	0	3	0	3	4	2	2	7	3	0	3	1	4	7	0	60
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium fessum	0	0	18	4	1	2	3	2	16	1	1	0	1	0	0	2	2	0	0	0	0	2	4	0	59
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium colicanis	1	0	0	4	0	1	1	0	0	0	0	0	6	22	1	1	1	0	0	12	1	0	6	0	57
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria;Brenneria alni	5	3	15	1	0	5	1	4	4	0	0	0	1	0	0	0	0	0	3	0	8	4	1	0	55
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	0	1	13	6	0	0	0	2	1	3	2	0	5	1	0	3	5	1	0	0	3	5	4	0	55
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Evtepia;Evtepia gabavorous	0	0	0	2	0	0	7	0	0	1	3	21	0	0	0	2	0	17	0	0	0	0	0	0	53
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;Millionella massiliensis	1	1	7	3	3	4	3	5	5	2	4	0	1	1	0	1	2	1	2	2	0	2	2	0	52
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Porcincola;Porcincola intestinalis	2	2	9	4	1	2	1	3	2	2	2	2	2	0	1	4	2	0	3	1	0	2	2	0	49
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	1	4	1	1	3	0	0	1	0	1	0	0	0	1	0	1	27	0	0	7	0	0	1	0	49
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella lascolaii	0	0	7	1	1	0	1	3	11	0	0	0	1	6	0	0	3	1	0	7	4	0	0	0	46
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	2	3	10	3	3	3	2	2	0	2	3	1	2	1	1	1	0	0	1	1	1	0	3	0	45
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus garvieae	1	0	4	0	0	1	0	2	1	0	0	0	8	2	1	1	2	0	1	4	11	0	6	0	45
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rahnella;Rahnella inusitata	0	1	11	0	1	1	4	20	3	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	45
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter radioresistens	1	1	1	1	0	0	1	2	8	0	0	0	0	0	0	17	1	0	0	0	0	0	10	0	43
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tertium	0	1	2	5	2	0	1	0	5	3	0	0	2	0	0	0	0	0	0	0	0	0	21	1	43
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii	3	0	5	7	0	0	1	1	5	0	6	1	3	0	0	1	2	0	0	0	3	2	2	0	42
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia quinivorans	0	0	0	0	0	0	0	0	0	1	1	0	1	0	19	0	2	0	0	0	16	0	0	0	40
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;Hungatella xylanolytica	0	1	10	4	0	0	1	3	3	0	3	0	1	1	2	1	2	0	0	1	3	1	2	0	39
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	16	0	0	0	39
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella intestinihominis	0	3	4	3	1	3	1	5	4	2	0	3	1	1	0	0	1	4	1	0	1	1	0	0	39
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	0	0	5	1	1	0	0	0	0	0	4	13	4	0	1	4	0	1	0	0	3	0	2	0	39
