tax	hdz-004-s3	hdz-005-s11	hdz-010-s23	hdz-011-s10	hdz-013-s8	hdz-014-s18	hdz-016-s21	hdz-019-s13	hdz-020-s12	hdz-021-s7	hdz-023-s20	hdz-024-s19	hdz-025-s17	hdz-026-s15	hdz-028-s16	hdz-029-s14	hdz-030-s6	hdz-055-s22	hdz-063-s1	hdz-064-s2	hdz-065-s4	hdz-066-s5	hdz-067-s9	pl-ntc-001-ctrl	total
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas rupellensis	66	502	277	59	71	173	185	633	168	91	176	70	482	99	42	313	82	263	349	376	246	81	531	2	5337
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellamassilia;Prevotellamassilia timonensis	19	224	123	85	464	419	259	96	1147	231	24	219	115	201	109	34	30	38	94	69	120	13	222	1	4356
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter novaezeelandiae	53	68	130	133	909	473	146	202	75	431	83	131	57	419	96	77	69	148	84	128	134	48	167	2	4263
Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown	61	275	141	65	206	266	161	184	158	111	82	66	148	156	72	138	83	134	351	235	154	52	458	3	3760
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera stantonii	67	335	131	91	166	263	137	148	217	28	104	27	248	115	83	163	127	293	140	275	124	73	162	0	3517
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas hypermegale	20	144	247	70	146	269	169	162	178	90	49	91	530	103	48	69	26	77	267	123	173	26	268	0	3345
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea	9	10	20	11	225	991	100	23	41	20	16	96	101	167	29	9	7	20	205	10	492	6	284	2	2894
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marseillensis	33	208	92	56	187	159	114	123	243	105	41	62	69	90	63	49	25	57	46	151	74	39	102	1	2189
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium porci	16	60	28	9	137	76	106	38	93	24	50	61	41	88	47	21	33	94	146	57	203	17	135	0	1580
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei	31	65	42	20	97	126	67	86	74	39	40	125	77	54	43	60	53	107	89	38	132	20	56	0	1541
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii	30	155	52	36	74	144	66	78	90	13	56	12	104	51	34	68	65	107	46	106	45	28	77	0	1537
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae	7	67	7	2	54	41	106	23	379	7	7	20	6	101	59	11	10	23	98	44	184	3	193	0	1452
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi	27	57	65	22	69	83	141	24	104	41	29	108	22	71	89	15	23	59	75	51	136	8	67	0	1386
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Marseilla;Marseilla massiliensis	18	103	38	27	172	159	70	55	141	47	58	31	50	60	27	25	39	42	19	63	44	17	30	0	1335
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Wansuia;Wansuia hejianensis	72	140	14	5	96	50	38	112	42	32	52	64	21	38	30	27	65	78	40	55	45	13	48	0	1177
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera indica	29	128	38	27	53	57	41	53	74	11	35	14	83	31	20	62	43	76	40	96	53	23	53	0	1140
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	2	3	0	14	9	52	0	1	2	381	346	30	0	0	0	81	195	12	0	1	0	0	0	0	1129
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella freteri	69	188	4	2	13	16	5	209	45	7	54	5	1	14	1	105	45	48	5	51	19	26	9	0	941
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	10	48	30	17	85	71	57	26	166	30	16	33	20	41	35	16	16	14	15	38	33	4	39	0	860
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	3	19	12	1	104	26	39	42	108	56	20	41	7	44	35	30	10	22	24	50	66	9	36	0	804
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	8	32	58	7	166	54	30	19	57	15	9	48	29	64	36	27	14	7	20	5	30	3	20	0	758
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	52	15	2	2	94	32	12	39	13	12	20	28	0	115	12	19	25	56	9	14	58	0	24	0	653
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	9	56	5	1	32	32	10	42	24	24	28	23	2	44	17	32	20	67	21	67	30	17	24	0	627
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	17	70	0	1	27	8	24	84	81	8	22	7	4	13	9	28	26	26	26	28	62	12	33	0	616
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	23	27	7	8	51	13	17	18	44	12	21	7	6	41	26	12	28	74	49	38	38	12	38	0	610
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	23	60	28	3	51	32	18	33	31	13	16	15	7	23	15	31	32	32	18	25	20	6	16	0	548
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris	0	4	1	3	41	196	12	6	3	3	1	15	18	31	4	4	2	6	36	2	92	1	46	0	527
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	3	1	11	1	46	29	92	11	167	1	5	2	11	12	6	4	3	1	40	2	56	0	20	0	524
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri	0	1	0	0	111	23	0	0	0	0	0	0	0	26	3	0	0	2	62	2	237	4	48	0	519
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	3	36	15	23	56	30	29	25	46	27	13	31	11	27	10	8	17	9	6	17	25	2	22	0	488
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	5	8	24	4	53	25	18	12	141	11	7	19	11	44	20	12	4	4	17	6	14	0	24	0	483
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	10	24	8	0	37	24	40	15	41	12	8	20	10	22	12	2	15	46	28	12	36	8	32	0	462
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis	13	56	0	2	6	5	19	69	43	1	19	7	0	11	1	38	10	28	11	44	53	5	14	0	455
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	2	24	0	0	13	3	48	19	147	2	2	16	1	15	18	7	3	3	24	9	26	2	37	0	421
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri	1	10	0	56	3	6	4	3	1	238	0	0	31	0	0	0	0	1	32	0	3	0	10	0	399
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	0	6	1	51	5	4	6	4	0	223	0	1	31	0	0	0	0	0	32	0	9	0	13	0	386
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	2	19	13	16	45	38	21	19	45	20	7	8	12	11	11	7	4	6	4	19	25	4	11	1	368
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	4	12	6	1	42	39	15	20	54	4	3	14	6	19	8	13	3	6	18	8	38	0	32	0	365
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	21	29	5	3	8	8	11	46	8	0	19	5	2	11	5	22	29	55	8	17	14	4	5	0	335
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	10	34	5	0	14	7	7	36	11	2	34	1	2	11	2	32	29	40	10	16	12	8	7	0	330
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	7	10	8	4	31	15	12	9	21	4	7	9	4	27	12	3	16	30	23	8	15	2	29	0	306
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca	0	62	13	7	85	19	56	0	0	27	0	0	1	0	1	0	0	2	9	0	0	0	1	1	284
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	21	25	5	1	11	10	10	37	8	0	14	4	1	7	5	25	22	35	4	13	8	2	7	0	275
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	6	38	1	0	4	3	2	64	1	2	24	0	0	1	1	58	26	12	2	21	2	6	0	0	274
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	1	1	5	1	62	26	8	2	6	3	4	3	1	16	2	2	3	17	42	0	20	0	45	0	270
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis	34	168	0	0	0	1	0	38	0	0	11	0	0	0	0	17	0	0	0	0	0	0	0	0	269
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus hirae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	119	0	2	1	136	0	267
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	30	14	5	0	15	15	40	18	42	1	1	3	11	7	2	4	3	7	6	6	26	1	3	0	260
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	35	20	0	0	0	0	0	118	0	0	21	0	0	1	0	15	15	23	0	1	0	0	0	0	249
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	13	12	10	1	37	14	8	11	38	5	2	3	6	17	3	10	1	1	12	9	17	0	12	0	242
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis	5	170	5	0	8	8	7	0	1	1	1	0	4	5	3	3	1	4	8	0	1	0	0	0	235
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	5	13	8	4	40	20	10	10	15	12	4	9	6	16	6	5	9	6	5	3	13	1	8	0	228
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae	0	3	0	0	0	2	0	0	0	0	128	5	0	0	0	9	38	16	0	10	0	0	1	0	212
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	25	19	2	0	7	2	8	11	9	3	16	12	1	8	1	26	10	12	4	8	14	1	8	0	207
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	7	7	10	9	28	21	6	8	6	26	3	6	3	10	5	5	1	11	1	2	6	2	10	0	193
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	0	125	1	2	28	7	3	0	0	13	0	0	0	4	0	0	0	1	7	0	0	0	0	0	191
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas bubulae	0	0	2	4	0	2	32	3	52	53	1	0	0	0	20	2	1	0	7	4	1	0	0	0	184
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	4	1	0	0	58	6	1	19	0	1	4	0	0	2	0	27	7	12	4	7	12	1	8	0	174
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter monodelphidis	0	3	6	2	22	18	15	8	6	26	0	14	12	10	4	3	1	0	3	1	12	0	6	0	172
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella intestinihominis	5	21	2	0	10	2	3	38	6	3	9	1	0	1	0	33	12	1	1	10	3	1	2	0	164
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella loescheii	5	15	4	2	15	6	8	9	15	4	4	6	1	6	6	3	2	1	1	13	17	5	13	0	161
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella tanakaei	0	0	3	1	30	12	30	0	40	0	0	0	0	8	2	1	1	1	3	0	25	0	2	0	159
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Prolinoborus;Prolinoborus fasciculus	0	0	1	0	0	0	0	134	0	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	151
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	4	19	7	2	5	13	6	5	10	1	7	1	13	2	1	10	6	6	5	8	9	2	5	0	147
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis	15	36	0	0	0	0	0	24	0	0	15	0	0	0	0	16	9	28	0	2	0	0	0	0	145
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus;Sodaliphilus pleomorphus	0	0	5	3	14	8	8	1	45	7	0	6	4	11	3	0	0	0	7	1	3	0	13	0	139
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Floccifex;Floccifex porci	2	7	4	6	10	31	9	1	6	3	1	6	6	4	7	2	0	6	8	1	8	0	9	0	137
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;Millionella massiliensis	0	5	4	0	17	4	11	9	18	8	1	7	1	2	6	5	1	2	9	9	7	1	6	0	133
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae	0	111	1	2	4	1	0	2	0	8	0	0	1	0	0	0	0	1	2	0	0	0	0	0	133
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	7	3	0	0	0	0	0	20	0	0	17	0	0	0	0	13	11	43	0	11	4	2	0	0	131
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	5	26	0	0	8	0	0	26	0	0	8	0	0	4	0	17	4	12	2	5	9	0	3	0	129
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium massiliamazoniense	0	0	0	7	1	6	3	0	0	85	0	13	1	0	0	0	0	0	2	2	9	0	0	0	129
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia hominis	0	0	5	1	21	7	13	0	2	1	0	28	5	15	6	0	0	5	5	1	6	0	8	0	129
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	1	7	0	0	2	2	0	6	1	0	19	0	0	0	0	25	16	19	5	11	4	2	7	0	127
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella lascolaii	2	19	3	2	11	6	8	1	16	5	3	0	4	5	2	2	1	1	2	10	4	4	4	0	115
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	29	2	2	0	0	1	0	18	5	0	15	0	0	1	0	8	8	15	0	2	1	0	1	0	108
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii	0	19	1	0	4	5	5	14	15	0	2	6	1	2	0	10	1	4	0	5	4	0	10	0	108
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter amalonaticus	0	57	7	3	1	2	15	1	0	9	1	0	0	0	0	0	0	7	3	0	1	0	0	0	107
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera georgiana	0	90	0	0	2	0	2	0	0	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	103
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella faecalis	2	2	0	1	11	10	5	2	16	3	1	4	1	9	0	4	0	0	9	0	6	0	14	0	100
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus mirabilis	0	10	1	2	52	17	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	98
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	19	6	0	0	0	0	0	21	0	0	13	0	0	0	0	12	12	2	0	11	0	0	0	0	96
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter quasiroggenkampii	0	41	2	2	15	1	3	1	1	18	0	0	0	3	0	0	0	4	4	0	0	0	0	0	95
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia billingiae	0	0	0	6	0	21	1	1	0	41	0	21	2	0	0	0	1	0	0	0	0	0	0	0	94
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	2	4	4	1	6	7	6	3	17	1	0	2	16	9	2	1	0	1	4	1	0	1	5	0	93
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	1	7	1	1	3	14	7	3	0	1	3	5	6	12	1	3	0	8	3	0	1	1	11	0	92
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus cibi	0	0	0	1	88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii	0	2	0	2	43	15	2	0	0	15	0	0	4	1	0	0	0	2	1	0	1	0	0	0	88
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus garvieae	1	17	5	0	2	5	38	0	0	1	0	0	2	5	0	0	0	4	5	0	1	0	0	0	86
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus	2	5	0	0	1	0	2	0	0	1	9	0	0	1	0	14	1	44	1	2	1	1	0	0	85
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas vaginalis	10	9	0	0	0	0	0	55	0	0	2	0	0	0	0	4	1	0	0	2	0	0	0	0	83
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus;Anaerotruncus colihominis	8	0	0	0	33	0	0	9	0	0	5	0	0	0	0	12	0	0	0	1	14	0	0	0	82
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Porcincola;Porcincola intestinalis	4	8	3	0	6	6	7	5	2	4	1	3	2	2	2	4	5	5	3	1	1	0	8	0	82
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium	0	12	0	0	6	3	0	0	0	3	2	1	0	1	0	5	1	26	11	1	8	0	0	0	80
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	1	6	3	1	10	5	4	2	1	2	4	2	2	4	1	1	3	7	2	5	4	2	3	0	75
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Thermophilibacter;Thermophilibacter mediterraneus	2	1	1	0	4	8	2	1	14	0	1	1	3	3	1	1	0	1	22	0	1	0	5	0	72
Bacteria;Bacteria_none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium varium	3	4	0	0	2	0	0	6	0	3	3	0	0	0	0	3	3	29	1	14	0	0	0	0	71
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tertium	0	1	0	0	0	0	0	0	0	1	35	2	0	0	0	5	15	4	0	6	0	0	1	0	70
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria;Brenneria alni	1	21	7	1	5	4	4	2	0	3	0	0	0	5	0	9	0	0	3	1	3	1	0	0	70
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter catenae	14	14	0	0	0	0	0	15	0	0	4	0	0	0	0	8	6	7	0	0	0	0	0	1	69
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Feifaniaceae;Feifania;Feifania hominis	6	0	0	0	36	1	0	0	0	0	3	0	0	0	0	2	0	9	2	7	0	3	0	0	69
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Gluceribacter;Gluceribacter canis	0	3	2	1	13	5	3	3	7	2	1	4	3	6	0	1	2	1	5	0	3	0	4	0	69
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Bilifractor;Bilifractor porci	4	2	0	0	13	7	0	3	4	0	0	2	0	4	3	4	0	7	6	2	3	1	2	0	67
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;Ruthenibacterium lactatiformans	9	17	0	0	0	0	0	5	0	0	4	0	0	0	0	16	11	2	0	1	0	0	1	0	66
