tax	hdz-041-s53	hdz-045-s49	hdz-046-s48	hdz-051-s54	hdz-052-s50	hdz-058-s63	hdz-089-s64	hdz-093-s65	hdz-094-s66	hdz-101-s57	hdz-104-s69	hdz-107-s55	hdz-108-s60	hdz-155-s67	hdz-156-s68	hdz-168-s58	hdz-175-s61	hdz-176-s51	hdz-177-s47	hdz-182-s52	hdz-188-s62	hdz-190-s59	hdz-191-s56	pl-ntc-003-ctrl	total
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium sinus	162	33	1	70	87	163	39	75	35	308	103	57	46	25	47	58	118	34	129	164	71	52	53	1	1931
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter enhydrae	27	150	0	42	134	86	29	56	59	358	55	118	42	48	31	44	32	36	133	130	49	38	54	0	1751
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter novaezeelandiae	19	272	0	29	218	47	8	53	21	318	12	57	32	48	49	26	26	18	169	86	33	17	32	1	1591
Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown	19	34	379	31	39	55	34	21	33	184	31	74	32	30	18	83	25	17	37	23	9	27	50	0	1285
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas rupellensis	12	48	0	47	49	70	3	42	80	293	41	124	23	13	38	8	44	33	72	31	95	9	64	0	1239
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera stantonii	56	29	0	45	41	48	3	47	6	332	58	83	42	27	36	27	29	4	63	48	38	18	23	0	1103
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii	0	1	0	0	0	1	659	2	0	26	0	0	2	0	1	1	1	69	1	0	0	0	6	0	770
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marseillensis	12	9	0	57	11	39	8	22	41	182	27	47	20	25	19	8	23	3	23	9	18	39	24	0	666
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellamassilia;Prevotellamassilia timonensis	5	6	0	50	16	51	7	15	21	124	13	25	23	25	20	27	20	11	16	12	7	77	5	0	576
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium porci	29	7	0	36	12	50	13	19	39	52	16	7	107	12	23	29	12	13	9	29	14	31	13	1	573
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas hypermegale	4	12	0	77	9	34	6	14	61	41	14	35	51	20	20	26	25	34	14	7	14	36	16	0	570
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei	13	19	0	6	38	29	1	16	7	163	16	30	7	5	16	20	20	14	10	65	12	19	16	0	542
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea	5	33	0	14	7	45	15	25	6	72	2	6	59	32	26	27	22	47	16	13	6	56	4	0	538
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae	6	3	0	43	4	54	6	0	11	101	4	8	26	20	22	37	19	8	18	9	3	33	2	0	437
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi	16	1	0	48	0	30	10	13	5	32	10	32	33	14	23	16	24	1	42	12	2	58	2	0	424
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	0	232	0	0	0	9	0	6	0	131	0	22	0	0	0	0	0	0	0	0	5	0	12	0	417
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri	0	0	0	15	0	26	0	2	9	17	8	0	9	48	62	54	76	66	6	0	0	5	0	0	403
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri	0	223	0	0	0	7	0	8	0	135	0	17	0	0	0	0	0	0	0	3	2	0	8	0	403
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia rettgeri	0	0	0	0	0	0	203	0	0	0	0	0	1	1	4	0	7	164	0	0	0	0	2	0	382
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	5	35	0	9	36	14	8	6	0	121	5	9	8	9	3	9	0	3	13	62	3	8	2	0	368
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella freteri	35	40	0	7	16	5	0	3	5	43	6	16	3	16	19	14	30	4	13	4	57	5	23	0	364
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Marseilla;Marseilla massiliensis	10	14	0	10	11	11	0	11	13	107	11	13	11	15	6	5	8	11	7	49	8	9	14	0	354
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis	4	8	1	0	15	0	0	15	0	263	1	17	0	0	0	0	0	0	18	2	2	0	3	0	349
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Wansuia;Wansuia hejianensis	33	6	0	10	14	28	9	28	12	70	7	6	11	6	12	13	25	12	9	16	5	8	5	0	345
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	13	2	0	26	6	19	6	9	11	117	11	30	10	5	16	15	12	4	6	4	4	10	7	0	343
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii	20	7	0	13	18	10	0	11	4	108	26	18	12	5	13	12	5	2	15	10	10	11	13	0	343
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	7	120	0	3	58	7	3	1	0	78	0	3	1	5	0	3	2	0	5	20	3	2	0	0	321
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas dhakensis	0	0	0	0	0	0	276	0	0	0	0	0	0	0	1	5	7	0	0	0	0	1	11	0	301
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Coleofasciculaceae;Crassifilum;Crassifilum sonorensis	0	1	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	16	5	0	5	12	32	6	8	4	64	7	5	12	7	8	10	2	2	13	38	9	3	3	0	271
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera indica	17	4	0	12	15	11	2	4	2	73	16	21	10	3	3	12	4	4	14	13	7	5	11	0	263
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter amalonaticus	4	0	0	0	0	3	92	0	0	116	0	5	0	0	0	0	0	0	4	16	17	0	1	0	258
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	3	27	0	0	47	0	0	0	0	61	0	6	0	0	0	0	0	0	42	38	3	0	4	0	231
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	14	3	0	4	12	12	2	1	4	49	9	9	4	14	6	13	18	4	21	7	2	6	5	0	219
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rahnella;Rahnella contaminans	0	0	0	0	0	3	199	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	203
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter catenae	0	5	0	0	5	0	0	8	0	157	0	14	0	0	0	0	0	0	7	4	1	0	0	0	201
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus terrae	0	0	0	0	0	0	128	0	0	1	0	0	2	6	0	1	16	22	0	0	0	0	8	0	184
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	10	41	0	2	20	9	2	3	1	42	1	10	2	1	0	4	3	0	7	13	3	2	3	0	179
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	8	44	0	1	18	11	0	3	0	26	1	21	2	1	1	3	3	1	8	15	2	0	5	0	174
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	4	3	0	15	3	15	2	1	8	31	1	6	6	7	12	6	8	4	4	6	3	23	2	1	171
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	20	1	0	12	4	16	1	3	1	26	4	9	6	6	3	3	8	1	11	13	15	6	2	0	171
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	9	29	0	4	22	8	1	8	1	29	6	12	0	1	2	2	1	0	8	8	0	2	3	0	156
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	3	3	0	5	4	11	2	7	11	12	3	6	33	1	5	5	1	4	8	12	4	10	3	0	153
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	0	0	0	0	0	0	134	0	0	0	0	0	1	0	0	1	1	5	5	0	1	0	2	1	151
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudocitrobacter;Pseudocitrobacter vendiensis	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	21	6	0	0	11	2	6	2	0	38	2	5	1	2	22	1	1	0	16	6	2	1	0	0	145
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca	1	0	2	0	0	0	120	1	0	0	1	0	0	0	1	0	1	6	1	0	4	1	1	0	140
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	4	6	0	0	15	0	0	1	0	40	0	17	0	2	0	1	0	0	15	22	9	0	2	0	134
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	1	4	0	15	1	1	0	1	6	2	0	0	3	10	11	58	7	2	1	0	0	7	0	0	130
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	7	5	0	2	7	2	1	2	0	38	0	6	0	9	6	13	0	1	8	7	0	3	5	0	122
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera georgiana	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	120
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	8	3	0	12	1	9	4	1	7	8	4	1	9	1	5	6	6	12	5	1	1	6	5	0	115
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	11	2	0	5	3	10	1	3	2	20	4	7	3	2	3	1	5	2	7	12	5	2	4	0	114
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter telavivensis	2	0	0	0	0	0	50	0	0	51	0	1	0	0	0	0	0	4	0	0	4	0	0	0	112
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	0	1	0	1	0	8	1	1	0	70	0	1	2	2	2	5	1	0	3	9	0	3	2	0	112
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	4	0	0	13	4	9	0	3	2	10	2	4	1	5	9	9	9	5	6	4	1	10	2	0	112
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	6	5	0	0	9	0	1	2	1	17	6	5	11	10	20	6	3	4	2	0	0	1	0	0	109
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis	5	5	0	1	3	3	0	1	2	31	1	5	5	6	5	4	3	0	8	10	2	7	0	0	107
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	2	7	0	0	6	2	0	2	2	22	4	0	1	9	2	25	1	2	1	4	4	3	4	0	103
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	2	11	0	2	1	4	1	3	0	37	0	8	5	0	2	0	0	0	13	1	1	6	0	0	97
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;Hungatella effluvii	0	77	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	11	0	0	0	0	0	94
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris	0	7	0	1	4	3	1	2	2	14	1	1	10	7	8	3	3	7	3	2	2	9	0	0	90
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	8	3	0	7	3	18	0	5	4	11	4	0	6	1	0	3	5	2	0	0	2	4	1	0	87
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	6	3	0	8	1	10	9	0	0	5	3	4	9	7	3	4	1	0	1	0	1	10	0	0	85
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter quasiroggenkampii	0	0	0	1	0	0	56	0	0	0	0	0	0	5	2	0	0	19	2	0	0	0	0	0	85
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	6	0	0	3	6	6	0	1	3	15	1	5	3	3	1	1	3	2	3	4	2	9	4	0	81
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	2	2	0	12	3	2	0	3	4	13	1	5	3	5	5	0	5	1	3	3	1	6	2	0	81
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus mirabilis	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	79
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	1	12	0	0	11	0	3	1	0	12	2	2	3	2	0	3	0	0	6	12	1	3	2	0	76
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcales;Chroococcaceae;Gloeocapsopsis;Gloeocapsopsis crepidinum	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	11	7	0	0	8	1	1	1	0	10	1	16	0	2	0	1	1	0	2	2	0	0	5	0	69
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcales;Chroococcaceae;Neochroococcus;Neochroococcus gongqingensis	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	2	1	0	2	2	7	4	3	6	10	0	2	2	5	3	3	5	1	1	2	1	4	1	0	67
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans	0	0	0	0	2	6	1	3	0	31	1	7	1	2	1	0	1	0	2	5	0	0	0	0	63
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	2	2	0	0	0	0	1	1	0	21	4	1	6	5	4	6	3	0	0	0	0	1	6	0	63
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter kilianii	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	1	3	0	0	0	7	0	0	60
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Feifaniaceae;Feifania;Feifania hominis	2	1	0	0	0	3	0	2	0	13	4	1	0	2	2	2	0	0	24	0	0	1	1	0	58
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae	14	1	0	0	1	0	0	6	0	20	7	2	0	0	0	0	0	0	1	5	0	0	1	0	58
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;Millionella massiliensis	2	1	0	2	3	4	1	2	3	23	2	3	2	2	1	2	0	0	0	1	0	1	1	0	56
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rahnella;Rahnella victoriana	0	0	0	0	0	1	53	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	55
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus	4	0	0	0	1	5	0	1	0	18	1	1	0	5	1	0	0	0	9	1	4	3	1	0	55
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter farmeri	3	0	0	0	0	0	41	0	0	0	0	0	0	0	1	0	0	1	0	0	5	1	2	0	54
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	2	0	0	1	0	3	0	3	2	9	0	1	1	0	1	3	9	10	4	2	0	2	1	0	54
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas caviae	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	53
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia vermicola	0	0	0	0	0	0	27	0	0	0	0	0	0	2	0	0	5	19	0	0	0	0	0	0	53
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella intestinihominis	13	3	0	3	15	4	0	0	3	6	1	2	0	1	0	0	1	0	1	0	0	0	0	0	53
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;Ruthenibacterium lactatiformans	0	5	0	0	10	0	0	0	0	27	0	3	0	0	0	0	0	0	0	4	3	0	0	0	52
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	4	0	0	6	1	0	0	2	4	9	3	2	0	4	7	1	0	1	1	0	0	6	0	0	51
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus hirae	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	1	2	34	0	0	0	0	50
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rahnella;Rahnella inusitata	0	0	5	0	0	5	38	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	49
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella tanakaei	0	0	0	6	0	0	1	0	2	3	1	0	0	5	3	21	4	2	0	0	0	1	0	0	49
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia huaxiensis	0	0	0	0	0	0	30	6	0	6	0	0	0	2	0	0	2	0	0	0	0	0	2	0	48
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia rustigianii	0	0	0	0	0	0	26	10	0	8	0	0	0	1	0	0	1	1	0	0	0	0	0	0	47
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	0	4	0	1	0	5	2	0	12	3	0	2	0	0	2	10	0	2	1	1	0	1	1	0	47
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter;Rodentibacter heidelbergensis	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	47
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	3	1	0	8	2	2	1	0	5	1	2	1	3	1	1	4	3	0	2	2	0	2	2	0	46
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus	15	2	0	0	0	1	0	0	0	3	1	4	1	0	1	1	0	0	10	4	0	0	2	0	45
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus pittmaniae	0	0	1	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	44
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Prolinoborus;Prolinoborus fasciculus	0	33	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	2	0	0	0	0	43
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae	0	0	0	0	0	0	32	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	2	0	43
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	3	3	0	1	3	0	0	0	0	10	1	4	0	0	0	2	0	0	4	6	3	0	2	0	42
Bacteria;Bacteria_none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium varium	0	1	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	3	12	2	0	0	0	42
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella variicola	0	0	0	0	0	0	38	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia aphidicola	0	0	3	0	1	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter youngae	0	0	0	0	0	0	33	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	40
