tax	hdz-490-s392	hdz-491-s393	hdz-492-s394	hdz-493-s395	hdz-494-s396	hdz-495-s397	hdz-496-s398	hdz-497-s399	hdz-498-s400	hdz-499-s401	hdz-500-s402	hdz-501-s403	hdz-502-s404	hdz-503-s405	hdz-504-s406	hdz-506-s407	hdz-507-s408	hdz-508-s409	hdz-509-s410	hdz-510-s411	hdz-517-s412	hdz-522-s413	hdz-525-s414	pl-ntc-018-ctrl	total
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter amalonaticus	0	1	1	1	10	1	0	0	4	0	0	0	4	2	50	1	0	2	195	4	8	0	41	0	325
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Marseilla;Marseilla massiliensis	6	17	0	6	2	0	22	9	15	16	26	33	0	13	12	12	9	21	10	4	55	23	12	1	324
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	12	0	0	16	73	0	0	6	21	0	0	0	0	0	2	0	0	1	15	0	0	21	81	0	248
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia alcalifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	223	1	244
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri	14	1	0	17	60	0	0	12	12	0	0	0	0	0	2	0	0	2	20	0	0	17	80	0	237
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	2	5	9	16	0	1	11	3	3	11	14	30	0	8	8	11	2	34	2	3	31	10	5	0	219
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	3	7	6	7	6	1	2	2	0	9	18	7	0	9	8	26	0	16	10	8	35	6	11	0	197
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	6	5	0	23	6	6	6	8	4	3	11	8	0	7	21	12	12	14	7	4	16	5	11	0	195
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera georgiana	0	1	0	0	6	6	0	0	0	0	0	0	1	0	8	0	0	0	156	0	0	0	4	0	182
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	12	7	3	6	1	1	11	15	1	10	11	10	0	1	23	9	11	5	5	4	19	6	11	0	182
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia;Kurthia populi	0	0	0	0	0	0	0	0	2	0	0	0	0	155	0	0	0	0	23	0	0	0	0	0	180
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea	2	4	61	3	15	11	5	3	1	4	5	6	17	6	1	1	16	6	4	1	3	3	0	0	178
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi	9	0	0	5	4	0	0	0	0	0	25	1	0	96	21	5	1	9	0	0	1	0	0	0	177
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	11	2	51	12	2	1	0	6	1	0	0	21	9	7	0	1	5	1	6	0	5	17	16	0	174
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas bubulae	1	2	1	18	1	1	0	0	0	0	1	0	0	120	12	4	0	0	3	0	0	9	1	0	174
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae	8	2	14	15	1	7	6	3	2	4	27	12	0	10	5	1	0	16	3	9	14	6	5	0	170
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	1	11	3	9	6	6	2	4	0	2	27	4	1	4	24	4	0	11	8	7	6	21	3	0	164
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides koreensis	3	0	4	0	0	0	2	0	3	1	18	100	0	3	8	3	0	10	0	3	4	0	0	0	162
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	8	7	5	7	4	11	6	5	7	7	3	4	4	1	12	8	12	3	12	9	7	11	8	0	161
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter telavivensis	0	3	0	1	2	0	0	0	0	0	0	0	1	0	17	0	0	0	76	0	4	0	55	0	159
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	8	6	7	3	3	7	11	5	1	4	4	6	1	9	13	3	2	11	7	13	18	8	6	0	156
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus	2	10	0	0	0	0	1	0	0	3	34	3	0	4	1	7	0	7	4	1	71	7	0	0	155
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	4	3	1	0	3	5	1	1	0	0	17	74	0	1	2	2	0	8	3	4	12	5	0	0	146
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	9	8	1	1	3	6	10	7	0	1	16	14	0	18	1	2	0	12	3	1	11	18	1	0	143
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	9	4	9	5	2	10	9	2	1	5	14	10	2	2	4	10	2	14	3	3	11	6	6	0	143
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	10	13	0	11	2	0	7	4	2	6	13	7	0	6	5	8	2	10	7	1	14	6	7	0	141
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	4	1	11	7	4	5	3	6	4	6	5	11	3	2	3	9	1	11	9	4	9	14	4	0	136
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas helleri	5	0	0	0	0	0	0	1	0	0	0	3	0	1	0	19	0	2	1	0	104	0	0	0	136
Bacteria;Bacteria_none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium varium	0	7	0	3	1	4	2	4	3	0	1	10	0	0	15	2	0	1	8	7	65	3	0	0	136
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	1	6	11	5	3	4	17	2	0	2	4	5	0	6	3	4	0	12	3	10	3	14	7	0	122
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	0	11	0	0	0	3	0	0	0	0	5	2	0	1	1	3	0	24	11	4	27	23	3	0	118
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis	4	2	9	6	1	4	7	1	0	3	18	16	0	2	1	1	0	8	1	3	19	7	1	0	114
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	3	5	0	3	0	0	15	4	2	0	11	8	0	1	6	8	0	6	7	0	16	5	11	0	111
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	3	1	13	2	3	5	0	5	3	0	2	12	24	8	0	2	0	4	1	1	2	3	7	0	101
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	1	2	5	6	2	5	5	4	1	4	7	5	0	3	1	6	0	14	6	2	4	8	7	0	98
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	3	2	5	3	2	1	26	4	0	5	1	6	0	1	3	3	1	9	3	4	6	8	1	0	97
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter haemolyticus	0	0	0	0	0	0	0	0	35	0	0	0	0	0	60	0	0	0	2	0	0	0	0	0	97
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	0	4	8	4	1	6	13	3	0	0	12	1	0	7	2	4	4	3	5	6	2	2	1	0	88
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella confusa	0	0	2	1	3	5	0	0	13	0	4	0	39	0	4	4	0	0	0	0	0	6	3	0	84
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	4	8	1	4	0	0	6	1	3	3	6	4	0	2	5	7	4	3	4	0	9	1	4	0	79
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia persicina	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	72	0	0	0	78
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter farmeri	0	0	0	0	1	0	0	0	16	0	0	0	0	0	6	0	0	0	43	0	1	0	10	0	77
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Anaeroarcus;Anaeroarcus burkinensis	2	8	0	0	2	5	0	1	1	0	1	9	26	0	3	2	0	1	4	0	0	0	10	0	75
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides congonensis	0	5	1	0	0	1	1	1	0	0	0	0	0	0	2	2	0	2	1	7	45	3	3	0	74
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	2	4	1	0	0	2	4	7	0	2	5	8	1	5	3	8	0	5	2	5	5	3	2	0	74
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca	0	1	0	0	0	0	0	1	0	0	1	0	0	0	5	0	0	0	62	0	0	0	2	0	72
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium	1	4	1	0	1	16	1	1	2	0	2	1	3	6	1	7	1	0	4	1	1	3	10	0	67
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	2	1	0	3	0	0	3	8	2	2	2	8	0	0	8	3	1	1	3	2	13	3	1	0	66
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus	6	2	0	0	0	1	0	0	7	0	5	0	5	1	5	8	0	5	2	0	1	7	11	0	66
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	1	1	20	2	1	0	0	6	0	1	0	4	5	2	1	0	8	3	2	0	3	0	3	0	63
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	2	3	1	2	0	2	4	2	2	0	4	2	0	3	6	2	0	5	2	4	5	10	0	0	61
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	2	2	1	0	0	0	8	0	0	1	18	12	0	7	0	2	1	3	2	0	0	1	0	0	60
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Solibacillus isronensis	7	0	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	27	0	0	0	7	0	58
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	1	0	30	0	1	0	0	2	0	0	0	2	4	2	1	0	4	0	4	1	3	2	1	0	58
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii	1	1	1	7	1	0	3	1	2	2	2	2	0	2	4	1	0	2	1	0	17	3	2	0	55
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	3	2	0	0	6	2	2	1	0	0	2	2	5	5	0	3	0	13	5	0	1	3	0	0	55
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia;Kurthia gibsonii	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	48	0	0	0	3	0	55
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella lascolaii	9	3	0	2	0	0	5	1	1	2	2	2	0	2	4	1	1	4	3	0	2	2	8	0	54
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister pneumosintes	2	1	6	4	3	3	2	3	1	1	1	1	3	0	5	0	4	2	3	2	4	0	2	0	53
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	2	0	1	1	1	2	5	0	0	0	1	1	0	2	2	3	3	4	3	15	3	3	1	0	53
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans	1	3	0	0	4	0	2	1	0	0	3	2	0	2	13	1	0	3	3	2	4	4	0	0	48
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella loescheii	6	3	0	1	0	0	3	1	2	3	3	2	0	1	4	3	1	2	1	0	7	3	2	0	48
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	3	0	0	0	1	2	3	1	0	4	12	8	0	2	0	0	0	3	0	0	0	4	0	0	43
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas paraversuta	2	0	0	2	0	0	0	0	0	0	0	0	0	31	2	4	0	0	0	0	0	0	1	0	42
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	0	0	0	1	4	31	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	41
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	2	2	3	0	1	0	2	2	0	1	4	1	0	1	5	1	2	0	4	4	3	0	3	0	41
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	3	0	0	3	1	1	6	3	0	1	5	5	0	4	0	1	3	2	1	0	2	0	0	0	41
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae	0	1	0	5	2	0	1	0	0	0	12	0	1	1	0	3	0	0	0	0	0	12	0	0	38
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter radioresistens	1	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	1	13	0	0	0	17	0	38
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium neonatale	0	0	0	0	0	0	0	0	4	0	2	0	0	0	31	0	0	0	0	0	1	0	0	0	38
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria;Brenneria alni	1	2	0	0	1	6	2	2	0	0	0	4	0	0	6	0	0	2	4	0	4	3	0	0	37
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Porcincola;Porcincola intestinalis	0	5	1	1	1	0	2	2	0	1	3	0	0	1	6	0	0	0	5	1	2	5	0	0	36
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	2	0	1	0	1	0	0	3	0	1	0	0	5	0	0	0	6	1	12	1	0	1	2	0	36
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus malodoratus	7	2	0	0	0	2	0	0	0	0	1	0	4	3	4	1	0	2	1	0	0	7	2	0	36
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus hirae	0	0	0	0	0	0	0	5	0	0	0	0	0	29	1	0	0	0	0	0	0	0	1	0	36
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus garvieae	1	3	0	0	4	9	0	0	0	0	1	0	11	0	1	1	0	0	0	0	0	1	3	0	35
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	2	0	4	0	6	0	0	0	0	0	2	2	2	2	0	1	5	2	2	0	1	2	2	0	35
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	1	3	0	1	3	0	2	5	0	1	3	0	0	0	4	0	0	1	2	0	3	4	0	0	33
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris	1	0	16	2	1	0	0	0	0	1	1	0	2	2	0	0	5	0	0	0	0	1	0	0	32
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;'Megasphaera vaginalis' Bordigoni et al. 2020	1	0	0	1	3	3	1	1	0	1	2	1	0	2	0	1	1	3	3	2	0	2	3	0	31
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	2	0	0	2	0	0	0	1	0	0	3	4	0	4	0	0	1	3	1	0	4	6	0	0	31
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;Millionella massiliensis	1	3	0	1	1	0	2	0	0	1	4	0	0	1	2	3	0	3	1	1	5	0	2	0	31
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister succinatiphilus	0	1	4	3	0	2	1	0	1	1	1	1	3	0	3	1	1	3	0	2	0	0	2	0	30
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii	0	0	0	0	16	0	0	0	5	0	0	0	0	0	1	0	0	0	6	0	0	0	1	0	29
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas deceptionensis	0	0	0	0	0	0	0	0	0	0	0	0	0	27	2	0	0	0	0	0	0	0	0	0	29
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas vaginalis	2	2	0	0	1	0	1	0	0	0	17	1	0	0	0	0	0	0	2	0	1	1	1	0	29
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas psychrophila	1	0	0	0	0	0	0	0	0	0	1	0	0	22	2	2	0	0	0	0	0	0	0	0	28
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella phocaeensis	4	0	9	0	4	1	0	0	0	1	1	0	1	1	1	0	0	1	2	0	0	0	2	0	28
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Floccifex;Floccifex porci	3	0	1	0	0	0	0	0	2	0	0	0	1	1	4	1	4	2	4	0	2	1	1	0	27
