tax	hdz-266-s254	hdz-267-s255	hdz-316-s256	hdz-335-s257	hdz-345-s258	hdz-348-s259	hdz-383-s260	hdz-384-s261	hdz-385-s262	hdz-386-s263	hdz-387-s264	hdz-388-s265	hdz-389-s266	hdz-390-s267	hdz-391-s268	hdz-392-s269	hdz-393-s270	hdz-394-s271	hdz-395-s272	hdz-396-s273	hdz-397-s274	hdz-438-s275	hdz-439-s276	pl-ntc-012-ctrl	total
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter enhydrae	78	50	64	69	111	85	44	97	32	37	18	69	22	32	77	165	46	94	16	89	19	132	39	1	1486
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas hypermegale	155	49	36	90	77	105	45	42	6	31	89	122	71	93	55	58	33	108	44	100	31	1	13	1	1455
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella freteri	21	28	154	38	24	21	3	3	111	1	92	54	34	39	117	0	140	24	23	38	329	0	148	1	1443
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas rupellensis	15	156	71	233	8	21	29	21	3	42	255	42	24	17	97	3	63	31	9	4	51	0	9	0	1204
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei	65	36	66	25	31	25	13	58	61	24	22	49	13	27	57	68	87	99	23	62	130	0	92	1	1134
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera stantonii	46	67	70	52	41	23	27	42	36	18	76	70	38	20	97	69	127	111	36	4	22	0	41	0	1133
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium porci	160	21	37	17	50	97	36	59	30	19	20	54	9	26	63	31	69	59	17	23	121	0	81	1	1100
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea	32	7	19	3	58	3	5	12	55	10	22	53	24	149	122	75	39	35	30	68	130	0	68	0	1019
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellamassilia;Prevotellamassilia timonensis	97	18	8	31	37	64	32	58	17	27	57	223	32	50	11	18	10	43	17	57	26	1	18	1	953
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri	20	0	0	0	0	109	5	0	1	0	0	0	1	464	1	0	0	0	0	47	0	152	0	0	800
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi	133	33	9	6	66	56	9	39	23	6	14	37	15	26	8	16	52	52	13	33	23	0	50	0	719
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marseillensis	51	48	17	28	44	42	30	53	6	25	50	84	11	22	27	6	45	45	17	26	7	0	6	0	690
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	16	0	0	0	0	135	5	0	0	0	0	0	0	444	1	1	0	0	0	32	0	54	1	0	689
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri	157	0	0	0	10	94	42	49	0	2	0	183	18	89	0	1	0	31	4	2	1	0	0	0	683
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae	77	7	15	13	27	32	4	4	11	1	25	145	26	64	11	8	12	24	13	38	19	0	12	0	588
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii	23	32	40	23	26	16	8	16	15	11	39	30	17	6	54	48	56	50	22	1	14	0	20	0	567
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Wansuia;Wansuia hejianensis	33	8	32	7	5	12	0	8	44	0	13	28	19	14	36	7	30	13	6	19	151	0	60	0	545
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	34	9	17	7	30	19	5	5	45	0	33	31	16	8	16	2	29	38	5	71	61	0	29	0	510
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	7	10	40	17	7	8	1	0	26	0	49	29	17	25	52	1	40	8	6	20	68	0	74	0	505
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	6	0	0	1	1	17	0	0	0	0	2	0	0	0	0	0	1	0	0	455	11	2	0	0	496
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Marseilla;Marseilla massiliensis	21	30	15	21	18	21	13	23	9	3	29	55	10	11	32	4	37	26	12	37	28	0	12	0	467
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas helleri	0	0	0	0	0	6	0	0	0	0	3	3	236	3	5	39	2	0	46	5	112	1	1	1	463
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera indica	19	31	25	29	23	12	12	17	8	4	27	24	23	5	30	30	56	40	11	0	11	0	22	0	459
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis	47	4	23	4	12	6	0	0	43	0	30	16	6	5	14	0	24	20	1	12	131	0	23	0	421
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	40	7	19	3	6	14	1	18	42	1	5	23	0	2	10	6	26	9	2	25	95	0	32	0	386
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus	1	0	10	0	0	0	0	0	22	0	8	0	0	0	6	0	3	0	0	0	295	0	10	0	355
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	1	2	1	0	6	2	4	2	12	0	10	7	15	4	1	2	8	3	1	5	19	229	4	0	338
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	10	5	53	8	3	4	1	0	37	0	8	2	1	1	48	0	26	5	1	3	69	0	51	0	336
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	30	10	17	4	7	12	3	4	39	1	9	13	2	8	23	3	31	11	10	6	59	0	28	0	330
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter kilianii	5	0	0	0	0	2	13	97	0	16	0	3	2	29	0	51	0	0	0	92	0	9	1	1	321
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	6	2	41	7	1	0	2	5	7	1	11	25	1	9	44	13	13	5	5	1	68	0	52	0	319
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	7	9	37	10	6	1	2	1	35	0	12	1	1	4	35	1	29	5	0	5	65	0	42	0	308
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi	0	5	1	0	3	1	0	2	2	13	7	24	34	20	2	3	8	0	1	3	5	159	8	0	301
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas bubulae	0	1	0	0	4	0	0	0	0	9	4	2	39	37	3	3	2	0	2	11	6	159	2	0	284
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	5	9	48	14	3	2	0	0	28	0	13	3	1	0	32	1	28	4	1	6	63	0	23	0	284
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	22	15	12	7	13	24	13	14	4	5	9	39	5	11	6	4	11	10	9	10	8	0	5	0	256
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	203	10	15	8	0	3	0	0	1	0	0	0	3	0	1	0	1	0	1	0	5	0	0	0	251
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	91	6	8	3	9	6	1	1	6	0	9	8	10	6	23	0	14	6	3	7	17	0	14	0	248
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	16	0	19	1	0	0	0	0	33	0	6	8	0	0	24	0	12	1	2	0	93	0	26	0	241
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	6	0	15	1	5	2	5	6	1	1	2	55	8	18	15	16	4	8	6	5	15	0	39	0	233
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	26	5	4	2	15	31	7	10	4	2	3	14	3	7	14	6	18	14	4	8	28	0	7	0	232
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii	167	6	0	0	0	1	0	4	0	1	0	0	1	0	0	9	9	14	0	7	0	2	0	0	221
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	19	9	10	2	9	15	0	4	10	2	8	5	2	6	12	7	19	12	5	3	31	0	25	1	216
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	18	6	6	8	17	15	1	1	15	0	12	13	2	13	17	1	16	8	2	9	31	0	3	0	214
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	1	2	1	0	0	1	1	0	46	0	1	7	2	12	2	46	3	6	6	12	44	0	17	0	210
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	20	1	8	5	8	9	0	2	7	1	5	51	4	9	9	0	12	5	3	15	11	0	25	0	210
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	20	3	9	0	5	6	6	8	12	1	5	11	6	11	5	5	17	6	8	13	25	0	28	0	210
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	2	1	9	0	2	2	4	1	8	5	4	25	11	15	11	14	2	20	1	7	2	4	44	0	194
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	14	4	11	1	0	0	0	0	21	0	17	0	3	0	23	0	26	1	1	0	47	0	19	0	188
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	8	2	8	1	3	0	0	0	14	0	8	2	0	2	5	0	5	0	0	2	71	0	54	0	185
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter quasiroggenkampii	7	0	0	0	6	0	1	0	0	1	0	0	0	1	5	0	0	1	0	150	6	0	0	0	178
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasipneumoniae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	171	3	0	0	0	175
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Evtepia;Evtepia gabavorous	0	0	10	0	0	0	0	0	31	0	6	0	1	0	12	0	5	0	0	0	78	0	31	0	174
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	0	6	18	1	1	0	0	1	7	3	16	4	3	0	43	1	10	2	0	0	13	0	36	0	165
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas vaginalis	2	0	11	0	0	0	0	0	2	0	2	3	0	0	12	0	33	0	0	0	90	0	3	0	158
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera georgiana	45	1	0	0	0	0	3	1	0	1	34	0	0	0	1	0	0	0	0	57	12	0	0	0	155
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	25	0	5	0	10	10	1	0	3	0	9	28	4	1	4	2	9	5	4	10	19	0	5	0	154
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris	5	3	4	0	14	1	1	6	6	3	3	4	2	20	10	15	5	1	1	11	25	0	7	0	147
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	20	1	6	2	9	12	0	3	13	1	4	9	3	2	7	2	11	5	1	1	24	0	8	0	144
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;Ruthenibacterium lactatiformans	0	1	6	4	0	0	0	0	28	0	5	0	0	0	2	1	0	0	0	0	83	0	14	0	144
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus pittmaniae	3	0	0	0	0	1	6	25	0	10	0	1	1	19	0	29	0	1	0	45	0	1	0	0	142
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus;Secundilactobacillus odoratitofui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	138
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans	0	1	6	2	0	0	0	0	34	0	1	0	0	0	3	0	5	2	0	0	66	0	3	0	123
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	1	1	15	3	0	0	0	0	41	0	2	3	1	0	9	0	6	0	0	0	22	0	18	0	122
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella faecalis	4	2	1	1	1	2	1	1	1	0	1	2	2	1	0	0	0	0	0	2	5	86	0	0	113
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus	3	1	21	3	0	0	0	0	18	0	0	5	1	1	21	0	9	1	0	0	20	0	7	0	111
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Ihubacter;Ihubacter massiliensis	3	1	5	0	0	0	0	0	12	0	6	0	0	0	10	0	0	0	0	0	37	0	37	0	111
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium massiliamazoniense	38	0	0	0	0	0	0	16	0	44	7	0	1	0	1	0	0	0	2	1	0	0	0	0	110
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	11	6	4	5	6	5	8	7	0	3	9	8	0	5	0	1	9	10	2	6	1	0	1	0	107
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	10	4	4	1	6	16	7	6	0	4	1	8	9	1	3	0	5	7	1	0	2	0	12	0	107
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca	16	1	0	0	0	2	1	2	0	5	0	0	0	3	8	0	1	0	0	9	46	6	1	0	101
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	8	9	3	12	1	7	1	3	8	0	2	4	0	0	0	0	7	3	2	5	14	0	12	0	101
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	5	0	2	0	4	1	2	3	11	0	1	3	2	4	3	5	5	7	3	2	27	0	9	0	99
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	6	2	6	0	5	2	0	1	7	0	2	5	4	3	8	1	16	6	2	1	12	0	8	0	97
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus	7	3	2	1	1	1	1	0	13	0	4	0	0	0	5	7	17	1	6	2	9	2	13	0	95
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis	0	8	13	18	0	0	0	0	15	0	3	0	0	0	3	0	2	0	0	0	15	0	16	0	93
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus;Secundilactobacillus similis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	93
Bacteria;Bacteria_none;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Bullifex;Bullifex porci	0	0	15	0	0	0	0	0	11	0	5	0	0	0	6	0	9	0	0	0	33	0	11	1	91
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter amalonaticus	32	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	41	0	6	0	88
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	0	6	1	4	4	1	2	3	2	2	8	6	4	2	4	7	10	16	1	2	1	0	2	0	88
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	7	0	9	0	0	0	0	0	10	0	6	7	0	0	3	0	5	0	0	0	33	0	6	0	86
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Hydrogeniiclostridium;Hydrogeniiclostridium mannosilyticum	0	14	21	0	0	0	0	0	4	0	10	0	0	0	23	0	2	0	0	0	3	0	9	0	86
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium	4	1	0	1	5	0	1	5	4	0	2	0	0	0	7	15	8	4	3	1	3	5	14	1	84
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella tanakaei	3	1	1	0	2	3	1	0	0	1	0	17	6	9	3	6	0	7	2	3	6	0	12	0	83
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella porci	0	0	2	0	0	0	0	0	10	0	1	0	0	1	2	1	0	1	0	0	49	0	15	0	82
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia aphidicola	0	0	0	0	0	25	0	0	0	0	0	0	20	0	3	5	2	0	0	1	0	21	2	0	79
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	6	3	6	1	1	2	1	1	1	0	6	21	2	1	7	0	5	1	2	2	5	0	5	0	79
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	0	5	15	14	0	0	0	0	6	0	0	0	0	0	7	0	7	1	0	0	18	0	2	1	76
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella sonnei	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	74	0	0	75
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	5	3	4	6	6	1	0	7	4	1	1	8	1	1	3	8	5	6	0	1	1	1	2	0	75
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora celerecrescens	1	0	3	0	4	1	0	0	2	0	1	0	0	1	2	0	0	0	0	2	50	0	7	0	74
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus;Anaerotruncus colihominis	1	2	8	0	0	0	0	0	11	0	6	0	0	0	7	0	3	0	0	0	25	0	9	0	72
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter monodelphidis	10	1	1	2	9	5	3	3	1	4	0	3	0	0	0	4	1	9	3	4	0	8	1	0	72
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter telavivensis	7	7	0	0	2	0	0	0	1	0	33	0	0	4	0	0	0	0	0	1	10	0	0	0	65
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	5	1	3	3	1	2	1	1	5	1	2	2	0	3	3	1	4	1	2	0	12	0	11	0	64
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas dhakensis	60	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	62
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella loescheii	3	5	1	3	4	2	6	6	2	3	2	7	1	1	2	1	8	0	1	1	2	0	0	0	61
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas petroselini	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	54	1	0	61
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter chengduensis	5	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	47	3	0	0	0	59
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus;Paucilactobacillus vaccinostercus	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	52	0	0	57
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Porcincola;Porcincola intestinalis	0	3	4	2	1	3	0	3	3	0	1	5	0	1	4	0	12	1	2	1	3	0	7	0	56
Bacteria;Bacteria_none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium varium	0	5	0	10	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	4	13	0	18	0	56
