tax	hdz-258-s162	hdz-259-s163	hdz-260-s164	hdz-262-s165	hdz-263-s166	hdz-264-s167	hdz-332-s168	hdz-333-s169	hdz-341-s170	hdz-342-s171	hdz-343-s172	hdz-349-s173	hdz-350-s174	hdz-351-s175	hdz-352-s176	hdz-354-s177	hdz-355-s178	hdz-356-s179	hdz-357-s180	hdz-358-s181	hdz-359-s182	hdz-360-s183	hdz-361-s184	pl-ntc-008-ctrl	total
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	0	0	0	6	0	0	0	0	0	0	0	0	394	1	0	0	0	0	0	1	0	0	0	0	402
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	2	19	3	11	3	4	8	5	11	26	4	124	23	5	0	0	41	7	0	0	52	20	0	0	368
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	0	18	4	0	1	4	15	17	1	9	14	40	41	26	0	0	30	13	0	0	31	74	0	0	338
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	9	3	0	2	4	2	25	1	7	5	13	44	4	36	0	5	75	0	0	1	63	24	0	0	323
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	18	11	2	29	15	8	6	3	2	7	13	21	13	24	0	2	67	2	1	1	16	49	1	0	311
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	14	23	11	22	11	20	7	9	26	10	3	12	31	7	21	15	4	9	6	6	8	10	21	0	306
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis	0	0	0	0	0	0	0	0	0	0	118	4	0	6	0	0	87	0	0	0	79	0	0	0	294
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	4	1	2	6	1	4	10	7	0	3	10	26	6	40	0	0	60	0	0	0	52	32	0	0	264
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	3	13	4	7	2	3	14	11	0	1	11	27	3	27	0	0	66	1	0	0	39	22	0	0	254
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	5	9	1	8	1	4	12	12	1	1	14	30	6	24	0	0	50	0	0	0	47	19	0	0	244
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri	27	0	0	66	34	5	0	0	11	0	0	0	77	0	0	0	0	18	0	0	0	0	0	0	238
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	8	14	5	7	8	5	2	11	7	6	7	20	10	16	5	0	47	3	0	2	10	43	1	0	237
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	1	1	0	2	0	2	5	0	0	0	12	105	0	22	0	0	15	0	0	0	51	10	0	0	226
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	15	6	0	6	3	5	4	0	9	0	7	10	36	10	0	0	32	2	0	0	11	68	0	0	224
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	7	0	8	15	2	1	1	2	5	0	12	54	4	13	6	6	27	4	3	0	34	18	2	0	224
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	1	3	1	1	1	1	0	1	0	0	2	172	1	8	0	0	18	0	0	0	6	3	0	0	219
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	17	20	3	6	9	8	7	8	14	16	0	5	20	6	15	8	11	3	20	0	5	8	8	0	217
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	3	0	0	7	9	3	2	1	0	0	4	27	2	14	0	0	47	0	0	0	55	32	0	0	206
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	8	1	4	30	4	5	1	0	16	1	8	13	13	16	6	4	19	14	4	0	17	11	2	0	197
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	4	21	7	11	7	14	6	6	7	8	0	6	14	3	23	10	0	11	1	1	3	3	14	0	180
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	14	22	8	10	5	5	5	2	3	4	3	9	17	11	0	0	12	8	0	0	15	26	0	0	179
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi	0	1	0	1	0	0	1	0	2	0	1	1	25	43	0	0	7	11	2	0	75	2	2	0	174
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	11	16	8	10	8	7	21	7	0	8	3	17	20	7	0	0	7	3	0	0	10	9	0	0	172
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	21	0	0	17	1	6	0	0	14	5	2	34	20	8	0	0	20	5	0	0	12	5	0	0	170
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	6	7	2	17	6	1	2	3	3	7	3	5	7	5	6	2	33	3	3	2	8	35	2	0	168
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	5	4	0	7	6	8	4	7	17	6	1	11	13	5	14	7	1	12	19	3	2	4	10	0	166
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris	2	0	1	7	0	0	0	0	3	1	2	2	5	5	3	1	100	2	0	1	5	16	2	0	158
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis	0	4	0	0	0	0	58	13	0	0	4	3	0	17	0	0	29	0	0	0	21	6	0	0	155
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	2	0	2	10	0	1	0	0	22	1	10	9	14	25	4	0	10	13	8	2	5	4	6	0	148
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	42	21	2	56	1	0	7	7	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	141
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	5	4	1	7	2	0	6	6	14	8	5	13	28	4	1	0	10	6	0	0	6	11	2	0	139
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;Ruthenibacterium lactatiformans	0	4	0	0	0	0	7	1	0	0	15	20	0	25	0	0	28	0	0	0	33	1	0	0	134
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	1	6	0	1	1	1	5	1	0	0	10	9	1	24	0	0	33	0	0	0	25	16	0	0	134
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter kilianii	3	0	0	1	0	0	0	0	2	0	0	0	118	2	0	0	0	2	3	0	0	0	0	0	131
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas bubulae	1	1	0	0	0	0	0	0	0	0	1	0	48	7	0	0	10	44	0	0	16	0	1	0	129
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	6	6	0	12	5	2	1	3	2	2	5	11	27	4	1	1	10	3	0	0	8	18	1	0	128
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Evtepia;Evtepia gabavorous	0	0	0	0	0	0	0	0	0	0	11	9	0	40	0	0	27	0	0	0	33	8	0	0	128
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus;Anaerotruncus colihominis	2	0	0	0	3	1	0	0	0	0	18	13	0	10	0	0	50	0	0	0	22	4	0	1	124
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella loescheii	12	10	2	10	8	12	3	10	4	3	0	1	3	2	5	16	3	4	1	1	3	1	9	0	123
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca	12	0	1	1	0	0	0	1	2	2	0	0	70	2	0	1	0	0	1	0	0	28	0	0	121
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	2	1	0	6	1	0	0	0	0	0	5	16	0	8	0	0	21	0	0	0	37	19	0	0	116
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	2	5	1	4	1	1	22	5	4	0	1	11	4	10	0	0	12	3	0	2	5	20	2	0	115
Bacteria;Bacteria_none;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Bullifex;Bullifex porci	0	6	3	0	0	0	0	1	0	0	7	24	0	2	0	0	11	0	0	0	32	27	0	0	113
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	2	0	0	6	4	1	1	2	0	0	18	1	0	18	0	0	27	2	0	0	15	15	0	0	112
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides koreensis	0	3	0	1	0	0	0	0	0	0	3	91	0	4	0	0	6	0	0	0	3	1	0	0	112
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Ihubacter;Ihubacter massiliensis	0	1	0	1	0	1	0	0	0	0	22	7	0	19	0	0	36	0	0	0	15	6	0	0	108
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	5	5	6	2	5	6	9	4	2	4	4	2	0	2	5	13	0	1	9	1	3	9	8	0	105
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans	1	2	0	0	0	0	10	1	0	0	14	8	0	13	0	0	7	0	0	0	31	12	0	0	99
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	2	3	2	4	1	1	0	4	2	2	4	5	10	4	0	0	28	1	0	0	8	14	1	0	96
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas helleri	4	7	0	1	0	0	0	0	28	0	1	1	2	4	0	2	3	4	10	0	20	0	9	0	96
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter catenae	0	1	0	0	0	0	38	3	0	0	2	3	0	17	0	0	13	0	0	0	16	3	0	0	96
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas dhakensis	95	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	4	1	1	6	3	1	10	4	1	5	0	2	4	2	6	8	2	2	13	0	12	2	5	0	94
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	3	0	0	5	1	2	0	2	1	0	16	4	3	3	0	0	43	0	0	0	8	2	0	0	93
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia hominis	1	1	0	5	3	0	0	0	1	9	0	0	4	21	6	5	0	0	19	0	14	0	3	0	92
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Tyzzerella;[Clostridium] colinum	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	78	1	0	0	4	0	86
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter monodelphidis	2	0	0	5	4	1	7	1	4	8	0	0	5	0	10	4	0	1	23	1	2	0	5	0	83
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella porci	1	0	0	0	0	0	0	0	0	0	11	14	0	39	0	0	15	0	0	0	1	1	0	0	82
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;Hungatella hathewayi	0	1	0	0	0	0	0	0	0	0	29	9	0	5	0	0	35	0	0	0	1	1	0	0	81
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus	1	3	4	4	0	2	6	5	0	0	4	10	2	1	0	0	1	0	0	0	35	2	0	0	80
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	1	1	4	1	0	1	0	0	3	0	5	35	2	4	0	1	9	1	1	0	5	3	0	0	77
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella lascolaii	1	4	2	2	2	7	3	5	10	5	0	4	2	1	6	3	1	5	0	0	3	3	4	0	73
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	0	5	3	0	0	1	30	3	0	0	1	11	0	1	0	0	4	0	0	0	7	6	0	0	72
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium	1	3	0	2	1	2	1	0	1	0	2	38	3	6	0	0	3	1	0	0	7	1	0	0	72
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	0	3	0	1	0	0	0	1	0	0	1	0	62	0	0	0	0	3	0	0	0	0	0	0	71
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella tanakaei	8	0	0	12	1	0	0	1	4	0	0	3	16	10	3	0	3	0	0	0	7	2	0	0	70
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rahnella;Rahnella inusitata	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	46	7	0	12	0	0	0	69
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus pittmaniae	0	0	0	1	0	0	0	0	1	0	0	0	63	0	1	0	0	2	1	0	0	0	0	0	69
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;Hungatella effluvii	0	0	1	0	0	0	0	2	0	0	0	14	0	20	0	0	10	0	0	0	11	10	0	0	68
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora celerecrescens	2	3	0	3	1	2	3	2	0	0	0	4	1	0	0	0	35	0	0	0	5	5	0	0	66
Bacteria;Bacteria_none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium varium	0	20	0	0	0	0	4	2	0	0	1	22	0	0	0	0	2	0	0	0	2	4	1	0	58
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides gordonii	0	0	0	0	1	0	21	2	0	0	0	27	0	5	0	0	2	0	0	0	0	0	0	0	58
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens	0	1	0	1	0	0	0	0	0	0	1	42	0	1	0	0	4	0	0	0	6	2	0	0	58
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii	0	3	0	0	0	0	0	0	0	0	1	0	52	0	0	1	0	0	0	0	0	0	0	0	57
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	2	6	0	2	1	1	1	1	0	1	1	2	8	8	0	0	9	2	0	0	0	10	0	0	55
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	0	2	0	0	0	0	6	6	0	0	0	20	0	4	0	0	0	0	0	0	16	1	0	0	55
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae	1	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	30	0	0	50
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	15	0	0	0	50
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	2	2	1	3	2	1	2	4	0	1	0	9	6	1	0	1	3	3	0	0	4	3	0	0	48
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Floccifex;Floccifex porci	2	0	5	2	1	2	0	1	0	0	1	0	1	0	0	5	4	2	12	1	1	3	2	0	45
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas vaginalis	1	1	1	0	0	0	0	0	0	0	9	27	4	0	0	0	0	0	0	0	1	0	0	0	44
