tax	hdz-060-s80	hdz-071-s79	hdz-085-s92	hdz-087-s78	hdz-097-s91	hdz-099-s72	hdz-106-s83	hdz-161-s77	hdz-163-s82	hdz-181-s74	hdz-183-s84	hdz-186-s73	hdz-187-s71	hdz-192-s75	hdz-193-s70	hdz-194-s87	hdz-196-s76	hdz-198-s88	hdz-199-s86	hdz-217-s89	hdz-219-s81	hdz-220-s85	hdz-221-s90	pl-ntc-004-ctrl	total
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter novaezeelandiae	30	98	146	103	51	45	252	135	120	70	66	231	89	147	91	83	67	305	91	78	170	28	109	0	2605
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium porci	90	51	343	175	243	9	66	18	201	59	25	104	112	121	19	14	153	197	48	120	54	246	58	0	2526
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marseillensis	139	79	104	168	99	66	94	120	140	93	68	120	160	244	138	98	59	123	46	23	96	119	47	0	2443
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea	55	39	23	152	570	17	13	34	85	166	7	184	92	66	3	8	60	195	21	48	33	15	13	0	1899
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi	102	45	191	110	153	14	80	21	87	43	19	70	60	116	16	16	105	166	43	14	11	316	67	0	1865
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei	47	48	61	22	102	23	116	20	31	77	29	58	55	34	77	30	160	76	70	159	123	202	71	0	1691
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii	56	36	90	80	99	133	70	120	86	26	114	61	38	94	122	67	34	29	85	16	60	77	37	1	1631
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae	274	54	93	117	37	7	53	18	229	46	6	153	106	34	15	14	28	104	23	10	70	57	82	0	1630
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellamassilia;Prevotellamassilia timonensis	114	68	49	102	48	27	40	37	173	52	32	112	56	129	33	19	70	136	20	34	68	124	83	0	1626
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Marseilla;Marseilla massiliensis	61	45	42	47	31	25	109	45	104	51	44	81	70	80	69	63	37	85	26	54	88	55	27	0	1339
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera indica	46	28	82	61	103	115	52	66	49	16	77	48	26	71	101	71	29	30	62	5	62	54	26	0	1280
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella freteri	89	14	7	3	8	4	33	13	17	35	4	69	54	8	51	69	30	52	33	220	294	47	34	0	1188
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Wansuia;Wansuia hejianensis	49	13	51	12	38	20	43	14	28	41	25	27	45	23	24	12	99	38	30	158	60	43	24	0	917
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	27	13	31	7	27	4	97	2	16	23	39	34	45	19	14	10	8	115	76	50	59	88	86	0	890
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	107	40	24	15	9	6	45	10	46	20	10	55	38	8	20	13	28	24	11	43	159	114	32	0	877
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	21	11	86	60	58	6	14	12	65	16	7	35	41	27	10	9	58	47	16	45	53	39	26	0	762
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	69	30	20	39	23	15	24	21	50	42	15	44	49	71	23	17	26	47	13	10	24	38	21	0	731
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	23	19	105	40	73	3	23	12	38	17	8	19	33	20	9	6	44	73	6	12	8	66	19	0	676
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas bubulae	0	1	0	0	0	0	6	1	2	0	0	0	0	0	0	0	20	0	0	1	590	1	3	0	625
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	63	22	9	35	11	4	74	17	38	14	3	38	35	12	21	30	17	27	13	24	27	16	11	0	561
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	17	4	30	12	28	21	31	25	16	20	27	11	9	25	16	11	37	17	24	54	53	20	21	0	529
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	44	40	25	19	16	24	31	32	26	28	32	33	31	11	7	12	12	21	10	18	14	28	8	0	522
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis	64	11	12	11	2	4	21	6	25	13	2	34	31	3	2	10	12	21	16	52	100	21	8	0	481
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	21	10	26	38	15	13	18	15	30	11	8	34	40	60	23	21	14	29	6	11	11	17	7	0	478
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	7	6	0	6	23	11	1	6	12	0	10	33	2	8	15	9	9	1	3	12	224	2	4	0	404
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	1	3	341	49	0	0	0	401
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	67	4	24	37	13	1	7	0	44	4	0	28	18	9	4	0	1	42	0	13	33	25	22	0	396
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	19	4	21	10	17	3	6	3	20	12	0	26	16	22	7	2	66	13	7	27	27	22	16	0	366
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	17	8	44	26	14	2	9	6	26	7	2	17	29	13	2	2	22	21	3	23	14	42	16	0	365
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris	10	11	2	26	103	3	3	7	15	28	1	38	19	12	1	3	8	47	5	11	7	4	0	0	364
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	22	17	29	8	7	5	22	15	20	8	6	4	12	26	7	5	27	46	7	8	18	15	17	0	351
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	10	2	7	7	5	6	28	11	19	10	12	9	5	7	10	18	4	6	42	64	55	5	5	0	347
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	9	1	8	4	2	5	18	10	8	3	7	6	11	7	16	12	6	9	29	73	65	6	7	0	322
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	12	2	11	7	9	3	26	10	12	8	8	10	9	0	12	11	5	10	26	62	58	5	4	0	320
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	5	1	0	3	0	0	19	3	0	1	0	3	2	0	18	31	16	19	14	62	82	18	13	0	310
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	40	9	13	16	9	1	2	1	16	19	0	22	18	12	3	5	11	23	5	7	42	15	11	0	300
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	12	7	10	14	41	2	1	2	29	2	1	56	2	11	2	4	13	6	3	2	69	2	3	0	294
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	0	0	31	39	42	1	3	0	59	12	0	4	1	4	3	0	1	13	0	41	23	0	1	0	278
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	10	3	19	9	16	1	24	4	8	4	3	11	4	17	1	3	5	12	25	24	6	30	14	0	253
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	40	14	9	11	15	4	4	0	18	8	4	20	25	12	3	2	1	5	4	15	22	2	10	0	248
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	0	0	1	2	1	29	1	5	4	0	27	5	0	1	22	21	1	0	3	25	79	0	1	0	228
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	16	3	10	4	3	1	12	1	6	6	1	29	10	0	8	0	1	27	0	65	17	1	2	0	223
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	9	2	16	17	21	1	2	0	21	4	0	5	4	1	6	0	1	3	0	47	51	0	0	0	211
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	35	9	6	11	10	0	1	0	24	8	0	16	13	9	6	6	3	8	4	3	27	4	7	0	210
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi	0	0	0	0	0	0	1	3	1	0	1	0	0	0	0	0	95	0	4	0	77	0	24	0	206
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	18	2	1	0	1	0	20	0	12	3	14	5	5	0	4	0	0	2	1	10	99	1	0	0	198
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella loescheii	11	7	9	8	9	5	5	9	14	7	2	10	18	21	15	6	6	13	4	2	2	10	4	0	197
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	7	2	7	3	38	2	5	4	2	5	1	7	3	2	0	0	35	6	0	49	9	3	0	0	190
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	1	1	0	0	0	2	101	3	0	1	9	3	5	0	2	0	0	0	20	13	26	0	0	0	187
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	2	1	0	0	0	1	24	7	0	0	12	0	0	0	2	7	0	0	16	1	95	0	1	0	169
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	3	5	8	6	38	0	0	6	4	7	6	19	8	2	2	2	16	2	1	19	5	3	6	0	168
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis	0	0	0	0	0	0	60	0	0	0	33	0	0	0	6	1	0	0	37	9	16	0	0	0	162
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	3	6	9	7	8	21	7	11	12	2	11	3	5	13	9	5	4	2	5	1	7	5	6	0	162
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	142	0	0	0	159
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	0	2	18	0	0	0	7	1	2	0	30	17	8	0	0	0	0	4	4	61	0	0	1	0	155
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	13	3	0	4	0	0	5	1	18	1	1	3	5	2	3	5	0	10	1	33	45	0	0	0	153
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella lascolaii	8	7	8	9	7	4	10	7	3	8	6	6	7	8	6	7	4	7	5	0	8	13	4	0	152
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus terrae	55	0	0	21	0	0	1	2	9	4	3	25	16	0	0	8	0	0	2	0	0	0	4	0	150
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus	18	0	1	0	0	1	2	3	1	3	1	6	2	0	12	29	0	8	3	8	46	0	0	0	144
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	5	3	6	8	3	2	3	0	2	4	1	10	7	5	1	2	26	6	5	8	17	9	7	0	140
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas dhakensis	63	0	0	1	0	0	0	0	0	7	1	0	2	0	1	0	0	0	0	0	0	0	61	0	136
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii	21	3	0	3	2	4	0	13	11	3	1	41	9	1	0	12	3	1	4	0	1	0	0	0	133
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans	10	5	0	0	0	0	19	2	4	1	17	7	6	3	0	0	0	3	4	24	26	0	0	0	131
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;Ruthenibacterium lactatiformans	0	0	0	0	0	0	6	0	0	0	6	0	0	0	2	1	0	0	13	43	52	0	0	0	123
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	0	3	7	7	1	6	14	4	4	6	4	5	5	9	6	4	1	11	4	2	5	4	4	0	116
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;Millionella massiliensis	13	1	3	10	1	1	13	1	6	3	0	7	7	3	9	7	3	3	1	4	7	3	1	0	107
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella faecalis	19	9	12	7	5	1	1	0	8	2	1	16	7	4	2	1	0	0	0	4	3	0	3	0	105
Bacteria;Bacteria_none;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Bullifex;Bullifex porci	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	30	67	0	0	1	105
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae	0	0	0	0	0	0	5	2	0	0	75	2	0	0	0	0	0	0	12	6	0	0	0	0	102
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter catenae	0	0	0	0	0	2	36	0	0	0	17	0	0	0	6	0	0	0	19	7	14	0	0	0	101
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter monodelphidis	2	4	7	3	3	2	8	7	5	3	0	3	7	4	2	0	3	17	2	0	7	7	4	0	100
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella intestinihominis	8	2	4	5	2	0	10	2	8	3	1	2	3	1	4	3	4	7	3	9	12	3	2	0	98
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium	20	0	2	0	0	1	3	2	7	6	2	5	5	1	1	4	1	3	2	6	22	4	1	0	98
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella tanakaei	4	5	5	5	5	2	1	1	10	2	0	27	2	3	4	0	7	2	0	0	5	2	5	0	97
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	3	3	1	7	10	1	1	0	4	4	1	5	4	2	2	1	13	6	1	3	18	2	3	0	95
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri	0	21	0	0	0	0	1	0	0	0	18	0	1	0	0	0	3	32	2	0	0	3	12	0	93
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Evtepia;Evtepia gabavorous	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	38	54	0	0	0	93
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella porci	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	76	15	0	0	0	93
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	90	0	0	0	92
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera georgiana	0	0	0	2	1	45	0	0	2	0	0	2	0	0	0	19	2	2	9	2	0	0	4	0	90
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca	2	3	0	3	1	3	0	0	2	2	15	4	2	2	1	4	20	2	0	3	1	1	15	0	86
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus;Anaerotruncus colihominis	2	3	2	2	7	0	1	0	3	1	0	6	2	4	0	0	0	0	0	35	18	0	0	0	86
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas vaginalis	10	0	1	0	0	0	1	0	1	1	0	1	1	0	0	3	0	4	0	15	46	0	0	0	84
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii	2	0	2	3	0	5	13	6	6	1	5	2	0	1	5	3	0	3	3	4	18	0	2	0	84
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter kilianii	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	47	0	0	0	0	0	31	0	84
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	1	0	6	3	7	3	3	4	3	5	0	5	3	2	3	2	7	4	2	14	3	1	2	0	83
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Hydrogeniiclostridium;Hydrogeniiclostridium mannosilyticum	0	0	0	0	0	0	2	0	0	0	6	0	0	0	6	0	0	0	16	12	39	0	0	0	81
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus;Sodaliphilus pleomorphus	12	6	3	4	1	0	1	2	1	5	0	6	10	2	1	3	1	6	1	1	6	2	5	0	79
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora celerecrescens	0	1	13	3	3	1	7	0	3	2	0	0	4	0	0	0	2	6	0	19	9	4	1	0	78
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Floccifex;Floccifex porci	4	6	9	2	15	1	0	4	2	1	1	4	6	6	0	0	2	4	0	4	1	0	1	0	73
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	0	0	0	0	0	1	0	4	2	0	15	1	2	1	0	7	4	3	4	2	0	0	27	0	73
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	0	17	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	30	0	0	0	2	9	0	71
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes indistinctus	16	1	3	3	3	0	0	0	4	3	0	11	5	2	0	0	0	0	0	7	13	0	0	0	71
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Aminipila;Aminipila butyrica	3	1	3	3	2	0	3	1	2	1	0	7	1	1	1	0	1	11	0	24	5	0	0	0	70
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Robinsoniella;Robinsoniella peoriensis	1	0	1	0	4	1	4	2	4	1	1	1	1	3	1	2	2	1	5	19	11	1	0	0	66
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia hominis	3	7	2	1	0	0	11	1	3	1	2	9	4	6	2	0	0	9	0	0	0	3	1	0	65
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Bilifractor;Bilifractor porci	2	2	5	2	5	1	3	2	2	4	0	2	4	4	2	0	10	3	1	7	1	2	1	0	65
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerosacchariphilus;Anaerosacchariphilus polymeriproducens	0	1	0	3	0	3	6	2	3	2	2	2	0	0	6	6	1	2	8	6	12	0	0	0	65
