tax	hdz-330-s323	hdz-331-s324	hdz-334-s325	hdz-340-s326	hdz-381-s327	hdz-382-s328	hdz-398-s329	hdz-399-s330	hdz-400-s331	hdz-401-s332	hdz-402-s333	hdz-403-s334	hdz-405-s335	hdz-406-s336	hdz-407-s337	hdz-408-s338	hdz-409-s339	hdz-441-s340	hdz-446-s341	hdz-447-s342	hdz-451-s343	hdz-452-s344	hdz-453-s345	pl-ntc-015-ctrl	total
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellamassilia;Prevotellamassilia timonensis	129	23	25	25	33	12	60	3	58	34	68	61	129	42	0	17	67	35	17	28	58	0	33	1	958
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marseillensis	80	64	67	31	48	2	58	3	51	26	60	47	51	32	0	32	83	65	29	37	30	2	48	1	947
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi	112	28	26	26	4	3	82	6	101	27	11	16	73	41	0	154	75	31	18	36	33	0	34	0	937
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae	90	14	16	19	11	12	68	9	108	18	32	38	111	20	0	13	32	26	15	15	23	0	27	0	717
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	16	16	17	41	3	12	41	22	37	10	38	55	23	39	0	64	15	25	18	25	118	0	60	0	695
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	13	0	0	2	0	1	0	1	0	0	1	1	3	0	0	0	7	0	17	0	0	645	0	1	692
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii	33	63	51	36	8	4	18	12	25	12	32	31	36	13	1	29	38	47	53	57	46	0	43	1	689
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera indica	27	39	58	29	8	1	14	14	19	11	37	34	31	13	0	22	47	31	64	60	37	0	37	0	633
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Marseilla;Marseilla massiliensis	50	19	27	23	8	9	29	2	33	12	63	46	35	19	0	20	34	71	22	21	42	0	28	0	613
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	28	13	8	37	5	7	16	31	31	6	44	59	18	23	0	41	32	23	15	15	91	0	39	0	582
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea	84	4	6	12	18	123	23	18	35	39	25	18	3	11	0	31	7	5	21	7	25	1	63	0	579
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Wansuia;Wansuia hejianensis	58	7	16	24	6	22	11	62	14	6	24	22	16	20	0	54	29	31	36	14	48	0	58	0	578
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	67	22	9	20	1	88	1	32	18	4	2	10	21	13	0	56	30	19	47	3	45	0	34	1	543
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri	302	0	1	0	45	0	32	0	49	39	1	0	43	0	0	0	11	1	12	0	0	1	0	0	537
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis	13	8	5	26	1	10	15	16	13	2	34	40	10	31	0	45	6	20	11	4	104	0	43	0	457
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	27	7	9	45	1	67	10	22	6	6	10	16	13	22	0	43	16	21	17	14	31	0	46	0	449
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	10	2	35	43	0	5	6	40	4	1	8	98	3	3	0	6	5	1	8	7	103	0	6	0	394
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	8	9	17	29	3	37	5	32	0	1	11	22	6	20	0	20	9	17	27	12	45	0	50	0	380
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus	0	5	1	6	0	94	0	12	0	0	7	29	0	5	0	27	0	0	0	0	55	0	113	0	354
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	8	2	4	12	4	0	30	3	22	12	17	17	16	36	0	38	13	56	8	2	13	0	21	0	334
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	11	4	19	28	1	25	7	28	0	0	11	19	2	9	0	10	8	16	19	16	54	0	32	0	319
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	8	6	11	26	4	25	4	21	4	0	10	29	6	9	1	13	9	12	12	22	53	0	32	0	317
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	39	13	11	6	17	2	27	0	16	11	7	18	28	14	0	16	18	18	11	9	8	0	17	0	306
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	40	5	8	16	2	6	21	1	12	11	5	9	18	12	0	53	19	9	8	8	14	0	28	0	305
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	7	0	10	17	0	15	4	12	3	0	17	9	1	36	0	49	0	48	2	1	27	0	44	1	303
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	16	3	11	20	1	2	7	18	7	8	16	15	8	24	0	24	15	17	24	7	29	0	27	0	299
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Cellulosilyticum;Cellulosilyticum lentocellum	0	0	0	0	0	0	0	24	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	1	284
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	21	0	8	13	0	7	3	4	6	1	10	5	1	17	0	72	0	17	7	3	21	0	56	0	272
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	24	6	3	5	2	3	14	3	20	7	12	18	17	5	0	38	2	19	13	16	27	1	14	0	269
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	32	3	7	28	2	1	14	11	5	3	3	14	15	2	1	7	8	1	3	1	101	0	4	2	268
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	28	0	1	9	1	10	34	0	44	5	9	11	21	16	0	9	10	8	4	1	11	0	13	0	245
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	2	5	11	15	1	1	1	34	0	1	7	101	2	2	0	3	1	1	17	6	30	0	3	1	245
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	9	2	4	13	0	3	0	27	0	0	7	32	7	72	0	15	0	1	1	2	35	0	8	0	238
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	25	2	5	8	4	1	12	14	14	4	8	11	27	8	0	16	21	7	10	7	23	0	10	0	237
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	36	1	1	7	1	20	9	4	8	6	6	8	12	10	0	19	11	11	10	4	27	0	25	0	236
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	11	0	17	25	0	8	0	23	5	1	8	18	7	12	0	23	0	5	5	1	33	0	20	0	222
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	8	3	2	10	2	3	9	4	9	5	6	16	1	4	0	8	3	1	5	3	21	67	4	0	194
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus	0	2	3	0	0	0	1	1	2	0	3	54	2	58	0	14	0	20	7	3	3	0	18	0	191
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	33	1	5	4	1	14	12	0	8	5	5	6	5	4	0	16	10	13	6	4	10	0	19	0	181
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;Ruthenibacterium lactatiformans	0	2	6	4	0	23	0	52	0	0	6	10	0	13	0	4	0	4	9	0	31	0	11	0	175
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	16	6	29	2	0	3	4	57	0	0	1	3	0	25	0	0	0	14	5	3	3	0	0	0	171
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Kaistiaceae;Bauldia;Bauldia consociata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	169
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas vaginalis	3	0	2	3	0	2	1	0	2	0	2	51	1	26	0	29	0	10	2	1	6	0	27	0	168
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	32	4	5	13	2	0	12	3	6	3	6	5	13	4	0	7	8	4	2	4	15	1	8	0	157
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	3	1	5	20	0	36	0	7	0	0	6	24	0	16	0	4	0	12	1	0	15	0	4	0	154
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;Pseudolabrys taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	1	0	1	153
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	6	5	5	7	0	6	2	13	9	3	1	5	7	9	0	15	7	6	8	1	6	0	24	1	146
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis	0	13	12	5	0	10	0	39	0	0	2	6	0	1	0	2	0	4	21	0	5	0	16	0	136
Bacteria;Bacteria_none;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium;Longimicrobium terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	134
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	13	5	3	4	7	0	8	1	9	9	4	3	9	5	0	9	14	3	4	4	2	1	13	0	130
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	0	6	2	9	0	0	0	5	0	0	2	10	0	14	0	3	0	11	20	10	26	0	11	0	129
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium	2	3	1	12	0	0	0	2	2	0	1	0	0	3	0	4	0	7	50	1	4	33	2	0	127
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	10	1	5	8	2	2	4	8	6	5	8	4	3	13	0	7	2	4	6	1	16	0	12	0	127
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	6	8	10	4	0	1	2	2	3	2	10	3	9	4	0	7	11	7	3	14	11	0	7	0	124
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides koreensis	5	0	4	8	0	4	0	14	0	0	4	7	1	48	0	3	0	0	1	2	17	0	5	0	123
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus	1	13	1	29	1	0	0	3	0	1	2	0	0	4	0	0	0	4	45	2	0	10	2	0	118
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	3	0	0	2	2	11	16	21	10	12	1	2	6	4	0	5	1	3	2	0	10	1	4	0	116
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia marmotae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	116
Bacteria;Bacteria_none;Acidobacteria;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter;Vicinamibacter silvestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	114
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris	13	2	1	4	5	27	10	1	8	6	3	4	3	1	0	1	2	1	2	0	9	0	11	0	114
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Hydrogeniiclostridium;Hydrogeniiclostridium mannosilyticum	0	1	12	4	0	0	0	52	0	0	4	9	0	7	0	4	0	0	1	0	11	0	8	0	113
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis	1	0	0	0	0	43	0	39	0	0	5	9	0	0	0	0	0	0	0	0	13	0	0	0	110
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis	0	1	1	18	0	0	0	0	0	0	1	0	0	1	0	5	1	22	36	1	1	17	2	0	107
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia rettgeri	36	0	0	0	1	0	5	0	9	0	2	0	0	0	0	48	0	5	0	0	0	0	0	0	106
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;Hungatella effluvii	0	2	2	4	0	2	0	28	0	0	1	5	0	1	0	1	0	3	8	0	42	0	6	0	105
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	18	0	1	3	1	0	0	2	6	1	2	12	12	3	0	8	3	4	5	2	11	0	8	0	102
Bacteria;Bacteria_none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium varium	0	0	0	9	0	0	0	60	0	0	0	5	0	7	0	0	0	0	7	2	10	0	1	0	101
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella porci	1	0	0	3	0	34	0	9	0	0	1	3	0	3	0	18	0	1	0	0	18	0	10	0	101
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium tepidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae	0	8	12	1	0	1	0	17	0	0	0	1	0	2	0	2	0	36	0	9	11	0	0	0	100
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	5	0	3	2	0	3	0	17	6	4	2	17	5	3	0	2	9	0	1	2	15	2	0	0	98
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodoplanes;Rhodoplanes tepidicaeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	97
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	12	1	5	1	0	8	1	35	7	0	0	1	3	2	0	8	1	1	0	1	2	0	7	0	96
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi	0	0	0	13	13	2	0	0	1	1	2	38	0	3	0	4	7	0	0	1	2	2	3	0	92
Bacteria;Bacteria_none;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Bullifex;Bullifex porci	0	0	1	12	0	5	0	0	0	0	19	8	0	3	0	9	0	1	0	0	15	0	19	0	92
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Evtepia;Evtepia gabavorous	0	0	3	6	0	3	0	5	0	0	9	9	0	2	0	19	0	0	2	0	6	0	25	0	89
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter catenae	0	7	4	5	0	7	0	22	0	0	1	1	0	0	0	3	0	1	18	0	4	0	15	0	88
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides gordonii	0	4	1	4	0	1	0	20	0	0	4	27	0	2	0	0	0	2	15	3	2	0	2	0	87
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella loescheii	7	8	7	4	4	0	4	0	3	4	4	3	3	5	0	2	11	3	1	2	3	0	4	0	82
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	8	5	2	4	1	2	3	3	4	2	2	1	2	6	0	5	6	3	2	4	8	0	8	0	81
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas bubulae	0	0	0	11	4	2	0	0	0	1	4	39	0	6	0	1	5	3	0	0	1	2	2	0	81
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	1	2	6	6	11	7	7	7	2	1	2	1	3	1	0	1	2	2	1	2	9	4	1	0	79
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Ihubacter;Ihubacter massiliensis	0	0	4	9	0	7	0	3	3	0	0	10	0	4	0	8	0	0	4	0	11	0	16	0	79
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans	0	1	0	2	0	6	0	4	0	0	4	3	0	8	0	17	0	0	4	2	3	0	24	0	78
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium	1	2	4	0	0	2	3	10	3	0	3	17	0	7	0	9	0	1	0	2	9	0	3	0	76
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Feifaniaceae;Feifania;Feifania hominis	14	6	7	3	0	0	2	1	0	0	8	1	0	4	0	12	0	6	3	0	8	0	1	0	76
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera georgiana	6	18	0	1	1	1	0	0	1	0	20	0	0	0	0	0	5	2	5	0	0	11	1	0	72
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	0	2	3	1	0	9	0	6	0	0	4	28	0	1	0	0	0	2	11	4	0	0	1	0	72
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella lascolaii	6	6	5	2	1	1	5	0	4	1	4	3	4	2	0	4	7	5	2	0	3	0	4	0	69
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter kilianii	3	0	0	1	1	0	55	0	0	2	0	0	0	0	0	0	4	0	0	0	2	0	0	0	68
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii	2	7	2	25	0	0	4	0	2	0	0	0	1	0	0	1	0	2	5	3	0	10	4	0	68
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Porcincola;Porcincola intestinalis	3	0	4	8	2	0	0	8	3	0	1	1	0	5	0	6	1	2	4	2	10	0	6	0	66
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii	5	1	0	3	0	2	1	5	2	2	6	5	3	5	0	2	0	6	0	7	9	0	1	0	65
Bacteria;Bacteria_none;Acidobacteria;Acidobacteriia;Bryobacterales;Bryobacteraceae;Paludibaculum;Paludibaculum fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	65
