tax	hdz-035-s185	hdz-037-s186	hdz-040-s187	hdz-042-s188	hdz-044-s189	hdz-047-s190	hdz-053-s191	hdz-054-s192	hdz-069-s193	hdz-073-s194	hdz-164-s195	hdz-165-s196	hdz-166-s197	hdz-167-s198	hdz-178-s199	hdz-189-s200	hdz-195-s201	hdz-197-s202	hdz-203-s203	hdz-218-s204	hdz-265-s205	hdz-415-s206	hdz-420-s207	pl-ntc-009-ctrl	total
Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown	135	67	140	56	108	146	67	214	206	65	310	254	65	98	64	83	89	49	123	86	109	92	43	0	2669
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas rupellensis	51	52	135	31	58	48	33	191	207	100	105	326	10	149	62	38	83	3	22	21	75	56	10	1	1867
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter helveticus	353	60	51	52	65	76	24	48	148	27	50	29	0	163	57	25	97	88	64	195	68	68	41	0	1849
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas hypermegale	44	65	206	53	78	43	43	181	170	30	48	128	6	128	27	11	28	74	161	68	173	48	5	0	1818
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea	45	50	199	31	20	90	120	406	290	2	75	157	1	84	17	15	28	8	54	5	6	33	14	1	1751
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera stantonii	69	50	72	20	11	90	65	133	110	93	75	77	41	122	70	42	142	47	53	112	40	61	66	0	1661
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter enhydrae	254	66	195	66	131	108	12	49	113	12	55	32	19	99	32	16	45	58	58	94	44	35	37	0	1630
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellamassilia;Prevotellamassilia timonensis	101	25	160	91	51	105	28	92	86	11	125	245	9	65	14	8	12	19	42	38	64	29	7	1	1428
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter novaezeelandiae	145	40	90	59	113	156	29	42	83	7	39	34	88	115	20	27	21	61	50	80	30	16	29	0	1374
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marseillensis	95	39	77	45	42	77	15	91	74	19	119	102	5	58	10	13	40	16	55	47	61	43	2	0	1145
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella freteri	12	2	14	8	3	4	0	6	8	7	623	304	0	27	22	41	7	20	7	6	1	13	3	1	1139
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium porci	28	8	63	23	58	74	36	93	78	5	57	95	0	43	20	22	29	64	108	27	75	68	21	0	1095
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae	71	15	54	48	29	41	28	78	106	5	95	213	0	43	5	4	20	54	41	1	59	10	5	1	1026
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii	31	20	31	8	12	44	16	49	68	43	33	41	21	57	31	9	71	30	34	45	31	22	47	0	794
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi	48	8	59	34	38	81	12	33	65	6	46	35	0	40	11	6	8	17	64	6	51	48	12	0	728
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei	22	13	97	28	7	33	14	45	21	18	61	33	3	28	21	24	42	32	37	28	29	17	32	1	686
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Solibacillus isronensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	667
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Marseilla;Marseilla massiliensis	40	22	42	49	30	48	13	35	24	12	76	59	5	45	12	7	19	10	16	21	23	39	9	0	656
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera indica	31	17	23	10	6	30	26	55	43	45	31	30	16	37	21	8	58	11	34	37	15	27	35	0	646
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	528	0	0	0	0	1	0	0	2	536
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	19	4	15	9	7	24	11	17	11	5	133	138	0	38	6	2	13	29	7	4	10	8	8	0	518
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Wansuia;Wansuia hejianensis	13	7	36	13	8	32	8	28	26	6	54	76	0	30	10	32	27	4	31	5	18	18	27	0	509
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri	5	15	61	4	23	38	15	17	44	0	3	18	22	91	0	0	14	33	10	1	93	0	0	1	508
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	26	0	32	12	35	48	15	29	41	1	82	42	14	37	12	9	2	12	22	2	7	7	2	0	489
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	38	7	40	22	15	29	15	41	24	6	45	54	5	28	3	8	11	5	21	13	26	16	1	0	473
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	23	5	43	13	13	33	21	51	32	7	18	22	0	5	7	6	39	8	24	2	30	22	12	0	436
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis	10	0	10	6	3	8	2	8	13	10	85	209	0	11	4	6	3	22	6	0	11	3	3	0	433
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Prolinoborus;Prolinoborus fasciculus	0	0	0	1	0	1	0	0	0	0	0	0	6	1	1	385	0	0	0	0	5	0	0	0	400
Bacteria;Bacteria_none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium varium	0	0	1	3	0	0	0	0	0	0	19	1	3	0	0	8	1	0	0	0	0	317	12	0	365
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	32	3	13	15	15	24	14	35	22	0	51	70	0	11	1	7	2	16	6	1	9	2	3	0	352
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	11	5	18	21	0	7	13	44	6	0	3	38	89	17	2	2	0	8	4	12	23	4	0	0	327
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	7	3	18	8	19	34	2	19	31	5	54	38	6	26	6	0	13	3	7	3	2	14	4	0	322
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris	7	5	30	2	4	11	18	86	52	0	11	36	0	16	9	0	4	1	15	0	1	3	5	0	316
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	8	2	54	12	5	10	10	10	14	3	20	5	4	14	12	3	32	11	17	3	3	25	5	0	282
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	4	3	22	5	16	19	6	21	16	0	21	15	0	9	3	1	11	17	21	11	19	28	6	0	274
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	13	5	16	9	5	18	5	15	19	6	36	24	0	12	11	5	17	4	16	2	14	11	8	0	271
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter radioresistens	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	270	0	0	0	0	0	0	0	0	271
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	31	10	11	8	10	21	2	22	14	3	18	19	2	10	2	2	6	3	15	9	15	17	0	0	250
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	0	0	5	3	0	8	0	3	6	1	0	0	100	0	0	84	0	6	14	0	0	0	0	0	230
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	21	4	14	17	11	18	3	6	9	2	11	14	4	15	2	4	3	12	11	15	4	19	3	0	222
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus	0	0	0	0	6	0	0	1	2	0	169	6	0	8	1	3	14	1	4	0	0	0	1	0	216
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia rettgeri	0	0	0	0	0	0	0	0	0	0	2	128	45	27	2	0	0	0	8	0	0	1	0	0	213
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	7	4	5	2	7	5	2	14	11	2	14	76	2	10	0	3	3	1	5	2	13	24	1	0	213
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	12	4	15	4	13	30	5	26	23	6	8	7	0	7	3	3	10	5	12	1	10	6	1	0	211
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	1	1	1	0	1	3	0	0	0	3	55	97	0	1	15	13	2	8	5	1	0	1	1	0	209
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri	0	0	7	3	2	11	1	3	9	0	0	0	62	0	0	91	0	10	6	0	0	0	4	0	209
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	20	4	39	12	0	6	8	22	10	2	18	25	0	12	3	4	1	5	3	4	3	1	0	0	202
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	14	7	25	9	6	30	7	8	11	2	8	19	0	11	1	6	7	7	7	1	5	8	2	0	201
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides congonensis	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	170	3	0	197
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	0	2	4	0	2	2	1	0	2	0	121	24	4	3	4	3	3	1	2	0	0	10	0	0	188
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	7	2	3	1	1	4	1	9	3	0	0	20	110	1	5	1	0	3	1	4	2	1	1	0	180
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	0	0	0	0	0	0	0	0	0	1	14	49	0	21	12	8	14	5	19	0	27	0	0	0	170
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	0	0	50	5	0	0	0	0	0	0	10	0	7	1	1	4	37	5	7	0	1	36	0	0	164
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	157
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	4	1	4	2	2	8	1	3	10	4	40	9	1	8	9	3	10	3	10	2	5	2	9	0	150
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	121	0	0	0	0	0	24	0	0	146
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	0	0	0	0	2	4	3	2	10	0	7	60	0	20	0	12	5	3	11	0	1	0	3	0	143
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter cronae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	118	0	0	0	0	0	21	0	0	140
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	2	2	4	1	3	3	3	5	9	3	46	13	0	5	9	2	8	2	9	0	1	6	4	0	140
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	8	6	4	5	1	1	7	14	1	4	7	33	13	6	1	4	1	0	1	5	11	4	1	0	138
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	93	1	3	0	5	2	4	0	0	0	0	19	6	0	133
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella loescheii	11	4	3	3	9	8	2	12	7	2	11	13	0	8	3	4	5	3	12	4	4	5	0	0	133
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	2	0	4	0	1	4	2	3	7	0	36	14	0	9	6	3	11	7	5	2	5	5	6	0	132
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	5	2	18	1	4	3	7	13	9	4	14	14	0	5	1	1	6	1	5	1	8	2	1	0	125
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus hirae	0	0	0	0	0	0	0	0	19	0	0	0	46	10	10	17	0	0	1	0	0	7	14	0	124
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus garvieae	0	0	0	1	0	0	0	0	1	0	0	1	2	3	1	0	1	0	0	0	0	113	0	0	123
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	0	0	4	1	2	4	8	8	9	4	9	7	5	6	6	4	8	3	2	7	3	1	7	0	108
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus terrae	0	0	0	0	0	0	0	0	1	0	2	41	23	12	1	0	3	0	0	0	0	17	0	0	100
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas bubulae	0	0	0	37	1	1	6	15	16	1	7	11	1	0	0	0	0	0	0	1	0	0	1	0	98
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera georgiana	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	5	0	2	0	0	0	88	0	0	98
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	0	2	1	0	1	2	0	8	6	0	23	14	0	2	4	0	0	1	3	1	1	24	2	0	95
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	6	6	7	2	1	0	7	8	14	1	2	6	2	14	0	1	7	2	1	1	2	1	3	0	94
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus mirabilis	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	88	0	0	93
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae	0	0	4	0	1	0	0	0	0	0	2	0	0	0	34	7	45	0	0	0	0	0	0	0	93
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	2	2	3	1	2	9	1	5	3	2	13	6	0	5	0	0	15	3	6	2	3	2	6	0	91
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii	0	0	0	0	0	0	0	0	0	0	1	6	13	1	0	0	50	0	1	0	0	18	0	0	90
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella lascolaii	5	2	1	4	2	10	3	8	6	3	6	8	0	4	1	1	3	2	2	4	6	5	1	0	87
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella tanakaei	5	0	6	12	0	4	2	12	2	0	2	15	9	5	0	0	1	1	0	1	8	1	0	0	86
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	0	0	0	0	0	0	0	0	0	1	25	19	0	6	5	4	11	2	7	0	5	0	1	0	86
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;Millionella massiliensis	5	1	9	6	6	7	5	5	6	0	11	4	2	3	4	0	2	1	4	0	2	1	0	0	84
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter kobei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	82
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Floccifex;Floccifex porci	6	0	15	9	0	5	3	8	2	0	0	4	21	2	0	0	0	2	1	0	1	0	2	0	81
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium massiliamazoniense	0	0	25	6	35	0	0	1	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	81
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter monodelphidis	23	1	5	3	9	3	5	1	2	1	1	1	1	5	1	0	0	5	3	3	0	1	3	0	77
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	0	0	2	0	2	5	4	3	7	1	6	3	0	3	2	2	27	0	0	0	0	1	5	0	73
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	4	3	8	3	0	8	3	5	4	4	6	5	1	4	0	1	4	2	1	0	4	2	1	0	73
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	0	0	0	0	0	0	0	0	0	0	0	0	71	1	0	0	0	0	0	0	0	0	0	0	72
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria;Brenneria alni	2	1	0	1	0	0	0	1	1	1	8	22	15	0	1	0	2	1	1	0	1	14	0	0	72
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas vaginalis	0	0	0	0	0	0	0	0	0	0	42	11	0	1	1	2	5	0	8	0	0	0	0	0	70
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Solibacillus silvestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	69
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas helleri	0	0	3	4	0	0	0	1	0	0	30	2	0	0	0	0	2	0	0	25	0	0	0	0	67
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter telavivensis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	60	0	0	66
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides koreensis	0	0	0	0	1	0	0	2	1	0	35	16	1	2	3	0	3	1	0	0	0	1	0	0	66
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium	0	0	0	2	3	1	0	1	1	1	10	35	0	1	0	1	2	2	1	0	3	1	0	0	65
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	12	1	3	3	7	7	0	0	2	1	4	2	0	6	1	1	2	2	1	3	3	0	4	0	65
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas nitrititolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	61
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella faecalis	0	1	4	2	0	2	3	7	2	0	8	20	0	4	1	0	0	0	2	0	3	1	0	0	60
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter murliniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	19	0	0	60
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium	0	0	1	0	1	0	0	0	1	0	1	2	11	2	1	3	8	0	3	4	0	22	0	0	60
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus;Sodaliphilus pleomorphus	4	1	15	1	0	8	1	6	8	0	3	3	0	4	0	0	0	2	1	0	1	0	0	0	58
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	1	0	3	2	0	5	1	2	4	0	5	12	0	6	3	2	3	1	2	0	0	3	2	0	57
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii	2	1	2	3	2	0	0	0	3	2	16	16	0	2	2	1	1	0	0	0	0	2	1	0	56
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis	0	1	2	1	0	6	0	1	0	0	0	2	3	0	14	0	0	0	0	2	1	21	0	0	54
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus	0	0	4	1	0	1	0	0	1	0	3	2	6	0	4	1	4	1	3	1	0	22	0	0	54
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Anaeroarcus;Anaeroarcus burkinensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	48	1	0	54
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium neonatale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	54
