"Taxa"	"warble_1"	"warble_2"	"warble_3"	"warble_4"	"warble_6"	"warble_7"	"warble_9"	"warble_10"	"warble_12"	"warble_14"	"warble_15"	"warble_20"	"warble_33"	"warble_42"	"warble_43"	"warble_45"	"warble_49"	"warble_50"	"warble_52"	"warble_53"	"warble_54"	"warble_57"	"warble_58"	"warble_60"	"warble_63"	"warble_68"	"warble_69"	"warble_73"	"warble_80"	"warble_83"	"warble_84"	"warble_85"	"warble_87"	"warble_88"	"warble_89"	"warble_90"	"warble_93"	"warble_94"	"warble_95"	"warble_96"	"warble_97"	"warble_100"	"warble_101"	"warble_103"	"warble_104"	"warble_106"	"warble_107"	"warble_108"	"warble_109"	"warble_110"	"warble_111"	"warble_112"	"warble_114"	"warble_117"	"warble_118"	"warble_119"	"warble_120"	"warble_121"	"warble_122"	"warble_123"	"warble_125"	"warble_126"	"warble_127"	"warble_135"	"warble_136"	"warble_137"	"warble_139"	"warble_140"	"warble_141"	"warble_144"	"warble_145"	"warble_147"	"warble_148"	"warble_149"	"warble_150"	"warble_151"	"warble_152"	"warble_153"	"warble_154"	"warble_157"	"warble_158"	"warble_159"	"warble_161"	"warble_162"	"warble_164"	"warble_170"	"warble_173"	"warble_178"	"warble_180"	"warble_181"	"warble_185"	"warble_187"	"warble_188"	"warble_189"	"warble_191"	"warble_192"	"warble_197"	"warble_200"	"warble_202"	"warble_221"	"warble_222"	"warble_224"	"warble_225"	"warble_227"	"warble_228"	"warble_229"	"warble_230"	"warble_232"	"warble_234"	"warble_236"	"warble_240"	"warble_243"	"warble_245"	"warble_247"	"warble_250"	"warble_251"	"warble_257"	"warble_262"	"warble_263"	"warble_265"	"warble_269"	"warble_272"	"warble_280"	"warble_282"	"warble_283"	"warble_286"	"warble_292"	"warble_293"	"warble_296"	"warble_307"	"warble_308"	"warble_310"	"warble_315"	"warble_318"	"warble_319"	"warble_324"	"warble_325"	"warble_326"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera massiliensis"	0.301111111111111	0.326888888888889	0.284	0.220888888888889	0.319111111111111	0.294666666666667	0.299555555555556	0.242666666666667	0.362666666666667	0.264888888888889	0.293777777777778	0.187111111111111	0.218888888888889	0.190444444444444	0.376666666666667	0.386	0.264444444444444	0.318111111111111	0.309555555555556	0.350444444444444	0.350888888888889	0.417555555555556	0.358888888888889	0.296444444444444	0.448888888888889	0.216666666666667	0.298666666666667	0.341111111111111	0.127555555555556	0.176	0.349333333333333	0.108222222222222	0.285555555555556	0.310666666666667	0.243111111111111	0.152444444444444	0.0973333333333333	0.204	0.230222222222222	0.307111111111111	0.296444444444444	0.323777777777778	0.244444444444444	0.247111111111111	0.294444444444444	0.175777777777778	0.208444444444444	0.330444444444444	0.186666666666667	0.300888888888889	0.292888888888889	0.231111111111111	0.118666666666667	0.294666666666667	0.247777777777778	0.173777777777778	0.256444444444444	0.0742222222222222	0.255333333333333	0.187777777777778	0.285777777777778	0.0908888888888889	0.135555555555556	0.0248888888888889	0.036	0.0591111111111111	0.229333333333333	0.185333333333333	0.129777777777778	0.299111111111111	0.221777777777778	0.146888888888889	0.374	0.143111111111111	0.284444444444444	0.249333333333333	0.172666666666667	0.0524444444444444	0.290222222222222	0.176888888888889	0.221333333333333	0.267111111111111	0.199333333333333	0.0344444444444444	0.155333333333333	0.016	0.161777777777778	0.0417777777777778	0.263111111111111	0.173555555555556	0.166222222222222	0.178	0.0608888888888889	0.242222222222222	0.126888888888889	0.0986666666666667	0.289555555555556	0.138888888888889	0.130666666666667	0.354222222222222	0.340888888888889	0.414888888888889	0.0986666666666667	0.253555555555556	0.261555555555556	0.19	0.255333333333333	0.128444444444444	0.174666666666667	0.116	0.004	0.136888888888889	0.120444444444444	0.0535555555555556	0.199111111111111	0.0111111111111111	0.262444444444444	0.279333333333333	0.348888888888889	0.352222222222222	0.412	0.278222222222222	0.395333333333333	0.2	0.16	0.239555555555556	0.340666666666667	0.34	0.311777777777778	0.313777777777778	0.397777777777778	0.320444444444444	0.273666666666667	0.267111111111111	0.489777777777778	0.197111111111111	0.266444444444444	0.345333333333333
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas funiformis"	0.122666666666667	0.1	0.0724444444444445	0.174222222222222	0.314666666666667	0.11	0.113777777777778	0.0631111111111111	0.0542222222222222	0.249111111111111	0.111333333333333	0.169777777777778	0.246666666666667	0.113111111111111	0.124	0.0688888888888889	0.0728888888888889	0.136111111111111	0.173555555555556	0.149777777777778	0.191777777777778	0.169111111111111	0.0817777777777778	0.0675555555555555	0.133333333333333	0.0897777777777778	0.122444444444444	0.162222222222222	0.219111111111111	0.151555555555556	0.202888888888889	0.137555555555556	0.164	0.218222222222222	0.163555555555556	0.249777777777778	0.0577777777777778	0.272666666666667	0.389111111111111	0.159111111111111	0.163777777777778	0.156666666666667	0.195333333333333	0.167777777777778	0.214666666666667	0.230444444444444	0.232888888888889	0.214222222222222	0.200444444444444	0.187555555555556	0.120444444444444	0.153333333333333	0.138888888888889	0.169333333333333	0.234666666666667	0.134888888888889	0.243777777777778	0.0786666666666667	0.206222222222222	0.154888888888889	0.162444444444444	0.108222222222222	0.120444444444444	0.00222222222222222	0.0162222222222222	0.00266666666666667	0.232222222222222	0.102888888888889	0.100666666666667	0.0537777777777778	0.0442222222222222	0.0122222222222222	0.117555555555556	0.0802222222222222	0.114666666666667	0.0833333333333333	0.0422222222222222	0.0266666666666667	0.159555555555556	0.078	0.123333333333333	0.191333333333333	0.243111111111111	0.262	0.214666666666667	0.00244444444444444	0.0811111111111111	0.0222222222222222	0.112222222222222	0.133555555555556	0.0382222222222222	0.134	0.134888888888889	0.250888888888889	0.0208888888888889	0.0437777777777778	0.107333333333333	0.119111111111111	0.138666666666667	0.127777777777778	0.0308888888888889	0.101333333333333	0.0348888888888889	0.149555555555556	0.0971111111111111	0.0771111111111111	0.0204444444444444	0.0504444444444444	0.147555555555556	0.191555555555556	0.00177777777777778	0.0697777777777778	0.0204444444444444	0.0244444444444444	0.0913333333333333	0.00888888888888889	0.0295555555555556	0.0786666666666667	0.102666666666667	0.0422222222222222	0.0193333333333333	0.0971111111111111	0.131111111111111	0.0971111111111111	0.0613333333333333	0.0348888888888889	0.155111111111111	0.182444444444444	0.297555555555556	0.134	0.0891111111111111	0.072	0.11	0.17	0.0648888888888889	0.311111111111111	0.175555555555556	0.137333333333333
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella rara"	0.0795555555555556	0.117555555555556	0.0882222222222222	0.123111111111111	0.0617777777777778	0.08	0.105333333333333	0.0591111111111111	0.056	0.145777777777778	0.165111111111111	0.260444444444444	0.0891111111111111	0.155111111111111	0.0842222222222222	0.084	0.0993333333333333	0.107777777777778	0.127111111111111	0.102666666666667	0.0895555555555556	0.0822222222222222	0.126888888888889	0.110888888888889	0.0702222222222222	0.0791111111111111	0.145333333333333	0.108666666666667	0.180666666666667	0.177111111111111	0.108	0.282	0.189111111111111	0.108888888888889	0.179111111111111	0.190444444444444	0.103555555555556	0.145555555555556	0.0948888888888889	0.146888888888889	0.141333333333333	0.125777777777778	0.164666666666667	0.156	0.0406666666666667	0.186222222222222	0.092	0.115555555555556	0.152	0.144444444444444	0.196444444444444	0.18	0.194888888888889	0.132888888888889	0.107555555555556	0.106666666666667	0.160444444444444	0.0886666666666667	0.116444444444444	0.121111111111111	0.140222222222222	0.0782222222222222	0.0335555555555556	0.0122222222222222	0.02	0.0204444444444444	0.134666666666667	0.159111111111111	0.131333333333333	0.100888888888889	0.0622222222222222	0.0446666666666667	0.126666666666667	0.0982222222222222	0.0695555555555556	0.0568888888888889	0.0488888888888889	0.0408888888888889	0.191555555555556	0.0833333333333333	0.106666666666667	0.0982222222222222	0.158444444444444	0.0971111111111111	0.0855555555555556	0.002	0.0184444444444444	0.00888888888888889	0.0388888888888889	0.0408888888888889	0.0406666666666667	0.0786666666666667	0.129777777777778	0.0826666666666667	0.0295555555555556	0.0102222222222222	0.0755555555555556	0.0735555555555556	0.0915555555555556	0.0706666666666667	0.0577777777777778	0.0817777777777778	0.0313333333333333	0.122888888888889	0.0975555555555556	0.103333333333333	0.0877777777777778	0.116666666666667	0.109555555555556	0.136	0.000666666666666667	0.108666666666667	0.0171111111111111	0.0168888888888889	0.0928888888888889	0.00444444444444444	0.0582222222222222	0.0506666666666667	0.066	0.0542222222222222	0.0446666666666667	0.126666666666667	0.0846666666666667	0.162	0.131777777777778	0.149555555555556	0.0968888888888889	0.143777777777778	0.0473333333333333	0.0448888888888889	0.113777777777778	0.0515555555555556	0.117222222222222	0.122666666666667	0.0773333333333333	0.129777777777778	0.0702222222222222	0.0493333333333333
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister propionicifaciens"	0.0855555555555556	0.0831111111111111	0.144	0.0808888888888889	0.101333333333333	0.0644444444444444	0.0957777777777778	0.123333333333333	0.15	0.0555555555555556	0.140444444444444	0.0213333333333333	0.0315555555555556	0.00422222222222222	0.0593333333333333	0.0493333333333333	0.0791111111111111	0.0811111111111111	0.034	0.0591111111111111	0.0511111111111111	0.0406666666666667	0.0857777777777778	0.0462222222222222	0.0548888888888889	0.0626666666666667	0.0411111111111111	0.0426666666666667	0.0668888888888889	0.00955555555555555	0.0477777777777778	0.00666666666666667	0.0513333333333333	0.0737777777777778	0.0755555555555556	0.00288888888888889	0.107333333333333	0.068	0.0422222222222222	0.0771111111111111	0.0691111111111111	0.0637777777777778	0.0606666666666667	0.0644444444444444	0.0742222222222222	0.0375555555555556	0.0564444444444444	0.0415555555555556	0.058	0.0733333333333333	0.0275555555555556	0.0762222222222222	0.00533333333333333	0.0577777777777778	0.0437777777777778	0.0468888888888889	0.0415555555555556	0.002	0.0982222222222222	0.0655555555555556	0.0157777777777778	0.0826666666666667	0.0371111111111111	0.0837777777777778	0.174888888888889	0.172444444444444	0.0408888888888889	0.0866666666666667	0.0931111111111111	0.15	0.177777777777778	0.163555555555556	0.0846666666666667	0.188	0.0851111111111111	0.122444444444444	0.11	0.146888888888889	0.0415555555555556	0.0882222222222222	0.105111111111111	0.0733333333333333	0.0666666666666667	0.0237777777777778	0.0333333333333333	0.0264444444444444	0.122	0.138222222222222	0.113333333333333	0.133333333333333	0.18	0.102444444444444	0.088	0.068	0.214444444444444	0.0377777777777778	0.0973333333333333	0.138	0.0564444444444444	0.112	0.176888888888889	0.09	0.0588888888888889	0.0948888888888889	0.112888888888889	0.0606666666666667	0.191555555555556	0.138222222222222	0.139111111111111	0.0951111111111111	0.00711111111111111	0.169555555555556	0.278666666666667	0.00822222222222222	0.139777777777778	0.0137777777777778	0.0835555555555555	0.163111111111111	0.128888888888889	0.0971111111111111	0.286888888888889	0.102444444444444	0.107555555555556	0.156444444444444	0.203555555555556	0.142666666666667	0.0873333333333333	0.0526666666666667	0.106222222222222	0.0995555555555555	0.0804444444444444	0.162888888888889	0.118222222222222	0.0802222222222222	0.108888888888889	0.09	0.108	0.102444444444444
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium parvum"	0.0406666666666667	0.0457777777777778	0.0691111111111111	0.0435555555555556	0.0177777777777778	0.140666666666667	0.0422222222222222	0.0626666666666667	0.074	0.0324444444444444	0.02	0.0302222222222222	0.0322222222222222	0.0253333333333333	0.0357777777777778	0.044	0.0477777777777778	0.0481111111111111	0.0337777777777778	0.0422222222222222	0.0402222222222222	0.0244444444444444	0.0706666666666667	0.0366666666666667	0.026	0.0453333333333333	0.0193333333333333	0.0253333333333333	0.0444444444444444	0.0291111111111111	0.0228888888888889	0.038	0.0215555555555556	0.034	0.0428888888888889	0.0231111111111111	0.0491111111111111	0.0215555555555556	0.0155555555555556	0.0313333333333333	0.026	0.0208888888888889	0.0268888888888889	0.0295555555555556	0.0348888888888889	0.0297777777777778	0.0284444444444444	0.0244444444444444	0.0504444444444444	0.0222222222222222	0.0244444444444444	0.0346666666666667	0.0411111111111111	0.0271111111111111	0.0213333333333333	0.0322222222222222	0.0173333333333333	0.0444444444444444	0.0268888888888889	0.0344444444444444	0.0231111111111111	0.0626666666666667	0.0217777777777778	0.0933333333333333	0.161333333333333	0.0971111111111111	0.042	0.0386666666666667	0.0553333333333333	0.0777777777777778	0.0622222222222222	0.0575555555555556	0.0142222222222222	0.0528888888888889	0.0504444444444444	0.0504444444444444	0.0444444444444444	0.133111111111111	0.0128888888888889	0.0526666666666667	0.0382222222222222	0.0244444444444444	0.0386666666666667	0.0191111111111111	0.0231111111111111	0.0526666666666667	0.0222222222222222	0.132666666666667	0.09	0.0591111111111111	0.0824444444444444	0.0564444444444444	0.0164444444444444	0.0328888888888889	0.100888888888889	0	0.038	0.064	0.0468888888888889	0.0617777777777778	0.064	0.0346666666666667	0.0457777777777778	0.0342222222222222	0.0577777777777778	0.06	0.0497777777777778	0.0495555555555556	0.0677777777777778	0.0375555555555556	0.00444444444444444	0.038	0.0728888888888889	0.00711111111111111	0.0524444444444444	0.008	0.0357777777777778	0.0657777777777778	0.0608888888888889	0.0393333333333333	0.0386666666666667	0.0413333333333333	0.0311111111111111	0.0422222222222222	0.0335555555555556	0.0475555555555556	0.0295555555555556	0.0124444444444444	0.018	0.04	0.0257777777777778	0.0488888888888889	0.0373333333333333	0.0206666666666667	0.0213333333333333	0.0115555555555556	0.0286666666666667	0.0382222222222222
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter didelphidarum"	0.0315555555555556	0.0213333333333333	0.0466666666666667	0.0333333333333333	0.0246666666666667	0.02	0.0173333333333333	0.0297777777777778	0.0248888888888889	0.0208888888888889	0.0377777777777778	0.0264444444444444	0.0468888888888889	0.0495555555555556	0.0313333333333333	0.0262222222222222	0.0651111111111111	0.0184444444444444	0.0322222222222222	0.0184444444444444	0.0282222222222222	0.0244444444444444	0.0166666666666667	0.0517777777777778	0.0286666666666667	0.0593333333333333	0.0602222222222222	0.0375555555555556	0.0282222222222222	0.0544444444444444	0.0355555555555556	0.0213333333333333	0.0166666666666667	0.0171111111111111	0.0328888888888889	0.0253333333333333	0.0271111111111111	0.0157777777777778	0.00733333333333333	0.0208888888888889	0.026	0.0144444444444444	0.0326666666666667	0.0142222222222222	0.0237777777777778	0.0226666666666667	0.076	0.028	0.0373333333333333	0.0217777777777778	0.0428888888888889	0.0497777777777778	0.0584444444444444	0.0382222222222222	0.0528888888888889	0.121555555555556	0.0426666666666667	0.0466666666666667	0.0282222222222222	0.0811111111111111	0.0342222222222222	0.0335555555555556	0.0284444444444444	0.0735555555555556	0.0146666666666667	0.066	0.018	0.012	0.0108888888888889	0.0215555555555556	0.032	0.0151111111111111	0.0524444444444444	0.0133333333333333	0.0431111111111111	0.0482222222222222	0.0391111111111111	0.0126666666666667	0.0335555555555556	0.008	0.0151111111111111	0.0106666666666667	0.0297777777777778	0.018	0.0393333333333333	0.0231111111111111	0.0515555555555556	0.0208888888888889	0.0171111111111111	0.0157777777777778	0.032	0.00888888888888889	0.0151111111111111	0.0104444444444444	0.0384444444444444	0.0151111111111111	0.0262222222222222	0.0202222222222222	0.00955555555555555	0.0331111111111111	0.0131111111111111	0.0206666666666667	0.0128888888888889	0.018	0.0248888888888889	0.02	0.0277777777777778	0.0186666666666667	0.0204444444444444	0.0237777777777778	0.000666666666666667	0.0186666666666667	0.022	0.00577777777777778	0.0502222222222222	0.00666666666666667	0.02	0.0362222222222222	0.022	0.0144444444444444	0.0391111111111111	0.0702222222222222	0.0197777777777778	0.0195555555555556	0.0282222222222222	0.016	0.0144444444444444	0.00955555555555555	0.02	0.00755555555555556	0.0191111111111111	0.0277777777777778	0.0287777777777778	0.0255555555555556	0.0426666666666667	0.0391111111111111	0.0133333333333333	0.034
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae"	0.044	0.056	0.0255555555555556	0.0593333333333333	0.00355555555555556	0.0255555555555556	0.0317777777777778	0.0384444444444444	0.03	0.0186666666666667	0.00377777777777778	0.0108888888888889	0.0155555555555556	0.0146666666666667	0.0191111111111111	0.0184444444444444	0.0391111111111111	0.035	0.0204444444444444	0.0324444444444444	0.00888888888888889	0.0113333333333333	0.0288888888888889	0.0633333333333333	0.0153333333333333	0.0646666666666667	0.0304444444444444	0.0204444444444444	0.0237777777777778	0.016	0.0124444444444444	0.0166666666666667	0.024	0.0135555555555556	0.022	0.00911111111111111	0.0602222222222222	0.0237777777777778	0.0111111111111111	0.0337777777777778	0.0384444444444444	0.0271111111111111	0.0313333333333333	0.0262222222222222	0.0208888888888889	0.0173333333333333	0.0297777777777778	0.0453333333333333	0.03	0.0184444444444444	0.00466666666666667	0.0162222222222222	0.0128888888888889	0.0351111111111111	0.0288888888888889	0.0248888888888889	0.0188888888888889	0.0193333333333333	0.0146666666666667	0.0344444444444444	0.00466666666666667	0.0135555555555556	0.0126666666666667	0.0104444444444444	0.00955555555555555	0.0102222222222222	0.00511111111111111	0.0371111111111111	0.0486666666666667	0.0211111111111111	0.0302222222222222	0.0504444444444444	0.00155555555555556	0.0331111111111111	0.0186666666666667	0.0253333333333333	0.0226666666666667	0.014	0.00488888888888889	0.0584444444444444	0.0624444444444444	0.0495555555555556	0.0213333333333333	0.00644444444444444	0.0237777777777778	0.0175555555555556	0.0502222222222222	0.024	0.0268888888888889	0.0324444444444444	0.0408888888888889	0.0273333333333333	0.0142222222222222	0.0195555555555556	0.0175555555555556	0	0.0155555555555556	0.0188888888888889	0.0711111111111111	0.0282222222222222	0.0215555555555556	0.0262222222222222	0.00977777777777778	0.0484444444444444	0.0286666666666667	0.07	0.0386666666666667	0.0591111111111111	0.0342222222222222	0.0206666666666667	0.000444444444444444	0.0217777777777778	0.0228888888888889	0.00422222222222222	0.0308888888888889	0.000888888888888889	0.0146666666666667	0.0348888888888889	0.0262222222222222	0.0153333333333333	0.014	0.0237777777777778	0.0182222222222222	0.018	0.04	0.0564444444444444	0.0122222222222222	0.012	0.00266666666666667	0.0146666666666667	0.042	0.028	0.0514444444444444	0.0322222222222222	0.0113333333333333	0.0237777777777778	0.0226666666666667	0.0226666666666667
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium sinus"	0.02	0.0186666666666667	0.0308888888888889	0.0215555555555556	0.00933333333333333	0.0306666666666667	0.0255555555555556	0.0286666666666667	0.0451111111111111	0.0155555555555556	0.0102222222222222	0.0153333333333333	0.0173333333333333	0.0135555555555556	0.0215555555555556	0.0277777777777778	0.0273333333333333	0.0244444444444444	0.0233333333333333	0.0208888888888889	0.0195555555555556	0.0135555555555556	0.0233333333333333	0.0148888888888889	0.0135555555555556	0.0288888888888889	0.0113333333333333	0.0137777777777778	0.0228888888888889	0.0142222222222222	0.00933333333333333	0.0208888888888889	0.0148888888888889	0.0226666666666667	0.0264444444444444	0.0193333333333333	0.0202222222222222	0.00888888888888889	0.00755555555555556	0.0157777777777778	0.0102222222222222	0.0173333333333333	0.0144444444444444	0.0144444444444444	0.0193333333333333	0.0182222222222222	0.0126666666666667	0.00933333333333333	0.0257777777777778	0.0104444444444444	0.0137777777777778	0.0153333333333333	0.0211111111111111	0.0124444444444444	0.00755555555555556	0.0168888888888889	0.00844444444444444	0.0206666666666667	0.014	0.0182222222222222	0.0188888888888889	0.0264444444444444	0.00888888888888889	0.0455555555555556	0.0775555555555556	0.0524444444444444	0.0193333333333333	0.016	0.0235555555555556	0.0393333333333333	0.0371111111111111	0.0324444444444444	0.00888888888888889	0.0328888888888889	0.0328888888888889	0.0291111111111111	0.0293333333333333	0.0722222222222222	0.00755555555555556	0.0288888888888889	0.026	0.0151111111111111	0.0206666666666667	0.01	0.014	0.024	0.0146666666666667	0.0593333333333333	0.0357777777777778	0.0293333333333333	0.0404444444444444	0.0188888888888889	0.0142222222222222	0.0162222222222222	0.0566666666666667	0	0.0213333333333333	0.0317777777777778	0.0188888888888889	0.0313333333333333	0.0284444444444444	0.018	0.0166666666666667	0.0222222222222222	0.0337777777777778	0.04	0.0304444444444444	0.026	0.0333333333333333	0.0228888888888889	0.00311111111111111	0.0271111111111111	0.0251111111111111	0.00355555555555556	0.0313333333333333	0.00177777777777778	0.024	0.038	0.0306666666666667	0.0253333333333333	0.0195555555555556	0.0193333333333333	0.0168888888888889	0.0271111111111111	0.0208888888888889	0.024	0.0117777777777778	0.00844444444444444	0.00733333333333333	0.0202222222222222	0.0153333333333333	0.0268888888888889	0.0192222222222222	0.0153333333333333	0.012	0.00688888888888889	0.0117777777777778	0.0208888888888889
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas rupellensis"	0.0277777777777778	0.02	0.00977777777777778	0.0333333333333333	0.024	0.0233333333333333	0.0202222222222222	0.0102222222222222	0.00888888888888889	0.0417777777777778	0.00911111111111111	0.0102222222222222	0.0286666666666667	0.0148888888888889	0.0348888888888889	0.0133333333333333	0.0153333333333333	0.0225555555555556	0.0517777777777778	0.0242222222222222	0.0304444444444444	0.0468888888888889	0.0106666666666667	0.0142222222222222	0.02	0.0248888888888889	0.0246666666666667	0.0455555555555556	0.0391111111111111	0.00311111111111111	0.0386666666666667	0.00177777777777778	0.0364444444444444	0.048	0.0273333333333333	0.0137777777777778	0.0106666666666667	0.0493333333333333	0.0782222222222222	0.0266666666666667	0.0308888888888889	0.0466666666666667	0.0351111111111111	0.0364444444444444	0.0606666666666667	0.0477777777777778	0.0444444444444444	0.0393333333333333	0.0364444444444444	0.0388888888888889	0.00377777777777778	0.0357777777777778	0.00244444444444444	0.0328888888888889	0.0428888888888889	0.0271111111111111	0.0466666666666667	0.000666666666666667	0.0426666666666667	0.0322222222222222	0.00311111111111111	0.0162222222222222	0.0217777777777778	0	0.00177777777777778	0.000444444444444444	0.00488888888888889	0.0146666666666667	0.0151111111111111	0.00666666666666667	0.00777777777777778	0.00177777777777778	0.004	0.0126666666666667	0.0135555555555556	0.0108888888888889	0.00622222222222222	0.00533333333333333	0.00288888888888889	0.014	0.0213333333333333	0.038	0.0342222222222222	0.00555555555555556	0.00355555555555556	0.000222222222222222	0.00311111111111111	0.000666666666666667	0.00244444444444444	0.00555555555555556	0.004	0.0177777777777778	0.0222222222222222	0.0282222222222222	0.00155555555555556	0.0111111111111111	0.0142222222222222	0.00911111111111111	0.0277777777777778	0.0202222222222222	0.00244444444444444	0.0142222222222222	0.00755555555555556	0.0222222222222222	0.0166666666666667	0.0108888888888889	0.00333333333333333	0.0104444444444444	0.0195555555555556	0.0355555555555556	0	0.00822222222222222	0.00244444444444444	0.00355555555555556	0.0151111111111111	0.00155555555555556	0.00555555555555556	0.0102222222222222	0.0182222222222222	0.008	0.00333333333333333	0.0175555555555556	0.0168888888888889	0.0146666666666667	0.0102222222222222	0.004	0.0246666666666667	0.0384444444444444	0.0453333333333333	0.0226666666666667	0.0164444444444444	0.00755555555555556	0.0182222222222222	0.0291111111111111	0.0126666666666667	0.0502222222222222	0.0373333333333333	0.0266666666666667
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella buccae"	0.0164444444444444	0.0246666666666667	0.014	0.0271111111111111	0.00466666666666667	0.0184444444444444	0.0124444444444444	0.0146666666666667	0.0126666666666667	0.0148888888888889	0.024	0.0335555555555556	0.028	0.0302222222222222	0.0146666666666667	0.0126666666666667	0.0135555555555556	0.0218888888888889	0.0135555555555556	0.0195555555555556	0.00888888888888889	0.0157777777777778	0.0331111111111111	0.0304444444444444	0.0126666666666667	0.0193333333333333	0.0264444444444444	0.0173333333333333	0.0368888888888889	0.0348888888888889	0.00777777777777778	0.0462222222222222	0.0231111111111111	0.0151111111111111	0.022	0.03	0.0462222222222222	0.0195555555555556	0.00955555555555555	0.0322222222222222	0.0346666666666667	0.0182222222222222	0.0308888888888889	0.0282222222222222	0.012	0.0293333333333333	0.0231111111111111	0.0177777777777778	0.0293333333333333	0.0244444444444444	0.0177777777777778	0.0157777777777778	0.0324444444444444	0.0168888888888889	0.0168888888888889	0.0135555555555556	0.0131111111111111	0.0308888888888889	0.0184444444444444	0.0193333333333333	0.0166666666666667	0.0208888888888889	0.00488888888888889	0.00711111111111111	0.0128888888888889	0.00333333333333333	0.0244444444444444	0.0248888888888889	0.0517777777777778	0.0148888888888889	0.016	0.0286666666666667	0.012	0.016	0.00955555555555555	0.00977777777777778	0.00977777777777778	0.0126666666666667	0.0197777777777778	0.0302222222222222	0.0391111111111111	0.0293333333333333	0.0111111111111111	0.0235555555555556	0.0304444444444444	0.00933333333333333	0.0102222222222222	0.00755555555555556	0.008	0.00577777777777778	0.0153333333333333	0.0106666666666667	0.0157777777777778	0.0115555555555556	0.006	0	0.0108888888888889	0.012	0.048	0.0142222222222222	0.0117777777777778	0.0164444444444444	0.00555555555555556	0.0333333333333333	0.0204444444444444	0.0393333333333333	0.0186666666666667	0.0388888888888889	0.0253333333333333	0.0277777777777778	0	0.0166666666666667	0.00488888888888889	0.00266666666666667	0.0206666666666667	0.000888888888888889	0.00666666666666667	0.0151111111111111	0.0124444444444444	0.00911111111111111	0.00266666666666667	0.0113333333333333	0.00866666666666667	0.0206666666666667	0.00955555555555555	0.0264444444444444	0.01	0.0135555555555556	0.00177777777777778	0.00355555555555556	0.0135555555555556	0.00955555555555555	0.0168888888888889	0.0228888888888889	0.00555555555555556	0.008	0.00733333333333333	0.00666666666666667
