"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"	0.00471428571428571	0.00271661424077781	0.109638380636796	0.000428755180791768	0.00042863266180883	0	0.000142877553936277	0.000429061784897025	0.000858000858000858
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0.0547142857142857	0.00743494423791822	0.000144071459443884	0.0202944118908103	0.000285755107872553	0	0	0	0.0283140283140283
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus"	0	0	0.0989770926379484	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0.0288571428571429	0.006720045753503	0.000144071459443884	0.0131484922109475	0.00042863266180883	0	0	0	0.0494780494780495
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia"	0.00842857142857143	0.013440091507006	0.0113816452960668	0.00528798056309847	0.00314330618659809	0.00872300872300872	0.00642948992713245	0.023312356979405	0.00629200629200629
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.0108571428571429	0.00814984272233343	0.0105172165394035	0.00457338859511219	0.00728675525075011	0.00858000858000858	0.00957279611373053	0.0133009153318078	0.00371800371800372
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.00214285714285714	0.00543322848155562	0.0247802910243481	0.00543089895669573	0.0042863266180883	0.00271700271700272	0.00357193884840692	0.011870709382151	0.00729300729300729
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora"	0.002	0.00428939090649128	0.0188733611871488	0.00371587823352866	0.00257179597085298	0.00328900328900329	0.00357193884840692	0.0245995423340961	0.00243100243100243
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0.00542857142857143	0.00643408635973692	0.0036017864860971	0.00300128626554238	0.00485783683383341	0.00829400829400829	0.00957279611373053	0.0121567505720824	0.00371800371800372
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella"	0.00528571428571429	0.00500428939090649	0.000576285837775537	0.00728883807346005	0.0115730818688384	0.00429000429000429	0.00800114302043149	0.00185926773455378	0.0128700128700129
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena"	0.0128571428571429	0.0102945381755791	0.000144071459443884	0.00271544947834786	0.00100014287755394	0.00328900328900329	0.00100014287755394	0.00414759725400458	0.00543400543400543
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0.00271428571428571	0.00228767515012868	0.0154156461604956	0.00400171502072317	0.00328618374053436	0.005005005005005	0.0024289184169167	0.00357551487414188	0.00143000143000143
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.003	0.00500428939090649	0.00432214378331653	0.00271544947834786	0.00328618374053436	0.00486200486200486	0.00400057151021575	0.00772311212814645	0.00514800514800515
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor"	0.00142857142857143	0.00400343151272519	0.00158478605388273	0.0022866942975561	0.00328618374053436	0.00328900328900329	0.00628661237319617	0.00143020594965675	0.00185900185900186
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus"	0	0	0.0206022187004754	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"	0.000285714285714286	0.00171575636259651	0.00288142918887768	0.00171502072316707	0.00085726532361766	0.00171600171600172	0.00285755107872553	0.00657894736842105	0.00114400114400114
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea"	0	0	0.0177207895115978	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor"	0.001	0.000857878181298256	0.000864428756663305	0.000285836787194512	0.000571510215745106	0.000429000429000429	0.00228604086298043	0.0107265446224256	0.000429000429000429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio"	0.00114285714285714	0.00171575636259651	0.00129664313499496	0.00214377590395884	0.00128589798542649	0.00214500214500214	0.00214316330904415	0.00371853546910755	0.00114400114400114
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0.000285714285714286	0.00214469545324564	0.000720357297219421	0.00257253108475061	0.00042863266180883	0.00185900185900186	0.00357193884840692	0.00200228832951945	0.00143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus"	0.00357142857142857	0.00328853302830998	0.00187292897277049	0.000285836787194512	0.000571510215745106	0.000286000286000286	0.000142877553936277	0.00371853546910755	0.00114400114400114
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter"	0.00414285714285714	0.00185873605947955	0.000864428756663305	0.00142918393597256	0.000285755107872553	0.000572000572000572	0.000142877553936277	0.0045766590389016	0.001001001001001
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0.001	0.00114383757506434	0.000288142918887768	0.00100042875518079	0.00171453064723532	0.002002002002002	0.00157165309329904	0.00100114416475973	0.000429000429000429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.001	0.00157277666571347	0.00115257167555107	0.00185793911676433	0.000714387769681383	0.000572000572000572	0.00085726532361766	0.00085812356979405	0.000858000858000858
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0.00157142857142857	0.00114383757506434	0	0.00200085751036158	0.00100014287755394	0.002002002002002	0.00157165309329904	0.000143020594965675	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.000571428571428571	0.000714898484415213	0.000288142918887768	0.000857510361583536	0.000285755107872553	0.000858000858000858	0.00114302043149021	0.00357551487414188	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0.000285714285714286	0.00128681727194738	0.000288142918887768	0.000428755180791768	0.000714387769681383	0.001001001001001	0.00171453064723532	0.0017162471395881	0.000715000715000715
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0.000142857142857143	0.00128681727194738	0.000144071459443884	0.00100042875518079	0.00042863266180883	0.00143000143000143	0.00128589798542649	0.000143020594965675	0.00128700128700129
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus"	0.000857142857142857	0.00271661424077781	0.00158478605388273	0.000142918393597256	0.000142877553936277	0	0.000142877553936277	0.00085812356979405	0.000429000429000429
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus"	0	0	0.00662728713441867	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0	0.000428939090649128	0.00115257167555107	0.000142918393597256	0.00042863266180883	0.000715000715000715	0.000142877553936277	0.00314645308924485	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix"	0.000571428571428571	0.00114383757506434	0.000432214378331653	0.00071459196798628	0.00042863266180883	0.000715000715000715	0.000571510215745106	0.000715102974828375	0.000286000286000286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0	0	0.000288142918887768	0	0	0	0	0.00443363844393593	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna"	0	0.000428939090649128	0.000144071459443884	0.00100042875518079	0.000285755107872553	0.000858000858000858	0.00114302043149021	0.00028604118993135	0.000429000429000429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0	0.00057191878753217	0.000144071459443884	0.000571673574389024	0.000142877553936277	0.000572000572000572	0.00085726532361766	0.00100114416475973	0.000429000429000429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0.000285714285714286	0.000142979696883043	0.000720357297219421	0	0.000142877553936277	0	0.000142877553936277	0.0022883295194508	0.000143000143000143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0.000142857142857143	0.000285959393766085	0	0.00071459196798628	0.000285755107872553	0.00128700128700129	0.00085726532361766	0	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella"	0.000857142857142857	0.000142979696883043	0	0.000571673574389024	0.00042863266180883	0.000572000572000572	0.00042863266180883	0	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0.000142857142857143	0.000142979696883043	0.000576285837775537	0	0.000285755107872553	0	0	0.00157322654462243	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia"	0	0.000285959393766085	0.000288142918887768	0.000285836787194512	0.000142877553936277	0.000429000429000429	0.000714387769681383	0.00028604118993135	0.000429000429000429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania"	0	0.000285959393766085	0	0.000428755180791768	0	0.000572000572000572	0.000571510215745106	0.000715102974828375	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0	0.000285959393766085	0.000144071459443884	0.000428755180791768	0.000285755107872553	0.000429000429000429	0.000285755107872553	0.000143020594965675	0.000572000572000572
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum"	0	0	0.000144071459443884	0.000285836787194512	0.000142877553936277	0.000429000429000429	0.00114302043149021	0.000143020594965675	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Gluceribacter"	0.000285714285714286	0.000428939090649128	0.000288142918887768	0.000571673574389024	0	0	0	0.000429061784897025	0.000286000286000286
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0	0	0.00187292897277049	0	0	0	0	0.00028604118993135	0
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma"	0	0	0.000720357297219421	0	0	0.000858000858000858	0.000285755107872553	0.000143020594965675	0.000143000143000143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0	0	0.000576285837775537	0.000571673574389024	0	0	0	0.000715102974828375	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa"	0.000142857142857143	0.000285959393766085	0.000288142918887768	0.000428755180791768	0.000285755107872553	0	0.000285755107872553	0.000143020594965675	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus"	0	0	0.00172885751332661	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"	0	0	0.000288142918887768	0	0	0	0	0.0011441647597254	0.000143000143000143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	0.000285714285714286	0	0.000144071459443884	0.000428755180791768	0.000285755107872553	0.000143000143000143	0	0.000143020594965675	0.000143000143000143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio"	0	0	0	0.000428755180791768	0	0	0.000142877553936277	0	0.000715000715000715
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"	0.000285714285714286	0.000142979696883043	0.000288142918887768	0.000428755180791768	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Murimonas"	0.000285714285714286	0.000142979696883043	0	0	0	0.000286000286000286	0.000142877553936277	0.00028604118993135	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0.000428571428571429	0	0	0.000142918393597256	0.000142877553936277	0.000143000143000143	0	0.000143020594965675	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus"	0	0	0	0	0	0	0.00114302043149021	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster"	0	0.000142979696883043	0.000144071459443884	0.000142918393597256	0	0	0.00042863266180883	0.000143020594965675	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas"	0.000285714285714286	0	0	0	0	0	0	0	0.000715000715000715
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus"	0	0	0	0.000142918393597256	0.000142877553936277	0.000429000429000429	0.000142877553936277	0	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter"	0	0.000142979696883043	0	0.000285836787194512	0	0	0.000285755107872553	0.000143020594965675	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0	0.000285959393766085	0	0.000571673574389024	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__|g__Gemella"	0	0	0.000864428756663305	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella"	0.000142857142857143	0.000142979696883043	0.000144071459443884	0.000142918393597256	0.000142877553936277	0	0	0	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus"	0	0.000142979696883043	0.000288142918887768	0	0	0.000143000143000143	0	0.000143020594965675	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus"	0.000142857142857143	0	0.000144071459443884	0	0	0	0	0.000429061784897025	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas"	0	0.000285959393766085	0.000144071459443884	0.000142918393597256	0	0	0	0.000143020594965675	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas"	0	0.000285959393766085	0	0	0	0	0	0.00028604118993135	0.000143000143000143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"	0	0	0.000288142918887768	0	0	0	0	0.00028604118993135	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium"	0	0	0	0	0	0	0.000142877553936277	0.000143020594965675	0.000286000286000286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus"	0	0.000285959393766085	0	0	0	0	0.000142877553936277	0.000143020594965675	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"	0	0	0.000432214378331653	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides"	0	0.000142979696883043	0.000144071459443884	0	0	0	0	0.000143020594965675	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens"	0	0.000142979696883043	0.000144071459443884	0	0	0	0	0.000143020594965675	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__|g__"	0	0.000285959393766085	0	0	0	0	0	0	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Syntrophococcus"	0	0	0	0.000142918393597256	0	0	0.000285755107872553	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0	0	0	0	0	0.000143000143000143	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bariatricus"	0	0	0	0	0	0	0.000142877553936277	0	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor"	0	0.000142979696883043	0	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Paraeggerthella"	0	0	0	0.000142918393597256	0.000142877553936277	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia"	0	0	0.000144071459443884	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter"	0	0	0	0	0	0	0	0.000143020594965675	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter"	0	0	0	0	0	0	0	0	0.000143000143000143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusimonas"	0	0	0	0.000142918393597256	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium"	0	0	0	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes"	0	0	0	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas"	0	0	0	0	0	0	0.000142877553936277	0	0
