"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae"	0.156571428571429	0.160280240205891	0.0365941506987466	0.202801200514506	0.378625517931133	0.210782210782211	0.234747821117302	0.114130434782609	0.203918203918204
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae"	0.199285714285714	0.186445524735488	0.0947990203140758	0.142489638416464	0.181168738391199	0.10996710996711	0.0977282468924132	0.178203661327231	0.249392249392249
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae"	0.182	0.152559336574206	0.114392738798444	0.137630413034157	0.120588655522217	0.166166166166166	0.1488784112016	0.178203661327231	0.114257114257114
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae"	0.123142857142857	0.162996854446669	0.0906209479902031	0.12862655423753	0.10630090012859	0.132704132704133	0.191170167166738	0.177774599542334	0.108680108680109
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae"	0.166428571428571	0.205461824420932	0.000288142918887768	0.164927826211233	0.0891555936562366	0.162734162734163	0.131875982283183	0.00443363844393593	0.0860860860860861
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae"	0.0297142857142857	0.0477552187589362	0.24665033856793	0.0830355866800057	0.0455779397056722	0.0830830830830831	0.0640091441634519	0.237128146453089	0.0191620191620192
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae"	0.0127142857142857	0.0277380611953103	0.0899005906929837	0.0401600686008289	0.0184312044577797	0.0283140283140283	0.0308615516502357	0.0294622425629291	0.0254540254540255
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae"	0.00285714285714286	0.00686302545038605	0.0247802910243481	0.0198656567100186	0.0167166738105444	0.0243100243100243	0.0372910415773682	0.011870709382151	0.0946660946660947
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae"	0.015	0.0108664569631112	0.00720357297219421	0.0300128626554238	0.0255750821545935	0.0590590590590591	0.0400057151021575	0.0211670480549199	0.00943800943800944
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae"	0.0835714285714286	0.0141549899914212	0.000288142918887768	0.0334429041017579	0.000714387769681383	0	0	0	0.0779350779350779
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae"	0.00471428571428571	0.00271661424077781	0.109638380636796	0.000428755180791768	0.00042863266180883	0	0.000142877553936277	0.000429061784897025	0.000858000858000858
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae"	0	0	0.0989770926379484	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae"	0.0144285714285714	0.0118673148412925	0.0135427171877251	0.00500214377590396	0.00828689812830404	0.00958100958100958	0.00985855122160309	0.0201659038901602	0.00486200486200486
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae"	0.00271428571428571	0.00228767515012868	0.0154156461604956	0.00400171502072317	0.00328618374053436	0.005005005005005	0.0024289184169167	0.00357551487414188	0.00143000143000143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae"	0.00271428571428571	0.00257363454389477	0.000432214378331653	0.00400171502072317	0.00314330618659809	0.00572000572000572	0.00514359194170596	0.00128718535469108	0.000715000715000715
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae"	0.00142857142857143	0.00157277666571347	0.00230514335110215	0.000857510361583536	0.00100014287755394	0.000429000429000429	0.00257179597085298	0.0147311212814645	0.000715000715000715
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae"	0	0	0.022331076213802	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae"	0	0	0.0177207895115978	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae"	0.000571428571428571	0.000714898484415213	0.000576285837775537	0.000857510361583536	0.000285755107872553	0.000858000858000858	0.00114302043149021	0.00471967963386728	0.000286000286000286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae"	0.000857142857142857	0.00271661424077781	0.00158478605388273	0.000142918393597256	0.000142877553936277	0	0.000142877553936277	0.00085812356979405	0.000429000429000429
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae"	0	0	0.00662728713441867	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae"	0.000714285714285714	0	0.000720357297219421	0.00114334714877805	0.00042863266180883	0.000286000286000286	0	0.00100114416475973	0.000429000429000429
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae"	0	0	0.00187292897277049	0	0	0	0	0.00028604118993135	0
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae"	0	0	0.000720357297219421	0	0	0.000858000858000858	0.000285755107872553	0.000143020594965675	0.000143000143000143
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae"	0.000285714285714286	0.000142979696883043	0.000288142918887768	0.000428755180791768	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae"	0	0	0	0	0	0	0.00114302043149021	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae"	0.000285714285714286	0	0	0	0	0	0	0	0.000715000715000715
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__"	0	0	0.000864428756663305	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae"	0	0	0.000288142918887768	0	0	0	0	0.00028604118993135	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae"	0	0	0	0	0	0	0.000142877553936277	0.000143020594965675	0.000286000286000286
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae"	0	0	0.000432214378331653	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__"	0	0.000285959393766085	0	0	0	0	0	0	0.000143000143000143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae"	0	0	0	0	0	0.000143000143000143	0.000142877553936277	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae"	0	0	0	0.000142918393597256	0.000142877553936277	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae"	0	0	0.000144071459443884	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae"	0	0	0	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae"	0	0	0	0	0	0	0.000142877553936277	0	0
