"","W1","C1","W2","C2","C3","W4","C4","W6","C6","W7","C7","C8","W9","W10","C10","C29","C30","W33","C38","C39","W42","C42","W43","C43","C46","C48","C51","W52","C52","W54","C55","W57","C59","W60","C61","W63","C65","W68","C68","W73","C74","C75","C77","C82","W83","W84","W85","C86","W87","C87","C88","C89","C90","C91","C92","W93","W94","W95","C95","W96","W97","C99","W100","W101","C103","W104","C105","C106","W107","C107","W108","C108","W109","W111","C111","W112","C113","W114","C114","C116","C117","C118","C119","W120","C120","W121","C121","W122","W123","C123","C125","W126","W127","C128","C129","C137","W139","W140","C141","C142","C143","W144","C144","W150","C151","W152","C152","W153","W154","C154","C156","C157","C159","W164","W170","C174","C177","C178","W181","W185","W187","W188","W189","W197","C200","C201","W221","W227","W228","W247","W251","W262","W265","W269","W280","W282","W318","C416"
"W1",0,0.228238782542794,0.156994224762693,0.261307889015285,0.292409646790077,0.129446401757456,0.269123111506136,0.171926034700523,0.272700452417204,0.121863346834564,0.149295577781027,0.236514617966184,0.11688071871566,0.146125576823049,0.149275837245263,0.0813954034723523,0.157712324002348,0.150522083523408,0.119872193310297,0.152840070799132,0.142934886903065,0.110722924002578,0.134498039223979,0.160500343831432,0.13501566821797,0.138280156074436,0.140240278808991,0.159936976710928,0.12071117589952,0.0838370899378783,0.102057704928728,0.191259783496023,0.219088066117541,0.127326989110355,0.166065143720247,0.116180265618548,0.13632143770053,0.206415413969735,0.157940946900854,0.130409733608532,0.208675655443113,0.160907363069173,0.263557563544392,0.111281619571513,0.130554022319366,0.146885466732981,0.159367409554189,0.179388275943779,0.160255881408883,0.150684851664346,0.139904612480633,0.138752812294096,0.153530359034752,0.122640994004232,0.137715293206281,0.228454760113111,0.159518512269007,0.198123853116475,0.137491178278554,0.122593458992347,0.162595440823292,0.173350438938504,0.151647744017662,0.126446004070466,0.149227303511384,0.109587733788111,0.18143385167793,0.1673526900941,0.239165957552612,0.114465943618321,0.157044167761093,0.100708707756302,0.132529005556226,0.129576802583192,0.133831652822108,0.163107531533694,0.244711122186303,0.156101328231676,0.220053098774109,0.13390872690493,0.210804765043941,0.227703372341746,0.158281581635764,0.205448598827863,0.132643667306603,0.194990963188263,0.112638769833495,0.108551252844482,0.227260720057467,0.278449289257836,0.199739602083659,0.293463366199549,0.306785028442732,0.107733757819746,0.10194369547426,0.219087140910413,0.157387531974611,0.167193445747652,0.136382342786655,0.203791293199741,0.218509218213963,0.125853429116415,0.160600557447739,0.112610673274442,0.200982007908492,0.164921949783231,0.295269988295918,0.258696496941989,0.172218387774418,0.206057566924075,0.18998854572588,0.134777478733415,0.131359493955891,0.115557254584107,0.304267957031326,0.271351692504494,0.26596105916073,0.314910223060038,0.186128617522763,0.161382365571517,0.216517188507134,0.223658243205439,0.163885230866278,0.0879158758512233,0.200956116823671,0.237113987018632,0.14707248619828,0.129416816437452,0.106825475815117,0.376040035594283,0.345108661618121,0.0969440111131633,0.228413079119332,0.157692238144385,0.126333494382093,0.161490952442462,0.182210315776817,0.238142868318535
"C1",0.228238782542794,0,0.283207670655346,0.0991869983732152,0.166076382961058,0.225718440477563,0.141445283710786,0.253071357032986,0.14142914623003,0.275267042445514,0.14945847743958,0.101808757367194,0.264599140371964,0.295085343454868,0.196715373303242,0.241031332371906,0.264944785827237,0.174220840300919,0.176695437171411,0.156440554286378,0.141804052720369,0.18169121798858,0.214857984888022,0.14701985953544,0.187745992744908,0.211194324178655,0.286655149342815,0.174481197931733,0.2034179878672,0.220984060014232,0.24123354369188,0.240361027880739,0.13143643331565,0.205316326425174,0.282415882082022,0.20600369889114,0.222922775043146,0.162571286162319,0.241398005286975,0.220981543770782,0.145183090177259,0.233267254793235,0.308446351505118,0.204052352327088,0.151684183269284,0.190562245367737,0.256326426812464,0.273179611198261,0.27843453494343,0.170484428863316,0.261959517720548,0.26424232903569,0.306324598231956,0.203444020265229,0.260117944598317,0.364884540978131,0.277692252341869,0.278895432152206,0.240552283947365,0.24730980372392,0.247248093589746,0.183961659078469,0.26796056557708,0.207699441325361,0.233159182065864,0.242077659820419,0.13333372594412,0.157935936060685,0.140029281482412,0.201196294901415,0.209978397994937,0.211511304868978,0.166204892909524,0.202839159051909,0.259957210278655,0.148580434308161,0.241464083005259,0.143678088293812,0.300242209098816,0.231378387747821,0.114859191867597,0.242436801402797,0.18265675319935,0.15602616479959,0.216298128492196,0.292978673986592,0.212108469613519,0.222035388828301,0.0969706124020736,0.153997347723456,0.142947737144893,0.348500732507674,0.353733974816535,0.176882810178501,0.176178436409475,0.189952181534995,0.276517037735086,0.317503709135735,0.185144117962235,0.353096185178851,0.343339368279102,0.275895241521924,0.25200370810953,0.227245141831701,0.291273780063246,0.263806667716556,0.321424420416988,0.355138228982012,0.239438194416948,0.157114999902016,0.27480845937443,0.213139519733006,0.239204236458549,0.217795741179076,0.354637308399908,0.193746490096574,0.185701186446752,0.210762683432435,0.32493073712832,0.295883999291784,0.337643801918525,0.313534256766143,0.319099008328484,0.257150242670082,0.185983003753837,0.320295041694498,0.19604997953947,0.286742063881981,0.281091477893497,0.441643425544619,0.41857938442696,0.246970648734345,0.347789655551386,0.246263622743902,0.277757945629438,0.305051647225329,0.318242001942114,0.250532960177089
"W2",0.156994224762693,0.283207670655346,0,0.314152646895251,0.323144674741467,0.164589998647351,0.293872483288364,0.218105782873246,0.318281394080811,0.148517938718764,0.194957364575798,0.289374573011216,0.16143938395227,0.159066980507241,0.199461567140612,0.155554680398191,0.145276740544416,0.20788034035135,0.186526071788719,0.209783614806673,0.21658702003577,0.17542002250894,0.167020247952054,0.220365769391852,0.210171116314098,0.211384488780819,0.120385037888405,0.211593406910942,0.183081459797685,0.172730032315006,0.150057683518704,0.206759406947227,0.26640820140405,0.162333233235248,0.183862205002803,0.190941891735642,0.160990949163885,0.260548819271438,0.188462553515745,0.195442954485551,0.258566887673363,0.192969137464683,0.247180214785905,0.165217014606329,0.190663237735658,0.216180220691267,0.122219970942401,0.157427981265842,0.152582697739106,0.21488841137408,0.114397670854026,0.150662844051808,0.121404646748848,0.179661456104745,0.121153373584313,0.173899761778775,0.103680776202095,0.209256049336654,0.124823984402951,0.156198970675072,0.164814514198652,0.232568151171029,0.141197296884603,0.198488760664969,0.171180648869331,0.169733233877001,0.226296994960046,0.237732103983793,0.282250892684594,0.164793312996048,0.215735968547152,0.15293737300817,0.211330020520251,0.19265352134695,0.14597065504911,0.223098726883139,0.223884988814293,0.226887317976838,0.161780877786966,0.148120243277878,0.277721976837208,0.193137660944635,0.206624488948562,0.259055636414878,0.148617362613062,0.163528836701489,0.159473237678701,0.192713960364927,0.272400497691398,0.328346196508154,0.272124318829699,0.286153981600505,0.256583199806149,0.167778026599912,0.158161364538641,0.261721602724191,0.165254907028494,0.146315474936475,0.177922923404401,0.179479554821833,0.17968788049267,0.167582014798132,0.188117982932294,0.1822951691167,0.167721415486138,0.177584612029554,0.244156695325105,0.245942475604774,0.144925926010249,0.256517068039132,0.190060834276167,0.157295435486322,0.191190890261193,0.172593034055291,0.306569717856505,0.318345423389988,0.312657335844617,0.355243496885134,0.187828079027064,0.173396622885046,0.20084103557898,0.204607189849327,0.160701920981083,0.116094594313809,0.268545419353627,0.22343184475943,0.190758871740563,0.132483764902845,0.14732241526166,0.340328422971061,0.306923448619591,0.166549212564683,0.188522784308698,0.204543463243131,0.133907795328506,0.147492053459729,0.136152996458278,0.189200945989878
"C2",0.261307889015285,0.0991869983732152,0.314152646895251,0,0.1750268194025,0.26668798806179,0.158364630967779,0.248389956787535,0.072347129140859,0.294071386312826,0.168311209639433,0.106202122727353,0.29028419141361,0.313626322921988,0.210149853904208,0.267506036716508,0.319122287607905,0.205684906939638,0.21176714934468,0.174512892093063,0.190480252342627,0.236256715887297,0.271043553302098,0.176500778514972,0.212697565730531,0.241403767547122,0.333606556273593,0.174657039801631,0.232339275547093,0.247686678157246,0.270762043520672,0.266103306459909,0.132412463056877,0.237185365182521,0.293229407128455,0.24675700490629,0.288738758988867,0.217136396981935,0.252891971495301,0.239761961866935,0.120119323896108,0.227733336765971,0.298845653036932,0.223746711415724,0.201198833425219,0.194382986155959,0.306634847727803,0.316864512133554,0.308845825194772,0.17399982522178,0.301645873441086,0.293925579729592,0.352182984519189,0.2421292801428,0.314546950869434,0.400043034117558,0.323764593089861,0.298726907864206,0.294767585606374,0.296612518294101,0.29495010769554,0.18952600548351,0.317599565048005,0.235546675687704,0.273472934524925,0.264157878379117,0.164127164633018,0.177774865993456,0.143610321628149,0.253993670794455,0.210753901799562,0.248925952651653,0.18848872629767,0.219343912132288,0.298889260858024,0.192933657526117,0.293973056234533,0.165123391743805,0.340788268639814,0.282696499326222,0.111669713281471,0.283597075164488,0.207094608623716,0.145995685476055,0.240658686612528,0.331026631508393,0.2637213730982,0.249795176120672,0.144552372037483,0.171526269971761,0.139899112094811,0.341919830221877,0.372956376025767,0.206937694049088,0.233816017373726,0.173632180081851,0.315474597931959,0.348180784978151,0.231981424649163,0.380398249456909,0.364647964835226,0.297875198848606,0.256286956392082,0.261074570462685,0.298854043983062,0.305877711771486,0.356193432992756,0.398480607364886,0.299339347661499,0.146665584742631,0.28715935932674,0.239766427252731,0.255704909663949,0.249650151778373,0.363000970037073,0.154423059882404,0.142429230202964,0.176546351434193,0.338634738268296,0.31571985993946,0.357715174291091,0.34903616604074,0.348665304319053,0.291020157671029,0.20368561125458,0.342807671714899,0.202971952118714,0.315294612212638,0.309295803698824,0.469723794763878,0.435670945228569,0.265358979976972,0.391396804158031,0.23856830884578,0.305994170601124,0.350015012444789,0.332715364746134,0.283443481536185
"C3",0.292409646790077,0.166076382961058,0.323144674741467,0.1750268194025,0,0.278146977273587,0.107930187573874,0.271161371418315,0.180251804713318,0.324480873315544,0.216344505479647,0.195798829834569,0.318112883352151,0.349400887750968,0.25121320438426,0.29979944125648,0.294871897816337,0.245478402693829,0.236660979682613,0.251532434154509,0.231980772447547,0.264662085483423,0.257783390141473,0.229188050734193,0.263657620810563,0.251175426314675,0.324419929125598,0.247189674319869,0.28133743654589,0.277995749213296,0.310102228518359,0.265842174079554,0.192970360868991,0.242282402199802,0.339029019531059,0.271649655913746,0.287381128444695,0.22944853125706,0.311232472273298,0.277833238383557,0.222453735370893,0.292403981786586,0.333461743456251,0.263431325350881,0.228876107198822,0.252892480015777,0.296372238122663,0.309854640089428,0.301798288090579,0.24005678610497,0.295802804914755,0.321092864137251,0.329910869778262,0.25063266149496,0.285069807203441,0.387937388976093,0.310529476544113,0.332173256365309,0.292112171444145,0.290469063816852,0.28603176125943,0.236738248604632,0.307642857800372,0.264463312799441,0.2702916158727,0.312123376996754,0.209164365261875,0.221895080332023,0.204235728159532,0.230411563330426,0.260101659968351,0.276899939490899,0.250028103819383,0.220548100470461,0.293840006811687,0.228176106682796,0.218284856932925,0.238121009038102,0.324138034476716,0.267957635158171,0.167114117701527,0.284549661952608,0.216346133691791,0.201728303067069,0.254999841293599,0.326555633594368,0.260500250076397,0.288476726102091,0.19413605601974,0.151079526295431,0.208856537729939,0.381847352445039,0.358364517145361,0.253083140426784,0.253739076777593,0.237200534410628,0.311698806357946,0.355553654141083,0.233552730359804,0.395659121519713,0.377534278074424,0.329163085873163,0.313857634797103,0.293872164074012,0.308447919425244,0.321118964161291,0.314354575290499,0.404072804068046,0.297627000867532,0.219310789160481,0.311103009366916,0.264689349118651,0.280078308872423,0.274731232451935,0.417166948358013,0.233810496825901,0.224161557753901,0.252495332522251,0.369877852213848,0.338512641563583,0.396602378992906,0.348330279314673,0.364607170471985,0.312047587608914,0.235592805787044,0.346193598969727,0.258671448750582,0.339209364191623,0.337172435139269,0.427836987322962,0.382399460262054,0.314422039736549,0.389430342832141,0.277848538565636,0.327202591232906,0.359105329059087,0.343112085338938,0.282178291543196
"W4",0.129446401757456,0.225718440477563,0.164589998647351,0.26668798806179,0.278146977273587,0,0.244623432203785,0.210607584305657,0.270529246903691,0.128366503692456,0.159203672085311,0.237669709644074,0.139034110711922,0.155934059797356,0.154539242128205,0.120705574155036,0.175796503990729,0.162840334196883,0.145806198786383,0.160239639310879,0.169822728621998,0.143385245517415,0.175325206662825,0.173592913558568,0.173771555498967,0.166358392589797,0.150099304185269,0.191626957170398,0.137936006122238,0.14556482511301,0.151590986314292,0.210590492950206,0.214918575936025,0.138449638326688,0.204124719088421,0.170341852656477,0.169829837854836,0.190054520114813,0.197071744801714,0.151649021322117,0.216188509516558,0.204972288284197,0.291254579540422,0.144637722492739,0.134194071014684,0.161963851635918,0.179930496816609,0.203115903841664,0.204995360375681,0.171050504102849,0.152542735072645,0.164663234651898,0.186977551705141,0.138539426920602,0.149758072712262,0.229256049892399,0.173627028430791,0.231285844147815,0.155293482364754,0.151360305453408,0.161336180192578,0.18535127934874,0.177286886507697,0.166016526712402,0.153358211294059,0.158636719818189,0.172592013076991,0.182195831920611,0.224513691825513,0.144032212153032,0.175090699999964,0.151578142483436,0.140623672383498,0.157573905247632,0.165193256190478,0.149791824513128,0.2496448529727,0.182147959945786,0.235120740406566,0.165508244522467,0.221509453013057,0.244134331010412,0.184217300523231,0.208537928638505,0.16113582408856,0.224305076287909,0.13908335386709,0.144424281362075,0.220721977668454,0.271924791307671,0.20670833691572,0.299076364018094,0.30096766342443,0.141214499378098,0.0984247677993543,0.216414906330712,0.186118604743675,0.194356072644986,0.156805679861715,0.222381609204926,0.210853576511766,0.179694133614493,0.201471342508277,0.143593347409796,0.23564275522647,0.152849917087543,0.313795213670633,0.23103204153554,0.17530805704067,0.212381920809732,0.236742803038794,0.164061226546101,0.169596079769253,0.126031155024664,0.296934831930198,0.262550972359082,0.266240576451198,0.305962520803674,0.191571105818472,0.155145919980918,0.226160285373191,0.208992038727351,0.203732777765849,0.136999197257185,0.215235507465817,0.266407455825684,0.160294810044229,0.137848506913259,0.178229785123173,0.363598858091538,0.380902762245534,0.150251530314426,0.266232602832728,0.194278514061069,0.171779927677813,0.175027596189333,0.225362395580591,0.248207351056497
"C4",0.269123111506136,0.141445283710786,0.293872483288364,0.158364630967779,0.107930187573874,0.244623432203785,0,0.244400589094524,0.157331347723772,0.297234475873444,0.184389232793931,0.182498141016085,0.292587150334076,0.323289630919644,0.221150777557856,0.269639431188027,0.2705076517892,0.217353453723025,0.206862215679318,0.215219949266569,0.199013221486957,0.237202454661303,0.237382395375224,0.199702885886695,0.242629971377115,0.233966115314808,0.302317985144002,0.212865195358316,0.254055874553628,0.254645988412648,0.281865402156702,0.239535300462553,0.152230567737748,0.206732159768391,0.310794206923286,0.24589723923161,0.266677235323878,0.191757267360697,0.27549049566687,0.249917109684841,0.175749830031653,0.264219406889938,0.303268903922678,0.235145549088564,0.20078138571062,0.216388267663934,0.274598903943284,0.286410063805496,0.285923463357643,0.202855791975044,0.27172514230394,0.300025337938797,0.309784394546235,0.230931311657086,0.259430547588272,0.370420242623562,0.287366471540471,0.307470207762216,0.26419247440254,0.2675557507188,0.258842201578504,0.213462069104542,0.286898383209373,0.237625233167628,0.245621549108751,0.280904746122348,0.165458434570756,0.191906551851181,0.18172440019378,0.210298605981896,0.230399400400164,0.244904039877569,0.215123608137002,0.197975832515749,0.273830817182102,0.19253463965035,0.228537323879235,0.210933058341535,0.31101374798122,0.244575649147459,0.147781006602327,0.258421740587085,0.188177704066261,0.164500594351595,0.22859042440291,0.304401037692755,0.240462552341638,0.265312311042252,0.15936151924819,0.167599318528014,0.166916416056636,0.365476011327915,0.324244069366387,0.225794630073652,0.223940574359831,0.174103904014169,0.284875722596144,0.333058274352023,0.202124191392131,0.369900968290785,0.357362511900975,0.308332492624768,0.269308903246909,0.272529311560941,0.287934821719083,0.296638821500257,0.307969653460353,0.380592329970727,0.273897955841195,0.195465121587898,0.289289121060916,0.237318533305016,0.262420079209723,0.244016789477354,0.382371768401604,0.192945427228981,0.171580333791411,0.228527204269883,0.342494566401796,0.316204451638917,0.367555268924671,0.318176965425239,0.340610938629612,0.285369385100306,0.210413813418579,0.320157452108765,0.222516651050187,0.312157878023917,0.307206614457757,0.422986493185058,0.371998606992052,0.287780550227324,0.369470841915955,0.25599223775453,0.307467322519256,0.335191011690575,0.324055187198503,0.252279506556038
"W6",0.171926034700523,0.253071357032986,0.218105782873246,0.248389956787535,0.271161371418315,0.210607584305657,0.244400589094524,0,0.242735489149913,0.191179690652653,0.169594450685939,0.237495426894132,0.192340387693219,0.214951164623027,0.161815222103909,0.166376989533638,0.168871524776149,0.172460423318633,0.146890768412363,0.199827626635578,0.192708011476106,0.18840479701332,0.151186343342935,0.214214078553751,0.162630407611377,0.188280400523272,0.215452945873003,0.165865049236414,0.155299601349409,0.120999724975186,0.168666431004419,0.144651738172575,0.215905173691132,0.193234734786457,0.166117266759234,0.16333496034214,0.149955927006215,0.245123409621835,0.177431311203661,0.146220418984137,0.191183864009871,0.145268269710069,0.262362489136866,0.172357254488018,0.174961765574311,0.175823795593077,0.19318771698584,0.173988031324142,0.179854701795728,0.146265773344676,0.162429589365327,0.171092032570996,0.216481562755277,0.127065866978034,0.175151367639981,0.283668570657102,0.210889260331951,0.154720103143704,0.200517165461962,0.185022148273513,0.213553246624662,0.161773433392544,0.188234267262256,0.161153151515006,0.163883688319542,0.174381054619519,0.202471623591563,0.187590948122716,0.249178839717525,0.152959731381991,0.146512249937608,0.166277822840257,0.194391684134251,0.144591550081287,0.173433764886173,0.197079050860313,0.240537570079409,0.215972074856303,0.273886193417863,0.186624448886563,0.189039588192774,0.246683903005798,0.197597739825594,0.180620824867863,0.191757483666958,0.247030133269773,0.148870892615726,0.14514037113643,0.24712456953123,0.250547243228141,0.204432812757963,0.314859257956017,0.319922000953226,0.142165293051374,0.182802779706276,0.190159787463111,0.164523557814563,0.224794701068858,0.178905699335479,0.273485268959982,0.277817752288177,0.183431575498148,0.200370565136688,0.189666131526876,0.212835080402827,0.226476326537818,0.297857415773955,0.304875610460629,0.203234445822849,0.212416407128629,0.148780307109045,0.13870551170121,0.164709579041146,0.182577251671148,0.364546746046758,0.252181845745405,0.245687414434953,0.297588556999867,0.244091690593282,0.224871932625415,0.283311424232806,0.281038778644712,0.219777889021272,0.189812300393274,0.215552223115296,0.273100989732419,0.16687404467067,0.205796790323107,0.194514577664368,0.40097261968308,0.359862384620124,0.189457405301537,0.278795090257027,0.153756650490976,0.194479250898738,0.241346372955502,0.220301588225909,0.257728298893298
"C6",0.272700452417204,0.14142914623003,0.318281394080811,0.072347129140859,0.180251804713318,0.270529246903691,0.157331347723772,0.242735489149913,0,0.299103915571381,0.177370948796535,0.0935085109808873,0.279560224248918,0.321199217810685,0.194126592141482,0.257210824482807,0.322540183113174,0.210537016433255,0.218646768078565,0.188378868520508,0.182889010157329,0.237413025601647,0.275588919753358,0.168471683758525,0.198043613663053,0.230578722869015,0.32729421424217,0.159403419428962,0.221489361931233,0.257496614080672,0.261779257431817,0.256526774646356,0.133076117138485,0.23492983618176,0.284109696378283,0.243196830295346,0.279508221630122,0.209792479083325,0.244560156077672,0.230551834617893,0.119257950125151,0.209371446247187,0.293417528436038,0.218611945664627,0.209147821455796,0.179898624329014,0.301260101886079,0.306527171276936,0.295527696980163,0.181181206235253,0.305642084457495,0.305451930364426,0.354141882774393,0.255441473501222,0.31860587455222,0.394157787196629,0.319228397526969,0.283788511713749,0.293923719255219,0.293578452799872,0.288894395757157,0.186541346125711,0.317129791615558,0.234849747917092,0.276972815186217,0.260115588983209,0.179284809140332,0.17761378922743,0.127897128609442,0.254753720285734,0.192109273420676,0.247564061098758,0.193445415518771,0.221235012877877,0.311935490556076,0.181811061096271,0.293611210673167,0.170460300026988,0.339722556739786,0.280298634003215,0.127208431437935,0.290562135863498,0.219156884087561,0.128563177737565,0.239384812446221,0.330675332041716,0.276197834138843,0.240789922040577,0.146580999889538,0.187179202188525,0.164560396110305,0.340444606160376,0.376671859975097,0.219637974043618,0.247276041568126,0.134487303457533,0.319629922781773,0.336286711270816,0.239510592309782,0.370722458097725,0.357858526850947,0.292992315732485,0.272632689786142,0.280951983237047,0.287743531208912,0.313704059053858,0.356647615436987,0.393271681124473,0.294656047079261,0.133769286277828,0.276682367111961,0.242104795828711,0.243567648922236,0.238832188766509,0.381078733050613,0.129900343601753,0.136160680461721,0.152477520681467,0.33213644589815,0.305336772793074,0.351170932584429,0.349272394217179,0.356296735369702,0.299216476279775,0.214406559547189,0.352734471445926,0.186581776269404,0.324415386710227,0.306283778304463,0.471140154453917,0.433398326535727,0.253952054418165,0.391970459919247,0.234193183424845,0.297476691027785,0.359862011391023,0.332390060929877,0.288794608433572
"W7",0.121863346834564,0.275267042445514,0.148517938718764,0.294071386312826,0.324480873315544,0.128366503692456,0.297234475873444,0.191179690652653,0.299103915571381,0,0.196849812565252,0.271531453534784,0.0805328467016856,0.0989591747283964,0.157116223549034,0.106435462886535,0.142162644134811,0.168385510881483,0.156811525750098,0.187235774051471,0.193503972010427,0.17298783949841,0.167298442886858,0.202434316064888,0.176193576616222,0.150832409363414,0.138578839001546,0.197587397697043,0.139831916628117,0.138546845709364,0.120654475066377,0.187063415815359,0.247023307257988,0.17760781676701,0.169979608301304,0.155794366829283,0.150448614988692,0.231857956242178,0.164318288045811,0.139800724125806,0.235006727074891,0.181566171151435,0.280609132836484,0.160267068007757,0.175805988787685,0.18848021570639,0.148276865173898,0.190514531566825,0.154182927502319,0.186021167533426,0.13323438983035,0.123010570442972,0.168028721978554,0.146095138267755,0.139804853403874,0.200780989667663,0.145193244321957,0.177851272576931,0.161210196680808,0.117042266449345,0.175828051191967,0.173348574065472,0.140655686863464,0.147636514768041,0.162498989981611,0.152070735625417,0.22486535752671,0.213849833013776,0.261519118901062,0.168475184934239,0.16184257914892,0.162211300029668,0.176893755006462,0.18068354210629,0.132007260577801,0.212210665537557,0.262571472936555,0.205312258094192,0.241310846962311,0.176265388089696,0.247890465118064,0.252875380008754,0.208878042024557,0.247279239559951,0.182337396046077,0.24443389481383,0.137161852196199,0.119865914090591,0.273305032500579,0.304150929053153,0.231327673570227,0.30729025139589,0.313263640185019,0.155226235613433,0.151654035822267,0.231009352625793,0.183606192533312,0.147247745581459,0.200727940795958,0.198173934027156,0.181152373765335,0.126652844756303,0.185856970263285,0.109573570013226,0.232137711452183,0.158247926002879,0.311494056619103,0.22479344704066,0.186338820019137,0.240150630616762,0.185702751778259,0.159601216743005,0.151983919842107,0.138577141582389,0.294072989189011,0.296658452529882,0.286624877598219,0.334212599489252,0.139238324121578,0.107876055991811,0.199761003027169,0.241353420983167,0.154483171014151,0.121772375534342,0.233711730208739,0.246182213167445,0.169910662225921,0.125675812262947,0.143276846735244,0.374647493786225,0.36644522241436,0.136187125960745,0.255244160432282,0.152938048852998,0.145820339386622,0.167972246520625,0.170558253525781,0.263410272499254
