"","charles41","charles46","charles49","charles50","charles51","charles55","charles57"
"charles41",0,0.812717555968205,0.584858476814812,0.73040041755957,0.723613781984808,0.72846924870639,0.771796638220476
"charles46",0.812717555968205,0,0.741826993327129,0.57119990321122,0.659222697125729,0.622167965539856,0.608654796560118
"charles49",0.584858476814812,0.741826993327129,0,0.503326569266624,0.489377662827293,0.612052239599481,0.694197350328456
"charles50",0.73040041755957,0.57119990321122,0.503326569266624,0,0.379809948846914,0.46166418532522,0.544822004752956
"charles51",0.723613781984808,0.659222697125729,0.489377662827293,0.379809948846914,0,0.555058018039068,0.606508552177915
"charles55",0.72846924870639,0.622167965539856,0.612052239599481,0.46166418532522,0.555058018039068,0,0.529470950273493
"charles57",0.771796638220476,0.608654796560118,0.694197350328456,0.544822004752956,0.606508552177915,0.529470950273493,0
