"ID"	"Function"
"fpt1"	"1,2-Ethanediol (Ethylene glycol) -- Production"
"fpt2"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Consumption"
"fpt3"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Production"
"fpt4"	"2-Oxobutyrate (Alpha-ketobutyrate, 2-Oxobutanoate) -- Consumption"
"fpt5"	"4-Aminobutyrate (GABA) -- Production"
"fpt6"	"5-Aminovalerate -- Production"
"fpt7"	"Acetate -- Consumption"
"fpt8"	"Acetate -- Production"
"fpt9"	"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"
"fpt10"	"Acetone -- Production"
"fpt11"	"Adenine -- Consumption"
"fpt12"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"
"fpt13"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"
"fpt14"	"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"
"fpt15"	"Arabinan -- Macromolecule"
"fpt16"	"Arabinogalactan -- Macromolecule"
"fpt17"	"beta-Muricholic acid -- Production"
"fpt18"	"Biotin (Vitamin B7) -- Consumption"
"fpt19"	"Butylamine -- Production"
"fpt20"	"Butyrate -- Production"
"fpt21"	"Cellobiose -- Consumption"
"fpt22"	"Cellulose (Beta-D-glucan) -- Macromolecule"
"fpt23"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"
"fpt24"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Production"
"fpt25"	"Cholic acid (Cholate) -- Consumption"
"fpt26"	"Cholic acid (Cholate) -- Production"
"fpt27"	"Choline -- Consumption"
"fpt28"	"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"
"fpt29"	"CO2 -- Consumption"
"fpt30"	"CO2 -- Production"
"fpt31"	"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"
"fpt32"	"D-Fructose (Fructose) -- Consumption"
"fpt33"	"D-Galactose -- Consumption"
"fpt34"	"D-Galacturonate -- Consumption"
