"","goose20","goose22","goose37","goose42","goose44"
"goose20",0,0.153085649632223,0.154567414977475,0.101565019050186,0.173688924772607
"goose22",0.153085649632223,0,0.118414325272611,0.125669276464898,0.280821047139003
"goose37",0.154567414977475,0.118414325272611,0,0.0813428286329889,0.280739486771895
"goose42",0.101565019050186,0.125669276464898,0.0813428286329889,0,0.229909052331025
"goose44",0.173688924772607,0.280821047139003,0.280739486771895,0.229909052331025,0
