"","ophelia19","ophelia37","ophelia43","ophelia45","ophelia48","ophelia49","ophelia55","ophelia57","ophelia59"
"ophelia19",0,0.334226916404882,0.27037424356973,0.269088502955001,0.320626692408899,0.310239761697598,0.313063495568713,0.203296720246339,0.331124096941342
"ophelia37",0.334226916404882,0,0.233993909887991,0.276638927628506,0.293942608442298,0.244644488950045,0.245756239112888,0.290128518161534,0.278670282596853
"ophelia43",0.27037424356973,0.233993909887991,0,0.303984657767618,0.305393606058952,0.240344891440912,0.236682330456121,0.270197629616408,0.309666830547012
"ophelia45",0.269088502955001,0.276638927628506,0.303984657767618,0,0.195058415571379,0.188987513585251,0.19191395075874,0.194935385642401,0.22205028177583
"ophelia48",0.320626692408899,0.293942608442298,0.305393606058952,0.195058415571379,0,0.155627622212816,0.184151089064212,0.219764614327112,0.206445208615673
"ophelia49",0.310239761697598,0.244644488950045,0.240344891440912,0.188987513585251,0.155627622212816,0,0.180754047863298,0.219769614364022,0.1971835025421
"ophelia55",0.313063495568713,0.245756239112888,0.236682330456121,0.19191395075874,0.184151089064212,0.180754047863298,0,0.259122117353546,0.214520482368747
"ophelia57",0.203296720246339,0.290128518161534,0.270197629616408,0.194935385642401,0.219764614327112,0.219769614364022,0.259122117353546,0,0.273743209454134
"ophelia59",0.331124096941342,0.278670282596853,0.309666830547012,0.22205028177583,0.206445208615673,0.1971835025421,0.214520482368747,0.273743209454134,0
