"","marshmallow24","marshmallow37","marshmallow41","marshmallow44","marshmallow49","marshmallow53","marshmallow60","marshmallow70"
"marshmallow24",0,0.444092431156467,0.447660649806252,0.375510930050852,0.428560638721165,0.390464944874372,0.376392047429593,0.453200321059292
"marshmallow37",0.444092431156467,0,0.23609382614797,0.257033010998143,0.338729381199759,0.449850691786222,0.288051264808228,0.326105946856809
"marshmallow41",0.447660649806252,0.23609382614797,0,0.30853312062574,0.37181027083012,0.439686353808542,0.352649745369804,0.312971800350217
"marshmallow44",0.375510930050852,0.257033010998143,0.30853312062574,0,0.256193621914543,0.41205690232144,0.213460169741102,0.415019527649195
"marshmallow49",0.428560638721165,0.338729381199759,0.37181027083012,0.256193621914543,0,0.428905159085161,0.306181814845013,0.46316453146692
"marshmallow53",0.390464944874372,0.449850691786222,0.439686353808542,0.41205690232144,0.428905159085161,0,0.449794977643558,0.353646998022565
"marshmallow60",0.376392047429593,0.288051264808228,0.352649745369804,0.213460169741102,0.306181814845013,0.449794977643558,0,0.454535008098304
"marshmallow70",0.453200321059292,0.326105946856809,0.312971800350217,0.415019527649195,0.46316453146692,0.353646998022565,0.454535008098304,0
