"","franc19","franc22","franc44","franc45","franc47","franc48","franc49","franc56","franc68"
"franc19",0,0.097458420477093,0.311530125689275,0.102699095539266,0.162108814860573,0.133698744545936,0.129085891287052,0.186633095553588,0.150865281984456
"franc22",0.097458420477093,0,0.311189221894803,0.0754116638691272,0.187734052574594,0.0863914905727526,0.100559107287571,0.127168750241299,0.217366978603958
"franc44",0.311530125689275,0.311189221894803,0,0.269823875051283,0.388095960566191,0.294995068000008,0.309265835126274,0.23994463613572,0.345476301756742
"franc45",0.102699095539266,0.0754116638691272,0.269823875051283,0,0.188897525268641,0.0489529224502644,0.0854088596957448,0.141999623697431,0.20172448927712
"franc47",0.162108814860573,0.187734052574594,0.388095960566191,0.188897525268641,0,0.195420719011983,0.17345103009839,0.230849729225096,0.160304540327781
"franc48",0.133698744545936,0.0863914905727526,0.294995068000008,0.0489529224502644,0.195420719011983,0,0.0810109540001517,0.142540386246245,0.236294479728354
"franc49",0.129085891287052,0.100559107287571,0.309265835126274,0.0854088596957448,0.17345103009839,0.0810109540001517,0,0.148279648983922,0.211396097595283
"franc56",0.186633095553588,0.127168750241299,0.23994463613572,0.141999623697431,0.230849729225096,0.142540386246245,0.148279648983922,0,0.274035353881291
"franc68",0.150865281984456,0.217366978603958,0.345476301756742,0.20172448927712,0.160304540327781,0.236294479728354,0.211396097595283,0.274035353881291,0
