"Taxa"	"charles41"	"charles46"	"charles49"	"charles50"	"charles51"	"charles55"	"charles57"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.000429737859905458	0.048020580248678	0.00630462817022496	0.381558255897069	0.20758226037196	0.345335047863981	0.00987124463519313
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.0322303394929093	0.235243675861083	0.0419830921335435	0.098927805575411	0.18412017167382	0.153450492927561	0.0693848354792561
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0.000716229766509096	0.266828640846077	0.00587476715861871	0.0480343102215868	0.116738197424893	0.107586798114016	0.217882689556509
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.0226328606216874	0.164499071030442	0.154893251182118	0.219299499642602	0.143776824034335	0.0392913273324761	0.00572246065808298
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter"	0.0081650193382037	0.000571673574389024	0.510818168792091	0.0983559685489635	0.0433476394849785	0.00114302043149021	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia"	0.0860908179343934	0.00914677719022438	0.0110330992978937	0.0344531808434596	0.0597997138769671	0.0408629804257751	0.216881258941345
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola"	0.210141813493769	0.0071459196798628	0.00974351626307494	0.0147248034310222	0.0273247496423462	0.0598656950992999	0.116452074391989
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.155565105285776	0.00242961269115335	0.00716435019343746	0.00657612580414582	0.0103004291845494	0.0100014287755394	0.0718168812589413
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.136083655636728	0.0104330427325997	0.0075942112050437	0.00543245175125089	0.00858369098712446	0.0141448778396914	0.0400572246065808
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"	0.169459962756052	0.00100042875518079	0.00358217509671873	0.00114367405289492	0.00586552217453505	0.00700100014287755	0.00257510729613734
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0.000143245953301819	0.172359582678291	0	0	0	0.000285755107872553	0.00100143061516452
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0.000143245953301819	0.000142918393597256	0.16033815732913	0.000857755539671194	0.00386266094420601	0.00314330618659809	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.0577281191806331	0.00757467486065457	0.00229259206189999	0.0145818441744103	0.0291845493562232	0.00828689812830404	0.0459227467811159
