plate,genus,receptor,treat_type,treat_subtype,treat,treat_name,dose_type,dose_rank,log10_dose,dose,replicate,fold_act,max_e2,adj_max_e2
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,2,0.7825548771749157,1.7361641360195572,-0.4824203833016252
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,3,0.9284930989899742,2.059940415715707,-0.15864410360547554
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,1,1.2460105454502342,2.764379707046832,0.5457951877256497
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,2,2.107970045006606,4.676709709044432,2.4581251897232494
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,3,0.957036123530076,2.1232655280949815,-0.09531899122620091
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,1,0.6179205266157297,1.3709089145204505,-0.8476756048007319
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,2,1.3552308147267715,3.0066941056598484,0.788109586338666
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,3,0.7931210762566714,1.7596061417304059,-0.45897837759077653
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,1,2.2611011098326323,5.016443918894622,2.79785939957344
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,2,2.886072367113617,6.402995475318911,4.184410955997729
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,3,2.818318324573707,6.252677405418437,4.0340928860972545
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,1,31.18849131201193,69.19430400581285,66.97571948649167
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,2,27.31482052255466,60.600237959376294,58.38165344005511
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,3,30.208194675990615,67.01943306479333,64.80084854547215
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,1,65.59423995194342,145.52636531402067,143.30778079469948
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,2,54.38574792346259,120.65937841469822,118.44079389537704
12,Gorilla,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,3,58.96342710635066,130.81534658427253,128.59676206495135
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,1,-10,1e-10,1,0.9954084245113667,2.2083977210228056,-0.010186798298376765
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,1,-10,1e-10,2,0.9330026925323366,2.069945330137223,-0.14863918918395935
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,1,-10,1e-10,3,0.8174408088828147,1.8135615240487977,-0.4050229952723847
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,2,-9,1e-9,1,1.0913031747296822,2.421148329341332,0.20256381002014967
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,2,-9,1e-9,2,0.8999957848008233,1.996716715613425,-0.2218678037077575
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,2,-9,1e-9,3,1.352546836500727,3.000739473117351,0.7821549537961685
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,3,-8,1e-8,1,0.9821657403715257,2.1790177069958947,-0.03956681232528769
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,3,-8,1e-8,2,1.1374953522076134,2.523629579207607,0.3050450598864245
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,3,-8,1e-8,3,0.9995095184243729,2.217496344490484,-0.0010881748306985628
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,1,3.6886896963020552,8.183669856795293,5.96508533747411
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,2,2.868672278639424,6.364391908395247,4.145807389074065
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,3,3.2013068963915434,7.102369921930418,4.883785402609235
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,1,31.358285839755208,69.57100751652955,67.35242299720836
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,2,25.44601225954628,56.4541288774864,54.235544358165214
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,3,21.27099702856672,47.19150471810499,44.972920198783804
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,1,51.26010342311842,113.72487191333327,111.50628739401209
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,2,52.79153846107274,117.12248998088477,114.90390546156358
12,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,3,53.56514412105485,118.83879952218032,116.62021500285914
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-13,1e-13,1,0.8658076184192869,22.318824512502054,-3.4592167494237103
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-13,1e-13,2,1.043412466345033,26.89712961064999,1.119088348724226
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-13,1e-13,3,1.0409678276015981,26.83411161225122,1.0560703503254558
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-12,1e-12,1,1.1509153284122513,29.668342824793857,3.8903015628680926
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-12,1e-12,2,1.2642419352151384,32.58968077103272,6.8116395091069535
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-12,1e-12,3,1.2263108150717474,31.61189079086532,5.833849528939556
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-11,1e-11,1,2.1134381507548228,54.48029585468591,28.70225459276015
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-11,1e-11,2,2.265004477620073,58.38737888253686,32.60933762061109
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-11,1e-11,3,2.1485271873424905,55.384822487684026,29.60678122575826
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-10,1e-10,1,3.476840020181938,89.62612550136481,63.848084239439046
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-10,1e-10,2,3.3934757084446563,87.47715683362912,61.69911557170336
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-10,1e-10,3,3.556983157635904,91.69205860551334,65.91401734358757
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-9,1e-9,1,3.870380878308488,99.77083798040469,73.99279671847893
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-9,1e-9,2,3.8005774143513116,97.97144140629125,72.19340014436548
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-9,1e-9,3,3.9668537874651855,102.25772061330404,76.47967935137828
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-8,1e-8,1,3.744957835578713,96.53767760972028,70.75963634779451
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-8,1e-8,2,3.759619549457171,96.91562787504971,71.13758661312394
13,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-8,1e-8,3,4.172759562074192,107.56556816724381,81.78752690531805
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,1,-0.6989700043360187,0.2,1,1.1724062342705912,30.222336282766303,4.4442950208405385
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,1,-0.6989700043360187,0.2,2,1.4117274848282555,36.39156935449745,10.613528092571684
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,1,-0.6989700043360187,0.2,3,1.4350432153128725,36.99260321698185,11.214561955056084
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,2,-0.3010299956639812,0.5,1,1.6397457717718735,42.269434163803666,16.4913929018779
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,2,-0.3010299956639812,0.5,2,1.5736234604909742,40.564930495270744,14.78688923334498
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,2,-0.3010299956639812,0.5,3,1.7061408859576002,43.9809701568736,18.20292889494784
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,3,0,1,1,2.0910766163641785,53.9038592984839,28.125818036558137
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,3,0,1,2,2.0890005606526927,53.850342648691175,28.07230138676541
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,3,0,1,3,2.1596579991632017,55.671753014077055,29.89371175215129
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,4,0.3010299956639812,2,1,2.5259214564042027,65.11330752757117,39.3352662656454
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,4,0.3010299956639812,2,2,2.7538175392442854,70.98802215445407,45.20998089252831
13,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,extract_mg_ml,4,0.3010299956639812,2,3,2.8062338709580215,72.33921251616954,46.561171254243774
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,-0.6989700043360187,0.2,1,1.2888033820923315,33.2228267620856,7.444785500159838
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,-0.6989700043360187,0.2,2,1.3939132778450918,35.93235399183697,10.154312729911204
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,-0.6989700043360187,0.2,3,1.4973421316502993,38.59854725290129,12.820505990975526
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,-0.3010299956639812,0.5,1,1.9837948471231728,51.13834542433686,25.360304162411097
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,-0.3010299956639812,0.5,2,1.9350190901920759,49.88100194958538,24.102960687659618
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,-0.3010299956639812,0.5,3,2.0525337150092,52.910298797000934,27.13225753507517
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,3,0,1,1,2.5425883189633924,65.5429465983288,39.76490533640303
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,3,0,1,2,2.5687775319884985,66.21805321230735,40.44001195038159
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,3,0,1,3,2.6593355986534544,68.5524627913968,42.77442152947104
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,4,0.3010299956639812,2,1,3.273343337474651,84.38037961787134,58.60233835594558
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,4,0.3010299956639812,2,2,3.4958664643359993,90.11658996383592,64.33854870191016
13,Xanthonycticebus,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,extract_mg_ml,4,0.3010299956639812,2,3,3.7066400712081005,95.54992069870987,69.7718794367841
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,1,-0.6989700043360187,0.2,1,1.2654386186058015,32.62052892485469,6.842487662928924
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,1,-0.6989700043360187,0.2,2,1.3114887803549427,33.80761189454241,8.029570632616647
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,1,-0.6989700043360187,0.2,3,1.2252001267709696,31.583259422018735,5.80521816009297
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,2,-0.3010299956639812,0.5,1,1.7088734728732393,44.05141089513675,18.273369633210983
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,2,-0.3010299956639812,0.5,2,1.6563457467629656,42.69734900407097,16.919307742145207
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,2,-0.3010299956639812,0.5,3,1.6455023103669382,42.41782645323311,16.639785191307347
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,3,0,1,1,1.9342427726688178,49.860990004438484,24.08294874251272
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,3,0,1,2,1.9377587482792418,49.95162496879992,24.173583706874155
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,3,0,1,3,1.875419735252873,48.344647318778456,22.56660605685269
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,4,0.3010299956639812,2,1,2.679185130876072,69.064144852061375,43.28610359013561
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,4,0.3010299956639812,2,2,2.543552045282499,65.56778957514794,39.78974831322218
13,Xanthonycticebus,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,extract_mg_ml,4,0.3010299956639812,2,3,2.399096479975701,61.844008052154486,36.06596679022872
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,1,-0.6989700043360187,0.2,1,1.406255598064223,36.25051483171364,10.472473569787873
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,1,-0.6989700043360187,0.2,2,1.4539683118408486,37.48045513616594,11.702413874240179
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,1,-0.6989700043360187,0.2,3,1.3445979777173236,34.66110215029911,8.883060888373343
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,2,-0.3010299956639812,0.5,1,2.06263880042104,53.17078810570263,27.392746843776862
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,2,-0.3010299956639812,0.5,2,1.9198765556194068,49.490657068560985,23.71261580663522
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,2,-0.3010299956639812,0.5,3,1.7918734401977447,46.19098747756634,20.412946215640574
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,3,0,1,1,2.5188319797489327,64.93055470582615,39.15251344390039
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,3,0,1,2,2.346329828801973,60.48378714094448,34.705745879018714
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,3,0,1,3,2.436470693407662,62.807442068135586,37.02940080620982
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,4,0.3010299956639812,2,1,3.337196471277026,86.02638833573224,60.24834707380647
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,4,0.3010299956639812,2,2,3.0848091677153606,79.52033801053344,53.74229674860767
13,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,extract_mg_ml,4,0.3010299956639812,2,3,2.978625708405701,76.78313641511501,51.005095153189245
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,1,-0.6989700043360187,0.2,1,1.2315357550725647,31.746579509797478,5.968538247871713
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,1,-0.6989700043360187,0.2,2,1.0813760735045903,27.8757570424606,2.097715780534834
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,1,-0.6989700043360187,0.2,3,1.130964456723414,29.154048431187622,3.3760071692618574
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,2,-0.3010299956639812,0.5,1,1.5167787763710388,39.09958588250591,13.321544620580148
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,2,-0.3010299956639812,0.5,2,1.394698826997992,35.952603910313705,10.17456264838794
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,2,-0.3010299956639812,0.5,3,1.5741893248034018,40.579517368865154,14.80147610693939
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,3,0,1,1,1.8745916908919966,48.32330195707708,22.545260695151313
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,3,0,1,2,1.785623971025311,46.0298884033742,20.251847141448437
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,3,0,1,3,1.950990825532482,50.29272200221493,24.514680740289165
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,4,0.3010299956639812,2,1,2.305014204979349,59.41875128528267,33.6407100233569
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,4,0.3010299956639812,2,2,2.188269244105247,56.40929486674816,30.631253604822398
13,Xanthonycticebus,alpha,diet,biscuit,5m6c,Insectivore Diets,extract_mg_ml,4,0.3010299956639812,2,3,2.219888917558222,57.22438811370757,31.446346851781804
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,1,-0.6989700043360187,0.2,1,1.3044216893694187,33.62543613151579,7.847394869590026
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,1,-0.6989700043360187,0.2,2,1.3722225566128172,35.373209684910464,9.595168422984699
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,1,-0.6989700043360187,0.2,3,1.3849008599492758,35.70003151144891,9.921990249523148
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,2,-0.3010299956639812,0.5,1,1.737592900221851,44.791741478348136,19.01370021642237
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,2,-0.3010299956639812,0.5,2,1.5997588431256873,41.23864946722459,15.460608205298826
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,2,-0.3010299956639812,0.5,3,1.5693692604603267,40.45526555134422,14.677224289418454
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,3,0,1,1,2.204531524721601,56.82850460748955,31.050463345563784
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,3,0,1,2,2.1002408883349504,54.14009627948197,28.36205501755621
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,3,0,1,3,2.1355517547791005,55.05034125167363,29.272299989747864
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,4,0.3010299956639812,2,1,2.609608948834184,67.2706071605383,41.49256589861254
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,4,0.3010299956639812,2,2,2.534143740365156,65.3252619027839,39.54722064085813
13,Xanthonycticebus,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,extract_mg_ml,4,0.3010299956639812,2,3,2.787697944303531,71.86139263404205,46.08335137211628
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,2,-11,1e-11,1,0.9024247993902769,32.13522154104289,-3.4746393168978997
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,2,-11,1e-11,2,1.081084722362785,38.49727653898432,2.887415681043535
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,2,-11,1e-11,3,0.977864153447505,34.821606442233715,-0.7882544157070726
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-10,1e-10,1,1.2001541228180161,42.73732132163354,7.127460463692749
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-10,1e-10,2,1.1522656255806651,41.03201859831559,5.4221577403748
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-10,1e-10,3,1.3350698182623715,47.54165046395935,11.931789606018562
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-9,1e-9,1,2.8816557387187687,102.61535989626194,67.00549903832115
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-9,1e-9,2,2.8247372500638557,100.58850043501621,64.97863957707543
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-9,1e-9,3,2.718239761027791,96.79613966872186,61.186278810781076
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-8,1e-8,1,54.455524630671015,1939.1536550443625,1903.5437941864218
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-8,1e-8,2,51.136588753269706,1820.9668102536743,1785.3569493957336
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-8,1e-8,3,54.13239302407755,1927.6469834947666,1892.0371226368259
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-7,1e-7,1,164.57296310263408,5860.420317063824,5824.810456205883
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-7,1e-7,2,163.48627806120885,5821.723613942266,5786.113753084325
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-7,1e-7,3,150.26312868998122,5350.849104729083,5315.239243871142
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-6,1e-6,1,173.19048483334967,6167.289066834887,6131.679205976947
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-6,1e-6,2,171.25214610855662,6098.265094549448,6062.655233691507
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-6,1e-6,3,176.45476416787272,6283.529599738704,6247.919738880763
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-5,1e-5,1,144.33729822791474,5139.831106507148,5104.221245649208
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-5,1e-5,2,143.0297219454794,5093.268497028482,5057.658636170541
14,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-5,1e-5,3,149.60754179397875,5327.503746582145,5291.893885724205
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,1,0.8494018659194693,30.247082257867586,-5.362778600073202
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,2,1.0312965723234355,36.72432744370881,1.114466585768021
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,3,0.842035325017488,29.984760761343697,-5.625100096597091
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,1,0.9785713149367645,34.84678836447034,-0.763072493470446
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,2,0.859259789005657,30.59812152731501,-5.01173933062578
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,3,0.8764449847857703,31.21008395786131,-4.399776900079477
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,1,1.3884646803859442,49.443034074708706,13.833173216767918
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,2,1.1261492269704922,40.10201727769681,4.4921564197560215
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,3,1.021620524475056,36.37976472617324,0.7699038682324542
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,1,1.5353360276447918,54.673102314614574,19.063241456673786
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,2,1.0430078694816205,37.141365105977776,1.5315042480369883
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,3,1.3395716470165184,47.7019599595008,12.09209910156001
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,1,5.032818766035555,179.21797598175937,143.60811512381858
14,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,2,5.203464601225453,185.29465042885874,149.68478957091796
