date,receptor,species,dose_type,dose,treatment,assay,value_1,value_2,value_3
8/4/22,esr2,gorilla,molar_M,1.00E-08,E2,fold_act,76.88248254,74.56112205,79.08799004
8/4/22,esr2,gorilla,molar_M,1.00E-07,E2,fold_act,75.07182866,80.45869356,78.17007933
8/4/22,esr2,gorilla,molar_M,1.00E-06,E2,fold_act,74.86229002,85.57697687,74.90836306
8/4/22,esr2,gorilla,control,,Control,max_e2,1.237468165,1.195763087,1.110705918
8/4/22,esr2,gorilla,vehicle,,Veh MeOH,max_e2,1.179767927,1.242269975,1.363451057
8/4/22,esr2,gorilla,molar_M,1.00E-11,E2,max_e2,2.549426513,2.109910636,2.388005153
8/4/22,esr2,gorilla,molar_M,1.00E-10,E2,max_e2,15.72857729,20.52886308,15.17515042
8/4/22,esr2,gorilla,molar_M,1.00E-09,E2,max_e2,72.38395947,73.64250134,65.61536663
8/4/22,esr2,gorilla,molar_M,1.00E-08,E2,max_e2,97.01259626,94.08343476,99.79557103
8/4/22,esr2,gorilla,molar_M,1.00E-07,E2,max_e2,94.72785951,101.5251654,98.63732407
8/4/22,esr2,gorilla,molar_M,1.00E-06,E2,max_e2,94.46345743,107.983567,94.52159376
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,luciferase,592,706,665
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,luciferase,1385,1841,1537
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,luciferase,2082,2367,2173
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,luciferase,2890,3069,3035
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,luciferase,1006,1239,1133
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,luciferase,1971,2281,2199
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,luciferase,3086,3262,3546
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,luciferase,4348,3538,3993
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,b_gal,558.8068718,663.4091336,637.2173246
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,b_gal,1359.842906,1796.974134,1455.906034
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,b_gal,2100.908174,2085.27883,2113.81323
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,b_gal,2808.551992,2769.355712,2681.095406
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,b_gal,1098.853086,1124.931905,1119.454599
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,b_gal,1928.382741,2057.364481,1938.811497
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,b_gal,2940.447832,2921.891795,2871.022589
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,b_gal,3837.260612,3229.575536,3651.243599
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,normalized,558.8068718,663.4091336,637.2173246
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,normalized,1359.842906,1796.974134,1455.906034
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,normalized,2100.908174,2085.27883,2113.81323
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,normalized,2808.551992,2769.355712,2681.095406
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,normalized,1098.853086,1124.931905,1119.454599
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,normalized,1928.382741,2057.364481,1938.811497
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,normalized,2940.447832,2921.891795,2871.022589
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,normalized,3837.260612,3229.575536,3651.243599
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,fold_act,9.785700304,11.61747159,11.15880652
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,fold_act,23.81326324,31.46820702,25.49549914
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,fold_act,36.79063159,36.51693404,37.01662203
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,fold_act,49.18273105,48.4963346,46.95073997
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,fold_act,19.24286818,19.6995546,19.60363726
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,fold_act,33.76940501,36.02810424,33.95203104
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,fold_act,51.49246134,51.16751219,50.2767021
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,fold_act,67.19724512,56.55560069,63.93975701
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,max_e2,12.34788682,14.65927015,14.08051296
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,max_e2,30.04828169,39.70751674,32.17097683
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,max_e2,46.4235099,46.07815021,46.70867133
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,max_e2,62.06022845,61.19411306,59.24383592
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Cin/Browse Biscuit,max_e2,24.28122168,24.85748215,24.7364508
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Cin/Browse Biscuit,max_e2,42.61123661,45.46133027,42.84167954
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Cin/Browse Biscuit,max_e2,64.97471463,64.56468415,63.44063356
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Cin/Browse Biscuit,max_e2,84.79147649,71.363534,80.68108139
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,luciferase,712,726,725
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,luciferase,1346,1417,1958
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,luciferase,2165,2339,2200
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,luciferase,3444,3327,3548
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,luciferase,1259,1038,1323
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,luciferase,1875,1828,1939
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,luciferase,2642,2282,2965
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,luciferase,3718,3152,3154
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,b_gal,628.3646633,744.9974346,669.3749423
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,b_gal,1350.321027,1449.17161,1766.350925
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,b_gal,2085.741811,2268.011248,1999.63643
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,b_gal,3108.303249,3155.349014,3182.633656
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,b_gal,1161.33198,1018.14615,1197.068404
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,b_gal,1683.728448,1791.981178,1732.023225
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,b_gal,2373.7646,2222.222222,2699.872519
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,b_gal,3352.267604,2998.7632,3063.325563
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,normalized,628.3646633,744.9974346,669.3749423
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,normalized,1350.321027,1449.17161,1766.350925
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,normalized,2085.741811,2268.011248,1999.63643
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,normalized,3108.303249,3155.349014,3182.633656
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,normalized,1161.33198,1018.14615,1197.068404
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,normalized,1683.728448,1791.981178,1732.023225
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,normalized,2373.7646,2222.222222,2699.872519
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,normalized,3352.267604,2998.7632,3063.325563
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,fold_act,11.00378071,13.04622758,11.7219435
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,fold_act,23.64651824,25.37756741,30.93194027
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,fold_act,36.52504166,39.71690306,35.01718358
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,fold_act,54.43190766,55.25576252,55.73356504
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,fold_act,20.33698454,17.82954647,20.96279275
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,fold_act,29.48507404,31.38077151,30.3308013
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,fold_act,41.56883199,38.91505594,47.27956054
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,fold_act,58.7041566,52.51366696,53.64426854
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,max_e2,13.88489679,16.46211682,14.79109589
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,max_e2,29.8378779,32.02216709,39.03083945
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,max_e2,46.08838065,50.11596601,44.18572061
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,max_e2,68.68379516,69.72335964,70.32626504
8/4/22,esr2,gorilla,extract_mg_ml,0.2,LS Ban/High Fiber,max_e2,25.66181015,22.49785044,26.45147351
8/4/22,esr2,gorilla,extract_mg_ml,0.5,LS Ban/High Fiber,max_e2,37.20514074,39.59718802,38.27230448
8/4/22,esr2,gorilla,extract_mg_ml,1,LS Ban/High Fiber,max_e2,52.45278484,49.10417153,59.65875147
8/4/22,esr2,gorilla,extract_mg_ml,2,LS Ban/High Fiber,max_e2,74.07464556,66.26330216,67.68992876
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,luciferase,735,722,803
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,luciferase,1582,1469,1523
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,luciferase,2251,2423,2082
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,luciferase,3652,3039,2887
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,luciferase,1180,1005,1179
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,luciferase,2060,1760,1722
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,luciferase,2780,2180,2448
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,luciferase,3192,3218,3133
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,b_gal,679.6116505,667.5295858,757.6186433
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,b_gal,1383.83485,1324.37793,1432.87233
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,b_gal,2075.993729,2069.348365,2120.162933
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,b_gal,3088.633288,2656.236343,2682.836168
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,b_gal,997.04267,919.2353425,1079.373798
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,b_gal,1872.386839,1666.35107,1579.961464
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,b_gal,2348.369657,2141.033196,2350.230415
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,b_gal,2935.172414,2784.218723,3020.050125
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,normalized,679.6116505,667.5295858,757.6186433
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,normalized,1383.83485,1324.37793,1432.87233
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,normalized,2075.993729,2069.348365,2120.162933
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,normalized,3088.633288,2656.236343,2682.836168
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,normalized,997.04267,919.2353425,1079.373798
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,normalized,1872.386839,1666.35107,1579.961464
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,normalized,2348.369657,2141.033196,2350.230415
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,normalized,2935.172414,2784.218723,3020.050125
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,fold_act,11.90120643,11.68962803,13.26724735
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,fold_act,24.23340476,23.19220855,25.0921381
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,fold_act,36.35433543,36.23796331,37.12781661
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,fold_act,54.08745173,46.51541364,46.98122379
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,fold_act,17.45998707,16.09744265,18.90175128
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,fold_act,32.78881735,29.18076529,27.66792994
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,fold_act,41.12412145,37.49329196,41.15670662
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,fold_act,51.4000794,48.75661231,52.8864388
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,max_e2,15.01729518,14.75031928,16.74100612
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,max_e2,30.57842872,29.26461647,31.66200391
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,max_e2,45.87297847,45.72613667,46.84897995
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,max_e2,68.24915045,58.69452825,59.28230131
8/4/22,esr2,gorilla,extract_mg_ml,0.2,Insect/Leafeater,max_e2,22.03152943,20.31223047,23.85079026
8/4/22,esr2,gorilla,extract_mg_ml,0.5,Insect/Leafeater,max_e2,41.37390203,36.82115494,34.91221444
8/4/22,esr2,gorilla,extract_mg_ml,1,Insect/Leafeater,max_e2,51.8916359,47.31014758,51.93275284
8/4/22,esr2,gorilla,extract_mg_ml,2,Insect/Leafeater,max_e2,64.85814435,61.52253919,66.73367672
8/4/22,esr2,loris,control,,Control,luciferase,80,95,94
8/4/22,esr2,loris,vehicle,,Veh MeOH,luciferase,99,99,104
8/4/22,esr2,loris,molar_M,1.00E-10,E2,luciferase,135,141,102
8/4/22,esr2,loris,molar_M,1.00E-09,E2,luciferase,243,197,231
8/4/22,esr2,loris,molar_M,1.00E-08,E2,luciferase,4585,5311,4269
8/4/22,esr2,loris,molar_M,1.00E-07,E2,luciferase,17058,17636,16816
8/4/22,esr2,loris,molar_M,1.00E-06,E2,luciferase,20583,19581,20770
8/4/22,esr2,loris,molar_M,1.00E-05,E2,luciferase,18123,20438,19730
8/4/22,esr2,loris,control,,Control,b_gal,1.2876,1.1487,0.9347
8/4/22,esr2,loris,vehicle,,Veh MeOH,b_gal,1.3355,1.2799,1.143
8/4/22,esr2,loris,molar_M,1.00E-10,E2,b_gal,1.2926,1.215,1.0605
8/4/22,esr2,loris,molar_M,1.00E-09,E2,b_gal,1.2516,1.0643,1.1191
8/4/22,esr2,loris,molar_M,1.00E-08,E2,b_gal,1.1264,1.2308,1.0009
8/4/22,esr2,loris,molar_M,1.00E-07,E2,b_gal,1.1515,1.1157,1.0639
8/4/22,esr2,loris,molar_M,1.00E-06,E2,b_gal,1.2828,1.1932,1.2216
8/4/22,esr2,loris,molar_M,1.00E-05,E2,b_gal,1.4101,1.3124,1.3989
8/4/22,esr2,loris,control,,Control,normalized,62.13109661,82.70218508,100.5670269
8/4/22,esr2,loris,vehicle,,Veh MeOH,normalized,74.1295395,77.34979295,90.98862642
8/4/22,esr2,loris,molar_M,1.00E-10,E2,normalized,104.4406622,116.0493827,96.18104668
8/4/22,esr2,loris,molar_M,1.00E-09,E2,normalized,194.1514861,185.0981866,206.4158699
8/4/22,esr2,loris,molar_M,1.00E-08,E2,normalized,4070.490057,4315.079623,4265.161355
8/4/22,esr2,loris,molar_M,1.00E-07,E2,normalized,14813.72123,15807.11661,15805.9968
8/4/22,esr2,loris,molar_M,1.00E-06,E2,normalized,16045.3695,16410.49279,17002.29208
8/4/22,esr2,loris,molar_M,1.00E-05,E2,normalized,12852.27998,15572.99604,14103.93881
8/4/22,esr2,loris,control,,Control,fold_act,0.768733695,1.023255016,1.244292574
8/4/22,esr2,loris,vehicle,,Veh MeOH,fold_act,0.917187655,0.957031106,1.125781239
8/4/22,esr2,loris,molar_M,1.00E-10,E2,fold_act,1.292220169,1.435852183,1.190025855
8/4/22,esr2,loris,molar_M,1.00E-09,E2,fold_act,2.402191452,2.290177071,2.553935838
8/4/22,esr2,loris,molar_M,1.00E-08,E2,fold_act,50.36323243,53.38948259,52.7718554
8/4/22,esr2,loris,molar_M,1.00E-07,E2,fold_act,183.2867481,195.5777994,195.5639443
8/4/22,esr2,loris,molar_M,1.00E-06,E2,fold_act,198.5256474,203.0432334,210.3654292
8/4/22,esr2,loris,molar_M,1.00E-05,E2,fold_act,159.0182889,192.6810797,174.5047743
8/4/22,esr2,loris,control,,Control,max_e2,0.385716856,0.513424494,0.624331447
8/4/22,esr2,loris,vehicle,,Veh MeOH,max_e2,0.460204543,0.48019624,0.564867657
8/4/22,esr2,loris,molar_M,1.00E-10,E2,max_e2,0.648379412,0.720447659,0.597102787
8/4/22,esr2,loris,molar_M,1.00E-09,E2,max_e2,1.205314326,1.149110422,1.281453004
8/4/22,esr2,loris,molar_M,1.00E-08,E2,max_e2,25.27006143,26.78850105,26.47860281
8/4/22,esr2,loris,molar_M,1.00E-07,E2,max_e2,91.96525243,98.13236298,98.12541111
8/4/22,esr2,loris,molar_M,1.00E-06,E2,max_e2,99.61146383,101.8781904,105.5521471
8/4/22,esr2,loris,molar_M,1.00E-05,E2,max_e2,79.78840388,96.67891607,87.55884308
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,luciferase,98,92,87
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,luciferase,126,118,106
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,luciferase,131,105,145
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,luciferase,196,179,156
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,luciferase,103,95,116
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,luciferase,206,137,111
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,luciferase,252,193,184
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,luciferase,494,415,412
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,b_gal,1.1339,1.1526,1.1237
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,b_gal,1.1524,1.0484,1.1767
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,b_gal,1.1211,1.1135,1.0833
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,b_gal,1.2128,1.1886,1.1358
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,b_gal,1.0796,1.0779,1.1205
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,b_gal,1.2609,1.24,1.1284
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,b_gal,1.2595,1.2405,1.2099
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,b_gal,1.2931,1.326,1.2519
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,normalized,86.42737455,79.81953843,77.42279968
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,normalized,109.3370358,112.5524609,90.08243393
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,normalized,116.8495228,94.29726089,133.8502723
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,normalized,161.6094987,150.5973414,137.3481247
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,normalized,95.40570582,88.13433528,103.525212
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,normalized,163.3753668,110.483871,98.36937256
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,normalized,200.0793966,155.5824264,152.0786842
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,normalized,382.0276854,312.9713424,329.0997684
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,fold_act,1.069345925,0.987588696,0.957934401
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,fold_act,1.352801866,1.392585578,1.114569129
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,fold_act,1.445752132,1.166718209,1.656098475
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,fold_act,1.999556965,1.863306089,1.699376594
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,fold_act,1.180432742,1.090465755,1.280893514
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,fold_act,2.021405643,1.366991393,1.217101505
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,fold_act,2.475536118,1.924985394,1.881634401
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,fold_act,4.726740232,3.872322065,4.071875351
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,max_e2,0.53655089,0.495528698,0.480649474
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,max_e2,0.678776651,0.698738373,0.559241911
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,max_e2,0.725415018,0.585408033,0.830957589
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,max_e2,1.003289998,0.934925283,0.852672651
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Cin/Browse Biscuit,max_e2,0.592289384,0.547147895,0.642696194
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Cin/Browse Biscuit,max_e2,1.014252706,0.685896334,0.610688161
8/4/22,esr2,loris,extract_mg_ml,1,LS Cin/Browse Biscuit,max_e2,1.242115463,0.965873253,0.944121626
8/4/22,esr2,loris,extract_mg_ml,2,LS Cin/Browse Biscuit,max_e2,2.371670964,1.942961397,2.043088485
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Ban/High Fiber,luciferase,110,86,96
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Ban/High Fiber,luciferase,112,92,109
8/4/22,esr2,loris,extract_mg_ml,1,LS Ban/High Fiber,luciferase,148,105,105
8/4/22,esr2,loris,extract_mg_ml,2,LS Ban/High Fiber,luciferase,192,203,183
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Ban/High Fiber,luciferase,108,112,95
8/4/22,esr2,loris,extract_mg_ml,0.5,LS Ban/High Fiber,luciferase,119,119,113
8/4/22,esr2,loris,extract_mg_ml,1,LS Ban/High Fiber,luciferase,148,152,158
8/4/22,esr2,loris,extract_mg_ml,2,LS Ban/High Fiber,luciferase,368,283,217
8/4/22,esr2,loris,extract_mg_ml,0.2,LS Ban/High Fiber,b_gal,1.0848,0.893,0.9482
