date,receptor,genus,treat_type,treat_subtype,treat,treat_name,dose_type,dose,replicate,fold_act,n_doses
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,1,1,1.6078621280069654,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,1,2,1.7106897391112337,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,1,3,1.5519004687729385,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,2,1,2.9624571905044808,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,2,2,3.133628532466735,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,2,3,2.5753305094940946,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.2,1,1.0249001111713394,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.2,2,1.3417318395944249,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.2,3,0.8475995520193389,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.5,1,1.1641039285510215,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.5,2,1.0575322550711688,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.5,3,1.504757688887099,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,1,1.280531227336288,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,2,1.8469313741888158,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,3,1.5625993585039921,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,1,2.750104051333137,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,2,2.3213745484641146,8
2022-07-29,beta,Xanthonycticebus,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,3,2.7363521639466035,8
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-13,1,0.9549310206919588,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-13,2,1.0016087088841024,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-13,3,1.0756178338995999,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-12,1,1.3370269441531974,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-12,2,1.4323030355671211,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-12,3,1.2966544107898428,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-11,1,4.864685373666403,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-11,2,5.370875245561624,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-11,3,4.77155532865053,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-10,1,8.899005893684203,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-10,2,9.532816501838138,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-10,3,8.603940556555083,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-9,1,9.984453862571039,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-9,2,10.271575161347924,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-9,3,9.495692951110506,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-8,1,8.885207218281012,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-8,2,9.753596084010425,12
2022-07-29,alpha,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-8,3,9.043127190818014,12
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.2,1,1.9990194344736743,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.2,2,1.9646351395941406,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.2,3,1.9576119990492236,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.5,1,3.478982848707919,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.5,2,3.243761716593898,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.5,3,3.146672118138918,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,1,1,4.914504791492977,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,1,2,4.756191698648303,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,1,3,4.421504770852084,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,2,1,6.108518287086692,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,2,2,6.066047127204601,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,2,3,5.935333876733942,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.2,1,1.9818355617686478,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.2,2,1.8013247680738602,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.2,3,2.1025972199396836,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.5,1,3.1240789601897663,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.5,2,3.18717067974318,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.5,3,3.1356280633606954,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,1,1,4.678307750549275,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,1,2,4.629559174682188,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,1,3,4.319249093583171,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,2,1,6.548174527668076,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,2,2,6.019771809676596,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,2,3,6.448302038945349,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.2,1,1.8515884934790756,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.2,2,1.7923456641741333,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.2,3,1.895190394377124,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.5,1,2.763321433125965,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.5,2,2.962320784734026,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.5,3,2.6975874091204135,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,1,1,4.001410125038933,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,1,2,4.15049220825385,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,1,3,4.060905619624782,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,2,1,5.714158195062931,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,2,2,5.7694823151647165,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,2,3,5.649993637401429,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.2,1,2.053045604150147,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.2,2,2.206300051816069,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.2,3,2.04743159328765,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.5,1,3.4276105161337695,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.5,2,3.405775174109154,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.5,3,3.1994969963282345,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,1,1,4.974494059727875,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,1,2,4.995597268775095,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,1,3,4.606053927619,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,2,1,6.145344764438782,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,2,2,6.628065977983099,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,2,3,6.360024314478104,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.2,1,1.7632148786725155,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.2,2,1.7920576642097907,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.2,3,1.767451718951475,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.5,1,2.6920367411705692,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.5,2,2.6069485697908363,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.5,3,2.619251327605785,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,1,1,3.9503201038749,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,1,2,3.6061180758067604,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,1,3,3.569111015641657,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,2,1,5.364661260342203,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,2,2,5.449760409730436,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,2,3,5.019333802424989,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.2,1,1.9106537195076148,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.2,2,1.9017556619627543,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.2,3,1.7774370595162696,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.5,1,2.846325370505666,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.5,2,2.8707017302950613,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.5,3,2.6330458282373876,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,1,4.422395610553991,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,2,4.388708691428314,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,3,3.9337496843054094,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,1,5.826662004975939,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,2,5.687921965369626,8
2022-07-29,alpha,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,3,5.369326667961231,8
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-11,1,1.2510316530962957,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-11,2,2.2208276947813133,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-11,3,1.1456027745746942,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-10,1,11.42403821525219,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-10,2,12.924408631512721,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-10,3,12.77783596760786,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-9,1,32.77045746423577,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-9,2,34.67065490980758,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-9,3,34.560760244004484,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-8,1,35.12586906048519,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-8,2,39.797182462666584,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-8,3,38.618411948312605,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-7,1,38.64360579230348,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-7,2,43.67604838519317,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-7,3,39.8382058283136,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-6,1,35.15207923405388,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-6,2,38.1514673704522,33
2022-07-29,beta,Homo,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-6,3,37.04705926236058,33
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.2,1,17.874095065133485,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.2,2,17.622282756332055,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.2,3,16.873753859078693,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.5,1,27.742608929564017,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.5,2,27.341489486054687,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,0.5,3,25.267768051279866,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,1,1,32.37149561416057,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,1,2,34.36683915308805,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,1,3,33.231823115596065,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,2,1,35.581014482308156,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,2,2,35.69365067870855,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1s,Primate LS Biscuit Large,extract_mg_ml,2,3,35.693726611814924,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.2,1,19.868807112804603,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.2,2,20.700050649929462,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.2,3,20.77821378929851,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.5,1,30.878405435495115,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.5,2,32.778478907117695,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,0.5,3,30.94373749346421,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,1,1,36.13236837254135,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,1,2,34.88784373381916,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,1,3,36.3828200184415,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,2,1,40.29262510986208,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,2,2,37.830919395089644,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma4,Primate Browse Biscuit,extract_mg_ml,2,3,36.857417024696666,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.2,1,18.276722461905734,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.2,2,18.704951061527993,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.2,3,15.287404869633507,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.5,1,25.692125732277006,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.5,2,24.6158575338037,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,0.5,3,23.82858184845435,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,1,1,31.356464182033303,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,1,2,30.662269237005482,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,1,3,31.87854480589708,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,2,1,36.32921474166132,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,2,2,34.78045938539585,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m1g,Primate LS Biscuit - Small,extract_mg_ml,2,3,31.795398377490343,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.2,1,18.65493889248014,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.2,2,20.630886963296554,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.2,3,19.033624664303687,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.5,1,27.918289577082337,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.5,2,30.144914698923678,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,0.5,3,26.894849836171886,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,1,1,29.627000505531,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,1,2,33.34949806871394,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,1,3,31.649002808310986,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,2,1,35.63830283334795,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,2,2,35.56837277111334,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5ma3,Primate High Fiber Sticks,extract_mg_ml,2,3,34.48923007422025,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.2,1,15.796701863520681,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.2,2,16.04134245801598,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.2,3,15.72013445587172,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.5,1,24.60367213466697,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.5,2,25.647995658555697,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,0.5,3,26.56531739437981,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,1,1,29.710685684181968,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,1,2,30.17669179197462,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,1,3,27.217826628513507,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,2,1,34.366266331209246,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,2,2,31.905963772794156,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m6c,Insectivore Diets,extract_mg_ml,2,3,31.518402180849765,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.2,1,17.887776103241585,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.2,2,15.851155493442075,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.2,3,16.92109311823202,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.5,1,27.967802454723525,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.5,2,28.33383593898253,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,0.5,3,27.456517998669977,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,1,30.836590458781796,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,2,34.68477222285276,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,1,3,33.44698417769064,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,1,32.697780606337695,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,2,34.77274946300901,8
2022-07-29,beta,Homo,diet,biscuit,mazuri_5m02,Leaf-Eater Primate Diet,extract_mg_ml,2,3,30.30250894472379,8
2022-07-22,alpha,Gorilla,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-13,1,0.9870908945635924,60
2022-07-22,alpha,Gorilla,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-13,2,1.0733746716204444,60
2022-07-22,alpha,Gorilla,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-13,3,1.0604335099895688,60
2022-07-22,alpha,Gorilla,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-12,1,1.1099877929437798,60
2022-07-22,alpha,Gorilla,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,1e-12,2,1.1136023046851264,60
