plate,genus,receptor,treat_type,treat_subtype,treat,treat_name,log10_dose,dose,fold_act,perc_e2,adj_perc_e2
2,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-10,1e-10,1.3060327356065762,54.07029585867533,12.669881929875288
2,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-9,1e-9,2.415434787004276,100,58.59958607119996
2,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-8,1e-8,52.174856807600136,2160.0606685105167,2118.660254581717
2,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-7,1e-7,191.47616395034234,7927.192445042955,7885.792031114155
2,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-6,1e-6,203.97810334459794,8444.777910877909,8403.377496949108
2,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-5,1e-5,175.4013809690595,7261.689775802215,7220.289361873415
2,Xanthonycticebus,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.6989700043360187,0.2,1.0049563406047288,41.60560848140794,0.20519455260790198
2,Xanthonycticebus,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.3010299956639812,0.5,1.2866521911605855,53.267933296445804,11.86751936764576
2,Xanthonycticebus,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,0,1,1.4228562718118438,58.90683861419957,17.506424685399526
2,Xanthonycticebus,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,0.3010299956639812,2,1.8540798827645149,76.75967460351198,35.35926067471195
2,Xanthonycticebus,beta,diet,biscuit,5ma4,Primate Browse Biscuit,-0.6989700043360187,0.2,1.1839306702306607,49.01521981055102,7.614805881750978
2,Xanthonycticebus,beta,diet,biscuit,5ma4,Primate Browse Biscuit,-0.3010299956639812,0.5,1.5351661805663737,63.556515324942865,22.156101396142827
2,Xanthonycticebus,beta,diet,biscuit,5ma4,Primate Browse Biscuit,0,1,2.094051971140993,86.69461839365677,45.29420446485672
2,Xanthonycticebus,beta,diet,biscuit,5ma4,Primate Browse Biscuit,0.3010299956639812,2,4.223645882549457,174.8606878262195,133.46027389741946
2,Xanthonycticebus,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.6989700043360187,0.2,1.2329473790675705,51.04453184582656,9.64411791702652
2,Xanthonycticebus,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.3010299956639812,0.5,1.1628152566996575,48.1410329500897,6.74061902128966
2,Xanthonycticebus,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,0,1,1.3762961063935222,56.97922849328765,15.57881456448761
2,Xanthonycticebus,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,0.3010299956639812,2,2.0094020523799605,83.19007671791073,41.789662789110686
2,Xanthonycticebus,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.6989700043360187,0.2,1.1168584130476096,46.23840060003377,4.837986671233732
2,Xanthonycticebus,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.3010299956639812,0.5,1.2765761532411486,52.85078115581883,11.450367227018788
2,Xanthonycticebus,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,0,1,1.5747270720611348,65.19435260821832,23.79393867941828
2,Xanthonycticebus,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,0.3010299956639812,2,2.965665239823198,122.77976850293446,81.37935457413441
2,Xanthonycticebus,beta,diet,biscuit,5m6c,Insectivore Diets,-0.6989700043360187,0.2,0.9957647151983282,41.22507138490448,-0.1753425438955573
2,Xanthonycticebus,beta,diet,biscuit,5m6c,Insectivore Diets,-0.3010299956639812,0.5,1.1762330550726843,48.696535356746196,7.296121427946152
2,Xanthonycticebus,beta,diet,biscuit,5m6c,Insectivore Diets,0,1,1.3438300184260117,55.635119012783875,14.234705083983833
2,Xanthonycticebus,beta,diet,biscuit,5m6c,Insectivore Diets,0.3010299956639812,2,1.8727052356102043,77.53077192089349,36.13035799209344
2,Xanthonycticebus,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.6989700043360187,0.2,1.0980565750496585,45.45999672429636,4.059582795496316
2,Xanthonycticebus,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.3010299956639812,0.5,0.9961410997918239,41.240653862871625,-0.15976006592841935
2,Xanthonycticebus,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,0,1,1.3828795831298657,57.251787155262896,15.851373226462853
2,Xanthonycticebus,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,0.3010299956639812,2,2.0460969870129913,84.70926220080845,43.30884827200842
3,Homo,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-13,1e-13,0.9453980119976361,10.810843793205818,-0.6243862961428915
3,Homo,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-12,1e-12,1.3069314989690277,14.945062401728235,3.5098323123795265
3,Homo,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-11,1e-11,4.313952091886402,49.33103476514818,37.895804675799475
3,Homo,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-10,1e-10,7.840276341824087,89.6553639328356,78.2201338434869
3,Homo,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-9,1e-9,8.744904931396574,100.00000000000001,88.56476991065131
3,Homo,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-8,1e-8,8.385506166999766,95.89019243529488,84.45496234594617
3,Homo,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.6989700043360187,0.2,1.7202488531702047,19.671441446939532,8.236211357590824
3,Homo,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.3010299956639812,0.5,2.749291347180349,31.43877913766277,20.00354904831406
3,Homo,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,0,1,3.9276697489289973,44.913807293977555,33.47857720462885
3,Homo,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,0.3010299956639812,2,5.347272459043585,61.147290919600856,49.71206083025215
3,Homo,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,-0.6989700043360187,0.2,1.8445060890229663,21.09235152918233,9.657121439833622
3,Homo,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,-0.3010299956639812,0.5,2.8624939346114897,32.733276771647475,21.29804668229877
3,Homo,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,0,1,4.090716854446178,46.77828846096884,35.34305837162013
3,Homo,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,0.3010299956639812,2,5.843329024451643,66.81981188237405,55.38458179302535
3,Homo,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.6989700043360187,0.2,1.5563861035887097,17.797633202401805,6.362403113053097
3,Homo,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.3010299956639812,0.5,2.5158806950352544,28.76967462507868,17.33444453572997
3,Homo,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,0,1,3.6161325458383273,41.351307695243584,29.91607760589488
3,Homo,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,0.3010299956639812,2,5.018519586292557,57.38792617715847,45.95269608780976
3,Homo,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.6989700043360187,0.2,2.4102139838361683,27.561351469732372,16.126121380383662
3,Homo,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.3010299956639812,0.5,3.0838343597365334,35.26435546102662,23.829125371677907
3,Homo,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,0,1,4.087781362401841,46.744720434016386,35.30949034466768
3,Homo,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,0.3010299956639812,2,5.557388424053716,63.550015324937256,52.11478523558855
3,Homo,alpha,diet,biscuit,5m6c,Insectivore Diets,-0.6989700043360187,0.2,1.4374285032545626,16.437325671704052,5.002095582355342
3,Homo,alpha,diet,biscuit,5m6c,Insectivore Diets,-0.3010299956639812,0.5,2.260525985151129,25.849634763154818,14.41440467380611
3,Homo,alpha,diet,biscuit,5m6c,Insectivore Diets,0,1,3.287511089960785,37.593445734987135,26.158215645638425
3,Homo,alpha,diet,biscuit,5m6c,Insectivore Diets,0.3010299956639812,2,4.415771739971656,50.49536586861957,39.060135779270865
3,Homo,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.6989700043360187,0.2,1.6491521317212778,18.85843407857272,7.423203989224011
3,Homo,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.3010299956639812,0.5,2.5041938623948066,28.63603300481945,17.200802915470742
3,Homo,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,0,1,3.597251626431102,41.13540003752351,29.700169948174803
3,Homo,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,0.3010299956639812,2,5.109742005502215,58.43107553012795,46.99584544077924
4,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-11,1e-11,2.0250401363838337,3.688195946547475,1.8669007137855298
4,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-10,1e-10,20.744501223833677,37.78186118499261,35.96056595223066
4,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-9,1e-9,54.90598020637912,99.99999999999999,98.17870476723805
4,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-8,1e-8,60.286683218722594,109.79984874528901,107.97855351252707
4,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-7,1e-7,62.157743735742706,113.20760234514682,111.38630711238488
4,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-6,1e-6,56.33368455471465,102.600271123417,100.77897589065506
4,Homo,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.6989700043360187,0.2,25.527219532555595,46.49260324031111,44.671308007549165
4,Homo,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.3010299956639812,0.5,43.30590444628415,78.87283731846165,77.05154208569971
4,Homo,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,0,1,50.092734048286594,91.23365771815634,89.4123624853944
4,Homo,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,0.3010299956639812,2,55.9528475512439,101.90665450453638,100.08535927177444
4,Homo,beta,diet,biscuit,5ma4,Primate Browse Biscuit,-0.6989700043360187,0.2,37.188871340494806,67.73191408424051,65.91061885147857
4,Homo,beta,diet,biscuit,5ma4,Primate Browse Biscuit,-0.3010299956639812,0.5,46.73650359887766,85.12097120059737,83.29967596783543
4,Homo,beta,diet,biscuit,5ma4,Primate Browse Biscuit,0,1,53.231718903675024,96.95067587098721,95.12938063822527
4,Homo,beta,diet,biscuit,5ma4,Primate Browse Biscuit,0.3010299956639812,2,55.13111784546667,100.41004210878543,98.58874687602349
4,Homo,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.6989700043360187,0.2,27.336167649006576,49.78723182111698,47.965936588355035
4,Homo,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.3010299956639812,0.5,42.1285609063908,76.72854714193082,74.90725190916888
4,Homo,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,0,1,48.93714768972131,89.12899379225664,87.3076985594947
4,Homo,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,0.3010299956639812,2,53.8313037018164,98.04269680547866,96.22140157271672
4,Homo,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.6989700043360187,0.2,30.499729962761144,55.549012781703524,53.72771754894158
4,Homo,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.3010299956639812,0.5,43.493180115360694,79.21392160176305,77.3926263690011
4,Homo,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,0,1,48.08103298685413,87.56975616522726,85.74846093246532
4,Homo,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,0.3010299956639812,2,53.3434195695151,97.15411576117809,95.33282052841615
4,Homo,beta,diet,biscuit,5m6c,Insectivore Diets,-0.6989700043360187,0.2,24.908068677123673,45.36494673895247,43.54365150619052
4,Homo,beta,diet,biscuit,5m6c,Insectivore Diets,-0.3010299956639812,0.5,36.36506948599033,66.23152769389107,64.41023246112913
4,Homo,beta,diet,biscuit,5m6c,Insectivore Diets,0,1,47.76985784608889,87.00301436479748,85.18171913203554
4,Homo,beta,diet,biscuit,5m6c,Insectivore Diets,0.3010299956639812,2,54.33305628769558,98.95653639816638,97.13524116540444
4,Homo,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.6989700043360187,0.2,27.98026010916295,50.9603143482577,49.13901911549575
4,Homo,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.3010299956639812,0.5,39.11801860611892,71.24546080241745,69.42416556965551
4,Homo,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,0,1,49.08879314805496,89.40518494258973,87.58388970982779
4,Homo,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,0.3010299956639812,2,52.29298807497772,95.24096988783415,93.41967465507221
5,Gorilla,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-13,1e-13,0.8938292373305995,16.113129244813003,-1.9139486038983395
5,Gorilla,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-12,1e-12,1.2402195583563775,22.357534527984818,4.330456679273475
5,Gorilla,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-11,1e-11,3.048259822334277,54.95121712031902,36.92413927160768
5,Gorilla,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-10,1e-10,5.118317052955457,92.26829996801484,74.2412221193035
5,Gorilla,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-9,1e-9,5.54721074814399,100,81.97292215128866
5,Gorilla,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-8,1e-8,5.616851289429398,101.25541545917845,83.22833761046711
5,Gorilla,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.6989700043360187,0.2,1.4456218964182923,26.06033846653428,8.033260617822938
5,Gorilla,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.3010299956639812,0.5,2.1246098967160156,38.300508006242175,20.273430157530836
5,Gorilla,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,0,1,2.846756002762892,51.31869207809298,33.291614229381636
5,Gorilla,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,0.3010299956639812,2,3.560545288809231,64.18622710522642,46.15914925651508
5,Gorilla,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,-0.6989700043360187,0.2,1.3439862700815914,24.228145118360036,6.201067269648694
5,Gorilla,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,-0.3010299956639812,0.5,1.8681863321140342,33.6779404449182,15.650862596206855
5,Gorilla,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,0,1,2.6322804965750417,47.452325431402826,29.425247582691483
5,Gorilla,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,0.3010299956639812,2,3.774834822887172,68.04924121821354,50.0221633695022
5,Gorilla,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.6989700043360187,0.2,1.2912130798974109,23.276798710584966,5.249720861873623
5,Gorilla,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.3010299956639812,0.5,1.8275338166959127,32.945094384729785,14.918016536018442
5,Gorilla,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,0,1,2.546561316845037,45.90705910528235,27.87998125657101
5,Gorilla,alpha,diet,biscuit,5m1g,Primate LS Biscuit - Small,0.3010299956639812,2,3.27915120524798,59.113514054700964,41.08643620598962
5,Gorilla,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.6989700043360187,0.2,1.3136408688352295,23.681106207741486,5.654028359030144
5,Gorilla,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.3010299956639812,0.5,2.010178374332859,36.23764204389447,18.210564195183125
5,Gorilla,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,0,1,2.86976698235481,51.733512798571596,33.70643494986025
5,Gorilla,alpha,diet,biscuit,5ma3,Primate High Fiber Sticks,0.3010299956639812,2,3.8850757213451184,70.03656247682683,52.00948462811548
5,Gorilla,alpha,diet,biscuit,5m6c,Insectivore Diets,-0.6989700043360187,0.2,1.2249370050460915,22.082034749733214,4.05495690102187
5,Gorilla,alpha,diet,biscuit,5m6c,Insectivore Diets,-0.3010299956639812,0.5,1.6082187270224522,28.9914841897892,10.96440634107786
5,Gorilla,alpha,diet,biscuit,5m6c,Insectivore Diets,0,1,2.27356811976421,40.98578948933769,22.958711640626348
5,Gorilla,alpha,diet,biscuit,5m6c,Insectivore Diets,0.3010299956639812,2,2.9383958040848355,52.9706899105641,34.943612061852754
5,Gorilla,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.6989700043360187,0.2,1.2062950468785583,21.74597471859467,3.718896869883326
5,Gorilla,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.3010299956639812,0.5,1.7606108147797024,31.7386682193168,13.711590370605458
5,Gorilla,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,0,1,2.5679168327523256,46.292036653042445,28.264958804331098
5,Gorilla,alpha,diet,biscuit,5m02,Leaf-Eater Primate Diet,0.3010299956639812,2,3.252470565037495,58.6325400765731,40.60546222786176
6,Gorilla,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-11,1e-11,1.296188541172667,2.5984474603788397,0.5937642080272848
6,Gorilla,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-10,1e-10,12.617450318911297,25.293991341699265,23.28930808934771
6,Gorilla,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-9,1e-9,49.88319221138648,100,97.99531674764845
6,Gorilla,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-8,1e-8,65.26156643959928,130.82876926369295,128.8240860113414
6,Gorilla,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-7,1e-7,68.56234543258117,137.4457856306376,135.44110237828602
6,Gorilla,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),-6,1e-6,67.72585050669119,135.7688782620289,133.76419500967734
6,Gorilla,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.6989700043360187,0.2,12.886585136974643,25.833521404095535,23.82883815174398
6,Gorilla,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.3010299956639812,0.5,26.118588781120934,52.35949750457035,50.354814252218794
6,Gorilla,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,0,1,38.458012039688455,77.09613265469791,75.09144940234636
6,Gorilla,beta,diet,biscuit,5m1s,Primate LS Biscuit Large,0.3010299956639812,2,47.58629235340339,95.39544332237263,93.39076007002107
6,Gorilla,beta,diet,biscuit,5ma4,Primate Browse Biscuit,-0.6989700043360187,0.2,17.7222205918316,35.52743881492467,33.52275556257312
6,Gorilla,beta,diet,biscuit,5ma4,Primate Browse Biscuit,-0.3010299956639812,0.5,31.221390205297528,62.58899805969283,60.58431480734127
6,Gorilla,beta,diet,biscuit,5ma4,Primate Browse Biscuit,0,1,52.978692751524434,106.20549809045974,104.20081483810819
6,Gorilla,beta,diet,biscuit,5ma4,Primate Browse Biscuit,0.3010299956639812,2,38.42142248584416,77.02278218889522,75.01809893654367
6,Gorilla,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.6989700043360187,0.2,14.563217241365777,29.194637704123387,27.189954451771833
6,Gorilla,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,-0.3010299956639812,0.5,27.374619903907302,54.8774420608525,52.87275880850095
6,Gorilla,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,0,1,39.01322884050382,78.20916647671667,76.20448322436512
6,Gorilla,beta,diet,biscuit,5m1g,Primate LS Biscuit - Small,0.3010299956639812,2,48.476815458737505,97.18066007746805,95.17597682511649
6,Gorilla,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.6989700043360187,0.2,18.141338412259927,36.36763729029942,34.362954037947866
6,Gorilla,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,-0.3010299956639812,0.5,27.784171248929933,55.69846278319742,53.693779530845866
6,Gorilla,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,0,1,46.01643830538006,92.24838320366398,90.24369995131242
6,Gorilla,beta,diet,biscuit,5ma3,Primate High Fiber Sticks,0.3010299956639812,2,40.515573845408994,81.22089234730409,79.21620909495253
6,Gorilla,beta,diet,biscuit,5m6c,Insectivore Diets,-0.6989700043360187,0.2,13.409723437507644,26.882247993837698,24.877564741486143
6,Gorilla,beta,diet,biscuit,5m6c,Insectivore Diets,-0.3010299956639812,0.5,25.709835166952207,51.54007597990813,49.53539272755658
6,Gorilla,beta,diet,biscuit,5m6c,Insectivore Diets,0,1,36.73881175024315,73.64968062700896,71.64499737465741
6,Gorilla,beta,diet,biscuit,5m6c,Insectivore Diets,0.3010299956639812,2,49.15924324496818,98.54871163146402,96.54402837911246
6,Gorilla,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.6989700043360187,0.2,16.25750334987133,32.59114469053636,30.586461438184806
6,Gorilla,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,-0.3010299956639812,0.5,29.43145063320756,59.00073617680277,56.99605292445121
6,Gorilla,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,0,1,45.55866408514722,91.3306908910049,89.32600763865335
6,Gorilla,beta,diet,biscuit,5m02,Leaf-Eater Primate Diet,0.3010299956639812,2,39.242615516724115,78.6690141048481,76.66433085249655
7,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-13,1e-13,0.9505321807404279,10.465789885340126,-0.5446630981534769
7,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-12,1e-12,1.3164314177954237,14.494506231630336,3.484053248136734
7,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-11,1e-11,4.152261223062453,45.71827697171278,34.70782398821918
7,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-10,1e-10,8.150596347541736,89.74175787204298,78.73130488854937
7,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-9,1e-9,9.082278463012893,100,88.98954701650639
7,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),-8,1e-8,9.111406725150799,100.32071536076029,89.31026237726668
7,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.6989700043360187,0.2,1.704567185889261,18.76805685743971,7.757603873946109
7,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,-0.3010299956639812,0.5,2.525516391811284,27.80707949108055,16.796626507586947
7,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,0,1,3.848008845342422,42.36832047171024,31.357867488216645
7,Xanthonycticebus,alpha,diet,biscuit,5m1s,Primate LS Biscuit Large,0.3010299956639812,2,5.130098423490022,56.48470749253155,45.47425450903795
7,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,-0.6989700043360187,0.2,1.7933093579205919,19.74514837024378,8.734695386750179
7,Xanthonycticebus,alpha,diet,biscuit,5ma4,Primate Browse Biscuit,-0.3010299956639812,0.5,2.9135697195485295,32.07972241121973,21.069269427726123
