plate,subj,genus,receptor,model,treat_type,treat_subtype,treat,treat_name,treat_desc,log10_dose,dose,replicate,fold_act,perc_e2,perc_e2_Dmax
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),-0.3010299956639812,0.5,1,1.9111563389296675,34.45256410294328,34.0357183175759
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),-0.3010299956639812,0.5,2,1.8212233598317005,32.831335287577694,32.43410494786429
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),-0.3010299956639812,0.5,3,1.7502217513263703,31.551383763668383,31.16963971393392
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0,1,1,2.6140244974607523,47.12322311416352,46.55307347626219
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0,1,2,2.6315419393432524,47.43901140268964,46.86504100367609
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0,1,3,2.394117513731106,43.1589427989939,42.63675747331199
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0.3010299956639812,2,1,3.42101902407039,61.670976268839425,60.924811586862646
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0.3010299956639812,2,2,3.103320813002749,55.94380588552673,55.26693493824069
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0.3010299956639812,2,3,3.3131137786708007,59.72576000973673,59.00313073710749
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.6989700043360187,0.2,1,1.343405221229498,24.217670505469442,23.92465794909027
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.6989700043360187,0.2,2,1.3066640190077483,23.555333992762716,23.27033512683026
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.6989700043360187,0.2,3,1.290853366268442,23.270314124992304,22.988763749287482
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.3010299956639812,0.5,1,1.958278181131614,35.30203322069246,34.874909604610494
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.3010299956639812,0.5,2,2.1178474877486173,38.17860153334207,37.716673965546484
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.3010299956639812,0.5,3,1.9544094541183468,35.23229137764888,34.806011576652764
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0,1,1,3.0293793758187593,54.61085784116535,53.95011439523872
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0,1,2,2.870619949600842,51.74888930551821,51.122773166818234
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0,1,3,2.70930162164483,48.84079124903123,48.249860544270504
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0.3010299956639812,2,1,3.6780351035937273,66.30422514277721,65.50200221619814
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0.3010299956639812,2,2,3.9802722083139255,71.75267695833735,70.88453254709584
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0.3010299956639812,2,3,3.9969198521277023,72.05278532936592,71.18100987025109
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.6989700043360187,0.2,1,1.2918166830891813,23.287679912312743,23.005919425823933
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.6989700043360187,0.2,2,1.2187422146131843,21.97036078034274,21.70453869909149
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.6989700043360187,0.2,3,1.164252117435909,20.988063556544155,20.734126409502586
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.3010299956639812,0.5,1,1.706135910817527,30.75664488478959,30.384516477918115
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.3010299956639812,0.5,2,1.5874032683852224,28.61624229647923,28.27001088221651
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.3010299956639812,0.5,3,1.5311170018646074,27.601565388098788,27.267610673808363
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0,1,1,2.398937588142121,43.24583465563784,42.7225980147587
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0,1,2,2.242974527186045,40.434276414259344,39.94505716029318
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0,1,3,2.1787922439644647,39.277257398115886,38.80203705868705
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0.3010299956639812,2,1,3.0577393553415595,55.12210539981073,54.45517630716521
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0.3010299956639812,2,2,2.9520848828272057,53.21746399872994,52.573579395263934
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0.3010299956639812,2,3,2.8053631740857417,50.572500333151616,49.96061746845756
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),-0.6989700043360187,0.2,1,1.2562654299606186,22.6467947045449,22.37278836654165
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),-0.6989700043360187,0.2,2,1.2101980654285764,21.816334737840812,21.55237623650953
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),-0.6989700043360187,0.2,3,1.1524216452464797,20.774794713398297,20.523437932164914
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),-0.3010299956639812,0.5,1,1.7964832903475552,32.38534412900448,31.993509890847026
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),-0.3010299956639812,0.5,2,1.8474872281734946,33.304796086783526,32.901837286973624
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),-0.3010299956639812,0.5,3,1.6378619258180571,29.525864442162398,29.16862739834561
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),0,1,1,2.5979345527822737,46.83316842886314,46.266528198062304
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),0,1,2,2.5938545553507155,46.759617997541895,46.19386766240214
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),0,1,3,2.5119613901239877,45.28332353272229,44.735435064809096
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),0.3010299956639812,2,1,3.332942971692203,60.08322241601067,59.356268162023376
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),0.3010299956639812,2,2,3.1257984124069194,56.349011319837864,55.66723774246031
5,gorilla,Gorilla,alpha,gorilla_alpha,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),0.3010299956639812,2,3,3.2986703110133635,59.46538649387077,58.74590751224412
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-11,1e-11,1,1.018450201570619,2.041670062442685,1.4982428330608228
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-11,1e-11,2,1.3700901025513426,2.7465966827973007,2.015540547421436
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-11,1e-11,3,1.5000253193960396,3.0070756358965327,2.206688339527079
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-10,1e-10,1,14.75240174724764,29.57389271466916,21.702268951551822
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-10,1e-10,2,10.214763779317263,20.477365875124594,15.026946433089972
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-10,1e-10,3,12.885185430168988,25.830715435304036,18.95540566798328
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-9,1e-9,1,47.911137061873546,96.04665406905778,70.48210861566552
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-9,1e-9,2,51.76190699511352,103.76622806288287,76.14697906818793
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-9,1e-9,3,49.976532577172364,100.18711786805935,73.52051346202938
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-8,1e-8,1,67.41449497938594,135.14470905091295,99.17351264844957
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-8,1e-8,2,63.26982182435363,126.83595219054862,93.07628095235849
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-8,1e-8,3,65.10038251505826,130.5056465496173,95.76922011727936
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-7,1e-7,1,62.50438885963715,125.30150154538372,91.95025196065481
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-7,1e-7,2,72.39398826931001,145.1270158544207,106.4988488528098
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-7,1e-7,3,70.78865916879633,141.90883949210834,104.1372480442092
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-6,1e-6,1,66.94916979124046,134.2118794393404,98.48897242536701
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-6,1e-6,2,66.88848456640532,134.0902247854482,98.39969834692734
6,gorilla,Gorilla,beta,gorilla_beta,standard,estrogen,e2,Estradiol,Endogenous estrogen,-6,1e-6,3,69.33989716242777,139.00453056129805,102.00597320180151
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),-0.6989700043360187,0.2,1,12.469053373534239,24.996502470601744,18.3432334964835
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),-0.6989700043360187,0.2,2,12.239933280739065,24.537189257798026,18.006174761150923
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),-0.6989700043360187,0.2,3,13.950768756650625,27.966872483886835,20.522986075418174
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),-0.3010299956639812,0.5,1,26.16712343410023,52.456794110556636,38.49447433610247
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),-0.3010299956639812,0.5,2,25.974151155830217,52.06994581614062,38.21059267703696
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),-0.3010299956639812,0.5,3,26.214491753432355,52.55175258701379,38.56415790516068
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),0,1,1,39.50532893948747,79.19567130362975,58.11631816658176
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),0,1,2,41.45573442210865,83.10561650993507,60.98556109214967
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),0,1,3,34.41297275746925,68.9871101505289,50.624949279486756
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),0.3010299956639812,2,1,47.74478309865172,95.71316706502469,70.23738517924812
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),0.3010299956639812,2,2,53.34458181528227,106.93898976879368,78.47525314847857
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1s,Mazuri<sup>®</sup> Primate LS Biscuit Large,Commercial Diet (Biscuit),0.3010299956639812,2,3,41.66951214627617,83.53417313329953,61.300049657823386
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),-0.6989700043360187,0.2,1,19.797308947733214,39.68733368915036,29.123835607366704
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),-0.6989700043360187,0.2,2,18.011025429633285,36.106401036463815,26.496032623302668
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),-0.6989700043360187,0.2,3,15.358327398128306,30.788581719159847,22.59364661773487
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),-0.3010299956639812,0.5,1,32.80622048333208,65.766080775888355,48.261254839132455
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),-0.3010299956639812,0.5,2,31.149693226229914,62.44526832651178,45.82433638509734
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),-0.3010299956639812,0.5,3,29.708256906330586,59.555645076678346,43.70383836538833
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),0,1,1,51.07325353920749,102.38569601315403,75.13390046779823
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),0,1,2,48.929046963078314,98.0872410004058,71.97955661246475
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),0,1,3,58.93377775228749,118.1435572578194,86.69752336088237
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),0.3010299956639812,2,1,42.55369609118234,85.30668187965105,62.60077330294631
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),0.3010299956639812,2,2,39.69360280856771,79.57310077583033,58.3932879924673
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma4,Mazuri<sup>®</sup> Primate Browse Biscuit,Commercial Diet (Biscuit),0.3010299956639812,2,3,33.01696855778243,66.1885639112043,48.57128648490134
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),-0.6989700043360187,0.2,1,14.867316375890155,29.804260146159006,21.871319945416793
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),-0.6989700043360187,0.2,2,14.331454259877054,28.730026336617883,21.083012796390452
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),-0.6989700043360187,0.2,3,14.490881088330124,29.049626629593273,21.31754571980592
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),-0.3010299956639812,0.5,1,24.273512030424694,48.66070304314637,35.70878122142307
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),-0.3010299956639812,0.5,2,27.96733949091157,56.06565709026069,41.1427734880091
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),-0.3010299956639812,0.5,3,29.88300819038564,59.905966049150436,43.96091510659757
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0,1,1,37.06466974867437,74.30292269910882,54.52586265394057
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0,1,2,38.07267768181073,76.3236593209048,56.008743858304776
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0,1,3,41.902339091026356,84.00091741013641,61.64256154576593
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0.3010299956639812,2,1,49.58502728369723,99.40227376302275,72.94456973974438
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0.3010299956639812,2,2,46.18321410461001,92.5827158552778,67.94015989514004
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m1g,Mazuri<sup>®</sup> Primate LS Biscuit - Small,Commercial Diet (Biscuit),0.3010299956639812,2,3,49.662204987905284,99.55699061410358,73.05810591659768
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.6989700043360187,0.2,1,17.254547758389233,34.589902918142954,25.383177770346606
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.6989700043360187,0.2,2,19.96434086779026,40.02217978189684,29.369556386578022
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.6989700043360187,0.2,3,17.205126610600285,34.49082917085846,25.31047428385091
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.3010299956639812,0.5,1,27.961909811162087,56.05477230220126,41.1347858821763
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.3010299956639812,0.5,2,26.443322223300864,53.01048519758693,38.90079057599497
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),-0.3010299956639812,0.5,3,28.947281712326852,58.03013084980408,42.58436720342586
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0,1,1,46.916378417608264,94.05247807476724,69.01871844980633
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0,1,2,45.62392850810627,91.4615253866853,67.11739444690936
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0,1,3,45.50900799042566,91.23114614953941,66.94833478967615
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0.3010299956639812,2,1,38.69866923422766,77.57857410214855,56.929640486847745
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0.3010299956639812,2,2,43.00547605742849,86.21235761173267,63.265387140230544
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5ma3,Mazuri<sup>®</sup> Primate High Fiber Sticks,Commercial Diet (Biscuit),0.3010299956639812,2,3,39.84257624457083,79.87174532803105,58.612442922638564
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.6989700043360187,0.2,1,12.789392244746338,25.638680440797845,18.81448424316131
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.6989700043360187,0.2,2,11.293490621071243,22.63987150865088,16.613862275411762
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.6989700043360187,0.2,3,16.14628744670535,32.36819203206437,23.752815218907713
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.3010299956639812,0.5,1,25.46049116242285,51.04022022995386,37.454947086741214
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.3010299956639812,0.5,2,24.66854784836548,49.452624731451266,36.28991870082006
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),-0.3010299956639812,0.5,3,27.000466490068284,54.12738297831926,39.720405912491444
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0,1,1,36.750549148573995,73.67321039286898,54.06375961042272
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0,1,2,36.37444428630849,72.91923927435734,53.51047147370321
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0,1,3,37.09144181584696,74.35659221380055,54.56524706145084
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0.3010299956639812,2,1,47.18606610662852,94.59311646831155,69.41545620548276
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0.3010299956639812,2,2,49.416577247894026,99.06458479739004,72.69676276942636
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m6c,Mazuri<sup>®</sup> Insectivore Diets,Commercial Diet (Biscuit),0.3010299956639812,2,3,50.875086380381994,101.98843362869047,74.84237661616517
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),-0.6989700043360187,0.2,1,16.45129602033817,32.97963761144971,24.201513553654706
6,gorilla,Gorilla,beta,gorilla_beta,diet,biscuit,5m02,Mazuri<sup>®</sup> Leaf-Eater Primate Diet,Commercial Diet (Biscuit),-0.6989700043360187,0.2,2,14.136090360600171,28.33838359962342,20.795612821920407
