Date,Species,ER,Dose,Treatment,luciferase_1,luciferase_2,luciferase_3,bgal_1,bgal_2,bgal_3
7/29/22,human,alpha,1 mg/ml,Leafeater,14249,13673,14168,1.6244,1.5707,1.8158
7/29/22,human,alpha,2 mg/ml,Leafeater,17671,17829,18299,1.529,1.5803,1.7182
7/29/22,human,beta,Control,E2,173,245,428,2.3951,2.3998,2.4136
7/29/22,human,beta,Veh MeOH,E2,171,189,207,2.4435,2.4514,2.4025
7/29/22,human,beta,-11,E2,352,596,322,2.4004,2.2895,2.3979
7/29/22,human,beta,-10,E2,3085,3372,3441,2.3038,2.2258,2.2974
7/29/22,human,beta,-9,E2,8808,9196,8814,2.293,2.2628,2.1757
7/29/22,human,beta,-8,E2,9796,10079,9981,2.3792,2.1606,2.2049
7/29/22,human,beta,-7,E2,10474,12202,10922,2.3123,2.3834,2.3389
7/29/22,human,beta,-6,E2,10217,10494,10228,2.4796,2.3466,2.3553
7/29/22,human,beta,0.2 mg/ml,LS Cin,4677,4551,4330,2.2323,2.2032,2.1892
7/29/22,human,beta,0.5 mg/ml,LS Cin,7761,7369,6391,2.3866,2.2993,2.1578
7/29/22,human,beta,1 mg/ml,LS Cin,8582,9397,8761,2.2617,2.3327,2.2491
7/29/22,human,beta,2 mg/ml,LS Cin,9993,9628,9805,2.396,2.3012,2.3435
7/29/22,human,beta,0.2 mg/ml,Browse Biscuit,5382,5456,5471,2.3109,2.2486,2.2463
7/29/22,human,beta,0.5 mg/ml,Browse Biscuit,8222,9335,8395,2.2716,2.4296,2.3145
7/29/22,human,beta,1 mg/ml,Browse Biscuit,9931,9171,9677,2.3448,2.2426,2.2691
7/29/22,human,beta,2 mg/ml,Browse Biscuit,11048,10232,9150,2.3392,2.3074,2.1179
7/29/22,human,beta,0.2 mg/ml,LS Ban,4467,4120,3657,2.0851,1.8791,2.0408
7/29/22,human,beta,0.5 mg/ml,LS Ban,6620,6098,6232,2.1982,2.1134,2.2312
7/29/22,human,beta,1 mg/ml,LS Ban,8006,7336,8399,2.1782,2.0411,2.2477
7/29/22,human,beta,2 mg/ml,LS Ban,9578,9314,8736,2.2492,2.2846,2.344
7/29/22,human,beta,0.2 mg/ml,High Fiber,4648,5172,5046,2.1256,2.1387,2.2617
7/29/22,human,beta,0.5 mg/ml,High Fiber,7567,7885,6934,2.3123,2.2315,2.1995
7/29/22,human,beta,1 mg/ml,High Fiber,7230,7382,7660,2.0819,1.8884,2.0648
7/29/22,human,beta,2 mg/ml,High Fiber,8938,8983,8989,2.1396,2.1546,2.2235
7/29/22,human,beta,0.2 mg/ml,Insect,4261,4154,4139,2.3012,2.2092,2.2462
7/29/22,human,beta,0.5 mg/ml,Insect,6527,6642,7299,2.2632,2.2093,2.344
7/29/22,human,beta,1 mg/ml,Insect,7505,8125,7492,2.155,2.297,2.3483
7/29/22,human,beta,2 mg/ml,Insect,10159,9278,9360,2.5219,2.4808,2.5335
7/29/22,human,beta,0.2 mg/ml,Leafeater,4603,4180,4815,2.1953,2.2497,2.4276
7/29/22,human,beta,0.5 mg/ml,Leafeater,6970,7487,7764,2.1261,2.2543,2.4124
7/29/22,human,beta,1 mg/ml,Leafeater,7133,9005,8962,1.9734,2.2149,2.2859
7/29/22,human,beta,2 mg/ml,Leafeater,8570,8811,8058,2.236,2.1617,2.2686
7/22/22,gorilla,alpha,Control,E2,6236,5793,5742,1.2504,1.149,1.1361
7/22/22,gorilla,alpha,Veh DMSO,E2,6278,5427,6129,1.25,1.0125,1.007
7/22/22,gorilla,alpha,-13,E2,5670,5572,5170,1.1425,1.0325,0.9697
7/22/22,gorilla,alpha,-12,E2,6809,6105,6681,1.2201,1.0904,1.1032
7/22/22,gorilla,alpha,-11,E2,9963,9174,10823,1.1059,0.9698,1.1743
7/22/22,gorilla,alpha,-10,E2,13024,10332,13460,1.0752,0.8832,0.9986
7/22/22,gorilla,alpha,-9,E2,15431,12885,12613,1.1934,1.0045,0.9204
7/22/22,gorilla,alpha,-8,E2,14671,12492,15332,1.1514,0.9496,1.1242
7/22/22,gorilla,alpha,0.2 mg/ml,LS Cin,6778,7102,7074,0.9973,1.1552,1.0831
7/22/22,gorilla,alpha,0.5 mg/ml,LS Cin,7487,7057,7407,0.9929,0.9495,0.9554
7/22/22,gorilla,alpha,1 mg/ml,LS Cin,8833,7896,8751,1.0028,0.919,0.9841
7/22/22,gorilla,alpha,2 mg/ml,LS Cin,10551,9750,9622,1.0757,0.9043,0.9257
7/22/22,gorilla,alpha,0.2 mg/ml,LE Primate,6271,6011,6354,0.9613,0.9238,0.9617
7/22/22,gorilla,alpha,0.5 mg/ml,LE Primate,8186,7346,7860,0.9972,0.9278,0.9363
7/22/22,gorilla,alpha,1 mg/ml,LE Primate,9778,10603,9727,1.044,1.0459,1.0618
7/22/22,gorilla,alpha,2 mg/ml,LE Primate,12923,13461,13326,1.1181,1.1584,1.1432
7/22/22,gorilla,alpha,0.2 mg/ml,LS Ban,6621,6531,6455,1.027,1.0666,1.1156
7/22/22,gorilla,alpha,0.5 mg/ml,LS Ban,7738,7171,7235,1.0373,0.9484,1.0495
7/22/22,gorilla,alpha,1 mg/ml,LS Ban,8922,7602,7834,0.9772,0.9017,0.947
7/22/22,gorilla,alpha,2 mg/ml,LS Ban,9719,9284,9166,0.9492,0.9338,0.9929
7/22/22,gorilla,alpha,0.2 mg/ml,Browse Biscuit,6561,6044,6255,0.9485,0.8942,0.9145
7/22/22,gorilla,alpha,0.5 mg/ml,Browse Biscuit,7569,7957,7654,0.9096,0.9584,0.9514
7/22/22,gorilla,alpha,1 mg/ml,Browse Biscuit,9877,9975,8701,0.9857,1.0301,0.937
7/22/22,gorilla,alpha,2 mg/ml,Browse Biscuit,10657,11496,11124,0.9774,1.0719,1.0257
7/22/22,gorilla,alpha,0.2 mg/ml,Insect,6806,6564,5571,1.2331,1.1283,1.082
7/22/22,gorilla,alpha,0.5 mg/ml,Insect,7391,6753,7357,1.1226,1.0532,1.1181
7/22/22,gorilla,alpha,1 mg/ml,Insect,8209,8508,8149,0.9445,1.0621,1.0936
7/22/22,gorilla,alpha,2 mg/ml,Insect,9112,8952,10204,0.9982,1.0205,1.1215
7/22/22,gorilla,alpha,0.2 mg/ml,High Fiber,6610,6357,6584,1.007,1.0636,1.1288
7/22/22,gorilla,alpha,0.5 mg/ml,High Fiber,7430,7547,7749,0.9838,1.0606,1.1848
7/22/22,gorilla,alpha,1 mg/ml,High Fiber,8888,8921,9384,1.0401,1.0266,1.1225
7/22/22,gorilla,alpha,2 mg/ml,High Fiber,11269,10355,11872,1.1142,1.0734,1.2172
7/22/22,gorilla,beta,Veh DMSO,E2,40,31,31,1.1417,1.0316,1.0451
7/22/22,gorilla,beta,-12,E2,56,40,30,1.0431,0.935,0.8604
7/22/22,gorilla,beta,-11,E2,51,43,37,1.0452,0.8243,0.8232
7/22/22,gorilla,beta,-10,E2,438,285,333,1.0346,0.9385,0.8491
7/22/22,gorilla,beta,-9,E2,1304,1161,968,1.0357,0.9149,0.7788
7/22/22,gorilla,beta,-8,E2,1707,1427,1426,1.0156,0.8897,0.8337
7/22/22,gorilla,beta,-7,E2,1523,1751,1459,0.9815,0.9771,0.9179
7/22/22,gorilla,beta,-6,E2,1963,1507,1609,1.1451,0.9995,1.0148
7/22/22,gorilla,beta,Control,GEN,26,25,34,1.0046,0.9795,0.9856
7/22/22,gorilla,beta,Veh DMSO,GEN,22,27,33,0.9492,0.9827,0.9128
7/22/22,gorilla,beta,-10,GEN,20,21,21,0.7999,0.792,0.778
7/22/22,gorilla,beta,-9,GEN,22,23,35,0.8044,0.8038,0.8146
7/22/22,gorilla,beta,-8,GEN,159,87,93,0.7967,0.8021,0.7607
7/22/22,gorilla,beta,-7,GEN,595,641,521,0.8665,0.8694,0.818
7/22/22,gorilla,beta,-6,GEN,1057,1119,1015,0.8839,0.8725,0.8364
7/22/22,gorilla,beta,-5,GEN,1988,1792,2040,1.4424,1.422,1.4259
7/22/22,gorilla,beta,Control,DAID,33,33,27,1.0113,0.9102,0.9677
7/22/22,gorilla,beta,Veh DMSO,DAID,28,23,28,0.9558,0.9136,0.9382
7/22/22,gorilla,beta,-10,DAID,20,18,20,0.8404,0.8248,0.7724
7/22/22,gorilla,beta,-9,DAID,28,46,22,0.8058,0.7825,0.8243
7/22/22,gorilla,beta,-8,DAID,13,27,17,0.7544,0.7144,0.7686
7/22/22,gorilla,beta,-7,DAID,51,69,60,0.8088,0.8573,0.7634
7/22/22,gorilla,beta,-6,DAID,746,665,710,0.8577,0.873,0.8428
7/22/22,gorilla,beta,-5,DAID,1997,1623,1829,1.0917,1.0701,1.1123
7/22/22,gorilla,beta,Control,EQUOL,24,36,24,0.9324,0.9084,0.9211
7/22/22,gorilla,beta,Veh DMSO,EQUOL,24,17,22,0.9026,0.8739,0.9675
7/22/22,gorilla,beta,-10,EQUOL,21,21,21,0.7565,0.8071,0.9212
7/22/22,gorilla,beta,-9,EQUOL,24,21,34,0.7886,0.8367,0.9014
7/22/22,gorilla,beta,-8,EQUOL,21,25,25,0.7667,0.7881,0.8969
7/22/22,gorilla,beta,-7,EQUOL,85,72,85,0.8263,0.9,0.9521
7/22/22,gorilla,beta,-6,EQUOL,770,609,577,0.8805,0.8582,0.9727
7/22/22,gorilla,beta,-5,EQUOL,1516,1590,1842,1.0605,1.08,1.2331
7/22/22,loris,alpha,Control,E2,6002,5137,5230,1.2923,1.1004,1.0793
7/22/22,loris,alpha,Veh DMSO,E2,6090,5433,5125,1.2656,1.0338,0.9695
7/22/22,loris,alpha,-13,E2,5265,5159,4945,1.1882,0.9661,0.9282
7/22/22,loris,alpha,-12,E2,6835,5862,5747,1.1604,0.906,0.9157
7/22/22,loris,alpha,-11,E2,12562,10886,9772,1.1614,0.9391,0.8887
7/22/22,loris,alpha,-10,E2,20673,16228,15448,1.1618,0.9344,0.8486
7/22/22,loris,alpha,-9,E2,20739,18593,18838,1.047,0.9559,0.9279
7/22/22,loris,alpha,-8,E2,20709,19651,21851,1.0805,1.0213,1.0232
7/22/22,loris,alpha,0.2 mg/ml,LS Cin,6077,7350,7077,1.0128,1.0173,0.9636
7/22/22,loris,alpha,0.5 mg/ml,LS Cin,7943,8660,8083,0.9465,1.0753,0.9257
7/22/22,loris,alpha,1 mg/ml,LS Cin,9561,10580,10215,0.8934,0.9896,0.9242
7/22/22,loris,alpha,2 mg/ml,LS Cin,11111,12284,12041,0.8595,0.8716,0.8384
7/22/22,loris,alpha,0.2 mg/ml,LE Primate,6307,6327,6575,0.9562,0.8869,0.858
7/22/22,loris,alpha,0.5 mg/ml,LE Primate,9504,9099,9452,0.9361,0.9188,0.8998
7/22/22,loris,alpha,1 mg/ml,LE Primate,12928,12697,12426,0.9935,0.9658,0.913
7/22/22,loris,alpha,2 mg/ml,LE Primate,16920,18437,18731,1.01,1.0305,0.9874
7/22/22,loris,alpha,0.2 mg/ml,LS Ban,6045,6169,5728,0.9334,0.9191,0.9135
7/22/22,loris,alpha,0.5 mg/ml,LS Ban,8242,7458,8189,0.9424,0.8798,0.9724
7/22/22,loris,alpha,1 mg/ml,LS Ban,9326,8619,8550,0.9421,0.8691,0.8908
7/22/22,loris,alpha,2 mg/ml,LS Ban,11803,10703,10989,0.8608,0.8222,0.895
7/22/22,loris,alpha,0.2 mg/ml,Browse Biscuit,6532,6706,6536,0.9076,0.9012,0.9498
7/22/22,loris,alpha,0.5 mg/ml,Browse Biscuit,9811,8171,8491,0.9294,0.8316,0.9259
7/22/22,loris,alpha,1 mg/ml,Browse Biscuit,11803,10889,10932,0.9156,0.9068,0.8767
7/22/22,loris,alpha,2 mg/ml,Browse Biscuit,17496,15846,15453,1.0244,1.0037,1.0137
7/22/22,loris,alpha,0.2 mg/ml,Insect,6340,5241,6676,1.0059,0.947,1.1534
7/22/22,loris,alpha,0.5 mg/ml,Insect,7751,7342,8390,0.9985,1.0286,1.0414
7/22/22,loris,alpha,1 mg/ml,Insect,9024,8614,11223,0.9406,0.9426,1.124
7/22/22,loris,alpha,2 mg/ml,Insect,10840,10478,12404,0.9189,0.9356,1.0918
7/22/22,loris,alpha,0.2 mg/ml,High Fiber,6555,6553,7620,0.9819,0.9331,1.0751
7/22/22,loris,alpha,0.5 mg/ml,High Fiber,8473,8112,8488,0.9528,0.9908,1.0568
7/22/22,loris,alpha,1 mg/ml,High Fiber,9950,10035,11089,0.8819,0.9336,1.0146
7/22/22,loris,alpha,2 mg/ml,High Fiber,11805,11557,15260,0.8839,0.8911,1.0696
7/22/22,loris,beta,Veh DMSO,E2,45,41,41,1.3779,1.2473,1.2026
7/22/22,loris,beta,-11,E2,37,35,33,1.2311,0.9721,1.0133
7/22/22,loris,beta,-10,E2,48,41,42,1.2009,1.0684,0.9446
7/22/22,loris,beta,-9,E2,116,94,80,1.2087,0.9992,0.8837
7/22/22,loris,beta,-8,E2,2047,1755,1644,1.1287,1.0305,0.9119
7/22/22,loris,beta,-7,E2,6114,4805,4576,1.1155,0.8825,0.9144
7/22/22,loris,beta,-6,E2,6403,5461,5832,1.1101,0.9575,0.9924
7/22/22,loris,beta,-5,E2,6464,5498,5993,1.3447,1.1542,1.2028
7/22/22,loris,beta,Control,GEN,31,55,53,1.2489,1.2019,1.2147
7/22/22,loris,beta,Veh DMSO,GEN,35,34,37,1.0646,1.084,1.1333
7/22/22,loris,beta,-10,GEN,28,33,27,0.9898,0.9608,0.9628
7/22/22,loris,beta,-9,GEN,31,27,27,0.9512,0.9435,0.925
7/22/22,loris,beta,-8,GEN,43,35,33,0.9299,0.9332,0.9699
7/22/22,loris,beta,-7,GEN,51,34,47,0.9974,0.9788,1.0535
7/22/22,loris,beta,-6,GEN,180,176,142,1.0739,1.0156,1.1062
7/22/22,loris,beta,-5,GEN,7926,7265,7514,1.5471,1.4449,1.6005
7/22/22,loris,beta,Control,DAID,39,33,34,1.1137,1.1165,1.1055
7/22/22,loris,beta,Veh DMSO,DAID,26,41,34,1.0056,1.101,1.0741
7/22/22,loris,beta,-10,DAID,24,25,25,0.8764,0.9104,0.9379
7/22/22,loris,beta,-9,DAID,27,27,37,0.921,0.9727,0.9908
7/22/22,loris,beta,-8,DAID,30,39,37,0.9015,0.9852,0.9463
7/22/22,loris,beta,-7,DAID,35,42,35,1,0.9945,0.9804
7/22/22,loris,beta,-6,DAID,41,61,74,0.9824,1.0226,1.0481
7/22/22,loris,beta,-5,DAID,2913,3137,2990,1.1959,1.2362,1.1666
7/22/22,loris,beta,Control,EQUOL,25,33,40,1.0661,1.0683,1.1107
7/22/22,loris,beta,Veh DMSO,EQUOL,32,40,44,1.0156,1.0935,1.0918
7/22/22,loris,beta,-10,EQUOL,36,38,34,0.9332,0.9851,0.992
7/22/22,loris,beta,-9,EQUOL,28,27,28,0.9121,0.939,0.9759
7/22/22,loris,beta,-8,EQUOL,31,36,41,0.9499,0.9753,0.9919
7/22/22,loris,beta,-7,EQUOL,35,40,42,0.9889,0.9904,1.0143
7/22/22,loris,beta,-6,EQUOL,94,83,96,0.9384,0.9976,1.0706
7/22/22,loris,beta,-5,EQUOL,4224,4000,4319,1.1502,1.1661,1.2457
7/22/22,human,beta,Veh DMSO,E2,86,89,56,1.2388,1.1879,1.2218
7/22/22,human,beta,-12,E2,77,72,45,1.197,1.1738,1.0312
7/22/22,human,beta,-11,E2,151,160,105,1.1861,1.1414,1.0301
7/22/22,human,beta,-10,E2,1170,1157,978,1.1661,1.1111,1.058
7/22/22,human,beta,-9,E2,2222,2321,1936,1.1729,1.1301,1.0341
7/22/22,human,beta,-8,E2,2590,2435,2222,1.1839,1.108,1.0497
7/22/22,human,beta,-7,E2,2547,2627,2263,1.1751,1.0984,1.047
7/22/22,human,beta,-6,E2,2520,2478,2379,1.087,1.1546,1.1377
7/22/22,human,beta,Control,GEN,101,63,61,1.2237,1.2096,1.1633
7/22/22,human,beta,Veh DMSO,GEN,62,53,50,1.1801,1.209,1.2011
7/22/22,human,beta,-10,GEN,56,69,53,1.0847,1.0411,1.0435
7/22/22,human,beta,-9,GEN,77,78,82,1.0226,0.9978,0.9795
7/22/22,human,beta,-8,GEN,447,496,475,0.9589,0.9756,0.957
7/22/22,human,beta,-7,GEN,1695,1551,1539,0.9884,0.9619,1.0141
7/22/22,human,beta,-6,GEN,2208,2376,1929,1.0717,1.0449,0.967
7/22/22,human,beta,-5,GEN,2856,2816,2633,1.593,1.6361,1.5831
7/22/22,human,beta,Control,DAID,55,59,73,1.0758,1.0967,1.1258
7/22/22,human,beta,Veh DMSO,DAID,83,56,60,1.0816,1.1176,1.1178
7/22/22,human,beta,-10,DAID,48,51,40,0.9906,1.0436,1.0122
7/22/22,human,beta,-9,DAID,44,51,51,0.9734,0.948,0.9315
7/22/22,human,beta,-8,DAID,61,71,64,1.0012,0.9035,0.9192
7/22/22,human,beta,-7,DAID,298,215,254,1.0276,0.9511,0.9435
7/22/22,human,beta,-6,DAID,1830,1670,1718,1.0064,0.9647,0.9817
7/22/22,human,beta,-5,DAID,2742,2654,2644,1.1828,1.1868,1.1593
7/22/22,human,beta,Control,EQUOL,69,78,65,1.1482,1.1442,1.1176
7/22/22,human,beta,Veh DMSO,EQUOL,58,63,60,1.2614,1.2338,1.2295
7/22/22,human,beta,-10,EQUOL,45,77,77,1.0969,1.0636,1.0785
7/22/22,human,beta,-9,EQUOL,46,63,73,1.0566,1.0546,1.0451
7/22/22,human,beta,-8,EQUOL,66,76,89,0.918,1.0597,1.0635
7/22/22,human,beta,-7,EQUOL,365,343,342,1.0253,1.058,1.095
7/22/22,human,beta,-6,EQUOL,1813,2153,1939,1.01,1.0558,1.0874
7/22/22,human,beta,-5,EQUOL,2685,2404,2544,1.2607,1.2253,1.2086
7/15/22,gorilla,alpha,Control,E2,12030,13669,12268,1.6643,1.5902,1.5985
7/15/22,gorilla,alpha,Veh DMSO,E2,12043,10038,10274,1.9127,1.4227,1.4278
7/15/22,gorilla,alpha,-13,E2,11057,9183,10261,1.6527,1.1555,1.3304
7/15/22,gorilla,alpha,-12,E2,14682,13131,11839,1.7602,1.4382,1.4152
7/15/22,gorilla,alpha,-11,E2,20423,18154,17719,1.6343,1.3807,1.3608
7/15/22,gorilla,alpha,-10,E2,24609,21317,21552,1.6289,1.3372,1.3371
7/15/22,gorilla,alpha,-9,E2,22457,24866,22181,1.6884,1.5184,1.467
7/15/22,gorilla,alpha,-8,E2,19167,25975,24424,1.6846,1.6423,1.5545
7/15/22,gorilla,alpha,Control,DAID,13131,12765,11083,1.5632,1.5308,1.2902
7/15/22,gorilla,alpha,Veh DMSO,DAID,9995,11395,10960,1.4377,1.4506,1.447
7/15/22,gorilla,alpha,-10,DAID,9086,10138,10604,1.3515,1.3916,1.3745
7/15/22,gorilla,alpha,-9,DAID,11813,10196,9963,1.4853,1.2324,1.3142
7/15/22,gorilla,alpha,-8,DAID,11405,8097,10458,1.453,1.2554,1.4887
7/15/22,gorilla,alpha,-7,DAID,12589,9614,9743,1.6259,1.3898,1.4088
7/15/22,gorilla,alpha,-6,DAID,14226,14342,14106,1.7206,1.4576,1.6262
7/15/22,gorilla,alpha,-5,DAID,29447,30673,28160,1.4716,1.5087,1.562
7/15/22,gorilla,alpha,Control,COU,10560,11003,10343,1.2798,1.3711,1.3398
7/15/22,gorilla,alpha,Veh DMSO,COU,10217,10451,9843,1.4253,1.448,1.3723
7/15/22,gorilla,alpha,-10,COU,10900,12071,12184,1.3002,1.395,1.3765
7/15/22,gorilla,alpha,-9,COU,11926,10054,10038,1.4896,1.352,1.4152
7/15/22,gorilla,alpha,-8,COU,9787,10370,10339,1.3708,1.439,1.3424
7/15/22,gorilla,alpha,-7,COU,12804,12969,12949,1.3409,1.3025,1.3066
7/15/22,gorilla,alpha,-6,COU,17162,19112,18970,1.3998,1.4832,1.3823
7/15/22,gorilla,alpha,-5,COU,18660,22499,17354,1.286,1.3822,1.1477
7/15/22,gorilla,alpha,Control,Random,10464,10092,9563,1.389,1.2985,1.4059
7/15/22,gorilla,alpha,Veh DMSO,Random,10703,10916,10124,1.4781,1.5091,1.6297
7/15/22,gorilla,alpha,-10,EQUOL,8947,4859,10495,1.3261,1.3961,1.5466
7/15/22,gorilla,alpha,-10,GEN,10234,11208,10552,1.451,1.4121,1.6336
7/15/22,gorilla,alpha,0.2 mg/ml,Pellet OSU,10175,11500,10682,1.4048,1.4622,1.6028
7/15/22,gorilla,alpha,0.5 mg/ml,Pellet OSU,10523,11866,11220,1.4152,1.4664,1.6446
7/15/22,gorilla,alpha,1 mg/ml,Pellet OSU,10443,11371,11974,1.5705,1.7162,1.6335
7/15/22,gorilla,alpha,2 mg/ml,Pellet OSU,9691,11512,11731,1.5097,1.5301,1.7029
7/15/22,gorilla,beta,Veh DMSO,E2,31,45,32,1.9954,1.9174,1.9606
7/15/22,gorilla,beta,-12,E2,47,39,47,2.147,1.7553,1.8762
7/15/22,gorilla,beta,-11,E2,98,145,73,2.1488,1.9838,1.8499
7/15/22,gorilla,beta,-10,E2,1022,787,1021,2.1473,1.8208,2.017
7/15/22,gorilla,beta,-9,E2,2579,1954,2468,2.1095,1.8323,1.9004
7/15/22,gorilla,beta,-8,E2,2625,2651,2689,1.9385,1.8185,1.7914
7/15/22,gorilla,beta,-7,E2,3461,3073,3158,2.141,1.903,2.0409
7/15/22,gorilla,beta,-6,E2,3384,3140,3238,2.1428,2.0703,2.0819
7/15/22,gorilla,beta,Control,GEN,34,40,30,1.7703,1.762,1.7294
7/15/22,gorilla,beta,Veh DMSO,GEN,43,33,30,1.9007,1.8122,1.8587
7/15/22,gorilla,beta,-10,GEN,37,33,35,1.9786,1.7788,1.7607
7/15/22,gorilla,beta,-9,GEN,35,38,37,1.8071,1.7694,1.7222
7/15/22,gorilla,beta,-8,GEN,61,63,90,1.8709,1.7925,1.8306
7/15/22,gorilla,beta,-7,GEN,620,620,616,1.9655,1.8886,1.7891
7/15/22,gorilla,beta,-6,GEN,1745,1892,1768,2.038,2.0515,1.9517
7/15/22,gorilla,beta,-5,GEN,3794,4126,3746,2.6369,2.672,2.6024
7/15/22,gorilla,beta,Control,DAID,44,40,22,1.6445,1.7387,1.8543
7/15/22,gorilla,beta,Veh DMSO,DAID,31,37,38,1.8228,1.9546,1.888
7/15/22,gorilla,beta,-10,DAID,25,31,31,1.7034,1.7692,1.6975
7/15/22,gorilla,beta,-9,DAID,38,37,28,1.783,1.7422,1.7698
7/15/22,gorilla,beta,-8,DAID,30,30,41,1.8591,1.8581,1.8237
7/15/22,gorilla,beta,-7,DAID,33,40,31,1.7126,1.8247,1.7959
7/15/22,gorilla,beta,-6,DAID,454,583,546,1.9566,1.8366,1.9111
7/15/22,gorilla,beta,-5,DAID,3625,3753,3943,2.1908,2.2843,2.2131
7/15/22,gorilla,beta,Control,EQUOL,40,36,27,1.8035,1.8189,1.8254
7/15/22,gorilla,beta,Veh DMSO,EQUOL,36,44,31,1.8988,1.9525,1.8981
7/15/22,gorilla,beta,-10,EQUOL,35,33,24,1.8473,1.8007,1.8297
7/15/22,gorilla,beta,-9,EQUOL,41,35,51,1.8745,1.8584,1.8679
7/15/22,gorilla,beta,-8,EQUOL,32,31,38,1.9508,1.8489,1.8253
7/15/22,gorilla,beta,-7,EQUOL,73,72,60,1.8792,1.6534,1.7742
7/15/22,gorilla,beta,-6,EQUOL,820,673,651,1.9255,1.9097,1.9164
7/15/22,gorilla,beta,-5,EQUOL,2976,2688,2398,2.188,2.0296,1.972
7/15/22,loris,alpha,Control,E2,9573,7748,10381,1.6166,1.4359,1.4064
7/15/22,loris,alpha,Veh DMSO,E2,9340,7552,8730,1.6533,1.4575,1.4008
7/15/22,loris,alpha,-13,E2,8089,8385,8903,1.4293,1.3763,1.4473
7/15/22,loris,alpha,-12,E2,10373,11008,11338,1.4992,1.3869,1.4551
7/15/22,loris,alpha,-11,E2,20694,18481,19715,1.5285,1.3451,1.4114
7/15/22,loris,alpha,-10,E2,27142,20630,22385,1.3679,1.1609,1.2755
7/15/22,loris,alpha,-9,E2,28051,21874,24117,1.4039,1.257,1.2423
7/15/22,loris,alpha,-8,E2,28579,25627,26132,1.4401,1.3204,1.2283
7/15/22,loris,alpha,Control,DAID,9944,9481,10295,1.3217,1.4763,1.3668
7/15/22,loris,alpha,Veh DMSO,DAID,9214,8464,8951,1.4508,1.4362,1.2731
7/15/22,loris,alpha,-10,DAID,8548,8170,8191,1.3162,1.2642,1.2219
7/15/22,loris,alpha,-9,DAID,8052,8575,7741,1.3624,1.4217,1.2846
7/15/22,loris,alpha,-8,DAID,7977,6346,6889,1.2874,1.2512,1.1729
7/15/22,loris,alpha,-7,DAID,7232,6440,6722,1.042,1.2559,1.153
7/15/22,loris,alpha,-6,DAID,12973,11870,11356,1.4298,1.3721,1.2494
7/15/22,loris,alpha,-5,DAID,42095,35942,34293,1.47,1.4102,1.3294
7/15/22,loris,alpha,0.2 mg/ml,Lettuce,8495,9269,7015,1.3435,1.3539,1.326
7/15/22,loris,alpha,0.5 mg/ml,Lettuce,7198,7741,7308,1.3681,1.2837,1.2488
7/15/22,loris,alpha,1 mg/ml,Lettuce,6257,7170,5448,1.1848,1.267,1.1635
7/15/22,loris,alpha,2 mg/ml,Lettuce,4879,5330,4392,1.122,1.1747,1.0613
7/15/22,loris,alpha,0.2 mg/ml,WI,6736,8029,7259,1.126,1.3451,1.2082
7/15/22,loris,alpha,0.5 mg/ml,WI,7904,8714,8197,1.251,1.331,1.2182
7/15/22,loris,alpha,1 mg/ml,WI,7628,7074,7301,1.3805,1.3664,1.3127
7/15/22,loris,alpha,2 mg/ml,WI,8719,6327,9223,1.4591,1.3614,1.3585
7/15/22,loris,alpha,Control,Random,8413,9215,6946,1.373,1.3898,1.2178
7/15/22,loris,alpha,-10,COU,6612,8073,8078,1.409,1.2264,1.2783
7/15/22,loris,alpha,-10,EQUOL,6897,7370,7317,1.172,1.288,1.0781
7/15/22,loris,alpha,-10,GEN,6969,7259,7423,1.2257,1.3046,1.3121
7/15/22,loris,alpha,0.2 mg/ml,Pellet OSU,7225,8209,8326,1.1268,1.2773,1.4294
7/15/22,loris,alpha,0.5 mg/ml,Pellet OSU,7348,6951,7857,1.0766,1.3022,1.3855
7/15/22,loris,alpha,1 mg/ml,Pellet OSU,7495,8148,8578,1.3405,1.3558,1.3792
7/15/22,loris,alpha,2 mg/ml,Pellet OSU,9622,9090,8452,1.3786,1.3646,1.5005
7/15/22,loris,beta,Veh DMSO,E2,84,75,73,2.267,2.1962,2.1806
7/15/22,loris,beta,-11,E2,85,95,60,2.2223,1.9914,2.0481
7/15/22,loris,beta,-10,E2,106,122,69,2.259,2.1286,1.9218
7/15/22,loris,beta,-9,E2,496,352,181,2.2193,2.005,1.9124
7/15/22,loris,beta,-8,E2,21639,19078,14871,2.1295,1.9731,1.7799
7/15/22,loris,beta,-7,E2,18561,16297,14855,2.0254,1.8071,1.7273
7/15/22,loris,beta,-6,E2,25135,23167,20839,2.1022,1.9688,1.8644
7/15/22,loris,beta,-5,E2,23925,22055,22908,2.3663,2.2917,2.2594
7/15/22,loris,beta,Control,GEN,78,74,61,2.2217,2.1058,2.1639
7/15/22,loris,beta,Veh DMSO,GEN,67,95,76,2.1481,2.1337,2.0216
7/15/22,loris,beta,-10,GEN,53,60,63,1.8771,1.8629,1.8197
7/15/22,loris,beta,-9,GEN,72,68,85,1.7558,1.7845,1.8264
7/15/22,loris,beta,-8,GEN,113,62,55,1.9009,1.7113,1.8396
7/15/22,loris,beta,-7,GEN,126,60,75,1.817,1.6546,1.7906
7/15/22,loris,beta,-6,GEN,290,236,275,2.0092,1.9127,2.0219
7/15/22,loris,beta,-5,GEN,25389,24976,27507,2.4751,2.5017,2.5417
