Date,Species,ER,Dose,Treatment,luciferase_1,luciferase_2,luciferase_3,bgal_1,bgal_2,bgal_3
8/4/22,gorilla,beta,Control,E2,69,58,54,1.2321,1.0718,1.0743
8/4/22,gorilla,beta,Veh MeOH,E2,67,64,76,1.2549,1.1384,1.2317
8/4/22,gorilla,beta,-11,E2,138,107,122,1.1961,1.1206,1.1289
8/4/22,gorilla,beta,-10,E2,798,1050,784,1.1211,1.1302,1.1416
8/4/22,gorilla,beta,-9,E2,3698,3569,3090,1.1289,1.0709,1.0406
8/4/22,gorilla,beta,-8,E2,4940,4767,4995,1.1252,1.1196,1.106
8/4/22,gorilla,beta,-7,E2,5020,5343,5033,1.171,1.1629,1.1275
8/4/22,gorilla,beta,-6,E2,5115,5419,4669,1.1965,1.1089,1.0915
8/4/22,loris,beta,Control,E2,80,95,94,1.2876,1.1487,0.9347
8/4/22,loris,beta,Veh MeOH,E2,99,99,104,1.3355,1.2799,1.143
8/4/22,loris,beta,-10,E2,135,141,102,1.2926,1.215,1.0605
8/4/22,loris,beta,-9,E2,243,197,231,1.2516,1.0643,1.1191
8/4/22,loris,beta,-8,E2,4585,5311,4269,1.1264,1.2308,1.0009
8/4/22,loris,beta,-7,E2,17058,17636,16816,1.1515,1.1157,1.0639
8/4/22,loris,beta,-6,E2,20583,19581,20770,1.2828,1.1932,1.2216
8/4/22,loris,beta,-5,E2,18123,20438,19730,1.4101,1.3124,1.3989
8/4/22,human,alpha,Control,E2,3915,3771,3575,1.1056,1.0084,0.9969
8/4/22,human,alpha,Veh MeOH,E2,4444,4599,4560,1.1959,1.0693,1.0157
8/4/22,human,alpha,-13,E2,4332,4455,3685,1.1692,1.0695,0.9322
8/4/22,human,alpha,-12,E2,5850,6021,5547,1.1817,1.0803,0.9529
8/4/22,human,alpha,-11,E2,19101,18905,18435,1.1267,1.0571,0.9644
8/4/22,human,alpha,-10,E2,29442,30328,31950,0.9348,0.939,0.9432
8/4/22,human,alpha,-9,E2,32309,33644,25689,0.9197,0.8856,0.7087
8/4/22,human,alpha,-8,E2,29959,30735,27649,0.8995,0.8413,0.7892
8/4/22,human,beta,Control,E2,181,141,141,1.1298,1.2058,1.1209
8/4/22,human,beta,Veh MeOH,E2,161,169,144,1.3167,1.2859,1.1886
8/4/22,human,beta,-11,E2,329,322,296,1.2402,1.2736,1.2283
8/4/22,human,beta,-10,E2,3390,3399,2980,1.3081,1.2562,1.2022
8/4/22,human,beta,-9,E2,7566,9120,8126,1.2624,1.2524,1.1122
8/4/22,human,beta,-8,E2,8994,9917,8835,1.2769,1.2215,1.1881
8/4/22,human,beta,-7,E2,9089,10431,10113,1.2566,1.2942,1.263
8/4/22,human,beta,-6,E2,9245,8681,8148,1.2972,1.2102,1.1953
8/4/22,gorilla,beta,0.2 mg/ml,LS Cin,592,706,665,1.0594,1.0642,1.0436
8/4/22,gorilla,beta,0.5 mg/ml,LS Cin,1385,1841,1537,1.0185,1.0245,1.0557
8/4/22,gorilla,beta,1 mg/ml,LS Cin,2082,2367,2173,0.991,1.1351,1.028
8/4/22,gorilla,beta,2 mg/ml,LS Cin,2890,3069,3035,1.029,1.1082,1.132
8/4/22,gorilla,beta,0.2 mg/ml,Browse Biscuit,1006,1239,1133,0.9155,1.1014,1.0121
8/4/22,gorilla,beta,0.5 mg/ml,Browse Biscuit,1971,2281,2199,1.0221,1.1087,1.1342
8/4/22,gorilla,beta,1 mg/ml,Browse Biscuit,3086,3262,3546,1.0495,1.1164,1.2351
8/4/22,gorilla,beta,2 mg/ml,Browse Biscuit,4348,3538,3993,1.1331,1.0955,1.0936
8/4/22,loris,beta,0.2 mg/ml,LS Cin,98,92,87,1.1339,1.1526,1.1237
8/4/22,loris,beta,0.5 mg/ml,LS Cin,126,118,106,1.1524,1.0484,1.1767
8/4/22,loris,beta,1 mg/ml,LS Cin,131,105,145,1.1211,1.1135,1.0833
8/4/22,loris,beta,2 mg/ml,LS Cin,196,179,156,1.2128,1.1886,1.1358
8/4/22,loris,beta,0.2 mg/ml,Browse Biscuit,103,95,116,1.0796,1.0779,1.1205
8/4/22,loris,beta,0.5 mg/ml,Browse Biscuit,206,137,111,1.2609,1.24,1.1284
8/4/22,loris,beta,1 mg/ml,Browse Biscuit,252,193,184,1.2595,1.2405,1.2099
8/4/22,loris,beta,2 mg/ml,Browse Biscuit,494,415,412,1.2931,1.326,1.2519
8/4/22,human,alpha,0.2 mg/ml,LS Cin,6584,6331,6163,0.9841,0.8045,0.8862
8/4/22,human,alpha,0.5 mg/ml,LS Cin,12058,10362,9437,1.006,0.8922,0.8751
8/4/22,human,alpha,1 mg/ml,LS Cin,13534,11918,13182,0.8407,0.7145,0.8066
8/4/22,human,alpha,2 mg/ml,LS Cin,19828,17306,16552,0.8387,0.8153,0.7521
8/4/22,human,alpha,0.2 mg/ml,Browse Biscuit,6944,7193,5584,0.8957,0.9049,0.758
8/4/22,human,alpha,0.5 mg/ml,Browse Biscuit,11091,12472,10873,0.9141,1.0287,0.942
8/4/22,human,alpha,1 mg/ml,Browse Biscuit,16982,15955,15140,0.9665,0.9466,0.9047
8/4/22,human,alpha,2 mg/ml,Browse Biscuit,24200,21370,22070,0.9789,0.8934,0.9031
8/4/22,human,beta,0.2 mg/ml,LS Cin,3727,4068,3526,1.1636,1.2372,1.1456
8/4/22,human,beta,0.5 mg/ml,LS Cin,6606,6001,6291,1.1468,1.1849,1.1632
8/4/22,human,beta,1 mg/ml,LS Cin,7241,7594,7897,1.2028,1.2559,1.1768
8/4/22,human,beta,2 mg/ml,LS Cin,9131,8155,8366,1.2023,1.2425,1.2274
8/4/22,human,beta,0.2 mg/ml,Browse Biscuit,6106,5991,5182,1.2158,1.2746,1.2286
8/4/22,human,beta,0.5 mg/ml,Browse Biscuit,7373,7955,7278,1.2708,1.3056,1.294
8/4/22,human,beta,1 mg/ml,Browse Biscuit,9185,9035,7765,1.3482,1.3216,1.2316
8/4/22,human,beta,2 mg/ml,Browse Biscuit,8625,8508,7829,1.2023,1.2415,1.1792
8/4/22,gorilla,beta,0.2 mg/ml,LS Ban,712,726,725,1.1331,0.9745,1.0831
8/4/22,gorilla,beta,0.5 mg/ml,LS Ban,1346,1417,1958,0.9968,0.9778,1.1085
8/4/22,gorilla,beta,1 mg/ml,LS Ban,2165,2339,2200,1.038,1.0313,1.1002
8/4/22,gorilla,beta,2 mg/ml,LS Ban,3444,3327,3548,1.108,1.0544,1.1148
8/4/22,gorilla,beta,0.2 mg/ml,High Fiber,1259,1038,1323,1.0841,1.0195,1.1052
8/4/22,gorilla,beta,0.5 mg/ml,High Fiber,1875,1828,1939,1.1136,1.0201,1.1195
8/4/22,gorilla,beta,1 mg/ml,High Fiber,2642,2282,2965,1.113,1.0269,1.0982
8/4/22,gorilla,beta,2 mg/ml,High Fiber,3718,3152,3154,1.1091,1.0511,1.0296
8/4/22,loris,beta,0.2 mg/ml,LS Ban,110,86,96,1.0848,0.893,0.9482
8/4/22,loris,beta,0.5 mg/ml,LS Ban,112,92,109,1.1017,1.0856,1.1409
8/4/22,loris,beta,1 mg/ml,LS Ban,148,105,105,1.1607,0.955,1.0909
8/4/22,loris,beta,2 mg/ml,LS Ban,192,203,183,1.2398,1.1567,1.1667
8/4/22,loris,beta,0.2 mg/ml,High Fiber,108,112,95,1.1545,1.2095,1.1222
8/4/22,loris,beta,0.5 mg/ml,High Fiber,119,119,113,1.1948,1.1623,1.0507
8/4/22,loris,beta,1 mg/ml,High Fiber,148,152,158,1.2149,1.2635,1.131
8/4/22,loris,beta,2 mg/ml,High Fiber,368,283,217,1.2985,1.1245,1.1793
8/4/22,human,alpha,0.2 mg/ml,LS Ban,6762,5503,5646,0.9768,0.8602,0.9188
8/4/22,human,alpha,0.5 mg/ml,LS Ban,9721,10604,9808,0.9665,0.981,0.9255
8/4/22,human,alpha,1 mg/ml,LS Ban,13473,12889,11560,0.8678,0.8455,0.7997
8/4/22,human,alpha,2 mg/ml,LS Ban,17193,17400,16450,0.823,0.8121,0.8045
8/4/22,human,alpha,0.2 mg/ml,High Fiber,8855,9142,8671,0.9034,0.8777,0.8736
8/4/22,human,alpha,0.5 mg/ml,High Fiber,11118,11675,11418,0.8437,0.917,0.902
8/4/22,human,alpha,1 mg/ml,High Fiber,15900,16970,16007,0.8949,0.9969,0.98
8/4/22,human,alpha,2 mg/ml,High Fiber,21511,19029,20184,0.8865,0.8622,0.8712
8/4/22,human,beta,0.2 mg/ml,LS Ban,3704,4055,3880,1.0987,1.1242,1.187
8/4/22,human,beta,0.5 mg/ml,LS Ban,6222,5814,5594,1.1203,1.0944,1.1357
8/4/22,human,beta,1 mg/ml,LS Ban,6819,6914,7191,1.1022,1.1178,1.2041
8/4/22,human,beta,2 mg/ml,LS Ban,7609,6808,6989,1.0253,1.0138,1.1567
8/4/22,human,beta,0.2 mg/ml,High Fiber,4165,4586,3734,1.059,1.0905,1.1334
8/4/22,human,beta,0.5 mg/ml,High Fiber,5438,6379,5803,0.9786,1.1558,1.1101
8/4/22,human,beta,1 mg/ml,High Fiber,7268,6205,6587,1.1892,1.0157,1.1352
8/4/22,human,beta,2 mg/ml,High Fiber,7461,7395,6963,1.0939,1.092,1.0874
8/4/22,gorilla,beta,0.2 mg/ml,Insect,735,722,803,1.0815,1.0816,1.0599
8/4/22,gorilla,beta,0.5 mg/ml,Insect,1582,1469,1523,1.1432,1.1092,1.0629
8/4/22,gorilla,beta,1 mg/ml,Insect,2251,2423,2082,1.0843,1.1709,0.982
8/4/22,gorilla,beta,2 mg/ml,Insect,3652,3039,2887,1.1824,1.1441,1.0761
8/4/22,gorilla,beta,0.2 mg/ml,Leafeater,1180,1005,1179,1.1835,1.0933,1.0923
8/4/22,gorilla,beta,0.5 mg/ml,Leafeater,2060,1760,1722,1.1002,1.0562,1.0899
8/4/22,gorilla,beta,1 mg/ml,Leafeater,2780,2180,2448,1.1838,1.0182,1.0416
8/4/22,gorilla,beta,2 mg/ml,Leafeater,3192,3218,3133,1.0875,1.1558,1.0374
8/4/22,loris,beta,0.2 mg/ml,Insect,112,85,76,1.1623,1.0578,1.1742
8/4/22,loris,beta,0.5 mg/ml,Insect,118,114,114,1.2489,1.1753,1.2164
8/4/22,loris,beta,1 mg/ml,Insect,131,121,137,1.1747,1.1585,1.2469
8/4/22,loris,beta,2 mg/ml,Insect,217,161,188,1.2603,1.2837,1.2015
8/4/22,loris,beta,0.2 mg/ml,Leafeater,111,109,123,1.3217,1.2193,1.3245
8/4/22,loris,beta,0.5 mg/ml,Leafeater,99,100,112,1.3244,1.2622,1.2792
8/4/22,loris,beta,1 mg/ml,Leafeater,140,140,136,1.3001,1.2303,1.1948
8/4/22,loris,beta,2 mg/ml,Leafeater,209,196,212,1.2732,1.2161,1.2413
8/4/22,human,alpha,0.2 mg/ml,Insect,5656,5784,5503,0.9353,0.9773,0.9154
8/4/22,human,alpha,0.5 mg/ml,Insect,9452,9168,8898,1.0047,0.9596,0.9558
8/4/22,human,alpha,1 mg/ml,Insect,12278,11738,12019,0.8497,0.8709,0.9114
8/4/22,human,alpha,2 mg/ml,Insect,16538,16358,16808,0.8738,0.8874,0.9408
8/4/22,human,alpha,0.2 mg/ml,Leafeater,7233,7256,6399,0.9967,1.0073,1.038
8/4/22,human,alpha,0.5 mg/ml,Leafeater,10666,9321,9873,0.9566,0.909,0.9958
8/4/22,human,alpha,1 mg/ml,Leafeater,13392,12650,13227,0.8644,0.8647,0.8897
8/4/22,human,alpha,2 mg/ml,Leafeater,17733,18554,18434,0.7984,0.8511,0.9266
8/4/22,human,beta,0.2 mg/ml,Insect,3849,3864,3313,1.1283,1.2842,1.1359
8/4/22,human,beta,0.5 mg/ml,Insect,5771,5876,4889,1.188,1.2416,1.2098
8/4/22,human,beta,1 mg/ml,Insect,7144,7667,6760,1.1514,1.2514,1.2125
8/4/22,human,beta,2 mg/ml,Insect,8726,8931,7727,1.252,1.2805,1.2031
8/4/22,human,beta,0.2 mg/ml,Leafeater,4124,4491,3781,1.1507,1.2243,1.1683
8/4/22,human,beta,0.5 mg/ml,Leafeater,6214,6092,5765,1.2438,1.2259,1.2271
8/4/22,human,beta,1 mg/ml,Leafeater,7143,7905,6670,1.1704,1.2276,1.1385
8/4/22,human,beta,2 mg/ml,Leafeater,8170,8582,7988,1.2303,1.2982,1.2578
7/29/22,gorilla,alpha,Control,E2,6163,5212,5669,1.7513,1.4236,1.4352
7/29/22,gorilla,alpha,Veh DMSO,E2,7439,6819,5983,1.7394,1.4368,1.4012
7/29/22,gorilla,alpha,-13,E2,6245,5669,5413,1.6826,1.3876,1.3253
7/29/22,gorilla,alpha,-12,E2,8050,7450,7923,1.51,1.3533,1.4024
7/29/22,gorilla,alpha,-11,E2,19801,19536,19896,1.5785,1.3616,1.46
7/29/22,gorilla,alpha,-10,E2,29333,31267,29746,1.3959,1.3182,1.2765
7/29/22,gorilla,alpha,-9,E2,33854,32988,30518,1.4183,1.2659,1.2818
7/29/22,gorilla,alpha,-8,E2,33985,31419,31522,1.3918,1.2477,1.2577
7/29/22,gorilla,alpha,0.2 mg/ml,LS Cin,8858,7735,8213,1.3278,1.2642,1.278
7/29/22,gorilla,alpha,0.5 mg/ml,LS Cin,12096,11865,12039,1.2289,1.2787,1.3201
7/29/22,gorilla,alpha,1 mg/ml,LS Cin,16729,16736,15797,1.2942,1.3407,1.2707
7/29/22,gorilla,alpha,2 mg/ml,LS Cin,22788,21509,21588,1.4396,1.3609,1.3755
7/29/22,gorilla,alpha,0.2 mg/ml,Browse Biscuit,8407,8064,8042,1.3636,1.3483,1.4062
7/29/22,gorilla,alpha,0.5 mg/ml,Browse Biscuit,12043,10842,10710,1.4349,1.3048,1.3172
7/29/22,gorilla,alpha,1 mg/ml,Browse Biscuit,14131,15141,15797,1.2153,1.3258,1.3228
7/29/22,gorilla,alpha,2 mg/ml,Browse Biscuit,22557,21012,23005,1.3484,1.2652,1.366
7/29/22,gorilla,alpha,0.2 mg/ml,LS Ban,7026,7458,7527,1.2922,1.2267,1.333
7/29/22,gorilla,alpha,0.5 mg/ml,LS Ban,10420,10200,9731,1.2305,1.264,1.2548
7/29/22,gorilla,alpha,1 mg/ml,LS Ban,14895,14378,13608,1.286,1.2331,1.2828
7/29/22,gorilla,alpha,2 mg/ml,LS Ban,21138,19582,19222,1.3945,1.4241,1.3094
7/29/22,gorilla,alpha,0.2 mg/ml,High Fiber,8340,7757,7666,1.4011,1.3398,1.3403
7/29/22,gorilla,alpha,0.5 mg/ml,High Fiber,11765,12353,10603,1.3559,1.3164,1.2244
7/29/22,gorilla,alpha,1 mg/ml,High Fiber,16451,15655,14654,1.2256,1.2308,1.2207
7/29/22,gorilla,alpha,2 mg/ml,High Fiber,21010,21024,21877,1.2892,1.1921,1.2353
7/29/22,gorilla,alpha,0.2 mg/ml,Insect,7753,7619,7023,1.3545,1.4109,1.3614
7/29/22,gorilla,alpha,0.5 mg/ml,Insect,10260,9527,9563,1.3572,1.3545,1.4096
7/29/22,gorilla,alpha,1 mg/ml,Insect,14186,13541,13782,1.3346,1.3625,1.4276
7/29/22,gorilla,alpha,2 mg/ml,Insect,20362,17716,18260,1.5029,1.3544,1.469
7/29/22,gorilla,alpha,0.2 mg/ml,Leafeater,8472,8001,7642,1.522,1.4921,1.4966
7/29/22,gorilla,alpha,0.5 mg/ml,Leafeater,10746,11232,9922,1.35,1.3721,1.3672
7/29/22,gorilla,alpha,1 mg/ml,Leafeater,15974,15226,14644,1.3877,1.3248,1.3157
7/29/22,gorilla,alpha,2 mg/ml,Leafeater,18990,18120,19812,1.2859,1.3083,1.3555
7/29/22,gorilla,beta,Control,E2,82,74,60,2.3361,2.025,2.0369
7/29/22,gorilla,beta,Veh MeOH,E2,83,80,64,2.252,2.0371,2.1092
7/29/22,gorilla,beta,-11,E2,83,93,101,2.2963,1.9126,1.8972
7/29/22,gorilla,beta,-10,E2,1183,688,853,2.2595,1.8978,1.8653
7/29/22,gorilla,beta,-9,E2,3976,3497,3580,2.3383,1.9036,2.0184
7/29/22,gorilla,beta,-8,E2,5879,4122,4930,2.4572,1.8357,2.1338
7/29/22,gorilla,beta,-7,E2,5278,5238,5459,2.3793,2.0387,2.1729
7/29/22,gorilla,beta,-6,E2,6019,5492,5931,2.5332,2.3135,2.4101
7/29/22,gorilla,beta,0.2 mg/ml,LS Cin,894,886,1090,2.0202,2.0396,2.2015
7/29/22,gorilla,beta,0.5 mg/ml,LS Cin,1849,1809,1865,1.991,1.9624,2.0046
7/29/22,gorilla,beta,1 mg/ml,LS Cin,2946,3081,2364,2.1012,2.0941,1.9356
7/29/22,gorilla,beta,2 mg/ml,LS Cin,3798,4060,3201,2.2414,2.1445,2.1645
7/29/22,gorilla,beta,0.2 mg/ml,Browse Biscuit,1767,1495,1320,2.5149,2.3388,2.4217
7/29/22,gorilla,beta,0.5 mg/ml,Browse Biscuit,2561,2479,2415,2.1996,2.2424,2.2905
7/29/22,gorilla,beta,1 mg/ml,Browse Biscuit,3989,3568,4239,2.2007,2.0547,2.0267
7/29/22,gorilla,beta,2 mg/ml,Browse Biscuit,3133,2902,2661,2.0745,2.06,2.2709
7/29/22,gorilla,beta,0.2 mg/ml,LS Ban,1086,1014,1026,2.0582,1.9936,1.995
7/29/22,gorilla,beta,0.5 mg/ml,LS Ban,1898,2017,2289,2.2032,2.0321,2.1583
7/29/22,gorilla,beta,1 mg/ml,LS Ban,2744,2857,3171,2.086,2.1144,2.1323
7/29/22,gorilla,beta,2 mg/ml,LS Ban,4041,3730,3901,2.2963,2.2757,2.2133
7/29/22,gorilla,beta,0.2 mg/ml,High Fiber,1409,1568,1361,2.3009,2.213,2.2289
7/29/22,gorilla,beta,0.5 mg/ml,High Fiber,2239,2032,2130,2.2562,2.1652,2.0733
7/29/22,gorilla,beta,1 mg/ml,High Fiber,3490,3679,3442,2.096,2.2721,2.1311
7/29/22,gorilla,beta,2 mg/ml,High Fiber,2882,3334,2944,2.0984,2.1844,2.082
7/29/22,gorilla,beta,0.2 mg/ml,Insect,958,931,1344,2.1106,2.3228,2.3454
7/29/22,gorilla,beta,0.5 mg/ml,Insect,1945,1971,2385,2.1525,2.2513,2.4889
7/29/22,gorilla,beta,1 mg/ml,Insect,2844,2968,3366,2.1805,2.2991,2.557
7/29/22,gorilla,beta,2 mg/ml,Insect,3707,4374,4556,2.2136,2.494,2.5233
7/29/22,gorilla,beta,0.2 mg/ml,Leafeater,1382,1229,1689,2.367,2.4497,2.617
7/29/22,gorilla,beta,0.5 mg/ml,Leafeater,2076,2533,2649,2.1304,2.3088,2.4943
7/29/22,gorilla,beta,1 mg/ml,Leafeater,3798,3501,4061,2.1526,2.3641,2.5296
7/29/22,gorilla,beta,2 mg/ml,Leafeater,2682,3455,3518,2.0751,2.3058,2.5358
7/29/22,loris,alpha,Control,E2,3562,3909,3852,1.769,1.5883,1.4546
7/29/22,loris,alpha,Veh DMSO,E2,3930,3782,4284,1.8121,1.6101,1.5918
7/29/22,loris,alpha,-13,E2,3903,3325,3595,1.755,1.4459,1.5437
7/29/22,loris,alpha,-12,E2,4711,4501,5250,1.6865,1.4287,1.4804
7/29/22,loris,alpha,-11,E2,13590,14944,14936,1.5956,1.5043,1.3008
7/29/22,loris,alpha,-10,E2,24831,26361,29372,1.498,1.3628,1.2861
7/29/22,loris,alpha,-9,E2,27770,30662,30761,1.4108,1.4032,1.285
7/29/22,loris,alpha,-8,E2,29948,29777,29748,1.4324,1.3255,1.3333
7/29/22,loris,alpha,0.2 mg/ml,LS Cin,6001,5872,5853,1.4644,1.3848,1.4818
7/29/22,loris,alpha,0.5 mg/ml,LS Cin,8502,8678,8734,1.4399,1.4732,1.3623
7/29/22,loris,alpha,1 mg/ml,LS Cin,13241,14150,13292,1.471,1.4696,1.459
7/29/22,loris,alpha,2 mg/ml,LS Cin,17777,17873,18733,1.5248,1.5386,1.3666
7/29/22,loris,alpha,0.2 mg/ml,Browse Biscuit,6414,6482,6389,1.5336,1.5019,1.4423
7/29/22,loris,alpha,0.5 mg/ml,Browse Biscuit,10539,9667,9976,1.5045,1.3915,1.4147
7/29/22,loris,alpha,1 mg/ml,Browse Biscuit,12268,13186,13034,1.3309,1.3005,1.2221
7/29/22,loris,alpha,2 mg/ml,Browse Biscuit,21330,19942,20178,1.2674,1.2965,1.3286
7/29/22,loris,alpha,0.2 mg/ml,LS Ban,5751,4968,5494,1.4382,1.3085,1.3659
7/29/22,loris,alpha,0.5 mg/ml,LS Ban,7856,7287,8672,1.5188,1.2268,1.3283
7/29/22,loris,alpha,1 mg/ml,LS Ban,12586,12068,13906,1.5717,1.3958,1.4912
7/29/22,loris,alpha,2 mg/ml,LS Ban,20183,19998,19982,1.6117,1.4738,1.4143
7/29/22,loris,alpha,0.2 mg/ml,High Fiber,6558,7343,7341,1.478,1.4211,1.311
7/29/22,loris,alpha,0.5 mg/ml,High Fiber,11368,10813,11503,1.474,1.3044,1.3743
7/29/22,loris,alpha,1 mg/ml,High Fiber,15280,14457,15536,1.3566,1.3253,1.4153
7/29/22,loris,alpha,2 mg/ml,High Fiber,20242,19456,20294,1.2656,1.2121,1.2314
7/29/22,loris,alpha,0.2 mg/ml,Insect,6485,6328,6200,1.4874,1.4554,1.5156
7/29/22,loris,alpha,0.5 mg/ml,Insect,9623,9219,8640,1.5056,1.4543,1.5468
7/29/22,loris,alpha,1 mg/ml,Insect,14257,12337,12597,1.5844,1.4678,1.5628
7/29/22,loris,alpha,2 mg/ml,Insect,19935,18987,20023,1.579,1.4837,1.6486
7/29/22,loris,alpha,0.2 mg/ml,Leafeater,7142,7042,6506,1.4868,1.4329,1.56
7/29/22,loris,alpha,0.5 mg/ml,Leafeater,10304,10154,9966,1.3964,1.3006,1.362
7/29/22,loris,alpha,1 mg/ml,Leafeater,15758,14179,15380,1.4481,1.2946,1.3723
7/29/22,loris,alpha,2 mg/ml,Leafeater,20130,18242,18589,1.3622,1.1794,1.3682
7/29/22,loris,beta,Control,E2,188,126,133,1.9527,1.6593,1.4622
7/29/22,loris,beta,Veh MeOH,E2,116,126,112,1.9091,1.3234,1.3275
7/29/22,loris,beta,-10,E2,666,368,361,1.9353,1.271,1.2135
7/29/22,loris,beta,-9,E2,1021,779,663,1.8874,1.477,1.2833
7/29/22,loris,beta,-8,E2,5325,4350,4387,1.7878,1.3891,1.3744
7/29/22,loris,beta,-7,E2,19030,13781,13058,1.6998,1.2611,1.2197
7/29/22,loris,beta,-6,E2,21631,15369,16000,1.7962,1.3319,1.3531
7/29/22,loris,beta,-5,E2,21848,15958,15048,2.0814,1.5128,1.4869
7/29/22,loris,beta,0.2 mg/ml,LS Cin,129,102,111,1.4001,1.2098,1.1375
7/29/22,loris,beta,0.5 mg/ml,LS Cin,164,178,150,1.1695,1.4398,1.2887
7/29/22,loris,beta,1 mg/ml,LS Cin,274,238,255,1.4016,1.5126,1.4454
7/29/22,loris,beta,2 mg/ml,LS Cin,471,433,447,1.5695,1.5701,1.6449
7/29/22,loris,beta,0.2 mg/ml,Browse Biscuit,161,151,141,1.6499,1.5552,1.382
7/29/22,loris,beta,0.5 mg/ml,Browse Biscuit,222,188,148,1.5906,1.563,1.4061
7/29/22,loris,beta,1 mg/ml,Browse Biscuit,250,193,271,1.294,1.324,1.2306
7/29/22,loris,beta,2 mg/ml,Browse Biscuit,559,653,521,1.5545,1.3765,1.3611
7/29/22,loris,beta,0.2 mg/ml,LS Ban,80,98,84,1.1645,1.2345,1.1962
7/29/22,loris,beta,0.5 mg/ml,LS Ban,137,124,163,1.1739,1.1662,1.2954
7/29/22,loris,beta,1 mg/ml,LS Ban,286,193,185,1.373,1.3436,1.2942
7/29/22,loris,beta,2 mg/ml,LS Ban,351,354,475,1.5187,1.3474,1.3706
7/29/22,loris,beta,0.2 mg/ml,High Fiber,140,115,181,1.3536,1.3843,1.4244
7/29/22,loris,beta,0.5 mg/ml,High Fiber,280,202,143,1.3294,1.2617,1.357
7/29/22,loris,beta,1 mg/ml,High Fiber,251,167,283,1.2243,1.2777,1.3149
7/29/22,loris,beta,2 mg/ml,High Fiber,416,428,437,1.2195,1.1911,1.2777
7/29/22,loris,beta,0.2 mg/ml,Insect,92,108,110,1.28,1.3331,1.3533
7/29/22,loris,beta,0.5 mg/ml,Insect,135,231,148,1.3489,1.3063,1.4234
7/29/22,loris,beta,1 mg/ml,Insect,196,209,187,1.3896,1.3927,1.3736
7/29/22,loris,beta,2 mg/ml,Insect,392,466,360,1.5084,1.6952,1.5935
7/29/22,loris,beta,0.2 mg/ml,Leafeater,138,177,106,1.5349,1.5038,1.4256
7/29/22,loris,beta,0.5 mg/ml,Leafeater,119,135,172,1.1653,1.4552,1.303
7/29/22,loris,beta,1 mg/ml,Leafeater,143,240,186,1.273,1.4813,1.3569
7/29/22,loris,beta,2 mg/ml,Leafeater,295,301,311,1.2228,1.4781,1.2956
7/29/22,human,alpha,Control,E2,3827,3755,4618,2.2758,2.0054,1.927
7/29/22,human,alpha,Veh DMSO,E2,4138,4171,4248,2.1817,2.0396,1.9454
7/29/22,human,alpha,-13,E2,4057,3943,4200,2.1419,1.9847,1.9686
7/29/22,human,alpha,-12,E2,5727,5199,4899,2.1595,1.83,1.9048
7/29/22,human,alpha,-11,E2,20626,20681,16982,2.1376,1.9413,1.7943
7/29/22,human,alpha,-10,E2,32999,32392,24831,1.8695,1.7131,1.455
7/29/22,human,alpha,-9,E2,34396,32871,28271,1.7368,1.6134,1.501
7/29/22,human,alpha,-8,E2,28170,31757,28407,1.5984,1.6415,1.5837
7/29/22,human,alpha,0.2 mg/ml,LS Cin,7333,7217,6561,1.8494,1.852,1.6897
7/29/22,human,alpha,0.5 mg/ml,LS Cin,12321,11376,10764,1.7855,1.7681,1.7246
7/29/22,human,alpha,1 mg/ml,LS Cin,17172,16916,15281,1.7616,1.7931,1.7424
7/29/22,human,alpha,2 mg/ml,LS Cin,21338,21174,20932,1.7611,1.7598,1.778
7/29/22,human,alpha,0.2 mg/ml,Browse Biscuit,7735,6750,7582,1.9677,1.8892,1.818
7/29/22,human,alpha,0.5 mg/ml,Browse Biscuit,11118,10448,10414,1.7942,1.6527,1.6744
7/29/22,human,alpha,1 mg/ml,Browse Biscuit,14514,14641,13807,1.5641,1.5944,1.6116
7/29/22,human,alpha,2 mg/ml,Browse Biscuit,21410,19348,18794,1.6484,1.6204,1.4694
7/29/22,human,alpha,0.2 mg/ml,LS Ban,6231,5952,5768,1.6966,1.6742,1.5344
7/29/22,human,alpha,0.5 mg/ml,LS Ban,9337,9262,9498,1.7035,1.5763,1.7751
7/29/22,human,alpha,1 mg/ml,LS Ban,13845,14551,14307,1.7444,1.7675,1.7762
7/29/22,human,alpha,2 mg/ml,LS Ban,19362,20061,18777,1.7083,1.753,1.6755
7/29/22,human,alpha,0.2 mg/ml,High Fiber,7938,7896,7139,1.9493,1.8043,1.7579
7/29/22,human,alpha,0.5 mg/ml,High Fiber,12462,10610,10173,1.833,1.5706,1.603
7/29/22,human,alpha,1 mg/ml,High Fiber,16982,14125,13294,1.7211,1.4255,1.4551
7/29/22,human,alpha,2 mg/ml,High Fiber,17215,18115,18596,1.4123,1.3779,1.4741
7/29/22,human,alpha,0.2 mg/ml,Insect,6532,6186,6337,1.8677,1.7403,1.8076
7/29/22,human,alpha,0.5 mg/ml,Insect,9487,8608,9869,1.7767,1.6647,1.8996
7/29/22,human,alpha,1 mg/ml,Insect,15327,12380,12614,1.9561,1.7308,1.7818
7/29/22,human,alpha,2 mg/ml,Insect,19643,19960,18506,1.846,1.8465,1.8588
7/29/22,human,alpha,0.2 mg/ml,Leafeater,7309,6877,7483,1.9286,1.8231,2.1225
7/29/22,human,alpha,0.5 mg/ml,Leafeater,10173,9209,10074,1.8019,1.6173,1.9289
