date,receptor,species,dose_type,dose,treatment,assay,value_1,value_2,value_3
7/22/22,esr1,gorilla,extract_mg_ml,0.5,LS Cin,b_gal,0.9929,0.9495,0.9554
7/22/22,esr1,gorilla,extract_mg_ml,1,LS Cin,b_gal,1.0028,0.919,0.9841
7/22/22,esr1,gorilla,extract_mg_ml,2,LS Cin,b_gal,1.0757,0.9043,0.9257
7/22/22,esr1,gorilla,extract_mg_ml,0.2,LE Primate,b_gal,0.9613,0.9238,0.9617
7/22/22,esr1,gorilla,extract_mg_ml,0.5,LE Primate,b_gal,0.9972,0.9278,0.9363
7/22/22,esr1,gorilla,extract_mg_ml,1,LE Primate,b_gal,1.044,1.0459,1.0618
7/22/22,esr1,gorilla,extract_mg_ml,2,LE Primate,b_gal,1.1181,1.1584,1.1432
7/22/22,esr1,gorilla,extract_mg_ml,0.2,LS Ban,luciferase,6621,6531,6455
7/22/22,esr1,gorilla,extract_mg_ml,0.5,LS Ban,luciferase,7738,7171,7235
7/22/22,esr1,gorilla,extract_mg_ml,1,LS Ban,luciferase,8922,7602,7834
7/22/22,esr1,gorilla,extract_mg_ml,2,LS Ban,luciferase,9719,9284,9166
7/22/22,esr1,gorilla,extract_mg_ml,0.2,Browse Biscuit,luciferase,6561,6044,6255
7/22/22,esr1,gorilla,extract_mg_ml,0.5,Browse Biscuit,luciferase,7569,7957,7654
7/22/22,esr1,gorilla,extract_mg_ml,1,Browse Biscuit,luciferase,9877,9975,8701
7/22/22,esr1,gorilla,extract_mg_ml,2,Browse Biscuit,luciferase,10657,11496,11124
7/22/22,esr1,gorilla,extract_mg_ml,0.2,LS Ban,b_gal,1.027,1.0666,1.1156
7/22/22,esr1,gorilla,extract_mg_ml,0.5,LS Ban,b_gal,1.0373,0.9484,1.0495
7/22/22,esr1,gorilla,extract_mg_ml,1,LS Ban,b_gal,0.9772,0.9017,0.947
7/22/22,esr1,gorilla,extract_mg_ml,2,LS Ban,b_gal,0.9492,0.9338,0.9929
7/22/22,esr1,gorilla,extract_mg_ml,0.2,Browse Biscuit,b_gal,0.9485,0.8942,0.9145
7/22/22,esr1,gorilla,extract_mg_ml,0.5,Browse Biscuit,b_gal,0.9096,0.9584,0.9514
7/22/22,esr1,gorilla,extract_mg_ml,1,Browse Biscuit,b_gal,0.9857,1.0301,0.937
7/22/22,esr1,gorilla,extract_mg_ml,2,Browse Biscuit,b_gal,0.9774,1.0719,1.0257
7/22/22,esr1,gorilla,extract_mg_ml,0.2,Insect,luciferase,6806,6564,5571
7/22/22,esr1,gorilla,extract_mg_ml,0.5,Insect,luciferase,7391,6753,7357
7/22/22,esr1,gorilla,extract_mg_ml,1,Insect,luciferase,8209,8508,8149
7/22/22,esr1,gorilla,extract_mg_ml,2,Insect,luciferase,9112,8952,10204
7/22/22,esr1,gorilla,extract_mg_ml,0.2,High Fiber,luciferase,6610,6357,6584
7/22/22,esr1,gorilla,extract_mg_ml,0.5,High Fiber,luciferase,7430,7547,7749
7/22/22,esr1,gorilla,extract_mg_ml,1,High Fiber,luciferase,8888,8921,9384
7/22/22,esr1,gorilla,extract_mg_ml,2,High Fiber,luciferase,11269,10355,11872
7/22/22,esr1,gorilla,extract_mg_ml,0.2,Insect,b_gal,1.2331,1.1283,1.082
7/22/22,esr1,gorilla,extract_mg_ml,0.5,Insect,b_gal,1.1226,1.0532,1.1181
7/22/22,esr1,gorilla,extract_mg_ml,1,Insect,b_gal,0.9445,1.0621,1.0936
7/22/22,esr1,gorilla,extract_mg_ml,2,Insect,b_gal,0.9982,1.0205,1.1215
7/22/22,esr1,gorilla,extract_mg_ml,0.2,High Fiber,b_gal,1.007,1.0636,1.1288
7/22/22,esr1,gorilla,extract_mg_ml,0.5,High Fiber,b_gal,0.9838,1.0606,1.1848
7/22/22,esr1,gorilla,extract_mg_ml,1,High Fiber,b_gal,1.0401,1.0266,1.1225
7/22/22,esr1,gorilla,extract_mg_ml,2,High Fiber,b_gal,1.1142,1.0734,1.2172
7/22/22,esr2,gorilla,vehicle,,Veh DMSO,luciferase,40,31,31
7/22/22,esr2,gorilla,molar_M,1.00E-12,E2,luciferase,56,40,30
7/22/22,esr2,gorilla,molar_M,1.00E-11,E2,luciferase,51,43,37
7/22/22,esr2,gorilla,molar_M,1.00E-10,E2,luciferase,438,285,333
7/22/22,esr2,gorilla,molar_M,1.00E-09,E2,luciferase,1304,1161,968
7/22/22,esr2,gorilla,molar_M,1.00E-08,E2,luciferase,1707,1427,1426
7/22/22,esr2,gorilla,molar_M,1.00E-07,E2,luciferase,1523,1751,1459
7/22/22,esr2,gorilla,molar_M,1.00E-06,E2,luciferase,1963,1507,1609
7/22/22,esr2,gorilla,vehicle,,Veh DMSO,b_gal,1.1417,1.0316,1.0451
7/22/22,esr2,gorilla,molar_M,1.00E-12,E2,b_gal,1.0431,0.935,0.8604
7/22/22,esr2,gorilla,molar_M,1.00E-11,E2,b_gal,1.0452,0.8243,0.8232
7/22/22,esr2,gorilla,molar_M,1.00E-10,E2,b_gal,1.0346,0.9385,0.8491
7/22/22,esr2,gorilla,molar_M,1.00E-09,E2,b_gal,1.0357,0.9149,0.7788
7/22/22,esr2,gorilla,molar_M,1.00E-08,E2,b_gal,1.0156,0.8897,0.8337
7/22/22,esr2,gorilla,molar_M,1.00E-07,E2,b_gal,0.9815,0.9771,0.9179
7/22/22,esr2,gorilla,molar_M,1.00E-06,E2,b_gal,1.1451,0.9995,1.0148
7/22/22,esr2,gorilla,control,,Control,luciferase,26,25,34
7/22/22,esr2,gorilla,vehicle,,Veh DMSO,luciferase,22,27,33
7/22/22,esr2,gorilla,molar_M,1.00E-10,gen,luciferase,20,21,21
7/22/22,esr2,gorilla,molar_M,1.00E-09,gen,luciferase,22,23,35
7/22/22,esr2,gorilla,molar_M,1.00E-08,gen,luciferase,159,87,93
7/22/22,esr2,gorilla,molar_M,1.00E-07,gen,luciferase,595,641,521
7/22/22,esr2,gorilla,molar_M,1.00E-06,gen,luciferase,1057,1119,1015
7/22/22,esr2,gorilla,molar_M,1.00E-05,gen,luciferase,1988,1792,2040
7/22/22,esr2,gorilla,control,,Control,b_gal,1.0046,0.9795,0.9856
7/22/22,esr2,gorilla,vehicle,,Veh DMSO,b_gal,0.9492,0.9827,0.9128
7/22/22,esr2,gorilla,molar_M,1.00E-10,gen,b_gal,0.7999,0.792,0.778
7/22/22,esr2,gorilla,molar_M,1.00E-09,gen,b_gal,0.8044,0.8038,0.8146
7/22/22,esr2,gorilla,molar_M,1.00E-08,gen,b_gal,0.7967,0.8021,0.7607
7/22/22,esr2,gorilla,molar_M,1.00E-07,gen,b_gal,0.8665,0.8694,0.818
7/22/22,esr2,gorilla,molar_M,1.00E-06,gen,b_gal,0.8839,0.8725,0.8364
7/22/22,esr2,gorilla,molar_M,1.00E-05,gen,b_gal,1.4424,1.422,1.4259
7/22/22,esr2,gorilla,control,,Control,luciferase,33,33,27
7/22/22,esr2,gorilla,vehicle,,Veh DMSO,luciferase,28,23,28
7/22/22,esr2,gorilla,molar_M,1.00E-10,daid,luciferase,20,18,20
7/22/22,esr2,gorilla,molar_M,1.00E-09,daid,luciferase,28,46,22
7/22/22,esr2,gorilla,molar_M,1.00E-08,daid,luciferase,13,27,17
7/22/22,esr2,gorilla,molar_M,1.00E-07,daid,luciferase,51,69,60
7/22/22,esr2,gorilla,molar_M,1.00E-06,daid,luciferase,746,665,710
7/22/22,esr2,gorilla,molar_M,1.00E-05,daid,luciferase,1997,1623,1829
7/22/22,esr2,gorilla,control,,Control,b_gal,1.0113,0.9102,0.9677
7/22/22,esr2,gorilla,vehicle,,Veh DMSO,b_gal,0.9558,0.9136,0.9382
7/22/22,esr2,gorilla,molar_M,1.00E-10,daid,b_gal,0.8404,0.8248,0.7724
7/22/22,esr2,gorilla,molar_M,1.00E-09,daid,b_gal,0.8058,0.7825,0.8243
7/22/22,esr2,gorilla,molar_M,1.00E-08,daid,b_gal,0.7544,0.7144,0.7686
7/22/22,esr2,gorilla,molar_M,1.00E-07,daid,b_gal,0.8088,0.8573,0.7634
7/22/22,esr2,gorilla,molar_M,1.00E-06,daid,b_gal,0.8577,0.873,0.8428
7/22/22,esr2,gorilla,molar_M,1.00E-05,daid,b_gal,1.0917,1.0701,1.1123
7/22/22,esr2,gorilla,control,,Control,luciferase,24,36,24
7/22/22,esr2,gorilla,vehicle,,Veh DMSO,luciferase,24,17,22
7/22/22,esr2,gorilla,molar_M,1.00E-10,equol,luciferase,21,21,21
7/22/22,esr2,gorilla,molar_M,1.00E-09,equol,luciferase,24,21,34
7/22/22,esr2,gorilla,molar_M,1.00E-08,equol,luciferase,21,25,25
7/22/22,esr2,gorilla,molar_M,1.00E-07,equol,luciferase,85,72,85
7/22/22,esr2,gorilla,molar_M,1.00E-06,equol,luciferase,770,609,577
7/22/22,esr2,gorilla,molar_M,1.00E-05,equol,luciferase,1516,1590,1842
7/22/22,esr2,gorilla,control,,Control,b_gal,0.9324,0.9084,0.9211
7/22/22,esr2,gorilla,vehicle,,Veh DMSO,b_gal,0.9026,0.8739,0.9675
7/22/22,esr2,gorilla,molar_M,1.00E-10,equol,b_gal,0.7565,0.8071,0.9212
7/22/22,esr2,gorilla,molar_M,1.00E-09,equol,b_gal,0.7886,0.8367,0.9014
7/22/22,esr2,gorilla,molar_M,1.00E-08,equol,b_gal,0.7667,0.7881,0.8969
7/22/22,esr2,gorilla,molar_M,1.00E-07,equol,b_gal,0.8263,0.9,0.9521
7/22/22,esr2,gorilla,molar_M,1.00E-06,equol,b_gal,0.8805,0.8582,0.9727
7/22/22,esr2,gorilla,molar_M,1.00E-05,equol,b_gal,1.0605,1.08,1.2331
7/22/22,esr1,loris,control,,Control,luciferase,6002,5137,5230
7/22/22,esr1,loris,vehicle,,Veh DMSO,luciferase,6090,5433,5125
7/22/22,esr1,loris,molar_M,1.00E-13,E2,luciferase,5265,5159,4945
7/22/22,esr1,loris,molar_M,1.00E-12,E2,luciferase,6835,5862,5747
7/22/22,esr1,loris,molar_M,1.00E-11,E2,luciferase,12562,10886,9772
7/22/22,esr1,loris,molar_M,1.00E-10,E2,luciferase,20673,16228,15448
7/22/22,esr1,loris,molar_M,1.00E-09,E2,luciferase,20739,18593,18838
7/22/22,esr1,loris,molar_M,1.00E-08,E2,luciferase,20709,19651,21851
7/22/22,esr1,loris,control,,Control,b_gal,1.2923,1.1004,1.0793
7/22/22,esr1,loris,vehicle,,Veh DMSO,b_gal,1.2656,1.0338,0.9695
7/22/22,esr1,loris,molar_M,1.00E-13,E2,b_gal,1.1882,0.9661,0.9282
7/22/22,esr1,loris,molar_M,1.00E-12,E2,b_gal,1.1604,0.906,0.9157
7/22/22,esr1,loris,molar_M,1.00E-11,E2,b_gal,1.1614,0.9391,0.8887
7/22/22,esr1,loris,molar_M,1.00E-10,E2,b_gal,1.1618,0.9344,0.8486
7/22/22,esr1,loris,molar_M,1.00E-09,E2,b_gal,1.047,0.9559,0.9279
7/22/22,esr1,loris,molar_M,1.00E-08,E2,b_gal,1.0805,1.0213,1.0232
7/22/22,esr1,loris,extract_mg_ml,0.2,LS Cin,luciferase,6077,7350,7077
7/22/22,esr1,loris,extract_mg_ml,0.5,LS Cin,luciferase,7943,8660,8083
7/22/22,esr1,loris,extract_mg_ml,1,LS Cin,luciferase,9561,10580,10215
7/22/22,esr1,loris,extract_mg_ml,2,LS Cin,luciferase,11111,12284,12041
7/22/22,esr1,loris,extract_mg_ml,0.2,LE Primate,luciferase,6307,6327,6575
7/22/22,esr1,loris,extract_mg_ml,0.5,LE Primate,luciferase,9504,9099,9452
7/22/22,esr1,loris,extract_mg_ml,1,LE Primate,luciferase,12928,12697,12426
7/22/22,esr1,loris,extract_mg_ml,2,LE Primate,luciferase,16920,18437,18731
7/22/22,esr1,loris,extract_mg_ml,0.2,LS Cin,b_gal,1.0128,1.0173,0.9636
7/22/22,esr1,loris,extract_mg_ml,0.5,LS Cin,b_gal,0.9465,1.0753,0.9257
7/22/22,esr1,loris,extract_mg_ml,1,LS Cin,b_gal,0.8934,0.9896,0.9242
7/22/22,esr1,loris,extract_mg_ml,2,LS Cin,b_gal,0.8595,0.8716,0.8384
7/22/22,esr1,loris,extract_mg_ml,0.2,LE Primate,b_gal,0.9562,0.8869,0.858
7/22/22,esr1,loris,extract_mg_ml,0.5,LE Primate,b_gal,0.9361,0.9188,0.8998
7/22/22,esr1,loris,extract_mg_ml,1,LE Primate,b_gal,0.9935,0.9658,0.913
7/22/22,esr1,loris,extract_mg_ml,2,LE Primate,b_gal,1.01,1.0305,0.9874
7/22/22,esr1,loris,extract_mg_ml,0.2,LS Ban,luciferase,6045,6169,5728
7/22/22,esr1,loris,extract_mg_ml,0.5,LS Ban,luciferase,8242,7458,8189
7/22/22,esr1,loris,extract_mg_ml,1,LS Ban,luciferase,9326,8619,8550
7/22/22,esr1,loris,extract_mg_ml,2,LS Ban,luciferase,11803,10703,10989
7/22/22,esr1,loris,extract_mg_ml,0.2,Browse Biscuit,luciferase,6532,6706,6536
7/22/22,esr1,loris,extract_mg_ml,0.5,Browse Biscuit,luciferase,9811,8171,8491
7/22/22,esr1,loris,extract_mg_ml,1,Browse Biscuit,luciferase,11803,10889,10932
7/22/22,esr1,loris,extract_mg_ml,2,Browse Biscuit,luciferase,17496,15846,15453
7/22/22,esr1,loris,extract_mg_ml,0.2,LS Ban,b_gal,0.9334,0.9191,0.9135
7/22/22,esr1,loris,extract_mg_ml,0.5,LS Ban,b_gal,0.9424,0.8798,0.9724
7/22/22,esr1,loris,extract_mg_ml,1,LS Ban,b_gal,0.9421,0.8691,0.8908
7/22/22,esr1,loris,extract_mg_ml,2,LS Ban,b_gal,0.8608,0.8222,0.895
7/22/22,esr1,loris,extract_mg_ml,0.2,Browse Biscuit,b_gal,0.9076,0.9012,0.9498
7/22/22,esr1,loris,extract_mg_ml,0.5,Browse Biscuit,b_gal,0.9294,0.8316,0.9259
7/22/22,esr1,loris,extract_mg_ml,1,Browse Biscuit,b_gal,0.9156,0.9068,0.8767
7/22/22,esr1,loris,extract_mg_ml,2,Browse Biscuit,b_gal,1.0244,1.0037,1.0137
7/22/22,esr1,loris,extract_mg_ml,0.2,Insect,luciferase,6340,5241,6676
7/22/22,esr1,loris,extract_mg_ml,0.5,Insect,luciferase,7751,7342,8390
7/22/22,esr1,loris,extract_mg_ml,1,Insect,luciferase,9024,8614,11223
7/22/22,esr1,loris,extract_mg_ml,2,Insect,luciferase,10840,10478,12404
7/22/22,esr1,loris,extract_mg_ml,0.2,High Fiber,luciferase,6555,6553,7620
7/22/22,esr1,loris,extract_mg_ml,0.5,High Fiber,luciferase,8473,8112,8488
7/22/22,esr1,loris,extract_mg_ml,1,High Fiber,luciferase,9950,10035,11089
7/22/22,esr1,loris,extract_mg_ml,2,High Fiber,luciferase,11805,11557,15260
7/22/22,esr1,loris,extract_mg_ml,0.2,Insect,b_gal,1.0059,0.947,1.1534
7/22/22,esr1,loris,extract_mg_ml,0.5,Insect,b_gal,0.9985,1.0286,1.0414
7/22/22,esr1,loris,extract_mg_ml,1,Insect,b_gal,0.9406,0.9426,1.124
7/22/22,esr1,loris,extract_mg_ml,2,Insect,b_gal,0.9189,0.9356,1.0918
7/22/22,esr1,loris,extract_mg_ml,0.2,High Fiber,b_gal,0.9819,0.9331,1.0751
7/22/22,esr1,loris,extract_mg_ml,0.5,High Fiber,b_gal,0.9528,0.9908,1.0568
7/22/22,esr1,loris,extract_mg_ml,1,High Fiber,b_gal,0.8819,0.9336,1.0146
7/22/22,esr1,loris,extract_mg_ml,2,High Fiber,b_gal,0.8839,0.8911,1.0696
7/22/22,esr2,loris,vehicle,,Veh DMSO,luciferase,45,41,41
7/22/22,esr2,loris,molar_M,1.00E-11,E2,luciferase,37,35,33
7/22/22,esr2,loris,molar_M,1.00E-10,E2,luciferase,48,41,42
7/22/22,esr2,loris,molar_M,1.00E-09,E2,luciferase,116,94,80
7/22/22,esr2,loris,molar_M,1.00E-08,E2,luciferase,2047,1755,1644
7/22/22,esr2,loris,molar_M,1.00E-07,E2,luciferase,6114,4805,4576
7/22/22,esr2,loris,molar_M,1.00E-06,E2,luciferase,6403,5461,5832
7/22/22,esr2,loris,molar_M,1.00E-05,E2,luciferase,6464,5498,5993
7/22/22,esr2,loris,vehicle,,Veh DMSO,b_gal,1.3779,1.2473,1.2026
7/22/22,esr2,loris,molar_M,1.00E-11,E2,b_gal,1.2311,0.9721,1.0133
7/22/22,esr2,loris,molar_M,1.00E-10,E2,b_gal,1.2009,1.0684,0.9446
7/22/22,esr2,loris,molar_M,1.00E-09,E2,b_gal,1.2087,0.9992,0.8837
7/22/22,esr2,loris,molar_M,1.00E-08,E2,b_gal,1.1287,1.0305,0.9119
7/22/22,esr2,loris,molar_M,1.00E-07,E2,b_gal,1.1155,0.8825,0.9144
7/22/22,esr2,loris,molar_M,1.00E-06,E2,b_gal,1.1101,0.9575,0.9924
7/22/22,esr2,loris,molar_M,1.00E-05,E2,b_gal,1.3447,1.1542,1.2028
7/22/22,esr2,loris,control,,Control,luciferase,31,55,53
7/22/22,esr2,loris,vehicle,,Veh DMSO,luciferase,35,34,37
7/22/22,esr2,loris,molar_M,1.00E-10,gen,luciferase,28,33,27
7/22/22,esr2,loris,molar_M,1.00E-09,gen,luciferase,31,27,27
7/22/22,esr2,loris,molar_M,1.00E-08,gen,luciferase,43,35,33
7/22/22,esr2,loris,molar_M,1.00E-07,gen,luciferase,51,34,47
7/22/22,esr2,loris,molar_M,1.00E-06,gen,luciferase,180,176,142
7/22/22,esr2,loris,molar_M,1.00E-05,gen,luciferase,7926,7265,7514
7/22/22,esr2,loris,control,,Control,b_gal,1.2489,1.2019,1.2147
7/22/22,esr2,loris,vehicle,,Veh DMSO,b_gal,1.0646,1.084,1.1333
7/22/22,esr2,loris,molar_M,1.00E-10,gen,b_gal,0.9898,0.9608,0.9628
7/22/22,esr2,loris,molar_M,1.00E-09,gen,b_gal,0.9512,0.9435,0.925
7/22/22,esr2,loris,molar_M,1.00E-08,gen,b_gal,0.9299,0.9332,0.9699
7/22/22,esr2,loris,molar_M,1.00E-07,gen,b_gal,0.9974,0.9788,1.0535
7/22/22,esr2,loris,molar_M,1.00E-06,gen,b_gal,1.0739,1.0156,1.1062
7/22/22,esr2,loris,molar_M,1.00E-05,gen,b_gal,1.5471,1.4449,1.6005
7/22/22,esr2,loris,control,,Control,luciferase,39,33,34
7/22/22,esr2,loris,vehicle,,Veh DMSO,luciferase,26,41,34
7/22/22,esr2,loris,molar_M,1.00E-10,daid,luciferase,24,25,25
7/22/22,esr2,loris,molar_M,1.00E-09,daid,luciferase,27,27,37
7/22/22,esr2,loris,molar_M,1.00E-08,daid,luciferase,30,39,37
7/22/22,esr2,loris,molar_M,1.00E-07,daid,luciferase,35,42,35
7/22/22,esr2,loris,molar_M,1.00E-06,daid,luciferase,41,61,74
7/22/22,esr2,loris,molar_M,1.00E-05,daid,luciferase,2913,3137,2990
7/22/22,esr2,loris,control,,Control,b_gal,1.1137,1.1165,1.1055
7/22/22,esr2,loris,vehicle,,Veh DMSO,b_gal,1.0056,1.101,1.0741
7/22/22,esr2,loris,molar_M,1.00E-10,daid,b_gal,0.8764,0.9104,0.9379
7/22/22,esr2,loris,molar_M,1.00E-09,daid,b_gal,0.921,0.9727,0.9908
7/22/22,esr2,loris,molar_M,1.00E-08,daid,b_gal,0.9015,0.9852,0.9463
7/22/22,esr2,loris,molar_M,1.00E-07,daid,b_gal,1,0.9945,0.9804
7/22/22,esr2,loris,molar_M,1.00E-06,daid,b_gal,0.9824,1.0226,1.0481
7/22/22,esr2,loris,molar_M,1.00E-05,daid,b_gal,1.1959,1.2362,1.1666
7/22/22,esr2,loris,control,,Control,luciferase,25,33,40
7/22/22,esr2,loris,vehicle,,Veh DMSO,luciferase,32,40,44
7/22/22,esr2,loris,molar_M,1.00E-10,equol,luciferase,36,38,34
7/22/22,esr2,loris,molar_M,1.00E-09,equol,luciferase,28,27,28
7/22/22,esr2,loris,molar_M,1.00E-08,equol,luciferase,31,36,41
7/22/22,esr2,loris,molar_M,1.00E-07,equol,luciferase,35,40,42
7/22/22,esr2,loris,molar_M,1.00E-06,equol,luciferase,94,83,96
7/22/22,esr2,loris,molar_M,1.00E-05,equol,luciferase,4224,4000,4319
7/22/22,esr2,loris,control,,Control,b_gal,1.0661,1.0683,1.1107
7/22/22,esr2,loris,vehicle,,Veh DMSO,b_gal,1.0156,1.0935,1.0918
7/22/22,esr2,loris,molar_M,1.00E-10,equol,b_gal,0.9332,0.9851,0.992
7/22/22,esr2,loris,molar_M,1.00E-09,equol,b_gal,0.9121,0.939,0.9759
7/22/22,esr2,loris,molar_M,1.00E-08,equol,b_gal,0.9499,0.9753,0.9919
7/22/22,esr2,loris,molar_M,1.00E-07,equol,b_gal,0.9889,0.9904,1.0143
7/22/22,esr2,loris,molar_M,1.00E-06,equol,b_gal,0.9384,0.9976,1.0706
7/22/22,esr2,loris,molar_M,1.00E-05,equol,b_gal,1.1502,1.1661,1.2457
7/22/22,esr2,human,vehicle,,Veh DMSO,luciferase,86,89,56
7/22/22,esr2,human,molar_M,1.00E-12,E2,luciferase,77,72,45
7/22/22,esr2,human,molar_M,1.00E-11,E2,luciferase,151,160,105
7/22/22,esr2,human,molar_M,1.00E-10,E2,luciferase,1170,1157,978
7/22/22,esr2,human,molar_M,1.00E-09,E2,luciferase,2222,2321,1936
7/22/22,esr2,human,molar_M,1.00E-08,E2,luciferase,2590,2435,2222
7/22/22,esr2,human,molar_M,1.00E-07,E2,luciferase,2547,2627,2263
7/22/22,esr2,human,molar_M,1.00E-06,E2,luciferase,2520,2478,2379
7/22/22,esr2,human,vehicle,,Veh DMSO,b_gal,1.2388,1.1879,1.2218
7/22/22,esr2,human,molar_M,1.00E-12,E2,b_gal,1.197,1.1738,1.0312
7/22/22,esr2,human,molar_M,1.00E-11,E2,b_gal,1.1861,1.1414,1.0301
7/22/22,esr2,human,molar_M,1.00E-10,E2,b_gal,1.1661,1.1111,1.058
7/22/22,esr2,human,molar_M,1.00E-09,E2,b_gal,1.1729,1.1301,1.0341
7/22/22,esr2,human,molar_M,1.00E-08,E2,b_gal,1.1839,1.108,1.0497
7/22/22,esr2,human,molar_M,1.00E-07,E2,b_gal,1.1751,1.0984,1.047
7/22/22,esr2,human,molar_M,1.00E-06,E2,b_gal,1.087,1.1546,1.1377
7/22/22,esr2,human,control,,Control,luciferase,101,63,61
7/22/22,esr2,human,vehicle,,Veh DMSO,luciferase,62,53,50
7/22/22,esr2,human,molar_M,1.00E-10,gen,luciferase,56,69,53
7/22/22,esr2,human,molar_M,1.00E-09,gen,luciferase,77,78,82
7/22/22,esr2,human,molar_M,1.00E-08,gen,luciferase,447,496,475
7/22/22,esr2,human,molar_M,1.00E-07,gen,luciferase,1695,1551,1539
7/22/22,esr2,human,molar_M,1.00E-06,gen,luciferase,2208,2376,1929
7/22/22,esr2,human,molar_M,1.00E-05,gen,luciferase,2856,2816,2633
7/22/22,esr2,human,control,,Control,b_gal,1.2237,1.2096,1.1633
7/22/22,esr2,human,vehicle,,Veh DMSO,b_gal,1.1801,1.209,1.2011
7/22/22,esr2,human,molar_M,1.00E-10,gen,b_gal,1.0847,1.0411,1.0435
7/22/22,esr2,human,molar_M,1.00E-09,gen,b_gal,1.0226,0.9978,0.9795
7/22/22,esr2,human,molar_M,1.00E-08,gen,b_gal,0.9589,0.9756,0.957
7/22/22,esr2,human,molar_M,1.00E-07,gen,b_gal,0.9884,0.9619,1.0141
7/22/22,esr2,human,molar_M,1.00E-06,gen,b_gal,1.0717,1.0449,0.967
7/22/22,esr2,human,molar_M,1.00E-05,gen,b_gal,1.593,1.6361,1.5831
7/22/22,esr2,human,control,,Control,luciferase,55,59,73
7/22/22,esr2,human,vehicle,,Veh DMSO,luciferase,83,56,60
7/22/22,esr2,human,molar_M,1.00E-10,daid,luciferase,48,51,40
7/22/22,esr2,human,molar_M,1.00E-09,daid,luciferase,44,51,51
7/22/22,esr2,human,molar_M,1.00E-08,daid,luciferase,61,71,64
7/22/22,esr2,human,molar_M,1.00E-07,daid,luciferase,298,215,254
7/22/22,esr2,human,molar_M,1.00E-06,daid,luciferase,1830,1670,1718
7/22/22,esr2,human,molar_M,1.00E-05,daid,luciferase,2742,2654,2644
7/22/22,esr2,human,control,,Control,b_gal,1.0758,1.0967,1.1258
7/22/22,esr2,human,vehicle,,Veh DMSO,b_gal,1.0816,1.1176,1.1178
7/22/22,esr2,human,molar_M,1.00E-10,daid,b_gal,0.9906,1.0436,1.0122
7/22/22,esr2,human,molar_M,1.00E-09,daid,b_gal,0.9734,0.948,0.9315
7/22/22,esr2,human,molar_M,1.00E-08,daid,b_gal,1.0012,0.9035,0.9192
7/22/22,esr2,human,molar_M,1.00E-07,daid,b_gal,1.0276,0.9511,0.9435
7/22/22,esr2,human,molar_M,1.00E-06,daid,b_gal,1.0064,0.9647,0.9817
7/22/22,esr2,human,molar_M,1.00E-05,daid,b_gal,1.1828,1.1868,1.1593
7/22/22,esr2,human,control,,Control,luciferase,69,78,65
7/22/22,esr2,human,vehicle,,Veh DMSO,luciferase,58,63,60
7/22/22,esr2,human,molar_M,1.00E-10,equol,luciferase,45,77,77
7/22/22,esr2,human,molar_M,1.00E-09,equol,luciferase,46,63,73
7/22/22,esr2,human,molar_M,1.00E-08,equol,luciferase,66,76,89
7/22/22,esr2,human,molar_M,1.00E-07,equol,luciferase,365,343,342
7/22/22,esr2,human,molar_M,1.00E-06,equol,luciferase,1813,2153,1939
7/22/22,esr2,human,molar_M,1.00E-05,equol,luciferase,2685,2404,2544
7/22/22,esr2,human,control,,Control,b_gal,1.1482,1.1442,1.1176
7/22/22,esr2,human,vehicle,,Veh DMSO,b_gal,1.2614,1.2338,1.2295
7/22/22,esr2,human,molar_M,1.00E-10,equol,b_gal,1.0969,1.0636,1.0785
7/22/22,esr2,human,molar_M,1.00E-09,equol,b_gal,1.0566,1.0546,1.0451
7/22/22,esr2,human,molar_M,1.00E-08,equol,b_gal,0.918,1.0597,1.0635
7/22/22,esr2,human,molar_M,1.00E-07,equol,b_gal,1.0253,1.058,1.095
7/22/22,esr2,human,molar_M,1.00E-06,equol,b_gal,1.01,1.0558,1.0874
7/22/22,esr2,human,molar_M,1.00E-05,equol,b_gal,1.2607,1.2253,1.2086
7/15/22,esr1,gorilla,control,,Control,luciferase,12030,13669,12268
7/15/22,esr1,gorilla,vehicle,,Veh DMSO,luciferase,12043,10038,10274
7/15/22,esr1,gorilla,molar_M,1.00E-13,E2,luciferase,11057,9183,10261
7/15/22,esr1,gorilla,molar_M,1.00E-12,E2,luciferase,14682,13131,11839
7/15/22,esr1,gorilla,molar_M,1.00E-11,E2,luciferase,20423,18154,17719
7/15/22,esr1,gorilla,molar_M,1.00E-10,E2,luciferase,24609,21317,21552
7/15/22,esr1,gorilla,molar_M,1.00E-09,E2,luciferase,22457,24866,22181
7/15/22,esr1,gorilla,molar_M,1.00E-08,E2,luciferase,19167,25975,24424
7/15/22,esr1,gorilla,control,,Control,b_gal,1.6643,1.5902,1.5985
7/15/22,esr1,gorilla,vehicle,,Veh DMSO,b_gal,1.9127,1.4227,1.4278
7/15/22,esr1,gorilla,molar_M,1.00E-13,E2,b_gal,1.6527,1.1555,1.3304
7/15/22,esr1,gorilla,molar_M,1.00E-12,E2,b_gal,1.7602,1.4382,1.4152
7/15/22,esr1,gorilla,molar_M,1.00E-11,E2,b_gal,1.6343,1.3807,1.3608
7/15/22,esr1,gorilla,molar_M,1.00E-10,E2,b_gal,1.6289,1.3372,1.3371
7/15/22,esr1,gorilla,molar_M,1.00E-09,E2,b_gal,1.6884,1.5184,1.467
