"Taxa"	"henry29"	"henry36"	"henry42"	"henry48"	"henry59"	"henry66"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae"	0.256179454207744	0.177958833619211	0.263398599399743	0.17345335047864	0.248285714285714	0.0727246749535648
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae"	0.157736819545649	0.290594625500286	0.125625267971988	0.196885269324189	0.192	0.122874696385198
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae"	0.0710101443063295	0.111921097770154	0.201514934972131	0.254750678668381	0.253142857142857	0.0657236748106872
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae"	0.121445920845835	0.0701829616923957	0.0851793625839646	0.0577225317902558	0.139571428571429	0.203600514359194
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae"	0.0897271038719817	0.135220125786164	0.100614549092468	0.1795970852979	0.0245714285714286	0.0998714102014573
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae"	0.0785826546649521	0.105202973127501	0.0643132771187652	0.0370052864694956	0.0762857142857143	0.186455207886841
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae"	0.0380054293470496	0.0227272727272727	0.0598828069172503	0.025289327046721	0.00757142857142857	0.0794399199885698
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae"	0.0325760822974711	0.0180102915951973	0.0498785193654423	0.00871553079011287	0.0334285714285714	0.0302900414344906
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae"	0.0337191027289613	0.00314465408805031	0.0170072888380735	0.0482926132304615	0.000714285714285714	0.0602943277611087
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae"	0.100728675525075	0.0154373927958834	0	0.0018574082011716	0.00328571428571429	0.00171453064723532
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae"	0.00471495927989713	0.0237278444825615	0.0135772473917393	0.00142877553936277	0.00785714285714286	0.0324332047435348
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae"	0.00457208172596085	0.0117209834190966	0.00200085751036158	0.0042863266180883	0.005	0.00457208172596085
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae"	0.00314330618659809	0.002715837621498	0.00600257253108475	0.00157165309329904	0.000857142857142857	0.00357193884840692
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae"	0	0	0	0	0	0.0177168166880983
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae"	0.0024289184169167	0.00457404230989137	0.00100042875518079	0.00042863266180883	0.000428571428571429	0.00871553079011287
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae"	0.00157165309329904	0.00485991995425958	0.000857510361583536	0.00200028575510787	0.00357142857142857	0.00085726532361766
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae"	0.000714387769681383	0.00028587764436821	0.000571673574389024	0.0042863266180883	0.00242857142857143	0.00371481640234319
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae"	0.00128589798542649	0.000142938822184105	0.00185793911676433	0.00114302043149021	0.000142857142857143	0.00157165309329904
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae"	0	0	0.00571673574389024	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__"	0.00042863266180883	0	0	0.00085726532361766	0.000428571428571429	0.00142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae"	0.00085726532361766	0.00128644939965695	0	0.000285755107872553	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae"	0.000285755107872553	0.000142938822184105	0	0	0.000142857142857143	0.00171453064723532
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae"	0.000142877553936277	0	0.000142918393597256	0.000142877553936277	0	0.00042863266180883
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae"	0.000142877553936277	0	0.000142918393597256	0	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae"	0	0	0.000285836787194512	0	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae"	0	0	0.000142918393597256	0	0	0.000142877553936277
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae"	0	0	0	0	0.000285714285714286	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__"	0	0.000142938822184105	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae"	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae"	0	0	0.000142918393597256	0	0	0
