"Taxa"	"C1"	"C2"	"C3"	"C4"	"C6"	"C7"	"C8"	"C10"	"C29"	"C30"	"C38"	"C39"	"C42"	"C43"	"C46"	"C48"	"C51"	"C52"	"C55"	"C59"	"C61"	"C65"	"C68"	"C74"	"C75"	"C77"	"C82"	"C86"	"C87"	"C88"	"C89"	"C90"	"C91"	"C92"	"C95"	"C99"	"C103"	"C105"	"C106"	"C107"	"C108"	"C111"	"C113"	"C114"	"C116"	"C117"	"C118"	"C119"	"C120"	"C121"	"C123"	"C125"	"C128"	"C129"	"C137"	"C141"	"C142"	"C143"	"C144"	"C151"	"C152"	"C154"	"C156"	"C157"	"C159"	"C174"	"C177"	"C178"	"C200"	"C201"	"C416"
"Acetate -- Production"	0.0517863153339424	0.051123903508772	0.0539298760968629	0.0524192236358312	0.0506904922179386	0.0504568201643635	0.0515657694080931	0.0545953360768176	0.0525846260593746	0.052874205489977	0.0549075103608612	0.0533781807546066	0.0619749515339878	0.0622002938160047	0.05554891412632	0.061181552962298	0.0597201659820256	0.0557648665917554	0.054680890576316	0.0545008879217629	0.0522020638025224	0.0558548850574713	0.0546773721406766	0.0581205039394055	0.0516779143940094	0.0572547182438764	0.0526516435106744	0.0516050788307799	0.0592752063150341	0.0572928024190618	0.0543894591696032	0.0546449686823158	0.0533266693928242	0.0571069228245416	0.0558804678737382	0.052675949882264	0.0549983250241393	0.0572211935621707	0.0656751776783364	0.0550932235335054	0.058605947062497	0.0546219341204202	0.058839190628328	0.0641561366195421	0.0548710366354526	0.058405682715075	0.0642036124794746	0.059853237732467	0.057953381147541	0.0536220113701643	0.0584228553635373	0.060752598521483	0.055215425988442	0.0543694939232204	0.0518007084164914	0.0518330052371579	0.0509973824352378	0.0450482811080356	0.0565182186234818	0.0559371422624623	0.0665566905653195	0.0529784007112599	0.0510032972209138	0.0565092989985694	0.0572310369112225	0.0511345477788431	0.0507191192149525	0.05188628834028	0.0542022595756407	0.0569049051584914	0.06409783503107
"Succinate -- Production"	0.0464490070683272	0.0451617324561404	0.0486950627047791	0.0469202485927179	0.0437753707443445	0.0452688122675727	0.0460687307160337	0.0500228623685414	0.0450512960301334	0.0445344695117693	0.0458506014353583	0.0472569255839218	0.0548666030710528	0.0571832469440364	0.0475194261805141	0.0548137342908438	0.0529015576453907	0.0495956992090247	0.046881125807317	0.0483479652835097	0.0426418021177581	0.046875	0.0466482666332121	0.0506223118791155	0.0413238421003975	0.0508633382411993	0.0474203659776347	0.0419399549538401	0.0526013634732688	0.051652201724163	0.0496246361268577	0.0489668091084704	0.0476774652793555	0.0526593999489629	0.0513940073706137	0.0468618273787029	0.047687548032396	0.0525210084033614	0.060761603930859	0.050221822715806	0.0542105010328098	0.0487289427160594	0.0546458998935038	0.0615538596271738	0.0490272008261166	0.0549723756906078	0.0601532567049809	0.0552038987228322	0.0538550204918033	0.0476596081849336	0.0546473610462401	0.0548607637151909	0.0511529438690851	0.0497395665873578	0.0464965747882842	0.044404412584036	0.0466197310226555	0.042470471401103	0.0510391363022942	0.0501266174072918	0.0638495865321575	0.0491083102348203	0.0455393311351861	0.0515879828326181	0.052694809229877	0.0410354745925216	0.040775473791858	0.0413594100673293	0.0453568476164233	0.0509832483612528	0.0603240359787759
"D-Glucose (Glucose) -- Consumption"	0.0480838582487859	0.0492735745614036	0.0459835046887358	0.0486122409136759	0.0499765416233197	0.0485514898305863	0.0480547575983261	0.0466697149824722	0.0474550230460426	0.0503178040092198	0.0506620843020317	0.0498474909121297	0.0513893590177556	0.0518890151620146	0.0517433751743376	0.0513913824057451	0.050065683841775	0.0499922885407716	0.0481191837071581	0.0467722168029814	0.0501281446010656	0.048693426724138	0.0505791828712416	0.0476534845659042	0.0496969056643643	0.0486213358318833	0.0491782446628262	0.047694478132812	0.0491926803013994	0.0474508264643029	0.0485215259690517	0.0482936252414681	0.0499946991382314	0.0474827749626335	0.0490306040698607	0.0493328294427164	0.0512739669340059	0.0504557755305513	0.0474686320961657	0.049844869081103	0.051136090695105	0.0489118286561948	0.0504193290734825	0.044789190541724	0.0484874087634068	0.0507498026835044	0.0435960591133005	0.0472215998207484	0.0493297472677596	0.0499574114058199	0.0502101821578702	0.0491912622978156	0.0501230188247411	0.0483570188412321	0.0500746174730748	0.0485087100248858	0.041429731925264	0.0356667441418218	0.0509311740890689	0.044402816803691	0.037539919209864	0.0494743998744835	0.0503815355628827	0.0493562231759657	0.0497120841791292	0.0502609992542879	0.0500663634979003	0.0499625948487763	0.0519426839349684	0.0399316001139998	0.041199670856624
"Cellobiose -- Consumption"	0.0478915228157908	0.0492393092105264	0.0459081836327346	0.0486122409136759	0.0499765416233197	0.0485285340434324	0.0480192928325709	0.0466697149824722	0.0472319968280716	0.0488510162743592	0.0505407864146366	0.0496594660092759	0.0510816383050744	0.0514178008149236	0.0511456465431361	0.048810592459605	0.0494818274704423	0.0497939938748982	0.0479747436188433	0.0465471098771917	0.0500944223376273	0.0483342313218391	0.0505791828712416	0.0475392989000114	0.0495912518654499	0.0485544103868291	0.0491570654015588	0.0475831002648319	0.0491209185504127	0.0472036867431346	0.0482763903784281	0.0481326464906632	0.0499341178608751	0.0471182239072582	0.0487301714468836	0.0490421233175383	0.0512542613356454	0.050313345677254	0.0470299201544266	0.0495839011801548	0.0510400153720517	0.0487492633760745	0.0502862087326944	0.044013511822845	0.0481823089018752	0.0505524861878454	0.0435139573070608	0.0471375756217791	0.0489882172131148	0.0495414297882456	0.0501712595360424	0.0491356789505864	0.050065800766722	0.0478747347437464	0.050020677131093	0.0485087100248858	0.0402112103980504	0.0331311936104127	0.0509311740890689	0.0443507822527492	0.0374764714590868	0.04928263863466	0.050098916627414	0.049241773962804	0.0496085173370894	0.0502183871311388	0.0499793294022934	0.0499625948487763	0.0516946817305043	0.0399316001139998	0.041199670856624
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0461124200605857	0.0487253289473685	0.045870523104734	0.0485471642859467	0.0497725557391429	0.0470823194527341	0.0476646451750187	0.0445054107605548	0.047132874064529	0.0482782705874136	0.0501768927524512	0.0486357748715163	0.0508354617349294	0.0515841117609557	0.0510659493923093	0.0486422800718133	0.0490647872052047	0.0495736664683721	0.0473763489672534	0.0466971811610515	0.0495042827274567	0.0478852370689655	0.050349182453059	0.0468922467932859	0.0494855980665355	0.0480190068263954	0.0484581497797357	0.0476202262208252	0.0480803731611052	0.0470292351752512	0.0475409836065574	0.0478984955804016	0.049388886364669	0.0448762349167001	0.0485098541900337	0.0486642053548068	0.050958677360238	0.0499928785073352	0.0471615337369483	0.0490039725113811	0.0500552433107557	0.048485094795879	0.0503194888178914	0.0433629425747529	0.047947616700697	0.0493685872138911	0.0430760810071155	0.0467734707595788	0.0487747609289618	0.048035972505596	0.0496652654522809	0.0487465955199822	0.0488356125193111	0.0473924506462608	0.0500026970170991	0.0484344240983546	0.0393537322863074	0.032116973397849	0.0508771929824562	0.044125299198668	0.0374764714590868	0.0494221013545317	0.0489684408855393	0.0490414878397711	0.0482414350221633	0.0500266325769682	0.0497835026871777	0.0498022870578177	0.0516946817305043	0.0398366002723329	0.0409443009959425
"D-Xylose (Xylose) -- Consumption"	0.0463047554935808	0.0487253289473685	0.045870523104734	0.0485471642859467	0.0497725557391429	0.0470823194527341	0.0476646451750187	0.0445054107605548	0.047058531991872	0.0483341482154083	0.0501971090670171	0.0486984498391343	0.0509585500200019	0.0512514898688915	0.0510659493923093	0.0485020197486535	0.0491064912317285	0.0495516337277194	0.0474176175639148	0.0465220979965484	0.0495211438591758	0.0479525862068966	0.0504119098398361	0.0469303086819168	0.0494855980665355	0.0480524695489225	0.0484793290410031	0.0475459743088385	0.0481521349120919	0.0469856222832803	0.0474950206833155	0.0478984955804016	0.0493434504066519	0.04473041449455	0.0485098541900337	0.0487223465798425	0.050958677360238	0.0499572710440109	0.0468105641835571	0.0490039725113811	0.0501993562953356	0.0484038121558188	0.0502196485623003	0.0433629425747529	0.0479710859208149	0.0495264404104184	0.0431308155446087	0.046829486892225	0.0487961065573771	0.0479765465602283	0.0496652654522809	0.0487465955199822	0.0488356125193111	0.0474567551925922	0.0500026970170991	0.0484344240983546	0.0384511237476306	0.031546474528282	0.0508771929824562	0.0440732646477261	0.0374130237083096	0.0492303401147081	0.0489495996231748	0.0490414878397711	0.0481378681801235	0.0500266325769682	0.0497835026871777	0.0498022870578177	0.0516946817305043	0.0398366002723329	0.0409726754249071
"Sucrose -- Consumption"	0.0463528393518296	0.048828125	0.0459081836327346	0.0485471642859467	0.0498133529159783	0.0471970983885038	0.0476646451750187	0.0445054107605548	0.046984189919215	0.048390025843403	0.0501768927524512	0.0486357748715163	0.0508662338061976	0.0514732377969343	0.0511257222554294	0.048810592459605	0.0492733073378235	0.0495736664683721	0.0471700059839466	0.0466721692804082	0.0495211438591758	0.0479750359195403	0.0504119098398361	0.0470444943478096	0.0494988047913998	0.0480524695489225	0.0486064046086073	0.0476202262208252	0.0480803731611052	0.0470292351752512	0.0476329094530413	0.0478984955804016	0.0494040316840081	0.0448397798111626	0.0484497676654383	0.0488095584173959	0.050958677360238	0.0500640934339838	0.0467228217952093	0.0490909618116971	0.0499591679877024	0.048525736115909	0.0503194888178914	0.0424121105967722	0.0480180243610505	0.0494475138121547	0.0431581828133553	0.0467734707595788	0.0487747609289618	0.0480557811540519	0.0497041880741087	0.0487465955199822	0.0487497854322825	0.0472959938267636	0.0500026970170991	0.0484344240983546	0.0387219063092337	0.029982885033913	0.0508771929824562	0.044125299198668	0.0373495759575323	0.0494221013545317	0.0490814884597268	0.0491273247496424	0.0480757280748995	0.0500266325769682	0.049848778258883	0.0498022870578177	0.0516120143290163	0.0377149371417714	0.0409443009959425
"Raffinose -- Consumption"	0.0461605039188345	0.0487253289473685	0.045870523104734	0.0485471642859467	0.0497725557391429	0.0470823194527341	0.047558250877753	0.0445054107605548	0.0469594092283293	0.0483062094014109	0.0501162438087537	0.0485730999038984	0.0507739175923932	0.0511128974138648	0.0510261008168959	0.0484459156193896	0.0488771190858478	0.0495075682464142	0.0471081030889545	0.0465220979965484	0.0495211438591758	0.0478852370689655	0.0504119098398361	0.0468922467932859	0.0494591846168069	0.0480190068263954	0.0484793290410031	0.0475459743088385	0.0480803731611052	0.0469129341299955	0.0474030948368317	0.0477960545571621	0.0493131597679738	0.0445481389668623	0.0483696522993111	0.0487223465798425	0.050958677360238	0.0499572710440109	0.0463279810476441	0.0489749760779424	0.050007205649229	0.0484038121558188	0.0502196485623003	0.0421618916551983	0.047947616700697	0.0494080505130229	0.0430760810071155	0.0466894465606095	0.0485826502732241	0.0479765465602283	0.0495874202086253	0.0487465955199822	0.0487211764032729	0.0471352324609351	0.0500026970170991	0.0484344240983546	0.0374582543550862	0.0323071396877047	0.0508771929824562	0.0440559197974122	0.037264978956496	0.0492303401147081	0.0489495996231748	0.0490414878397711	0.0479514478644517	0.0500266325769682	0.0497835026871777	0.0498022870578177	0.0516946817305043	0.0396149339751101	0.0409443009959425
"Lactose -- Consumption"	0.0456315814780978	0.0486910635964913	0.0456068994087297	0.0484170110304884	0.0497725557391429	0.0470134520912722	0.0469908146256695	0.0444749276024996	0.0470833126827576	0.0497171195082769	0.0501162438087537	0.0486984498391343	0.0509585500200019	0.0515009562879397	0.051643753735804	0.0510267055655296	0.0493984194173948	0.0497278956529403	0.0472112745806079	0.0466221455191216	0.0495717272543333	0.0483342313218391	0.0503700915819847	0.0469683705705477	0.0495648384157213	0.0480524695489225	0.0486064046086073	0.0475212236715096	0.0480803731611052	0.0469856222832803	0.0475869465297993	0.0478106889890535	0.0492980144486347	0.0447121869417812	0.0485298830315655	0.0488386290299137	0.0508995605651565	0.0499572710440109	0.0461963674651224	0.0491199582451358	0.0498630926646491	0.0482818881957286	0.0503194888178914	0.0428875265857626	0.0474312938581051	0.0492501973164957	0.0428024083196497	0.0463253416984091	0.0488387978142077	0.0482934849355229	0.0492760392340029	0.0484686787838364	0.0487211764032729	0.0460420551733008	0.0499667367891113	0.0477844222412065	0.0389926888708367	0.0301519217360069	0.0508232118758435	0.0427203663232387	0.0369688894528689	0.0494221013545317	0.0493264248704663	0.0490701001430616	0.0480135879696756	0.0498774901459465	0.0497835026871777	0.0495885433365395	0.0518600165334804	0.0377149371417714	0.0402065658428624
"Maltose -- Consumption"	0.0464490070683272	0.0487253289473685	0.0456068994087297	0.048449549344353	0.0498133529159783	0.0471741426013498	0.047558250877753	0.0445054107605548	0.0469594092283293	0.0483062094014109	0.0502577580107147	0.0487820164626249	0.0508354617349294	0.0511683343958755	0.051085873680016	0.0484739676840216	0.0489188231123716	0.0495516337277194	0.0471700059839466	0.0464470623546185	0.0496054495177716	0.0480199353448276	0.0504328189687618	0.0471586800137023	0.0494855980665355	0.0481193949939767	0.0486275838698746	0.0474098458035295	0.0480444922856118	0.0467966330847399	0.0473877738624177	0.047752151261488	0.0493131597679738	0.0444023185447122	0.048269508091652	0.0487514171923603	0.050879854966796	0.0499572710440109	0.0461963674651224	0.048916983211065	0.0499351491569391	0.0482615675357136	0.0501863684771033	0.0421118478668835	0.0471731324368091	0.0492896606156275	0.04272030651341	0.0464093658973785	0.0485399590163935	0.0479765465602283	0.0495874202086253	0.0487465955199822	0.0486639583452538	0.0458491415343065	0.0499667367891113	0.0478215652044721	0.0387219063092337	0.0294969045153929	0.0508771929824562	0.0427377111735526	0.0370111879533871	0.0492303401147081	0.0490438059349977	0.0490128755364807	0.0479514478644517	0.0500266325769682	0.049848778258883	0.0498022870578177	0.0516120143290163	0.0377149371417714	0.0403200635587209
