"Taxa"	"buddy11"	"buddy16"	"buddy44"	"buddy46"	"buddy48"	"buddy50"	"buddy56"	"buddy57"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium"	0.0191455922274611	0.00372546210058748	0.0298614087726818	0.0221460208601229	0.0142877553936277	0.0254394740603116	0.0202944118908103	0.0284285714285714
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia"	0.0161451635947993	0.000716435019343746	0.0200028575510787	0.0408629804257751	0.00471495927989713	0.00557381735029298	0.00886094040302987	0.0225714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.00228604086298043	0.0239289296460811	0.0151450207172453	0.0342906129447064	0.00471495927989713	0.0110047163069887	0.00671716449907103	0.0135714285714286
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.0157165309329904	0.0130391173520562	0.00514359194170596	0.0158594084869267	0.0154307758251179	0.00900385879662713	0.00943261397741889	0.0145714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.00900128589798543	0.0159048574294312	0.00742963280468638	0.00357193884840692	0.00957279611373053	0.00471630698870945	0.00257253108475061	0.00957142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia"	0.00571510215745106	0.00114629603094999	0.00728675525075011	0.00557222460351479	0.00500071438776968	0.00700300128626554	0.0242961269115335	0.00285714285714286
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0.00371481640234319	0.000286574007737498	0.0101443063294756	0.0091441634519217	0.000285755107872553	0.0238673717307417	0.00214377590395884	0.00671428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia"	0.00657236748106872	0.00157615704255624	0.00571510215745106	0.00328618374053436	0.00285755107872553	0.00643132771187652	0.00314420465913963	0.00942857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.000571510215745106	0.00114629603094999	0.00457208172596085	0.00471495927989713	0.00614373481925989	0.00200085751036158	0.00814634843504359	0.0117142857142857
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.0024289184169167	0.0192004585184124	0.0024289184169167	0.00300042863266181	0.00257179597085298	0.00185793911676433	0.00171502072316707	0.003
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio"	0.000142877553936277	0.000143287003868749	0.00228604086298043	0.00700100014287755	0.00971567366766681	0.00271544947834786	0.00943261397741889	0.00371428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter"	0.0107158165452207	0.00960022925920619	0.000714387769681383	0.000142877553936277	0.000285755107872553	0.000142918393597256	0.000142918393597256	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0.00400057151021575	0.000286574007737498	0.00514359194170596	0.0024289184169167	0.0018574082011716	0.00171502072316707	0.00200085751036158	0.00357142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora"	0.00542934704957851	0.00200601805416249	0.00328618374053436	0.00142877553936277	0.00142877553936277	0.00114334714877805	0.00100042875518079	0.00171428571428571
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella"	0.00628661237319617	0	0.00157165309329904	0.000571510215745106	0.00142877553936277	0.00214377590395884	0.00157210232956982	0.00371428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"	0.0024289184169167	0.000143287003868749	0.00142877553936277	0.00100014287755394	0.00085726532361766	0.000571673574389024	0.00114334714877805	0.000571428571428571
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0	0.0075942112050437	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor"	0.000571510215745106	0	0.00100014287755394	0.00142877553936277	0.000571510215745106	0.00171502072316707	0.000857510361583536	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus"	0.00300042863266181	0.00186273105029374	0.00114302043149021	0.000142877553936277	0.000142877553936277	0.000428755180791768	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0.000571510215745106	0.00157615704255624	0.000142877553936277	0	0.000285755107872553	0.00271544947834786	0.000428755180791768	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0.000285755107872553	0.00229259206189999	0.00114302043149021	0.00128589798542649	0.000142877553936277	0	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio"	0.000142877553936277	0.000429861011606247	0.000714387769681383	0.00114302043149021	0.000714387769681383	0.00114334714877805	0.00071459196798628	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena"	0.00085726532361766	0.000143287003868749	0.000285755107872553	0.00042863266180883	0.000285755107872553	0.00114334714877805	0.00171502072316707	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0.000142877553936277	0.000286574007737498	0.00100014287755394	0.00200028575510787	0.00042863266180883	0	0.000285836787194512	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor"	0.00100014287755394	0.000286574007737498	0.000714387769681383	0.000571510215745106	0.000571510215745106	0.000857510361583536	0	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0.00042863266180883	0.000143287003868749	0.00042863266180883	0.000714387769681383	0.00042863266180883	0.00071459196798628	0.000571673574389024	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0.000285755107872553	0	0.00085726532361766	0.000142877553936277	0.000142877553936277	0.00171502072316707	0.000142918393597256	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0.000142877553936277	0.000143287003868749	0.000142877553936277	0.0018574082011716	0.000285755107872553	0.000428755180791768	0	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0.000142877553936277	0.000286574007737498	0.000285755107872553	0.00042863266180883	0.00042863266180883	0.00114334714877805	0.000142918393597256	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides"	0	0.000143287003868749	0.00042863266180883	0.00142877553936277	0	0.000142918393597256	0.000285836787194512	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.000142877553936277	0.000429861011606247	0.000714387769681383	0.000714387769681383	0	0.000285836787194512	0.000142918393597256	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0.000142877553936277	0	0.00100014287755394	0.000142877553936277	0	0.00100042875518079	0.000285836787194512	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0.000142877553936277	0	0.000142877553936277	0.00100014287755394	0.000142877553936277	0.000142918393597256	0.000571673574389024	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus"	0.000285755107872553	0	0.000571510215745106	0.000285755107872553	0.000142877553936277	0.000142918393597256	0	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.000142877553936277	0.000143287003868749	0.00042863266180883	0.00042863266180883	0.000142877553936277	0.000285836787194512	0	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0.000142877553936277	0	0.000285755107872553	0.00042863266180883	0.000285755107872553	0.000285836787194512	0.000428755180791768	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix"	0.000142877553936277	0	0.00042863266180883	0.000285755107872553	0.000142877553936277	0.000285836787194512	0.000142918393597256	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0.000142877553936277	0.000143287003868749	0.000142877553936277	0.00042863266180883	0.000142877553936277	0.000142918393597256	0.000428755180791768	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__|g__Gemella"	0.000142877553936277	0	0	0	0	0.00100042875518079	0.000142918393597256	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0	0	0.000285755107872553	0.00085726532361766	0.000142877553936277	0.000142918393597256	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia"	0.000142877553936277	0	0	0	0.000142877553936277	0.000857510361583536	0.000142918393597256	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	0.000142877553936277	0	0.000285755107872553	0.000285755107872553	0	0.000428755180791768	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla"	0	0	0	0.00085726532361766	0.000142877553936277	0	0.000285836787194512	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0.000142877553936277	0	0.000285755107872553	0.000285755107872553	0.000142877553936277	0.000142918393597256	0.000142918393597256	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum"	0	0.000143287003868749	0	0.000714387769681383	0.000142877553936277	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"	0.000142877553936277	0	0	0	0	0.000571673574389024	0.000142918393597256	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna"	0.000285755107872553	0	0.000142877553936277	0.000142877553936277	0	0.000142918393597256	0.000285836787194512	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0.000142877553936277	0.000143287003868749	0.000142877553936277	0.000142877553936277	0	0.000142918393597256	0.000142918393597256	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania"	0.000142877553936277	0	0	0.000142877553936277	0.000142877553936277	0.000285836787194512	0.000142918393597256	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella"	0.000142877553936277	0	0.00042863266180883	0.000142877553936277	0	0	0.000142918393597256	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter"	0	0.000286574007737498	0.00042863266180883	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia"	0	0	0	0.000142877553936277	0	0.000285836787194512	0.000285836787194512	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0	0	0	0.000285755107872553	0.000142877553936277	0.000142918393597256	0.000142918393597256	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas"	0	0.000573148015474996	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Salmonella"	0.000142877553936277	0.000429861011606247	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"	0.000142877553936277	0	0	0.000142877553936277	0	0	0.000285836787194512	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pusillibacter"	0	0	0.000285755107872553	0	0	0.000142918393597256	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas"	0	0.000143287003868749	0	0.000142877553936277	0.000142877553936277	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium"	0	0	0	0	0	0.000285836787194512	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor"	0	0	0	0.000142877553936277	0	0	0.000142918393597256	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Gluceribacter"	0	0	0	0	0.000142877553936277	0	0.000142918393597256	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0	0	0	0.000142877553936277	0	0.000142918393597256	0	0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"	0.000142877553936277	0	0	0	0	0	0.000142918393597256	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes"	0	0	0.000285755107872553	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus"	0	0	0.000142877553936277	0.000142877553936277	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"	0.000285755107872553	0	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0	0.000143287003868749	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus"	0	0	0	0	0	0.000142918393597256	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus"	0	0	0	0	0	0.000142918393597256	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bariatricus"	0	0	0	0	0	0	0.000142918393597256	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster"	0	0	0	0	0	0.000142918393597256	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__|g__"	0	0	0	0	0	0.000142918393597256	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Canicola"	0	0	0	0	0	0	0.000142918393597256	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Mediterranea"	0	0	0	0.000142877553936277	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus"	0.000142877553936277	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusimonas"	0	0	0	0	0.000142877553936277	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa"	0	0	0	0.000142877553936277	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Murimonas"	0	0	0	0.000142877553936277	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia"	0.000142877553936277	0	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus"	0	0	0	0	0	0	0	0.000142857142857143
