"","buddy11","buddy16","buddy44","buddy46","buddy48","buddy50","buddy56","buddy57"
"buddy11",0,0.459810808488908,0.717099666104953,0.72516302814411,0.750915723514192,0.429416200046158,0.348384362299571,0.711591306442754
"buddy16",0.459810808488908,0,0.842894259693419,0.82270089936641,0.834673022992629,0.609449643347939,0.549373149435754,0.842776564530999
"buddy44",0.717099666104953,0.842894259693419,0,0.2083414565957,0.384884619927381,0.59430579870144,0.61333471636797,0.488791616419736
"buddy46",0.72516302814411,0.82270089936641,0.2083414565957,0,0.415485639090177,0.570302626658129,0.648388453172915,0.554225070442996
"buddy48",0.750915723514192,0.834673022992629,0.384884619927381,0.415485639090177,0,0.627194840940015,0.688819150502781,0.478523262853458
"buddy50",0.429416200046158,0.609449643347939,0.59430579870144,0.570302626658129,0.627194840940015,0,0.227245497416837,0.69208991359364
"buddy56",0.348384362299571,0.549373149435754,0.61333471636797,0.648388453172915,0.688819150502781,0.227245497416837,0,0.632838354374848
"buddy57",0.711591306442754,0.842776564530999,0.488791616419736,0.554225070442996,0.478523262853458,0.69208991359364,0.632838354374848,0
