"","korra21","korra29","korra44","korra48","korra58"
"korra21",0,0.672453856465682,0.691634260353807,0.461983752151915,0.778159632616521
"korra29",0.672453856465682,0,0.832593683139243,0.712342353523782,0.708419624754487
"korra44",0.691634260353807,0.832593683139243,0,0.6552754677161,0.72395045615297
"korra48",0.461983752151915,0.712342353523782,0.6552754677161,0,0.756481021829179
"korra58",0.778159632616521,0.708419624754487,0.72395045615297,0.756481021829179,0
