"Taxa"	"korra21"	"korra29"	"korra44"	"korra48"	"korra58"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae"	0.219285714285714	0.457351050150021	0.00600428877769836	0.154164880697242	0.421631661665952
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae"	0.0924285714285714	0.0170024289184169	0.475482487491065	0.148592656093728	0.268038291184455
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae"	0.164571428571429	0.285469352764681	0.045746962115797	0.166880982997571	0.116445206458065
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae"	0.171571428571429	0.0972996142306044	0.0904932094353109	0.132590370052865	0.0292898985569367
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae"	0.15	0.064580654379197	0.0491779842744818	0.178596942420346	0.0251464494927847
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae"	0.106714285714286	0.0375767966852407	0.0781987133666905	0.107872553221889	0.0145735105015002
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae"	0.0435714285714286	0.0202886126589513	0.052180128663331	0.0262894699242749	0.0382911844549221
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae"	0.0112857142857143	0.00728675525075011	0.0537526804860615	0.0210030004286327	0.0490070010001429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae"	0.0204285714285714	0.00742963280468638	0.0431736954967834	0.0415773681954565	0.00271467352478926
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae"	0	0	0.0777698355968549	0	0.0278611230175739
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae"	0.005	0.00128589798542649	0.00771979985704074	0.00657236748106872	0.00357193884840692
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae"	0.007	0.00042863266180883	0.00371694067190851	0.00957279611373053	0.00085726532361766
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae"	0.002	0.000142877553936277	0.00543245175125089	0.00085726532361766	0.00114302043149021
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae"	0.00257142857142857	0.00257179597085298	0.00185847033595425	0.00114302043149021	0.00100014287755394
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae"	0.000571428571428571	0	0.0045746962115797	0.00042863266180883	0.000142877553936277
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae"	0.001	0.000285755107872553	0.00157255182273052	0.00100014287755394	0.000285755107872553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae"	0.000857142857142857	0.000571510215745106	0.000857755539671194	0.000571510215745106	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae"	0.000285714285714286	0	0.000714796283059328	0.0018574082011716	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae"	0.000571428571428571	0.000142877553936277	0	0.000285755107872553	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae"	0	0	0.000571837026447462	0.000142877553936277	0
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae"	0	0	0.000571837026447462	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae"	0	0	0.000285918513223731	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae"	0.000142857142857143	0.000142877553936277	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae"	0	0	0.000142959256611866	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__"	0	0.000142877553936277	0	0	0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae"	0.000142857142857143	0	0	0	0
