"","iris16","iris17","iris22","iris36","iris44","iris46","iris59","iris60"
"iris16",0,0.116164144310191,0.184289726906367,0.294776878440114,0.078874551606178,0.0888719113326839,0.116846869481876,0.101476807329614
"iris17",0.116164144310191,0,0.127707269954512,0.324898947853472,0.10401410757681,0.122685156257762,0.129490647296976,0.165629589449917
"iris22",0.184289726906367,0.127707269954512,0,0.330007810603078,0.164058732981832,0.198373449687907,0.179910802711774,0.247748565981345
"iris36",0.294776878440114,0.324898947853472,0.330007810603078,0,0.296713505797209,0.302010591292439,0.284711850845379,0.308803122862381
"iris44",0.078874551606178,0.10401410757681,0.164058732981832,0.296713505797209,0,0.0814000960347306,0.0875830823239623,0.106218220009052
"iris46",0.0888719113326839,0.122685156257762,0.198373449687907,0.302010591292439,0.0814000960347306,0,0.104281770939138,0.110949142222102
"iris59",0.116846869481876,0.129490647296976,0.179910802711774,0.284711850845379,0.0875830823239623,0.104281770939138,0,0.124357840670835
"iris60",0.101476807329614,0.165629589449917,0.247748565981345,0.308803122862381,0.106218220009052,0.110949142222102,0.124357840670835,0
