"Taxa"	"ivy24"	"ivy29"	"ivy36"	"ivy44"	"ivy46"	"ivy47"	"ivy70"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae"	0.0200601805416249	0.0177168166880983	0.00729300729300729	0.0357704964944913	0.00585881680480137	0.00471495927989713	0.00829163688348821
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae"	0.0243587906576873	0.00757251035862266	0.004004004004004	0.00686793532694234	0.0195770220062875	0.00571510215745106	0.0278770550393138
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae"	0.00945694225533744	0.00271467352478926	0.0434720434720435	0.0110173129203033	0.00400114318376679	0.0181454493499071	0.00557541100786276
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae"	0.0100300902708124	0.0155736533790542	0.0143000143000143	0.00271855773358134	0.030723063732495	0.0115730818688384	0.00929235167977126
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae"	0.0116062473133687	0.00457208172596085	0.000429000429000429	0.000143081985977965	0.00357244927122035	0.00500071438776968	0.0125804145818442
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae"	0.00186273105029374	0.00085726532361766	0.0128700128700129	0.00228931177564745	0.000571591883395256	0.00085726532361766	0.000714796283059328
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae"	0.00157615704255624	0.00271467352478926	0.00314600314600315	0.000143081985977965	0	0.000142877553936277	0.00400285918513224
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae"	0.00773749820891245	0.000571510215745106	0	0	0.000285795941697628	0.000571510215745106	0.000857755539671194
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae"	0.000286574007737498	0.00100014287755394	0.00243100243100243	0.000429245957933896	0.00171477565018577	0.000285755107872553	0.000857755539671194
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__"	0.00487175813153747	0.000142877553936277	0	0	0	0	0.000714796283059328
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae"	0.00143287003868749	0.00142877553936277	0	0.000286163971955931	0.000142897970848814	0.000142877553936277	0.00142959256611866
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae"	0.000716435019343746	0.000142877553936277	0.00214500214500214	0.000143081985977965	0	0.00100014287755394	0.000285918513223731
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae"	0.00200601805416249	0.000142877553936277	0	0	0	0	0.000428877769835597
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae"	0.00229259206189999	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae"	0	0.00042863266180883	0	0.00171698383173558	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae"	0	0	0	0.000858491915867792	0	0	0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae"	0.000286574007737498	0.000142877553936277	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae"	0	0	0	0.000286163971955931	0.000142897970848814	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae"	0	0	0	0	0.000285795941697628	0	0.000142959256611866
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae"	0	0	0	0	0	0.000285755107872553	0.000142959256611866
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae"	0.000143287003868749	0	0	0.000143081985977965	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae"	0.000143287003868749	0	0	0	0	0.000142877553936277	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae"	0	0	0	0.000143081985977965	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae"	0	0	0	0.000143081985977965	0	0	0
