"ID"	"buddy11"	"buddy16"	"buddy44"	"buddy46"	"buddy48"	"buddy50"	"buddy56"	"buddy57"
"ko00010"	0.0117750650722381	0.0130530878791681	0.0114567398944184	0.011019025248567	0.011169795428725	0.011967840521482	0.0121482554587557	0.0113177238356801
"ko00020"	0.00605500330827932	0.00613773237242239	0.00595428128108963	0.00645746017443399	0.00625951028812919	0.00550494122542541	0.00565444203356742	0.00604915811919333
"ko00030"	0.00621706108393248	0.00611970146571642	0.00618715988558785	0.00594554711621157	0.00590114823509052	0.00620858592711722	0.0063738374069868	0.00602827809979451
"ko00040"	0.00392834478519621	0.00440801931938683	0.00381889380354798	0.00311914072688332	0.00299490757021672	0.00464009413310561	0.00500173836042357	0.00329077162705091
"ko00051"	0.0108217738111732	0.00998743631205383	0.00895330617509124	0.00832182094191937	0.00848104432552039	0.0112930355213911	0.0124674224137132	0.00884185145179007
"ko00052"	0.00677486785431535	0.00819615656435769	0.00695078355101358	0.00677098477871635	0.00588309272711686	0.00672488811862978	0.00712895684455038	0.00615075045016473
"ko00053"	0.00187399987212528	0.00195791428982779	0.00136348877438889	0.00114943821226249	0.00122923038498604	0.00239817041424392	0.00261280044345558	0.00134560584160554
"ko00061"	0.00468925948452494	0.00516246247438059	0.00494434550882867	0.00572694603829282	0.00499013249649347	0.00411810733627552	0.00407688693263784	0.00482691084804506
"ko00071"	0.00383505446906716	0.00389269621403827	0.00392658106031337	0.00338600230327191	0.00376844138500648	0.00444440249990192	0.00416993305396518	0.0038936958344133
"ko00072"	0.000678791385316397	0.000668145271270008	0.00056653311317324	0.000536807046834719	0.000617153742395622	0.00072459226825168	0.000742384391873953	0.000604641120883146
"ko00100"	2.10512167375476e-05	3.34863044609198e-05	1.46782607455367e-05	3.56498271766115e-05	5.25547688507818e-05	1.51992233094761e-05	1.4679092257788e-05	3.38182066873967e-05
"ko00120"	6.1368068636086e-05	0.000190645907874074	0.000153092083553465	0.000131760963882099	8.40791888246064e-05	7.52041564029986e-05	5.67704901210849e-05	9.77495054923434e-05
"ko00121"	8.94155185564426e-05	0.000253819475787712	0.000148322967612671	0.000136970828596834	8.18277511089825e-05	0.000128758264964099	0.000125655465199117	9.71453106238953e-05
"ko00130"	0.00218401705533121	0.00211310642245373	0.00124787602992602	0.0018057714547575	0.00172347061810873	0.00221380618034416	0.00270606641298553	0.00147169349448395
"ko00140"	0.000385428647504003	0.00107630138872148	0.000479695693955699	0.000639615386823836	0.000265509029063581	0.000381258925712479	0.000389778582582266	0.000286694014196571
"ko00190"	0.00685589539367126	0.00765852420147891	0.00664559933767244	0.00805024834711846	0.00758261741668427	0.0067852137877018	0.0066367892387428	0.00697819083449533
"ko00195"	0.00180652616909698	0.00166288433252787	0.00191438506735572	0.00213751579575021	0.00196332903568003	0.00159356317619248	0.00146870990668031	0.0019397637845109
"ko00220"	0.00377234565531121	0.00331062903503265	0.00389529033465799	0.0036818383914552	0.00376170633933058	0.00377731301794759	0.00368894510230093	0.00388819617260938
"ko00230"	0.0157701343349882	0.0142780682879645	0.0157851568967408	0.0165516520535359	0.0157909561334794	0.0151980451763403	0.0148598579847957	0.0158843435363553
"ko00240"	0.0120441244538237	0.0109128397593326	0.012066672628394	0.0128259588396112	0.0119089171782681	0.0114560169673726	0.011042759190345	0.0120636274342164
"ko00250"	0.00671340127159067	0.00667570315572	0.00685922258847839	0.00713244908149886	0.00658474711573363	0.00688389463261785	0.00674698875979046	0.00668105840256547
"ko00253"	0.00012889092789207	0.000106051547078468	0.000171334405365023	0.000157152463263825	0.000186215886379632	0.000103414123492364	8.49974580926413e-05	0.000188506208926281
"ko00260"	0.00784927503931164	0.00715104727468498	0.00808905980626348	0.00842088259250844	0.00818141072167075	0.00728400428728927	0.00718042538114599	0.00816701910481383
"ko00261"	0.00172368113934428	0.00199567873838898	0.00169047327960451	0.00180788627124105	0.00162272282051689	0.00173138603648724	0.00172332526273054	0.00164378499172846
"ko00270"	0.00853554621196548	0.00793190254571003	0.00911947663986119	0.00908509429248122	0.00917681292947852	0.00793756975696541	0.00746355151005062	0.00924809903538495
"ko00280"	0.00493980284799676	0.00435184083479473	0.00553028859460326	0.00499406229565286	0.00528603821551639	0.00476926812468107	0.00455284115821786	0.00549477653124441
"ko00281"	0.000787904768821783	0.000630368781351291	0.000581107133649855	0.000454446236237296	0.000616542677133207	0.000881171451854927	0.000944541697503568	0.000614842446762794
"ko00290"	0.00271104212214136	0.00221219253450826	0.00296640639941415	0.00255717374724742	0.00291328665681535	0.00290103985083864	0.00272086934656204	0.00302655423377968
"ko00300"	0.004563668440927	0.00459411909630822	0.00537834840173892	0.00526307412961331	0.00514131870362485	0.00439542603145683	0.00379555472595728	0.00531254966033226
"ko00310"	0.00240494455640254	0.00235172280842198	0.00189475017358046	0.00153787978672312	0.00182945716250764	0.00281150844468799	0.00293101538667568	0.00190929667888247
"ko00311"	0.000186949546263943	0.000287567744654337	0.000280715753541948	0.000200443962866188	0.000207613440018763	0.000235892147607303	0.000186838730898003	0.000242866071560078
"ko00330"	0.00436550962902819	0.00357844828257865	0.00421572445636029	0.00396224378098085	0.00424170510929314	0.00475736582867531	0.00483266447449149	0.00433852283922741
"ko00332"	0.000375279086578099	0.000376052458726295	0.000437387662489035	0.000374343762455245	0.000426984223011802	0.000383326235164717	0.000355183152101909	0.000442191402798934
"ko00333"	0.00162953761123646	0.00184244340993476	0.00157686752277744	0.00179660660696106	0.00169636221678427	0.00158456264810221	0.0016547273897523	0.00159647927588988
"ko00340"	0.00333545324343925	0.00275941007697904	0.00399233451033326	0.00375425623316711	0.00395045590060003	0.00336355688965051	0.00303589571386449	0.00404571727079992
"ko00350"	0.00258881108043793	0.00247920615632933	0.00226551443567829	0.00198530329587746	0.00216525835639164	0.00310365248777749	0.00325452394717054	0.00220794560750911
"ko00360"	0.00310731076901345	0.00300164855754877	0.00317409890052138	0.002747803818018	0.00298381344492135	0.00349561792542099	0.0034403562516034	0.00313044073187604
"ko00361"	0.000310911718615789	0.000436629012059214	0.000203952268026763	0.000263957905087895	0.000342193213681219	0.000383871188663711	0.000398525459424642	0.000270344473682172
"ko00362"	0.00276078087431757	0.00190035990564082	0.00309614486906144	0.00227142570640328	0.00286087724357624	0.00327386537237772	0.00285691828066951	0.00313292438703795
"ko00364"	0.000182536924820518	0.000235951086548365	0.000149644077019844	0.000156828373925856	0.000186821676421185	0.000217372394604506	0.000219161711779943	0.000167077716292504
"ko00365"	2.72250584113536e-05	0.000102480061555319	3.31333491998269e-05	4.54651042693929e-05	6.29703851717758e-05	2.93372313457903e-05	2.18210780628479e-05	4.61407512082637e-05
"ko00380"	0.001512795517056	0.00142557921710448	0.00136423940915293	0.00104238352041186	0.00126640973318626	0.00187106336192848	0.0018638399200418	0.00134823823953352
"ko00400"	0.00574724064179386	0.00455370509132318	0.00601992882331754	0.00599617766635786	0.00620463146568379	0.00522225252688087	0.00505751508646687	0.00621308762382998
"ko00401"	0.00136883508905915	0.00101350122418757	0.00141246385891928	0.00144876807946961	0.00151439273816665	0.00115527670414295	0.00112858117703147	0.00148976094142838
"ko00405"	0.000507397672561225	0.000419821119168933	0.000477651919366389	0.000462772962888659	0.000472280047434865	0.000501450767335436	0.00051642319137173	0.000483886688177446
"ko00410"	0.00265448433601043	0.00191160405435463	0.00231552845470355	0.00197044380962441	0.00231550499483917	0.00279618884405289	0.00299596702467354	0.00240526472352564
"ko00430"	0.00121441031864594	0.00138117474329726	0.00122175973610075	0.00120457027526693	0.00117642885443372	0.00134262478719515	0.00129061707384286	0.00119242622677398
"ko00440"	0.000616158922776221	0.000757264131121547	0.000508452380562458	0.000480410357752874	0.000377340832822373	0.00079129286186627	0.000859908525568838	0.00040991558919784
"ko00450"	0.00379801800936709	0.00412093610043358	0.00369271072976452	0.00369047988344572	0.00378991033016964	0.00387991268686825	0.00378489493329104	0.00378032674215696
"ko00460"	0.00106898949329596	0.00186696978790547	0.00134786745010016	0.00131680713188888	0.0011358046105902	0.00107285603821064	0.00101699301426521	0.00116462295205988
"ko00471"	0.00104906236922409	0.00101147713198923	0.00117577349749361	0.00119822129984339	0.00112077138647147	0.00104031846692715	0.000917153504686341	0.00115733573104084
"ko00472"	7.77025223134682e-05	1.05680609156989e-05	8.43584570394431e-05	6.09242942974037e-05	8.70699047428628e-05	6.41920140084971e-05	7.63254227019926e-05	9.00327890851886e-05
"ko00473"	0.000714206750220137	0.000589437963284932	0.000702094093576534	0.000689734131051331	0.000707302166231933	0.000637243230322286	0.000659729204249749	0.000706670603492917
"ko00480"	0.00229647537246548	0.00232396666210444	0.00167641046801494	0.00195411820493769	0.00210091057886981	0.00239462060606393	0.002619298522952	0.00190747184725536
"ko00500"	0.0111406653151874	0.0105705829829393	0.0113843418025065	0.0107964359229023	0.0111093902164166	0.00996563469466531	0.0103891686934316	0.011333322565854
"ko00510"	0.000195328493661251	0.000299668068848289	0.000214366274986317	0.000344026421707169	0.000209559370252093	9.81777551580702e-05	0.000100620974342143	0.000185518119243853
"ko00511"	0.00123844936108858	0.00346898091364297	0.00211408073867639	0.00271283674498241	0.00120304686027481	0.000948221016081422	0.000969510937697634	0.00124679233259121
"ko00513"	0.000250563358402259	0.000557009367752703	0.000394783065534036	0.000625015612272405	0.000260557922097936	0.000124404830324596	0.000109065483711465	0.000261590073533786
"ko00514"	6.60430329021103e-07	1.98149985033981e-07	1.66168989572114e-06	6.75186120769158e-07	8.3420268017114e-07	1.3384220300684e-06	1.88193490484462e-07	4.1241715472435e-07
"ko00515"	6.60430329021103e-07	1.98149985033981e-07	1.66168989572114e-06	6.75186120769158e-07	8.3420268017114e-07	1.3384220300684e-06	1.88193490484462e-07	4.1241715472435e-07
"ko00520"	0.0152984963082835	0.0191310702696067	0.0152160516746928	0.0151990434867444	0.0146705917927537	0.0147120974548116	0.0151205218129586	0.0148130372530942
"ko00521"	0.00199459022030942	0.00277026553268207	0.00249699565374193	0.00271114351174482	0.00237266923307255	0.00196043814849937	0.00176367491049337	0.0023742456857546
"ko00522"	1.35051689568656e-05	1.02993941389861e-05	4.59734204482848e-06	2.43067003476897e-06	3.16997018465033e-06	4.91807139172771e-06	5.61650382499329e-06	5.40361327298504e-06
"ko00523"	0.00101065818843187	0.00153682265850214	0.00131396829991898	0.0015307695080333	0.00118223783015211	0.00104238864102957	0.000843136367378725	0.00121056242721629
"ko00524"	0.000510674987378973	0.000787933633951654	0.000599995201123105	0.000609609472582455	0.000583927304121071	0.000488664270774506	0.000503465849525358	0.000567456479119512
"ko00525"	0.00048025590014078	0.000665144397488469	0.000597285742453202	0.000678774450581984	0.000529429024627115	0.000520325219637699	0.000431801710275934	0.000555315236755354
"ko00531"	0.000561381252299404	0.00109886230240649	0.000806970189673306	0.00105688844738919	0.000588881237975808	0.000428855958205601	0.000403421238094352	0.000598161597174663
"ko00532"	1.0406012860009e-08	1.64848810370857e-08	0	0	0	1.20040076435834e-06	1.38582049089369e-06	0
"ko00540"	0.00501438447652279	0.00510547241505869	0.00447185933706903	0.00490254205358721	0.00486619337767632	0.00491860307672807	0.0049325155553922	0.0047721783513914
"ko00550"	0.00571424999556779	0.00474297654698085	0.00625194882463238	0.00652496196868812	0.00621413840715329	0.00524963566908541	0.00474321173183913	0.00628234038270756
"ko00561"	0.00315544547355735	0.00284975708717652	0.00288680288119933	0.0026820677467641	0.0028792167166246	0.00296609518015623	0.00329621572495886	0.00288943189790574
"ko00562"	0.00101174605352444	0.00112432013735312	0.00112072452469158	0.00113100073421121	0.0010542278577346	0.00114636633092828	0.00116400123356018	0.00105316401971649
