Run ID,Seq ID,Run Date,Sequencer,F Primer,R Primer,Kit,Flow Cell Type,Tube,Template ID,Sequence ID,Barcode,Final Library Concentration (ng/uL),Volume Added to Pool (uL),Sample ID,Subject,Stabilizer,Collection Date
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,3,S118,HDZ-309-S118,16S3,,,HDZ-309,Warble,D_R-Shield,2/29/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,4,S119,HDZ-310-S119,16S4,,,HDZ-310,Culi,D_R-Shield,2/20/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,5,S120,HDZ-311-S120,16S5,,,HDZ-311,Unknown,D_R-Shield,12/14/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,6,S121,HDZ-312-S121,16S6,,,HDZ-312,Warble,D_R-Shield,2/14/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,7,S122,HDZ-223-S122,16S7,,,HDZ-223,Warble,D_R-Shield,3/25/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,8,S123,HDZ-224-S123,16S8,,,HDZ-224,Culi,D_R-Shield,3/25/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,9,S124,HDZ-226-S124,16S9,,,HDZ-226,Culi,D_R-Shield,3/30/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,10,S125,HDZ-313-S125,16S10,,,HDZ-313,Unknown,D_R-Shield,3/30/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,11,S126,HDZ-314-S126,16S11,,,HDZ-314,Culi,D_R-Shield,2/16/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,12,S127,HDZ-315-S127,16S12,,,HDZ-315,Warble,D_R-Shield,2/10/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,13,S128,HDZ-227-S128,16S13,,,HDZ-227,Culi,D_R-Shield,3/29/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,14,S129,HDZ-228-S129,16S14,,,HDZ-228,Warble,D_R-Shield,3/27/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,15,S130,HDZ-229-S130,16S15,,,HDZ-229,Culi,D_R-Shield,3/21/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,16,S131,HDZ-320-S131,16S16,,,HDZ-320,Culi,D_R-Shield,2/21/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,17,S132,HDZ-321-S132,16S17,,,HDZ-321,Culi,D_R-Shield,3/10/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,18,S133,HDZ-322-S133,16S18,,,HDZ-322,Culi,D_R-Shield,3/3/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,19,S134,HDZ-323-S134,16S19,,,HDZ-323,Warble,D_R-Shield,1/17/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,20,S135,HDZ-324-S135,16S20,,,HDZ-324,Culi,D_R-Shield,2/18/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,21,S136,HDZ-325-S136,16S21,,,HDZ-325,Warble,D_R-Shield,2/22/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,22,S137,HDZ-326-S137,16S22,,,HDZ-326,Culi,D_R-Shield,2/9/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,23,S138,HDZ-327-S138,16S23,,,HDZ-327,Culi,D_R-Shield,2/25/2024
MIN_16_2024-7-18,PL006,7/18/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,24,CTRL,PL-NTC-006-CTRL,16S24,,,PL-NTC-006,,,
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,1,S139,HDZ-206-S139,16S1,,,HDZ-206,Unknown,,1/30/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,2,S140,HDZ-240-S140,16S2,,,HDZ-240,Culi,,1/20/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,3,S141,HDZ-241-S141,16S3,,,HDZ-241,Culi,,2/23/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,4,S142,HDZ-242-S142,16S4,,,HDZ-242,Warble,,2/23/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,5,S143,HDZ-243-S143,16S5,,,HDZ-243,Culi,,2/26/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,6,S144,HDZ-244-S144,16S6,,,HDZ-244,Warble,,2/27/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,7,S145,HDZ-245-S145,16S7,,,HDZ-245,Culi,,1/16/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,8,S146,HDZ-246-S146,16S8,,,HDZ-246,Warble,,1/18/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,9,S147,HDZ-247-S147,16S9,,,HDZ-247,Warble,,1/20/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,10,S148,HDZ-248-S148,16S10,,,HDZ-248,Warble,,1/21/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,11,S149,HDZ-249-S149,16S11,,,HDZ-249,Culi,,1/19/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,12,S150,HDZ-250-S150,16S12,,,HDZ-250,Culi,,1/21/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,13,S151,HDZ-251-S151,16S13,,,HDZ-251,Warble,,1/16/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,14,S152,HDZ-252-S152,16S14,,,HDZ-252,Culi,,1/18/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,15,S153,HDZ-253-S153,16S15,,,HDZ-253,Culi,,1/17/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,16,S154,HDZ-254-S154,16S16,,,HDZ-254,Culi,,2/2/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,17,S155,HDZ-317-S155,16S17,,,HDZ-317,Culi,,2/13/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,18,S156,HDZ-318-S156,16S18,,,HDZ-318,Culi,,2/11/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,19,S157,HDZ-319-S157,16S19,,,HDZ-319,Culi,,2/17/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,20,S158,HDZ-328-S158,16S20,,,HDZ-328,Culi,,2/24/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,21,S159,HDZ-336-S159,16S21,,,HDZ-336,Culi,,2/12/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,22,S160,HDZ-337-S160,16S22,,,HDZ-337,Warble,,3/8/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,23,S161,HDZ-338-S161,16S23,,,HDZ-338,Warble,,3/10/2024
MIN_16_2024-7-22,PL007,7/22/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,24,CTRL,PL-NTC-007-CTRL,16S24,,,PL-NTC-007,,,
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,1,S162,HDZ-258-S162,16S1,,,HDZ-258,Culi,,1/10/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,2,S163,HDZ-259-S163,16S2,,,HDZ-259,Warble,,1/13/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,3,S164,HDZ-260-S164,16S3,,,HDZ-260,Warble,,1/28/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,4,S165,HDZ-262-S165,16S4,,,HDZ-262,Culi,,1/24/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,5,S166,HDZ-263-S166,16S5,,,HDZ-263,Culi,,1/9/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,6,S167,HDZ-264-S167,16S6,,,HDZ-264,Culi,,1/8/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,7,S168,HDZ-332-S168,16S7,,,HDZ-332,Warble,,2/21/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,8,S169,HDZ-333-S169,16S8,,,HDZ-333,Warble,,2/19/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,9,S170,HDZ-341-S170,16S9,,,HDZ-341,Culi,,3/20/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,10,S171,HDZ-342-S171,16S10,,,HDZ-342,Culi,,3/9/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,11,S172,HDZ-343-S172,16S11,,,HDZ-343,Warble,,3/11/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,12,S173,HDZ-349-S173,16S12,,,HDZ-349,Warble,,3/20/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,13,S174,HDZ-350-S174,16S13,,,HDZ-350,Culi,,3/24/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,14,S175,HDZ-351-S175,16S14,,,HDZ-351,Warble,,4/16/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,15,S176,HDZ-352-S176,16S15,,,HDZ-352,Culi,,4/16/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,16,S177,HDZ-354-S177,16S16,,,HDZ-354,Culi,,4/19/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,17,S178,HDZ-355-S178,16S17,,,HDZ-355,Warble,,4/20/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,18,S179,HDZ-356-S179,16S18,,,HDZ-356,Warble,,4/26/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,19,S180,HDZ-357-S180,16S19,,,HDZ-357,Culi,,4/14/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,20,S181,HDZ-358-S181,16S20,,,HDZ-358,Culi,,4/15/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,21,S182,HDZ-359-S182,16S21,,,HDZ-359,Warble,,4/15/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,22,S183,HDZ-360-S183,16S22,,,HDZ-360,Warble,,4/22/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,23,S184,HDZ-361-S184,16S23,,,HDZ-361,Culi,,4/20/2024
MIN_16_2024-8-16,PL008,8/16/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,24,CTRL,PL-NTC-008-CTRL,16S24,,,PL-NTC-008,,,
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,1,S185,HDZ-035-S185,16S1,,,HDZ-035,Culi,,11/6/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,2,S186,HDZ-037-S186,16S2,,,HDZ-037,Culi,,11/10/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,3,S187,HDZ-040-S187,16S3,,,HDZ-040,Culi,,11/9/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,4,S188,HDZ-042-S188,16S4,,,HDZ-042,Culi,,11/13/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,5,S189,HDZ-044-S189,16S5,,,HDZ-044,Warble,,11/19/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,6,S190,HDZ-047-S190,16S6,,,HDZ-047,Culi,,11/15/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,7,S191,HDZ-053-S191,16S7,,,HDZ-053,Culi,,11/18/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,8,S192,HDZ-054-S192,16S8,,,HDZ-054,Culi,,11/19/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,9,S193,HDZ-069-S193,16S9,,,HDZ-069,Culi,,11/22/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,10,S194,HDZ-073-S194,16S10,,,HDZ-073,Warble,,11/26/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,11,S195,HDZ-164-S195,16S11,,,HDZ-164,Warble,,6/13/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,12,S196,HDZ-165-S196,16S12,,,HDZ-165,Warble,,5/14/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,13,S197,HDZ-166-S197,16S13,,,HDZ-166,Culi,,5/14/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,14,S198,HDZ-167-S198,16S14,,,HDZ-167,Culi,,12/14/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,15,S199,HDZ-178-S199,16S15,,,HDZ-178,Warble,,6/20/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,16,S200,HDZ-189-S200,16S16,,,HDZ-189,Warble,,6/6/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,17,S201,HDZ-195-S201,16S17,,,HDZ-195,Warble,,12/9/2023
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,18,S202,HDZ-197-S202,16S18,,,HDZ-197,Culi,,2/4/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,19,S203,HDZ-203-S203,16S19,,,HDZ-203,Culi,,1/26/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,20,S204,HDZ-218-S204,16S20,,,HDZ-218,Warble,,3/21/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,21,S205,HDZ-265-S205,16S21,,,HDZ-265,Warble,,1/23/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,22,S206,HDZ-415-S206,16S22,,,HDZ-415,Warble,,6/24/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,23,S207,HDZ-420-S207,16S23,,,HDZ-420,Warble,,6/19/2024
MIN_16_2024-8-16,PL009,8/16/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,24,CTRL,PL-NTC-009-CTRL,16S24,,,PL-NTC-009,,,
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,1,S208,HDZ-362-S208,16S1,,,HDZ-362,Culi,,4/25/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,2,S209,HDZ-363-S209,16S2,,,HDZ-363,Culi,,4/10/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,3,S210,HDZ-364-S210,16S3,,,HDZ-364,Culi,,4/12/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,4,S211,HDZ-365-S211,16S4,,,HDZ-365,Culi,,4/13/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,5,S212,HDZ-366-S212,16S5,,,HDZ-366,Warble,,4/13/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,6,S213,HDZ-367-S213,16S6,,,HDZ-367,Warble,,4/19/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,7,S214,HDZ-368-S214,16S7,,,HDZ-368,Culi,,4/24/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,8,S215,HDZ-369-S215,16S8,,,HDZ-369,Warble,,4/5/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,9,S216,HDZ-370-S216,16S9,,,HDZ-370,Culi,,4/4/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,10,S217,HDZ-371-S217,16S10,,,HDZ-371,Warble,,4/4/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,11,S218,HDZ-372-S218,16S11,,,HDZ-372,Culi,,4/6/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,12,S219,HDZ-373-S219,16S12,,,HDZ-373,Culi,,3/8/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,13,S220,HDZ-416-S220,16S13,,,HDZ-416,Warble,,6/21/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,14,S221,HDZ-417-S221,16S14,,,HDZ-417,Warble,,6/23/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,15,S222,HDZ-421-S222,16S15,,,HDZ-421,Unknown,,6/18/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,16,S223,HDZ-423-S223,16S16,,,HDZ-423,Warble,,6/17/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,17,S224,HDZ-424-S224,16S17,,,HDZ-424,Warble,,5/13/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,18,S225,HDZ-425-S225,16S18,,,HDZ-425,Warble,,5/8/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,19,S226,HDZ-426-S226,16S19,,,HDZ-426,Culi,,5/8/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,20,S227,HDZ-431-S227,16S20,,,HDZ-431,Warble,,5/7/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,21,S228,HDZ-432-S228,16S21,,,HDZ-432,Warble,,5/4/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,22,S229,HDZ-433-S229,16S22,,,HDZ-433,Culi,,5/7/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,23,S230,HDZ-434-S230,16S23,,,HDZ-434,Culi,,5/9/2024
MIN_16_2024-8-21,PL010,8/21/2024,Spike-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,24,CTRL,PL-NTC-010-CTRL,16S24,,,PL-NTC-010,,,
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,1,S231,HDZ-001-S231,16S1,,,HDZ-001,Warble,,11/4/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,2,S232,HDZ-050-S232,16S2,,,HDZ-050,Warble,,11/8/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,3,S233,HDZ-057-S233,16S3,,,HDZ-057,Culi,,11/26/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,4,S234,HDZ-088-S234,16S4,,,HDZ-088,Culi,,12/26/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,5,S235,HDZ-090-S235,16S5,,,HDZ-090,Warble,,12/30/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,6,S236,HDZ-091-S236,16S6,,,HDZ-091,Culi,,12/28/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,7,S237,HDZ-092-S237,16S7,,,HDZ-092,Warble,,12/25/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,8,S238,HDZ-098-S238,16S8,,,HDZ-098,Culi,,12/22/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,9,S239,HDZ-103-S239,16S9,,,HDZ-103,Warble,,12/22/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,10,S240,HDZ-109-S240,16S10,,,HDZ-109,Warble,,12/31/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,11,S241,HDZ-157-S241,16S11,,,HDZ-157,Warble,,12/14/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,12,S242,HDZ-160-S242,16S12,,,HDZ-160,Warble,,6/10/2024
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,13,S243,HDZ-162-S243,16S13,,,HDZ-162,Warble,,12/17/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,14,S244,HDZ-169-S244,16S14,,,HDZ-169,Culi,,12/18/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,15,S245,HDZ-170-S245,16S15,,,HDZ-170,Warble,,12/18/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,16,S246,HDZ-173-S246,16S16,,,HDZ-173,Warble,,12/14/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,17,S247,HDZ-174-S247,16S17,,,HDZ-174,Culi,,12/16/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,18,S248,HDZ-184-S248,16S18,,,HDZ-184,Culi,,12/7/2023
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,19,S249,HDZ-204-S249,16S19,,,HDZ-204,Culi,,1/29/2024
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,20,S250,HDZ-212-S250,16S20,,,HDZ-212,Warble,,3/27/2027
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,21,S251,HDZ-214-S251,16S21,,,HDZ-214,Warble,,6/2/2024
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,22,S252,HDZ-339-S252,16S22,,,HDZ-339,Culi,,3/8/2024
