SequenceID,Pipeline,LibraryTube,LibraryBarcode,Final Library Concentration,Volume Added to Pool (uL),Run ID,Pooled Library Code,ExtractID,ExtractDate,ExtractedBy,ExtractType,ExtractKit, ExtractConcentration,ExtractBox,ExtractNotes,SampleID,SampleSubject,SampleDate,SampleCollectedBy,SampleNotes,SampleBox,Pooled Library ID,Pooled Library Code,Flow Cell Loaded By,Flow Cell ID,Flow Cell Type,Sequencer,MinION Position,Flongle Adapter,Kit,Run Date,Pipeline,Run Notes
HDZ-223-S122,16S,7,16S7,,,MIN_16_2024-7-18,hdz6,HDZ-223-E1,6/20/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,77,HDZ Loris DNA Extracts Box 3,,HDZ-223,Warble,3/25/2024,HDZ Keepers,,4,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-224-S123,16S,8,16S8,,,MIN_16_2024-7-18,hdz6,HDZ-224-E1,6/20/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,66,HDZ Loris DNA Extracts Box 3,,HDZ-224,Culi,3/25/2024,HDZ Keepers,,4,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-226-S124,16S,9,16S9,,,MIN_16_2024-7-18,hdz6,HDZ-226-E1,6/20/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,42,HDZ Loris DNA Extracts Box 3,,HDZ-226,Culi,3/30/2024,HDZ Keepers,,4,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-313-S125,16S,10,16S10,,,MIN_16_2024-7-18,hdz6,HDZ-313-E1,6/20/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,45,HDZ Loris DNA Extracts Box 3,,HDZ-313,Warble,2/16/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-314-S126,16S,11,16S11,,,MIN_16_2024-7-18,hdz6,HDZ-314-E1,6/20/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,11,HDZ Loris DNA Extracts Box 3,,HDZ-314,Culi,2/16/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-315-S127,16S,12,16S12,,,MIN_16_2024-7-18,hdz6,HDZ-315-E1,6/20/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,39,HDZ Loris DNA Extracts Box 3,,HDZ-315,Warble,2/10/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-227-S128,16S,13,16S13,,,MIN_16_2024-7-18,hdz6,HDZ-227-E1,6/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,44,HDZ Loris DNA Extracts Box 3,,HDZ-227,Culi,3/29/2024,HDZ Keepers,,4,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-228-S129,16S,14,16S14,,,MIN_16_2024-7-18,hdz6,HDZ-228-E1,6/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,67,HDZ Loris DNA Extracts Box 3,,HDZ-228,Warble,3/27/2024,HDZ Keepers,,4,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-229-S130,16S,15,16S15,,,MIN_16_2024-7-18,hdz6,HDZ-229-E1,6/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,96,HDZ Loris DNA Extracts Box 3,,HDZ-229,Culi,3/21/2024,HDZ Keepers,,4,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-320-S131,16S,16,16S16,,,MIN_16_2024-7-18,hdz6,HDZ-320-E1,6/27/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,88,HDZ Loris DNA Extracts Box 3,,HDZ-320,Culi,2/21/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-321-S132,16S,17,16S17,,,MIN_16_2024-7-18,hdz6,HDZ-321-E1,6/27/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,29,HDZ Loris DNA Extracts Box 3,,HDZ-321,Culi,3/10/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-322-S133,16S,18,16S18,,,MIN_16_2024-7-18,hdz6,HDZ-322-E1,6/27/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,1.22,HDZ Loris DNA Extracts Box 3,,HDZ-322,Culi,3/3/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-323-S134,16S,19,16S19,,,MIN_16_2024-7-18,hdz6,HDZ-323-E1,6/28/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,34,HDZ Loris DNA Extracts Box 3,,HDZ-323,Warble,1/17/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-324-S135,16S,20,16S20,,,MIN_16_2024-7-18,hdz6,HDZ-324-E1,6/28/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,23,HDZ Loris DNA Extracts Box 3,,HDZ-324,Culi,2/18/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-325-S136,16S,21,16S21,,,MIN_16_2024-7-18,hdz6,HDZ-325-E1,6/28/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,37,HDZ Loris DNA Extracts Box 3,,HDZ-325,Warble,2/22/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-326-S137,16S,22,16S22,,,MIN_16_2024-7-18,hdz6,HDZ-326-E1,6/28/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,37,HDZ Loris DNA Extracts Box 3,,HDZ-326,Culi,2/9/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-327-S138,16S,23,16S23,,,MIN_16_2024-7-18,hdz6,HDZ-327-E1,6/28/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,13,HDZ Loris DNA Extracts Box 3,,HDZ-327,Culi,2/25/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
PL-NTC-006-CTRL,16S,24,16S24,,,MIN_16_2024-7-18,hdz6,PL-NTC-006-E1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-206-S139,16S,1,16S1,,,MIN_16_2024-7-22,hdz7,HDZ-206-E1,6/13/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,48,HDZ Loris DNA Extracts Box 3,,HDZ-206,Unknown,1/30/2024,HDZ Keepers,,4,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-240-S140,16S,2,16S2,,,MIN_16_2024-7-22,hdz7,HDZ-240-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,36,HDZ Loris DNA Extracts Box 4,,HDZ-240,Culi,1/20/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-241-S141,16S,3,16S3,,,MIN_16_2024-7-22,hdz7,HDZ-241-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,53,HDZ Loris DNA Extracts Box 4,,HDZ-241,Culi,2/23/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-242-S142,16S,4,16S4,,,MIN_16_2024-7-22,hdz7,HDZ-242-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,46,HDZ Loris DNA Extracts Box 4,,HDZ-242,Warble,2/23/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-243-S143,16S,5,16S5,,,MIN_16_2024-7-22,hdz7,HDZ-243-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,100,HDZ Loris DNA Extracts Box 4,,HDZ-243,Culi,2/26/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-244-S144,16S,6,16S6,,,MIN_16_2024-7-22,hdz7,HDZ-244-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,62,HDZ Loris DNA Extracts Box 4,,HDZ-244,Warble,2/27/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-245-S145,16S,7,16S7,,,MIN_16_2024-7-22,hdz7,HDZ-245-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,42,HDZ Loris DNA Extracts Box 4,,HDZ-245,Culi,1/16/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-246-S146,16S,8,16S8,,,MIN_16_2024-7-22,hdz7,HDZ-246-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,29,HDZ Loris DNA Extracts Box 4,,HDZ-246,Warble,1/18/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-247-S147,16S,9,16S9,,,MIN_16_2024-7-22,hdz7,HDZ-247-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,39,HDZ Loris DNA Extracts Box 4,,HDZ-247,Warble,1/20/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-248-S148,16S,10,16S10,,,MIN_16_2024-7-22,hdz7,HDZ-248-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,42,HDZ Loris DNA Extracts Box 4,,HDZ-248,Warble,1/21/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-249-S149,16S,11,16S11,,,MIN_16_2024-7-22,hdz7,HDZ-249-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,34,HDZ Loris DNA Extracts Box 4,,HDZ-249,Culi,1/19/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-250-S150,16S,12,16S12,,,MIN_16_2024-7-22,hdz7,HDZ-250-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,38,HDZ Loris DNA Extracts Box 4,,HDZ-250,Culi,1/21/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-251-S151,16S,13,16S13,,,MIN_16_2024-7-22,hdz7,HDZ-251-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,45,HDZ Loris DNA Extracts Box 4,,HDZ-251,Warble,1/16/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-252-S152,16S,14,16S14,,,MIN_16_2024-7-22,hdz7,HDZ-252-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,57,HDZ Loris DNA Extracts Box 4,,HDZ-252,Culi,1/18/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-253-S153,16S,15,16S15,,,MIN_16_2024-7-22,hdz7,HDZ-253-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,32,HDZ Loris DNA Extracts Box 4,,HDZ-253,Culi,1/17/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-254-S154,16S,16,16S16,,,MIN_16_2024-7-22,hdz7,HDZ-254-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,41,HDZ Loris DNA Extracts Box 4,,HDZ-254,Culi,2/2/2024,HDZ Keepers,,5,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-317-S155,16S,17,16S17,,,MIN_16_2024-7-22,hdz7,HDZ-317-E1,7/11/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,11,HDZ Loris DNA Extracts Box 4,,HDZ-317,Culi,2/13/2024,HDZ Keepers,,6,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-318-S156,16S,18,16S18,,,MIN_16_2024-7-22,hdz7,HDZ-318-E1,7/11/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,18,HDZ Loris DNA Extracts Box 4,,HDZ-318,Culi,2/11/2024,HDZ Keepers,,6,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-319-S157,16S,19,16S19,,,MIN_16_2024-7-22,hdz7,HDZ-319-E1,7/11/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,26,HDZ Loris DNA Extracts Box 4,,HDZ-319,Culi,2/17/2024,HDZ Keepers,,6,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-328-S158,16S,20,16S20,,,MIN_16_2024-7-22,hdz7,HDZ-328-E1,6/28/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,34,HDZ Loris DNA Extracts Box 3,,HDZ-328,Culi,2/24/2024,HDZ Keepers,,6,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-336-S159,16S,21,16S21,,,MIN_16_2024-7-22,hdz7,HDZ-336-E1,7/11/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,52,HDZ Loris DNA Extracts Box 4,,HDZ-336,Culi,2/12/2024,HDZ Keepers,,7,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-337-S160,16S,22,16S22,,,MIN_16_2024-7-22,hdz7,HDZ-337-E1,7/11/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,43,HDZ Loris DNA Extracts Box 4,,HDZ-337,Warble,3/8/2024,HDZ Keepers,,7,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-338-S161,16S,23,16S23,,,MIN_16_2024-7-22,hdz7,HDZ-338-E1,7/11/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,69,HDZ Loris DNA Extracts Box 4,,HDZ-338,Warble,3/10/2024,HDZ Keepers,,7,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
PL-NTC-007-CTRL,16S,24,16S24,,,MIN_16_2024-7-22,hdz7,PL-NTC-007-E1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16S_HDZ-PL-007,hdz7,SA,AVH171,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/22/2024,16S,
HDZ-258-S162,16S,1,16S1,,,MIN_16_2024-8-16,hdz8,HDZ-258-E1,7/12/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,37,HDZ Loris DNA Extracts Box 4,,HDZ-258,Culi,1/10/2024,HDZ Keepers,,5,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-259-S163,16S,2,16S2,,,MIN_16_2024-8-16,hdz8,HDZ-259-E1,7/12/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,52,HDZ Loris DNA Extracts Box 4,,HDZ-259,Warble,1/13/2024,HDZ Keepers,,5,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-260-S164,16S,3,16S3,,,MIN_16_2024-8-16,hdz8,HDZ-260-E1,7/12/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,15,HDZ Loris DNA Extracts Box 4,,HDZ-260,Warble,1/28/2024,HDZ Keepers,,5,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-262-S165,16S,4,16S4,,,MIN_16_2024-8-16,hdz8,HDZ-262-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,38,HDZ Loris DNA Extracts Box 4,,HDZ-262,Culi,1/24/2024,HDZ Keepers,,5,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-263-S166,16S,5,16S5,,,MIN_16_2024-8-16,hdz8,HDZ-263-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,73,HDZ Loris DNA Extracts Box 4,,HDZ-263,Culi?,1/9/2024,HDZ Keepers,,5,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-264-S167,16S,6,16S6,,,MIN_16_2024-8-16,hdz8,HDZ-264-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,45,HDZ Loris DNA Extracts Box 4,,HDZ-264,Culi,1/8/2024,HDZ Keepers,,5,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-332-S168,16S,7,16S7,,,MIN_16_2024-8-16,hdz8,HDZ-332-E1,7/12/2024,EK,DNA,Quick-DNA Fecal/Soil Microbe,27,HDZ Loris DNA Extracts Box 4,,HDZ-332,Warble,2/21/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-333-S169,16S,8,16S8,,,MIN_16_2024-8-16,hdz8,HDZ-333-E1,7/12/2024,EK,DNA,Quick-DNA Fecal/Soil Microbe,69,HDZ Loris DNA Extracts Box 4,,HDZ-333,Warble,2/19/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-341-S170,16S,9,16S9,,,MIN_16_2024-8-16,hdz8,HDZ-341-E1,7/18/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,57,HDZ Loris DNA Extracts Box 4,,HDZ-341,Culi,3/20/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-342-S171,16S,10,16S10,,,MIN_16_2024-8-16,hdz8,HDZ-342-E1,7/18/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,47,HDZ Loris DNA Extracts Box 4,,HDZ-342,Culi,3/9/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-343-S172,16S,11,16S11,,,MIN_16_2024-8-16,hdz8,HDZ-343-E1,7/18/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,51,HDZ Loris DNA Extracts Box 4,,HDZ-343,Warble,3/11/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-349-S173,16S,12,16S12,,,MIN_16_2024-8-16,hdz8,HDZ-349-E1,7/19/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,86,HDZ Loris DNA Extracts Box 4,,HDZ-349,Warble,3/20/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-350-S174,16S,13,16S13,,,MIN_16_2024-8-16,hdz8,HDZ-350-E1,7/19/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,8.4,HDZ Loris DNA Extracts Box 4,,HDZ-350,Culi,3/24/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-351-S175,16S,14,16S14,,,MIN_16_2024-8-16,hdz8,HDZ-351-E1,7/10/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,1.84,HDZ Loris DNA Extracts Box 4,,HDZ-351,Warble,4/16/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-352-S176,16S,15,16S15,,,MIN_16_2024-8-16,hdz8,HDZ-352-E1,7/10/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,22,HDZ Loris DNA Extracts Box 4,,HDZ-352,Culi,4/16/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-354-S177,16S,16,16S16,,,MIN_16_2024-8-16,hdz8,HDZ-354-E1,7/10/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,34,HDZ Loris DNA Extracts Box 4,,HDZ-354,Culi,4/19/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-355-S178,16S,17,16S17,,,MIN_16_2024-8-16,hdz8,HDZ-355-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,33,HDZ Loris DNA Extracts Box 4,,HDZ-355,Warble,4/20/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-356-S179,16S,18,16S18,,,MIN_16_2024-8-16,hdz8,HDZ-356-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,31,HDZ Loris DNA Extracts Box 4,,HDZ-356,Warble,4/26/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-357-S180,16S,19,16S19,,,MIN_16_2024-8-16,hdz8,HDZ-357-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,13,HDZ Loris DNA Extracts Box 4,,HDZ-357,Culi,4/14/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-358-S181,16S,20,16S20,,,MIN_16_2024-8-16,hdz8,HDZ-358-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,48,HDZ Loris DNA Extracts Box 4,,HDZ-358,Culi,4/15/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-359-S182,16S,21,16S21,,,MIN_16_2024-8-16,hdz8,HDZ-359-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,33,HDZ Loris DNA Extracts Box 4,,HDZ-359,Warble,4/15/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-360-S183,16S,22,16S22,,,MIN_16_2024-8-16,hdz8,HDZ-360-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,48,HDZ Loris DNA Extracts Box 4,,HDZ-360,Warble,4/22/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-361-S184,16S,23,16S23,,,MIN_16_2024-8-16,hdz8,HDZ-361-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,68,HDZ Loris DNA Extracts Box 4,,HDZ-361,Culi,4/20/2024,HDZ Keepers,,7,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
