"","goose20","goose22","goose37","goose42","goose44"
"goose20",0,0.144541044489561,0.127466234392916,0.108737298329336,0.173394526394524
"goose22",0.144541044489561,0,0.113876223427277,0.131334502268336,0.142583727058252
"goose37",0.127466234392916,0.113876223427277,0,0.0563925532082913,0.15498578779976
"goose42",0.108737298329336,0.131334502268336,0.0563925532082913,0,0.14343800016574
"goose44",0.173394526394524,0.142583727058252,0.15498578779976,0.14343800016574,0
