"","charles41","charles46","charles49","charles50","charles51","charles55","charles57"
"charles41",0,0.447315387565684,0.306686928913535,0.354257681250063,0.416370397744656,0.317078580149193,0.419697233251988
"charles46",0.447315387565684,0,0.442815709338996,0.337511204712481,0.333503603407348,0.327245471932384,0.390898417770485
"charles49",0.306686928913535,0.442815709338996,0,0.296751070134046,0.341550174492678,0.399216971490566,0.51055904522373
"charles50",0.354257681250063,0.337511204712481,0.296751070134046,0,0.238026983471471,0.281690475051477,0.505530726937234
"charles51",0.416370397744656,0.333503603407348,0.341550174492678,0.238026983471471,0,0.289934619543869,0.481855119177058
"charles55",0.317078580149193,0.327245471932384,0.399216971490566,0.281690475051477,0.289934619543869,0,0.417535920521487
"charles57",0.419697233251988,0.390898417770485,0.51055904522373,0.505530726937234,0.481855119177058,0.417535920521487,0
