"ID"	"hera11"	"hera14"	"hera17"	"hera24"	"hera44"	"hera45"	"hera58"	"hera67"
"ko00010"	0.0127387633837269	0.0117331072006177	0.00983589558600883	0.0111280944887851	0.00979460567663597	0.0114232285374829	0.00983422731419447	0.0121538110053475
"ko00020"	0.00601628522823848	0.00636992814125859	0.00602321384244813	0.00595700521786644	0.00634854827042686	0.00595653746421864	0.00626988030981227	0.00621367592316863
"ko00030"	0.00648821392181688	0.00604202018351156	0.00552768518285472	0.00606827065523269	0.00557139607557544	0.00613362024807666	0.00554135488585373	0.00616344558895469
"ko00040"	0.00443008523384364	0.00379213983968583	0.00315507634275917	0.0045736799751942	0.00376313800854727	0.00478519296004974	0.00388918162388686	0.00386023206613683
"ko00051"	0.0118679305793018	0.0106523181641598	0.00589251012495784	0.00890207223696424	0.00673998406791965	0.00897095652537081	0.00679968205109146	0.0107065486385632
"ko00052"	0.00802974198762816	0.00758208785601122	0.00735467216840806	0.00805344406106253	0.00833686695882837	0.0091057185782791	0.00835564483110177	0.0068120241461482
"ko00053"	0.00166072084848454	0.00137073290272374	0.00111369269357963	0.00134059481008908	0.00107775042472989	0.00131884631007079	0.00121958655606833	0.00124698018180592
"ko00061"	0.00473550416366644	0.00491550134836034	0.00579663273217357	0.00509925070731096	0.00607331036744936	0.00561189437152433	0.00597966238897928	0.00443917268740853
"ko00071"	0.00332255826439148	0.00317202629969963	0.00315137331094239	0.00362214750408083	0.00291781935290662	0.00344664585741956	0.00296953842443121	0.00390378034750637
"ko00072"	0.000579777387386541	0.000529238933461171	0.000436515499101309	0.000499779508546992	0.00036863100679288	0.000467833174961629	0.000371703999581966	0.000650222851589273
"ko00100"	6.5143404497363e-06	2.29968749885499e-05	0.000105127275354741	1.4069261167176e-05	8.52761280182034e-05	1.68157955492148e-05	7.99787770444157e-05	4.63780614216935e-06
"ko00120"	0.000180085552633198	0.000149949538254228	0.000198496042398856	0.000261454624570315	0.000278255065479456	0.000319768990012931	0.00027554189700794	0.000127668203190178
"ko00121"	0.000174999472592125	0.00014476111650568	0.000202302625504058	0.000253924624998886	0.000275796248055158	0.000311699516582074	0.000282271180310484	9.99138665675743e-05
"ko00130"	0.00176552584546953	0.0018308246389601	0.00223356039837849	0.00126174875234492	0.00207398042747898	0.00137224047600687	0.00213582328586258	0.00143934511323905
"ko00140"	0.000400060727314353	0.000488014942899277	0.000910555377844177	0.000929739370994465	0.00146560903522914	0.00130203642647763	0.0014700202541969	0.000243112979041722
"ko00190"	0.00575346067034648	0.00629094624213653	0.00903129078162177	0.00644724823293046	0.00894005168383576	0.00690386972689387	0.0087581813830439	0.0051971215758599
"ko00195"	0.00178518146446907	0.00181000746257971	0.00187967882881277	0.00175335141404637	0.00175563097685178	0.00173256626945416	0.00174602460659282	0.0018533340723244
"ko00220"	0.00383470085699231	0.00387290176526481	0.00402504035255427	0.00394050184553286	0.00372556626000267	0.00386528404696387	0.00377127621388342	0.00403219158367867
"ko00230"	0.014763727473784	0.0150105307878327	0.0146845898641144	0.0146520707785306	0.0139805504001348	0.0142201628292635	0.0140680008025137	0.0153067781076651
"ko00240"	0.0112049635863894	0.0114123803407484	0.010252645375682	0.0109143757945159	0.0100400657311509	0.0106520169654086	0.010066087229407	0.0116384167273113
"ko00250"	0.00625052159523585	0.00641853508150458	0.00713290641512809	0.00687150979529784	0.00704672353525712	0.00706660183839064	0.00710399037787492	0.00644443407052446
"ko00253"	0.000128538732792945	0.000165693299406712	0.000145032908103244	0.000140361665980091	0.000123008000322587	0.000113889988781952	0.000113895903408746	0.000187088234273214
"ko00260"	0.00768930408140321	0.00807622663869081	0.00780324670582667	0.00786621323038066	0.00778192810712696	0.0075706900556676	0.0077794049653771	0.00804229054610372
