"ID"	"Function"
"fpt117"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt118"	"Pectin -- Macromolecule"
"fpt119"	"Phenylacetate -- Production"
"fpt120"	"Phenylethylamine -- Production"
"fpt121"	"Polypeptide -- Macromolecule"
"fpt122"	"Propanoate (Propionate) -- Consumption"
"fpt123"	"Propanoate (Propionate) -- Production"
"fpt124"	"Putrescine -- Production"
"fpt125"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt126"	"Pyruvate -- Consumption"
"fpt127"	"Pyruvate -- Production"
"fpt128"	"Raffinose -- Consumption"
"fpt129"	"Riboflavin (Vitamin B2) -- Consumption"
"fpt130"	"Spermidine -- Production"
"fpt131"	"Stachyose -- Consumption"
"fpt132"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt133"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt134"	"Succinate -- Production"
"fpt135"	"Sucrose -- Consumption"
"fpt136"	"Tauro-b-muricholic acid -- Consumption"
"fpt137"	"Taurochenodeoxycholate -- Consumption"
"fpt138"	"Taurocholate -- Consumption"
"fpt139"	"Taurodeoxycholate -- Consumption"
"fpt140"	"Taurolithocholate -- Consumption"
"fpt141"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt142"	"Trehalose -- Consumption"
"fpt143"	"Triglyceride -- Macromolecule"
"fpt144"	"Trimethylamine -- Production"
"fpt145"	"Tyramine -- Production"
"fpt146"	"Urea -- Consumption"
"fpt147"	"Urea -- Production"
"fpt148"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt149"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"fpt150"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt151"	"Xylan -- Macromolecule"
