"Taxa"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.0316217502271056	0.0453491459421188	0.0447150692572279	0.0530241459769814	0.0472489569683551	0.0997583502586987	0.0645764119601329	0.0432224119628929	0.0352202504055778
"Acetate -- Production"	0.0486222260673963	0.0490397380299141	0.0476550153388491	0.0474923314893952	0.047896615607067	0.04023542318355	0.0466105046669831	0.0480107998338487	0.0457838487163928
"D-Glucose (Glucose) -- Consumption"	0.041830687372929	0.0489866359854854	0.0498396393046388	0.046718926146344	0.0472037714819333	0.0394496908958831	0.0466105046669831	0.0489338625559607	0.0457838487163928
"D-Mannose (Mannose) -- Consumption"	0.0415927672275814	0.0489158332595805	0.0491075578692944	0.0462732349317044	0.0469627822210173	0.0393014395208516	0.0464621895269736	0.0483454100706143	0.045288486544725
"Cellobiose -- Consumption"	0.0408681922394774	0.0489246836003186	0.0496304731802547	0.0463649948876596	0.0468422875905593	0.0393310897958579	0.0465116279069767	0.0487492500115383	0.044396834635723
"D-Fructose (Fructose) -- Consumption"	0.0472271488514946	0.0479865474820781	0.04837547643395	0.0447133156804656	0.0445528896118567	0.0389901116332854	0.0461853345989559	0.0477338810172151	0.0445702113958068
"Raffinose -- Consumption"	0.0463727992386555	0.0488892822373661	0.0470042762852096	0.0447657499410115	0.0462398144382691	0.0391976635583295	0.0461853345989559	0.0465915908986016	0.043307037858054
"Lactose -- Consumption"	0.0405004974693948	0.0488361801929374	0.0475504322766571	0.0447657499410115	0.0461645052942328	0.0391531881458201	0.046234772978959	0.0469723542714727	0.0430469727179284
"Maltose -- Consumption"	0.0405004974693948	0.0488361801929374	0.0475388119364135	0.0447133156804656	0.0461645052942328	0.0391531881458201	0.0462149976269578	0.0468569714312087	0.0428488278492613
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0413224034260501	0.0488273298521993	0.0469229339035047	0.0444904700731458	0.0460138870061603	0.0391235378708138	0.0461161208669514	0.0463608252180736	0.0426506829805942
"D-Xylose (Xylose) -- Consumption"	0.0413224034260501	0.0488273298521993	0.0469229339035047	0.0444904700731458	0.0460138870061603	0.0391235378708138	0.0461161208669514	0.0463492869340472	0.0426506829805942
"Sucrose -- Consumption"	0.0404680538132111	0.0488096291707231	0.0470391373059403	0.0444380358126	0.0460590724925821	0.0391976635583295	0.0461358962189527	0.0465108229104168	0.0424649221662188
"Indole -- Production"	0.0445235108361812	0.0484467652004602	0.0465743236961978	0.043612196209003	0.0445830132694712	0.0388418602582539	0.0459678057269419	0.0450685374071168	0.0412512848456328
"Trehalose -- Consumption"	0.0400030280745772	0.0486857244003894	0.0469810356047225	0.0440578874236426	0.045757835916437	0.0389901116332854	0.0459875810789432	0.0466377440347072	0.0399757272535883
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0388242418999005	0.0456500575272148	0.0471553407083759	0.0428256823008154	0.0426852228397572	0.038560182645694	0.0455821863629173	0.0476992661651359	0.0376970612639166
"Propanoate (Propionate) -- Production"	0.0452805294804689	0.045588105142048	0.0445756251743051	0.0409249403560286	0.0416308948232494	0.0380116525580775	0.0451866793228919	0.0451262288272488	0.0365329601604973
"Succinate -- Production"	0.0397110351689233	0.0452606425347376	0.0454122896718416	0.0428518994310883	0.0384377871161116	0.0383822809956562	0.0452163423508938	0.038780172612729	0.0419571759402593
"Nitrate (NO3-) -- Consumption"	0.035904312843362	0.0452960438976901	0.0435297945523845	0.0392339354534253	0.0404410103474764	0.0374038219204483	0.044781284606866	0.044180089537084	0.03092298356636
"D-Mannitol (Mannitol) -- Consumption"	0.0314595319461868	0.0453491459421188	0.044366459049921	0.0393256954093805	0.0375340773876764	0.03727039568292	0.0448307229868692	0.0387570960446762	0.0348982649939937
"Glycerol -- Consumption"	0.0314595319461868	0.0453491459421188	0.0443432183694339	0.0393256954093805	0.0375340773876764	0.03727039568292	0.0448010599588673	0.038607098352333	0.0348982649939937
"Formate -- Production"	0.00777566293204135	0.000256659881405434	0.00361392581574789	0.0169231575911701	0.0119741539017668	0.0637629164010496	0.0205367030533143	0.00767295887755573	0.00591957795142974
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	0	0	0.000360230547550432	0.0128595023988674	0.00893166448270149	0.0586482439624628	0.0187865844012023	0.00436147136197905	0.000482978117376067
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.0170329194964745	0.00667315691654129	0.00457841405596356	0.00849435020842619	0.0131339147199253	0.00309845373815842	0.00226427780414491	0.00954216088983246	0.0123345180745272
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.0114634251849288	0.00390300026551022	0.00347448173282514	0.00570222583436017	0.00676276113445695	0.00179384163788119	0.00145348837209302	0.00351917662805188	0.0113561777854834
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.0117554180905827	0.00354898663598548	0.00353258343404295	0.00544005453163097	0.0057988040907927	0.00201621870042845	0.00151281442809682	0.00265380532607191	0.0123964383459857
"Melibiose -- Consumption"	0.00777566293204135	0.00422161253208248	0.00267267825601934	0.00596439713708937	0.0105884656514994	0.00191244273790639	0.00138427464008859	0.00818064337471731	0.0057833533542211
"Fructan (Inulin, Levan) -- Macromolecule"	0.0114201669766838	0.00359323833967608	0.00347448173282514	0.00536140314081221	0.00585905140602172	0.001971743287919	0.00149303907609555	0.00236534822541192	0.0123097499659438
"H2 (Hydrogen) -- Production"	0.010576631915906	0.000442517036905921	0.0041019801059775	0.00395878667121097	0.00256051089723314	0.00128978696277408	0.000978879924062648	0.00355379148013107	0.00897843936147816
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.0037310204611325	0.00230993893264891	0.00189411545970066	0.00414230658312141	0.00399138463392225	0.00840585296428624	0.00289708906818541	0.00153459177551115	0.00704652689197389
"Mannan -- Macromolecule"	0.00370939135700999	0.00330117709531817	0.00270753927675002	0.00422095797394017	0.00506077447923727	0.00137873778779298	0.00108764436006961	0.00181151059214474	0.00843354097264362
"D-Galactose -- Consumption"	0.00355798762815244	0.00247809540667316	0.00399739704378544	0.00416852371339433	0.00316298404952329	0.00114153558774258	0.00108764436006961	0.00318456639128629	0.00860691773272734
"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"	0.00852186702426785	0.0024515443844588	0.00212652226457191	0.00255617020160973	0.00284668564457096	0.00109706017523313	0.00088000316405632	0.00192689343240873	0.0074552006835998
"Urea -- Production"	0.00232512869316953	0.00330117709531817	0.00252161383285303	0.00384080958498283	0.00469929058786318	0.00124531155026463	0.00102831830406581	0.00177689574006554	0.00686076607759848
"Hemicellulose, not specified -- Macromolecule"	0.0038716096379288	0.00246924506593504	0.0023124477084689	0.00273969011352017	0.00250026358200413	0.00105258476272367	0.000929441544059484	0.00114229011861356	0.00855738151556056
"CO2 -- Production"	0.00967902409482199	0.000354013629524737	0.00123175606581761	0.00208426185669717	0.00195803774494299	0.00120083613775518	0.000553709856035438	0.00148843863940555	0.0057957374085128
"Arabinogalactan -- Macromolecule"	0.00354717307609119	0.00115054429595539	0.00163846797434229	0.00308051280706814	0.00341903513924661	0.000889508250189021	0.000603148236038601	0.000992292426270365	0.00613010687438854
"CO2 -- Consumption"	0.00934377298092313	0.000274360562881671	0.00101096960118992	0.0017434391631492	0.00109951350292953	0.000637480912635465	0.00038561936402468	0.000449993077029584	0.00556044037697061
"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"	0.00920318380412683	0.000230108859191079	0.000964488240215674	0.00157302781637522	0.00105432801650776	0.000593005500126014	0.000355956336022781	0.000380763372871187	0.00546136794263706
"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"	0.00187091750659688	0.00230993893264891	0.0016965696755601	0.00191385050992318	0.00201828506017201	0.000800557425170119	0.00070202499604493	0.00138459408316795	0.00531275929113673
"L-Methionine (D-Methionine) -- Consumption"	0.00187091750659688	0.00230993893264891	0.0016965696755601	0.00191385050992318	0.00201828506017201	0.000800557425170119	0.00070202499604493	0.000969215858217566	0.00531275929113673
"Ethanol -- Production"	0.00100575334169659	0.000150455792548013	0.00310263084503114	0.00259549589701911	0.0017923576280632	0.000948808800201622	0.000622923588039867	0.00333456408362948	0.00346753520167432
"D-Ribose (Ribose) -- Consumption"	0.0020763939957607	9.73537481193026e-05	0.0024054104304174	0.00225467320347115	0.00125013179100206	0.00042992898759136	0.000405394716025945	0.00199612313656713	0.00432203494780121
"Butyrate -- Production"	0.00196824847514816	0.000141605451809895	0.00290508506089058	0.0013501822090554	0.00194297591613574	0.00120083613775518	0.000583372884037336	0.00311533668712789	0.00199383274096274
"Xylan -- Macromolecule"	0.00719167712073366	0.000115054429595539	0.000220786464627684	0.000642319691686548	0.000497040350639375	0.000252027337553556	8.89890840056953e-05	0.000380763372871187	0.00117648515771093
"FOS (Fructooligosaccharide) -- Consumption"	0.00244408876584332	0.000185857155500487	0.000685600074370178	0.000943816689825132	0.000617534981097405	0.000355803300075608	0.000237304224015187	0.000346148520791988	0.00341799898450755
