"","W1","W2","W4","W6","W7","W9","W10","W33","W42","W43","W52","W54","W57","W60","W63","W68","W73","W83","W84","W85","W87","W93","W94","W95","W96","W97","W100","W101","W104","W107","W108","W109","W111","W112","W114","W120","W121","W122","W123","W126","W127","W139","W140","W144","W150","W152","W153","W154","W164","W170","W181","W185","W187","W188","W189","W197","W221","W227","W228","W247","W251","W262","W265","W269","W280","W282","W318"
"W1",0,0.190600602227776,0.236847657849177,0.374205315385349,0.249074715697923,0.220137800447255,0.186576822028977,0.32283708114077,0.229706255259088,0.264465341713709,0.237963675327399,0.252891836277638,0.293620701661225,0.252317612665186,0.200895197444199,0.267973830741422,0.259825434380569,0.196686088258181,0.295282605355734,0.290617658893912,0.27478257595154,0.211804330716955,0.271088329790069,0.363508155393055,0.256519284518687,0.303969338898342,0.313779325634463,0.27550547896631,0.263973506043287,0.291680127684701,0.341517438909817,0.269830598030795,0.275867097635088,0.270302673694963,0.190404594767447,0.326843696267211,0.196616577234115,0.24156035826395,0.315821743086339,0.308351189719467,0.227099894530653,0.296650549744242,0.238812154010923,0.230495672288001,0.214605217120664,0.253445893727753,0.256000589139596,0.175258113447861,0.270699645846215,0.281125421764769,0.23529820603177,0.220554308805146,0.225270204127865,0.235396788496482,0.240312644660827,0.230485400942068,0.243674105867619,0.20229939712864,0.142403670179359,0.371620893785152,0.385412322029275,0.188187822928693,0.164841965357032,0.305828264392809,0.25737556452674,0.245053479509963,0.313250234052148
"W2",0.190600602227776,0,0.241156827573133,0.370094545415769,0.25248588780157,0.218503471891217,0.20634157097407,0.301668526298681,0.22262288078806,0.253494362318602,0.217082771130475,0.25995940298541,0.187476767452164,0.215928472999434,0.236729549019887,0.30109764856173,0.291918390922685,0.215844225092058,0.319798099458394,0.286729955774799,0.24012285807064,0.179224067855965,0.234115635489886,0.303511837979093,0.27893467565501,0.274281346840779,0.287930072246993,0.242935459889433,0.266173753789937,0.228241511238159,0.327747040724382,0.221510343098114,0.340846589190766,0.23155879931407,0.212599052810783,0.327743771402145,0.262251885270218,0.274194520455108,0.266148704535521,0.28023961511918,0.25749161817853,0.327414150035173,0.292243130688142,0.238688418218228,0.253413949155243,0.270733821472544,0.278987647239018,0.193985316201652,0.314187429774056,0.309193055960829,0.278800038590814,0.233425950005389,0.258412139583794,0.280425640210485,0.245701710503626,0.234748445891089,0.270995788321204,0.224538915896796,0.213185615786518,0.337226992641841,0.360272933537239,0.167358713391515,0.180926317660162,0.309614851809567,0.218364844427452,0.181512237584735,0.24977109299986
"W4",0.236847657849177,0.241156827573133,0,0.449480332511659,0.251969532686388,0.186685648403664,0.228900552508062,0.315622296203831,0.281526889595084,0.286220632441457,0.292967469160014,0.300241118842777,0.29848496580209,0.21636226428201,0.265460719427945,0.267280726241872,0.258016199524913,0.269417019009386,0.315247002168701,0.312197056105083,0.348762297766543,0.264444361098343,0.359883226994425,0.409430856647817,0.299162125530343,0.313483912002107,0.311283977305198,0.31250286063835,0.257568016742918,0.287128638972098,0.345869242342771,0.263084869584115,0.348602968324822,0.299842278680139,0.298604395997452,0.385449300489742,0.28045093300054,0.258012924283654,0.267810672489626,0.294653246773517,0.322408798666283,0.320947318531858,0.295237271436473,0.20931848783001,0.249845664711395,0.214625534007174,0.211163337929411,0.244526177673886,0.267743342650874,0.241577993261578,0.280178950103268,0.217584422814134,0.226266229338364,0.236121280938953,0.221903970218751,0.260046049903409,0.294845828089191,0.265388706222557,0.25416426610764,0.409304998790548,0.422972089156122,0.252471079602106,0.285476182181511,0.321037493591901,0.281101717169614,0.28485242965297,0.313136698522306
"W6",0.374205315385349,0.370094545415769,0.449480332511659,0,0.433304439379946,0.430766089435527,0.400872388018341,0.267836985556524,0.372055970763584,0.374866629858265,0.366607560773001,0.322380459702319,0.279477155716154,0.421516045721358,0.385394839498546,0.425799504417589,0.37633940337946,0.33525875166793,0.426212884976458,0.298698879147438,0.385810669980385,0.420820081276499,0.385559813533246,0.345300139294797,0.413948204661253,0.37572774209311,0.398155178748482,0.376549570060347,0.463358227354305,0.359667756626213,0.36792872054011,0.424404649901098,0.275731230563362,0.351124038929918,0.319169898814476,0.36865887440002,0.354748296487562,0.447588819238979,0.421814342401228,0.452872834337193,0.376413034655358,0.259560372586174,0.418602191342552,0.446762682668077,0.440276370048416,0.49286247196826,0.487917092051377,0.394256608329821,0.344653450492238,0.482138317946038,0.415773816127336,0.45754511921811,0.43780106428513,0.436660178147754,0.440232760309864,0.419954969415557,0.306722166073947,0.395956960459722,0.408615763215191,0.326365588014884,0.374622762330609,0.397630426611184,0.348188538745033,0.305718079774447,0.363552083469724,0.359401537355608,0.356408286880034
"W7",0.249074715697923,0.25248588780157,0.251969532686388,0.433304439379946,0,0.18110411344854,0.206348520610091,0.298355282541307,0.243620953149887,0.281584345370087,0.265561097292405,0.309793310689299,0.288509962352707,0.219082798908814,0.257355252511198,0.220707503624859,0.278424645836039,0.263356125151066,0.313173466904838,0.331018069054467,0.305831178546232,0.217811879442803,0.238376433157441,0.330547716030817,0.240277174033574,0.290794294528553,0.256030650994562,0.236268449643441,0.180489585901218,0.279238278256851,0.278203520632854,0.196836886284627,0.299760477058076,0.280108272311696,0.29709500434729,0.349043700434189,0.255661418868535,0.23067591204108,0.307347869546609,0.29575413931199,0.275059546879087,0.373121189848646,0.215545978647656,0.227562493696913,0.236149789268825,0.22862679514959,0.200109187010218,0.256633465729485,0.299638079683851,0.225082537790384,0.239863077457006,0.197746001244094,0.220062533103936,0.249339386973611,0.191866686177995,0.214151674342884,0.30766441424112,0.192153113153329,0.234323060809654,0.372526640862883,0.357816806655977,0.215751522527271,0.253385124256251,0.348615673963344,0.256080671479847,0.214655988778286,0.301770446973801
"W9",0.220137800447255,0.218503471891217,0.186685648403664,0.430766089435527,0.18110411344854,0,0.152938918957243,0.315591722351762,0.250061304745645,0.225597651914148,0.240921644063621,0.326198273593816,0.280890328770991,0.223074823127262,0.241939506928007,0.203414080064628,0.28424717096701,0.268961495389802,0.282891302567971,0.322946884947059,0.296401368221655,0.196622826231325,0.261166382081905,0.310012046725967,0.234385073865395,0.315513408405013,0.262884524000043,0.219775700233521,0.198935980096442,0.27651279016861,0.307714575663317,0.175629789437963,0.31703051116388,0.244326458446858,0.290757006990826,0.364120809479998,0.262888760481794,0.210484613876667,0.240967965025354,0.308873784339324,0.272176868852977,0.332779653164373,0.208963053978863,0.13945554420019,0.170846300097242,0.166975759829811,0.156211460515917,0.217512101593041,0.311627910619229,0.190534886537331,0.228991820866437,0.116218728697589,0.131862537453529,0.229629149028525,0.143323590816816,0.17291872917205,0.261369680104553,0.209121299053744,0.195189191774181,0.393881741350959,0.375073538162317,0.14994685945761,0.249185840831863,0.352650563444904,0.240216611946306,0.194529533198159,0.295122815348127
"W10",0.186576822028977,0.20634157097407,0.228900552508062,0.400872388018341,0.206348520610091,0.152938918957243,0,0.309253428111443,0.228427419693032,0.288298120732084,0.262856662385228,0.273857034730944,0.295059593574523,0.186739257787357,0.223803131201092,0.219570230877222,0.271994325400788,0.201714770814751,0.278917690342012,0.329897615031146,0.274934154136971,0.167192252198173,0.241780096122172,0.336506912773858,0.2455563578736,0.331376838675172,0.241164752483653,0.254081004827201,0.216786745922071,0.282019077165995,0.324411913159979,0.24178392568301,0.327695248423029,0.268018793381872,0.25464286216581,0.356483635101263,0.267481581054238,0.198547590609677,0.283261014952066,0.315452007780268,0.27759522591888,0.366465804297842,0.184534173216225,0.178134741540338,0.183825905505617,0.180635995857779,0.163767050545498,0.18702205227578,0.330133715624983,0.177072367336426,0.168800329821659,0.128899516635228,0.119542196991483,0.190498404294456,0.155802908418464,0.11781209375714,0.302125383660747,0.175510453297333,0.178896123762777,0.394484899089143,0.388006924914938,0.149529295615601,0.216754069855004,0.351246959673565,0.270613728797727,0.195195575546112,0.315267851770505
"W33",0.32283708114077,0.301668526298681,0.315622296203831,0.267836985556524,0.298355282541307,0.315591722351762,0.309253428111443,0,0.182028831952333,0.29463865895235,0.250305406176135,0.308046293963794,0.218771906096984,0.264356179356731,0.196884680796463,0.309680136129732,0.221125687043513,0.202548785639176,0.291358439723095,0.18521208860911,0.341764309654576,0.345352670924635,0.338594026820853,0.359527498520424,0.299951302275886,0.349004883305331,0.328920393318272,0.360884470996456,0.311637301576625,0.28638316638471,0.31712931260716,0.335780927779088,0.186650960115352,0.281483196341555,0.201708173374356,0.315585990411318,0.210779624990717,0.310034766032367,0.358158638007424,0.430545985270243,0.372213502466286,0.217262121881598,0.268481165627136,0.330953152510392,0.324954234420183,0.369245055973163,0.328093603527443,0.261473760329888,0.203918641708105,0.348726300198009,0.286345012350864,0.308832029700319,0.306836343351421,0.307752529911231,0.270788472558196,0.289331815553748,0.276693869602759,0.316251209124812,0.303687202383822,0.354211857566383,0.409479288465653,0.300945780990663,0.301701931048509,0.334840468860503,0.329804241125781,0.294530121138799,0.344362613954071
"W42",0.229706255259088,0.22262288078806,0.281526889595084,0.372055970763584,0.243620953149887,0.250061304745645,0.228427419693032,0.182028831952333,0,0.24485641192832,0.222340898551582,0.238692202840504,0.252164327222491,0.151714903796734,0.146801512104626,0.222793919056684,0.218845796941209,0.107204691956516,0.274903813156474,0.194908595399018,0.293078281764267,0.256530881746502,0.267594116656488,0.348473673197521,0.233525139402867,0.306916270383171,0.287770507319509,0.307036913855626,0.239411298867399,0.27516388345652,0.306702599763686,0.301921995473741,0.225052078920203,0.262948297481124,0.148898146911862,0.290528408373967,0.125022062989183,0.235802647015357,0.279638218005227,0.388159539956659,0.305483465407887,0.286799999820099,0.19812214727798,0.229401900910889,0.240125463423104,0.25100264300954,0.23215097804928,0.147314512038273,0.24011898000782,0.269295775330994,0.197332804718067,0.181815152211311,0.21307540732679,0.23138874510596,0.229051294292523,0.200882813499959,0.25085132783862,0.24878388583611,0.20306704078331,0.380748907188511,0.418275270940926,0.190217003368231,0.214916526440177,0.348179748995439,0.287594625089773,0.217813704553586,0.30767898970802
"W43",0.264465341713709,0.253494362318602,0.286220632441457,0.374866629858265,0.281584345370087,0.225597651914148,0.288298120732084,0.29463865895235,0.24485641192832,0,0.190668010690788,0.31362444176573,0.234121124195175,0.258348021860376,0.260322435609065,0.293641516916656,0.287466872850418,0.281124439221166,0.282483877553183,0.275714142435496,0.336798543775884,0.271450781144654,0.265609346420522,0.367211722023605,0.297208227074487,0.295330041666986,0.311279332339359,0.26277676152912,0.235436415436968,0.240301954308609,0.32733702403965,0.271696081057277,0.27006799059387,0.232098376219773,0.295749897777988,0.308558167781268,0.266359201449441,0.327842744122105,0.24524510853542,0.34136622661685,0.232015394086637,0.310437554159122,0.302527077471489,0.282051258091867,0.284580039588654,0.268972976902441,0.281156622806673,0.245667108701281,0.307492749905344,0.311656118492749,0.290290559497541,0.252199243323375,0.251867903474956,0.308451173428016,0.248445325829801,0.266268603158701,0.23736025538644,0.279806389103008,0.280482082732072,0.298593529580954,0.346705300769323,0.250410752208852,0.257339430122378,0.341518852620802,0.274175318004064,0.273478979931235,0.297122637968921
