"","marshmallow24","marshmallow37","marshmallow41","marshmallow44","marshmallow49","marshmallow53","marshmallow60","marshmallow70"
"marshmallow24",0,0.560115507391103,0.787379070210652,0.437464943609961,0.659634858441329,0.424782321454923,0.732336090596649,0.605007080578078
"marshmallow37",0.560115507391103,0,0.610325100825675,0.229331782783282,0.487780089239379,0.691974405690073,0.741429707398824,0.426983080041175
"marshmallow41",0.787379070210652,0.610325100825675,0,0.6601542538143,0.60108831903976,0.846239357555665,0.59210439908985,0.687963105585885
"marshmallow44",0.437464943609961,0.229331782783282,0.6601542538143,0,0.433359270188534,0.692569945737602,0.663605892942267,0.453614065377969
"marshmallow49",0.659634858441329,0.487780089239379,0.60108831903976,0.433359270188534,0,0.757518567213869,0.687723338109216,0.495980726962375
"marshmallow53",0.424782321454923,0.691974405690073,0.846239357555665,0.692569945737602,0.757518567213869,0,0.839625671135912,0.611416366759048
"marshmallow60",0.732336090596649,0.741429707398824,0.59210439908985,0.663605892942267,0.687723338109216,0.839625671135912,0,0.770134977146785
"marshmallow70",0.605007080578078,0.426983080041175,0.687963105585885,0.453614065377969,0.495980726962375,0.611416366759048,0.770134977146785,0
