"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher","Pielou","Coverage","PD"
"culi_122",61,70.4285714285714,7.25484759149476,69.4200472872076,4.06867805964013,2.50875480915906,0.85376352,6.83823899481169,11.2858580264489,0.610272874345068,0.9952,22.1057191368
"culi_123",45,49.5,4.10480594159844,52.5015879774001,3.61425856832845,2.19030632057068,0.82830656,5.82433434847598,7.79379791271133,0.575387580710586,0.9964,17.9033469967
"culi_124",41,46.625,4.81138481941401,49.5562169312169,3.44722100903168,1.87157504556945,0.76644768,4.28169585298917,6.96593302055398,0.503982422301667,0.996,16.5556563663
"culi_125",42,43.6666666666667,2.04342817279408,45.6618372621192,3.19584962315974,2.03989873885819,0.79045952,4.77234756740082,7.17110024452811,0.545767536242295,0.9976,19.4531568805
"culi_126",50,59.75,7.1983809420212,63.7185185185185,4.12629011610008,2.15417323909544,0.78711552,4.69738329445153,8.85487692443004,0.550654542702436,0.9948,22.8841366241
"culi_127",56,62.875,5.56379723471454,62.6553761963632,3.71073173308661,2.39942341822856,0.85037856,6.68353412452119,10.1648935735236,0.596077958542388,0.9956,21.9955695417
"culi_128",52,58.6,5.13452118992894,62.76009776177,3.95869897827465,2.19341961772703,0.8065568,5.16947610461365,9.28718844140158,0.555121317222748,0.9952,20.7032857654
"culi_129",65,80.5454545454545,9.4443011520012,86.6686592425432,4.91903162139356,2.40155035677766,0.83033792,5.89406896343603,12.2011132440937,0.575306075240523,0.9924,23.9349851317
"culi_130",63,66.3333333333333,4.12255638931427,65.7418704107157,3.56602497929657,3.42364185571536,0.94996064,19.9842683839282,11.7414638489308,0.826340942742449,0.998,25.8005083215
"culi_131",45,46.2,1.83889483090638,47.1322296811448,3.38977425871663,2.37264272059364,0.84127232,6.30009838233634,7.79379791271133,0.623286862696566,0.9984,19.367100162
"culi_132",48,52.5,4.10498390461435,54.7782528409091,3.67593888696947,2.20437786304702,0.8104128,5.27461769570941,8.42702659369136,0.569429966781818,0.9964,21.1362616168
"culi_133",58,71,9.63052780109686,66.6791397613107,3.86438474577377,2.60676015272276,0.8778768,8.18845231700447,10.6101489396024,0.64198909969973,0.9948,20.9385457169
"culi_134",59,80,14.7412304438944,72.9539583581911,4.20966732123871,2.57712457049536,0.87747744,8.16176220934332,10.8343492786363,0.632029651707337,0.994,22.5668019117
"culi_135",53,64.375,8.08160476027907,65.8898742870793,4.06397983486666,2.00640335930105,0.74651616,3.94502466113816,9.50499297804265,0.505354115764745,0.9944,21.7374293029
"culi_136",52,71.4285714285714,12.6443875224706,70.9297547234656,4.5032897274079,2.26341816431657,0.848936,6.61971085103003,9.28718844140158,0.572836890235964,0.9932,19.7502628663
"culi_137",30,69,30.3242740094944,59.4204793028322,4.06419785385733,1.71808141160017,0.73932256,3.83615858740979,4.7933059526325,0.505140166478826,0.9948,14.461771285
"culi_138",53,58,4.13196483181196,60.4617825764651,3.63564716642141,2.31303632020778,0.84723968,6.54620257407159,9.50499297804265,0.582585958556978,0.9956,21.2898280046
"culi_139",63,76,9.63103592923292,74.7700594480555,4.31351643780572,2.7746172645336,0.89269088,9.31887243134601,11.7414638489308,0.669690330574926,0.9948,22.2644883447
"culi_140",48,51.6,3.35502382759362,54.1151573060413,3.49581626110189,2.41162156248935,0.8665008,7.49068159209943,8.42702659369136,0.622964696406649,0.9964,21.2957270913
"culi_141",59,62.75,3.32913003784406,66.3876849822796,4.03039406619612,2.55664008004108,0.86927872,7.64986389362161,10.8343492786363,0.627005911095245,0.996,22.0263377991
"culi_142",78,91.6,8.74503173985117,90.8869360062542,4.63187917110065,2.85674523878604,0.89117792,9.18931158088506,15.2841658490648,0.655711766020571,0.9932,28.1629331784
"culi_143",84,117,19.3274432103696,103.843680509007,5.06821165123668,3.02571872820759,0.91616064,11.9275719661982,16.760846793475,0.682880576104494,0.9912,28.6468080902
"culi_144",45,51.875,5.56307197419716,57.1290391156463,3.74220753599304,2.41096377970095,0.85949696,7.11728372567597,7.79379791271133,0.63335370187926,0.9956,18.0846715574
"culi_145",58,63.0769230769231,4.03560819301173,67.6888504753673,4.03166852478625,2.61282371493112,0.8815744,8.44412019022914,10.6101489396024,0.643482424982862,0.9952,19.3387247737
"culi_146",46,61,12.8276724438952,52.2663407375917,3.43228662750224,2.29429689763627,0.84027968,6.26094413033983,8.00371989290548,0.599245701031224,0.996,18.1566080994
"culi_147",44,53.1666666666667,7.37646955580415,52.1131834319527,3.41929611276618,1.97586982043449,0.75489632,4.07990610340897,7.58504572474342,0.522138162084814,0.9956,18.2362301607
"culi_148",52,65.125,9.00787629765884,67.0335109819121,3.93924251923333,2.19399250488295,0.80469376,5.12016410740384,9.28718844140158,0.555266306293713,0.994,18.6755357925
"culi_149",69,70.3636363636364,1.73639797256505,72.1658957890353,4.20716934396067,3.30798626067352,0.94348416,17.6941544175934,13.1323439242236,0.781271386792423,0.9976,23.267035801
"culi_15",45,56.25,9.54428184685586,53.1809164848244,3.46991754928155,2.44046055926029,0.8654336,7.43127556358794,7.79379791271133,0.641102426553066,0.996,20.5437620466
"culi_150",51,62.1428571428571,8.2279025555775,63.136574201788,3.85315948109275,2.45901822121948,0.86063328,7.17531416395535,9.07047995432433,0.625413853746014,0.9948,21.7232580582
"culi_151",64,71.8,5.79306650217372,78.6127748842593,4.71048134950074,2.95698324465712,0.91451008,11.6972854811421,11.9707863201756,0.71100417717643,0.9948,21.3177072467
"culi_152",68,80.75,7.96294767661225,89.3623809972665,5.15863270823298,2.90054967696345,0.92161792,12.7580181592527,12.8980595323448,0.687414238728684,0.9928,23.2027181205
"culi_153",62,65.1111111111111,3.10048872818958,65.9946314277506,3.8846313473134,2.70591775453471,0.88821792,8.94597774527008,11.5131522226981,0.655640815656442,0.9968,22.1243863549
"culi_154",40,44.2,4.33575182539346,44.9760026298488,3.26913452094623,2.20687746509888,0.83112096,5.92139794257476,6.76198779423133,0.59825144533734,0.9972,18.7288977308
"culi_156",46,56.1111111111111,7.1863712759723,62.9049831757731,4.24579745835947,1.66880599574591,0.67250624,3.05349329404017,8.00371989290548,0.435874197378793,0.9944,19.998580399
"culi_157",48,50.8,2.82780792095136,53.0050187408678,3.43662151419904,1.95526332234455,0.76773568,4.30543959571578,8.42702659369136,0.505079254948323,0.9968,19.2950009245
"culi_159",62,85.75,14.2851288344641,90.4710977217097,5.12282469906619,2.48296063895904,0.85772448,7.0286160261442,11.5131522226981,0.601618558377017,0.992,23.3383816952
"culi_16",35,38.3333333333333,4.11750384284786,37.7079606188467,2.96582559142641,2.15297824376559,0.83838016,6.18735917570516,5.76112342648038,0.605560470179019,0.998,15.7838319165
"culi_160",47,59,10.7581266090148,52.64101743721,3.53092488539146,2.35822717854073,0.85325504,6.81454409064543,8.2147998932047,0.612503057673248,0.9964,19.0413336511
"culi_161",57,67.5,7.20499826509348,74.5648905443123,4.59286187977549,2.46691603768606,0.86038496,7.16255211472919,10.3869944754785,0.610161948059425,0.994,22.0470507355
"culi_162",53,58.6,5.34365906006087,57.7093831775701,3.69331409712728,2.66858227785696,0.8696896,7.67398457836059,9.50499297804265,0.672137549571122,0.9968,18.5922763527
"culi_163",59,76,10.6531194429682,83.1194657696874,4.7927850958971,2.67586501653572,0.89778304,9.78311231325995,10.8343492786363,0.656245357240082,0.9928,22.0664484905
"culi_164",66,77.3333333333333,7.29728465614139,82.8303011473578,4.62559134408246,2.35596606189284,0.812592,5.33595150687271,12.4324384129408,0.562329405872074,0.9932,24.9563806055
"culi_165",50,60.9090909090909,7.2432427100097,64.8998788788618,4.11401791283948,2.0515121780286,0.79944512,4.98616637999534,8.85487692443004,0.524412094505072,0.9936,18.2576673231
"culi_168",38,38.6666666666667,1.14596257188777,40.3611066656651,2.856567964831,1.82069782115584,0.76230272,4.20703173380865,6.35782200984097,0.500523627814986,0.9984,17.1709663259
"culi_170",83,89.4285714285714,5.46603363894737,88.7516333482243,4.65869076097211,3.48016575382794,0.94976,19.9044585987261,16.5124424447072,0.787574403043083,0.996,26.2964830456
"culi_172",29,29.375,0.825517774537367,30.5758064516129,2.59835793839969,1.63368819225704,0.72147488,3.5903404332076,4.6039332702828,0.485163251089704,0.9988,16.4813825938
"culi_174",25,25.5,1.02527959946573,26.9998513674197,2.58764652275154,1.85641359236545,0.79567232,4.89409951701111,3.8612521278026,0.57672730896398,0.9988,12.9489190787
"culi_177",29,34.25,5.36308037966607,34.3382902751523,2.81845962979258,1.71897875772466,0.75458816,4.07478302595343,4.6039332702828,0.510492348910005,0.9972,16.1094617582
"culi_178",29,32.5,3.4415186300192,38.9013694933549,3.48838092203869,1.79520603190335,0.7808112,4.56227690465936,4.6039332702828,0.533129883010772,0.9968,14.7732335326
"culi_182",54,60.4285714285714,5.46472500890531,61.1438453331457,3.85839320774451,2.32934523690441,0.83667008,6.1225769289546,9.72388448071156,0.583944485541547,0.996,21.6668186578
"culi_183",47,64.5,12.1395932541226,66.9974173553719,4.16434719134288,2.18258435877912,0.82582464,5.74134022171678,8.2147998932047,0.566883295022174,0.994,18.4353113694
"culi_185",49,50.875,2.255695005868,52.8392610059829,3.58896267922132,2.79432082233143,0.90953216,11.0536517728289,8.64038910096723,0.717998419322701,0.9976,20.1259171816
"culi_187",25,37,10.7439486424886,37.2275272899858,3.02946772413115,1.44277761605249,0.649984,2.85701225086853,3.8612521278026,0.448224067827025,0.9964,12.3827862416
"culi_19",60,65.0769230769231,4.03565202010932,69.924278676988,4.09504031626225,2.67262368210441,0.88848352,8.96728447669797,11.0595880463134,0.652759835301676,0.9952,23.8086919653
"culi_191",29,50,17.4569470412212,35.6063850308642,2.87552818366522,2.01164995836451,0.80185664,5.04685092652108,4.6039332702828,0.597408145863024,0.9972,13.8989941707
"culi_192",84,87.9285714285714,3.33685108373413,90.6855250908963,4.63978061958822,3.00452766097944,0.90290848,10.2995606619404,16.760846793475,0.678097921305117,0.9956,27.581620965
"culi_196",72,110.25,25.6093702333736,86.0594535730707,4.48584269850741,2.75477915523206,0.8909056,9.1663733427197,13.8410263691872,0.644141739983634,0.9928,24.1631722609
"culi_198",38,45.2,6.43298207731684,48.7707100591716,3.52594628218197,2.56134207067253,0.89264288,9.31470590865329,6.35782200984097,0.704132344418529,0.9964,15.6316677772
"culi_199",33,40,7.10237636288024,41.6652533566114,2.91242314088122,2.50892550869768,0.89168544,9.23236912932112,5.36989515717621,0.717551861276514,0.9972,16.0593417569
"culi_2",49,52.75,3.32888878502256,56.2751971020669,3.59499285352989,2.37244664061252,0.86342976,7.32223945714674,8.64038910096723,0.60959819798573,0.996,20.4982694058
"culi_20",59,61.5454545454545,2.60656714997551,63.7491489593036,3.86881132679321,2.76712298858968,0.9057968,10.6153506462625,10.8343492786363,0.678626015495069,0.9968,23.1974197859
"culi_200",29,34,5.52386385561998,33.1071884739181,2.77298768501333,1.8818014707484,0.80328544,5.08350779932101,4.6039332702828,0.558846494564144,0.9976,16.3313295106
"culi_201",32,53,17.476399180091,40.6145664402075,3.07864757026789,2.18096930370105,0.81137152,5.30142638057625,5.17631020877525,0.629294719756111,0.9972,15.8649940092
"culi_202",55,64.1,6.48285906236322,68.040900656938,4.19636190734056,2.09573160179506,0.7560784,4.09967792930187,9.94385417362371,0.522974133899846,0.9944,21.9193581232
"culi_21",50,57.8571428571429,6.33273722486167,60.8264444444444,3.96105433465579,2.41333145738734,0.84472352,6.44012538151303,8.85487692443004,0.616901141439789,0.9956,21.1220333704
"culi_24",47,51.6666666666667,4.48898381673288,52.9357670472593,3.63652592450182,2.30288283820095,0.81615392,5.43933272876963,8.2147998932047,0.598128455433272,0.9968,21.2643527543
"culi_25",53,64.375,8.08160476027907,66.7911646017699,4.10768362599434,2.30459426822781,0.83855584,6.1940921244844,9.50499297804265,0.580459653447987,0.9944,21.1934703451
"culi_26",41,46.6,5.34214308156031,46.8127062441931,3.36907305780583,1.98524182495495,0.77684032,4.48109622670188,6.96593302055398,0.534590897738197,0.9968,17.8991254343
"culi_27",62,65.75,3.32918810102695,68.0939028111382,3.93053887089707,2.5860517571388,0.872104,7.81885281791456,11.5131522226981,0.626597419873097,0.996,22.2923858253
"culi_28",58,69.375,8.08197017586456,69.526843100189,4.02922269677722,2.40334830496492,0.84392768,6.4072860581556,10.6101489396024,0.59189312563249,0.9944,23.6436070204
"culi_29",47,71,16.4116756789655,63.6377007716721,3.92178418177143,1.98868524519032,0.78024,4.55041863851474,8.2147998932047,0.51652181965882,0.9936,20.2722031069
"culi_3",52,86,23.2099750821485,74.3826537053402,4.52332260085304,2.44873242975973,0.86819328,7.58686658768233,9.28718844140158,0.619737126880867,0.9932,17.2324154941
"culi_30",49,54.6,5.34322781813423,53.9439135970992,3.57292898967893,2.30692889100477,0.81945184,5.53868840313853,8.64038910096723,0.59276346652612,0.9968,20.1538741818
"culi_32",53,55.8,2.82795213213533,58.3505517351671,3.74194574328375,2.23596269057597,0.80512128,5.13139659373789,9.50499297804265,0.563173373459966,0.9968,20.689529524
"culi_36",34,35.5,2.22773609267156,35.8788088093227,2.82706215110297,1.98438460062967,0.78728032,4.70102249119592,5.56483966850357,0.56272879269645,0.9984,16.4516068502
"culi_38",58,73,10.3330409895489,71.1986472054112,4.2038237062562,2.37158631149425,0.846128,6.49890818342519,10.6101489396024,0.584070828068364,0.994,22.6115374455
"culi_39",48,55.8571428571429,6.33255931091479,57.0119373255341,3.71261963466833,2.36212856295912,0.8508624,6.70521719539539,8.42702659369136,0.610179775295405,0.9956,21.2135342422
"culi_4",43,56.2,10.2125424246757,53.5381526104418,3.62941196649979,2.10887047997205,0.8259952,5.7469678997361,7.37747558118144,0.560690847363536,0.9952,16.5901441082
"culi_416",66,81.1666666666667,10.8545755310929,77.4741928495835,4.30899871790115,3.02397434103423,0.92624128,13.5577190059697,12.4324384129408,0.721771727560446,0.9944,20.9734890338
"culi_42",59,67.6666666666667,6.41250655293053,70.4680611746652,4.19514048217693,2.28781755006001,0.80353248,5.08989984705869,10.8343492786363,0.561078244291633,0.9948,23.750121319
"culi_43",60,69.1,6.48308473637257,72.29608815427,4.27660705756361,2.4195237500151,0.84566752,6.47951746774237,11.0595880463134,0.590942875775449,0.9944,23.1728411785
"culi_44",49,65.5,12.8938478361931,60.8575028405504,3.93942161716338,2.58536538893299,0.87893312,8.25989733938795,8.64038910096723,0.664307493896395,0.9952,21.1781685049
"culi_46",61,76,9.97813192818755,75.4319648546351,4.39217582835845,2.31720803896233,0.83947328,6.22949251065493,11.2858580264489,0.563677727783633,0.9936,23.043974477
"culi_47",57,70,9.25465764070434,69.3691565940087,4.133712749899,2.40961348465723,0.84884608,6.61577284929163,10.3869944754785,0.595988852238279,0.9944,21.76448961
"culi_48",69,79.9285714285714,6.85199545238996,87.6582027274578,4.81903562970419,2.44688434726157,0.83925664,6.22109678433996,13.1323439242236,0.577898629759271,0.9928,25.0904524326
"culi_49",52,74,17.4559935756093,63.2427084006984,3.98958901263114,2.42190735508193,0.84958464,6.64825719926475,9.28718844140158,0.612948106362682,0.9952,20.9951574101
"culi_50",55,62.5,6.34921254960015,60.9616640773957,3.73438393668185,2.27250572463642,0.8212064,5.59304136165948,9.94385417362371,0.567086793035053,0.996,21.1111339955
"culi_51",64,72.6666666666667,6.41273171218663,72.8487125639153,4.05579484841927,2.36145487836141,0.83605728,6.09969140441247,11.9707863201756,0.567809873715844,0.9948,23.1963443747
"culi_52",51,57.4285714285714,5.464514170949,58.1457921403856,3.69458618043737,2.26651409708183,0.84235456,6.34334871975999,9.07047995432433,0.576453360041651,0.996,21.1945865467
"culi_53",62,65.4615384615385,3.10581935789238,69.6089313432836,4.1250382864087,2.57782898471921,0.8504816,6.68814005500326,11.5131522226981,0.624605051403249,0.996,23.7632928505
"culi_54",51,56.1428571428571,4.64952852915862,56.9391222683764,3.66402368355416,2.17242921371735,0.80449536,5.11496811533476,9.07047995432433,0.552524302104439,0.9964,21.3402972418
"culi_55",65,107.857142857143,23.946473637817,102.33885927173,5.40195720086448,2.35173593530271,0.83486912,6.05580252463985,12.2011132440937,0.5633727259238,0.99,24.005740338
"culi_58",44,50.875,5.56299048380352,55.3494512799712,3.79863109816398,2.14825313097988,0.81597216,5.43396042685716,7.58504572474342,0.567691722350476,0.9956,19.0715592066
"culi_59",46,52,5.3854995839969,50.6813748988236,3.25262224790679,2.0247056746903,0.77812416,4.50702519030463,8.00371989290548,0.528831369933725,0.9964,18.7626297012
"culi_6",43,50.8,5.79205024693261,57.9091499307479,4.13995798365751,2.06273274781285,0.82982912,5.87644607585035,7.37747558118144,0.548424089217196,0.9948,19.8058232621
"culi_60",58,69,8.87198816010501,66.4425,4.05480610761431,3.02025307537818,0.92660352,13.6246315899618,10.6101489396024,0.743823535395894,0.9956,18.4055778754
"culi_61",52,90.25,25.6038937045886,75.6385100753104,4.45981107194503,2.1503415868009,0.8000576,5.00144041483947,9.28718844140158,0.544218919397084,0.9928,21.5234733139
"culi_62",61,70.1,6.48312600714627,70.6530828383294,4.09096838064137,2.37697109887178,0.84502784,6.4527719043214,11.2858580264489,0.578215527259867,0.9944,23.2399532889
"culi_63",48,51,3.18132807791585,52.0845832057953,3.49259962759132,2.26794303651445,0.83061152,5.90358919331468,8.42702659369136,0.585849980438646,0.9972,17.3582573435
"culi_64",51,72,14.7396997934151,67.8709580168633,4.30639712367118,2.31650938185225,0.84607264,6.49657085004251,9.07047995432433,0.589168899701986,0.994,20.4861248342
"culi_65",59,71.3636363636364,7.94960647588717,76.0223911293146,4.38310614906813,2.2561524371576,0.82364192,5.67028173588644,10.8343492786363,0.553312500055552,0.9932,23.1518891432
"culi_68",46,49.75,3.32879749233486,56.6680795774048,3.8755176376351,2.21717267003816,0.8262528,5.75548843377045,8.00371989290548,0.579101681361784,0.996,20.0781571819
"culi_7",47,51.2,4.33659770874588,51.0943693261293,3.43584728966553,2.41327585305157,0.86407776,7.35714773388078,8.2147998932047,0.626800866538131,0.9972,20.5578202063
"culi_73",59,72.125,9.0084261002158,72.1745841726619,4.23249833969302,2.36849977903367,0.82011328,5.55905405357327,10.8343492786363,0.580865243205462,0.994,22.6068005368
"culi_74",48,65.1428571428571,11.4620590142584,68.3797888766958,4.24321173058502,2.05979974633158,0.7907616,4.77923746310429,8.42702659369136,0.532082870542676,0.9936,21.3773161433
"culi_75",43,58,10.3312697045744,59.8166089965398,3.87952752029113,1.74842824539914,0.74370336,3.90172887166995,7.37747558118144,0.464859138471213,0.994,20.2034773202
"culi_76",38,39.25,1.73128032349447,40.6903393097801,3.04529278915807,1.96314996215342,0.79409632,4.85663976476768,6.35782200984097,0.539684800840864,0.998,17.5246634587
"culi_77",55,97,26.0021807174294,88.1203276048886,4.85419980611564,2.46350673359198,0.87243648,7.83923178037107,9.94385417362371,0.61474966510654,0.9916,20.8256199508
"culi_8",49,56.8571428571429,6.33264983308273,59.60724,3.97279825822828,2.53756102877586,0.89026656,9.11299235675105,8.64038910096723,0.652024203174997,0.9956,20.2748562455
"culi_81",68,89.1111111111111,12.6049032024593,90.455521240021,4.9487371849617,2.63640314807939,0.8809888,8.40257051437176,12.8980595323448,0.624812971628251,0.992,24.6883241815
"culi_82",48,54.4285714285714,5.46428008148351,56.9592873444747,3.72168176368931,2.37071484725754,0.85126592,6.72340864985348,8.42702659369136,0.612397765080545,0.996,19.0514302703
"culi_83",55,70,9.97766478906047,70.3726566072245,4.19207647539223,2.1431139804565,0.812992,5.34736481861739,9.94385417362371,0.534798051820134,0.9936,20.0659033363
"culi_84",54,69.1111111111111,9.7315504043949,79.402712585034,5.14534790226457,2.25948227995925,0.83536736,6.0741296501107,9.72388448071156,0.566430513028838,0.9932,22.6647941209
"culi_85",49,53,3.68662378994026,54.6098660550386,3.39033311773784,2.05058286529047,0.79221856,4.81274939667374,8.64038910096723,0.526895567682293,0.9964,19.6975833643
"culi_86",47,60.3333333333333,8.84620232679741,68.945201089569,4.54933697395058,1.94509896739135,0.7879984,4.71694553248655,8.2147998932047,0.505201142555528,0.9936,18.3350350374
"culi_87",45,60.1666666666667,10.8518716028135,61.6805333333333,4.0098158286858,1.95987526994617,0.7672336,4.29615270932575,7.79379791271133,0.514853963337427,0.9944,20.1230641633
"culi_88",69,95.25,15.468975183281,88.1041841963031,4.56481809443769,2.37343185427707,0.82809408,5.81713532611326,13.1323439242236,0.560550815549886,0.9916,22.7016007759
"culi_89",56,71.6,11.6410800723729,65.4160206718346,3.91334868048529,2.38318521768577,0.84310688,6.37376578399359,10.1648935735236,0.592043975479451,0.9948,21.306244398
"culi_90",63,76,9.255155035808,74.0682084717029,4.22840607244849,2.32224118065731,0.82583648,5.74173053002144,11.7414638489308,0.560503419274484,0.9944,22.442164019
"culi_91",60,71.7692307692308,7.36120774374373,82.069763742919,5.09141339209713,2.20849511425301,0.82019456,5.5615669915215,11.0595880463134,0.539401381757281,0.9928,24.0344444927
"culi_92",66,72.5,4.8802813027396,76.5572772096421,4.31028645973286,2.51875221063287,0.85396864,6.84784418908377,12.4324384129408,0.601183716970105,0.9948,22.6656643693
"culi_93",61,65.125,3.36378938958938,70.9523629489603,4.14211937758997,2.34544758476458,0.83923712,6.22034141214688,11.2858580264489,0.570547202920867,0.9952,21.9507393116
"culi_95",62,67.1428571428571,4.65012398151935,67.1768583902085,3.95348946238918,2.67400346680705,0.88424736,8.6391118163698,11.5131522226981,0.647908019786429,0.9964,20.38542827
"culi_96",62,79,10.9907766639676,79.3140132843502,4.55846146341858,2.23301178963886,0.79167552,4.80020398946874,11.5131522226981,0.541056234497793,0.9932,23.8031385232
"culi_99",58,70,7.9588225977752,73.8425483593077,4.46213008848177,2.20804663802372,0.8067296,5.17409805122771,10.6101489396024,0.543794515103064,0.9936,22.2162785874
