"","hamlet11","hamlet17","hamlet22","hamlet25","hamlet31","hamlet41","hamlet59","hamlet67"
"hamlet11",0,0.609676646530147,0.728005197296007,0.423412100244046,0.637208737747088,0.524038431857749,0.484000245309879,0.73401632138259
"hamlet17",0.609676646530147,0,0.590662613930547,0.513966117365443,0.506910201185727,0.477157646160027,0.436269969024599,0.506976427397228
"hamlet22",0.728005197296007,0.590662613930547,0,0.735470565221686,0.584234124997209,0.618163992392562,0.633239775325916,0.60599483316544
"hamlet25",0.423412100244046,0.513966117365443,0.735470565221686,0,0.704465492402133,0.615361145331672,0.589474611255673,0.711563256526824
"hamlet31",0.637208737747088,0.506910201185727,0.584234124997209,0.704465492402133,0,0.46753585793708,0.512148973173908,0.629969452662963
"hamlet41",0.524038431857749,0.477157646160027,0.618163992392562,0.615361145331672,0.46753585793708,0,0.370752872355112,0.538904938811792
"hamlet59",0.484000245309879,0.436269969024599,0.633239775325916,0.589474611255673,0.512148973173908,0.370752872355112,0,0.463530099088632
"hamlet67",0.73401632138259,0.506976427397228,0.60599483316544,0.711563256526824,0.629969452662963,0.538904938811792,0.463530099088632,0
