"","ivy24","ivy29","ivy36","ivy44","ivy46","ivy47","ivy70"
"ivy24",0,0.68617792272368,0.834970492432607,0.640972899809373,0.644410712447156,0.690051784595605,0.693419275214208
"ivy29",0.68617792272368,0,0.803846683303342,0.799738173522617,0.688379294947329,0.515664252213824,0.50705320959368
"ivy36",0.834970492432607,0.803846683303342,0,0.81017497565408,0.848749315402351,0.772922702341603,0.84143967408163
"ivy44",0.640972899809373,0.799738173522617,0.81017497565408,0,0.720601826274884,0.778366415123979,0.735932638471097
"ivy46",0.644410712447156,0.688379294947329,0.848749315402351,0.720601826274884,0,0.680841979634019,0.674730337118661
"ivy47",0.690051784595605,0.515664252213824,0.772922702341603,0.778366415123979,0.680841979634019,0,0.634474297216211
"ivy70",0.693419275214208,0.50705320959368,0.84143967408163,0.735932638471097,0.674730337118661,0.634474297216211,0
