"","C1","C2","C3","C4","C6","C7","C8","C10","C29","C30","C38","C39","C42","C43","C46","C48","C51","C52","C55","C59","C61","C65","C68","C74","C75","C77","C82","C86","C87","C88","C89","C90","C91","C92","C95","C99","C103","C105","C106","C107","C108","C111","C113","C114","C116","C117","C118","C119","C120","C121","C123","C125","C128","C129","C137","C141","C142","C143","C144","C151","C152","C154","C156","C157","C159","C174","C177","C178","C200","C201","C416"
"C1",0,0.40013253251998,0.542657614395705,0.625282557016829,0.570564551028192,0.444478289524497,0.385818454201269,0.517705637980687,0.536256246207519,0.475132530946856,0.49102800023033,0.435846081539962,0.456652357870218,0.501884660336036,0.487512012556122,0.506817672029729,0.548410241451267,0.500978545418494,0.463744500265458,0.612759422045287,0.552802903415677,0.500107246364276,0.565553251858853,0.49825717104362,0.629701611658537,0.535691293841345,0.510139788663158,0.65364502968063,0.529007852059498,0.530098596351495,0.518802032208656,0.52499715836952,0.520589843278914,0.482124847397568,0.533167141395142,0.550015034274293,0.532031147024403,0.518614914316267,0.493823870320668,0.543671969109879,0.504518738979615,0.541510906848587,0.600095823293571,0.579055913929631,0.45903764748593,0.427342978716067,0.482546613843625,0.4789061919671,0.498673633397286,0.52906049582471,0.535367816105495,0.498848693145795,0.534799584434562,0.471010428949298,0.677899237992491,0.523884605466158,0.605066463343288,0.582716767617018,0.570991956113534,0.552089346364428,0.589554212999848,0.585259605499054,0.606350605659243,0.606295484364215,0.56598974593157,0.720271884435983,0.717025527049925,0.699137777353446,0.751835082358014,0.716865245574456,0.520538140056068
"C2",0.40013253251998,0,0.498799221696297,0.516934968095579,0.439683548542496,0.411571820392541,0.395880683824164,0.520087462796309,0.561593568288085,0.516646942982251,0.484833508501864,0.471662509016887,0.531328815603363,0.548208467701914,0.535886031147549,0.559578750033773,0.579372520683119,0.515890373307229,0.529697337838453,0.609307192016131,0.488148957781507,0.508579043883638,0.553061822386574,0.477433199637712,0.589630634144374,0.5712532140541,0.480188540648065,0.622201655569961,0.468396836105103,0.567998134009562,0.535773383404196,0.587166453618145,0.522531402021769,0.521191258854557,0.582171001615481,0.552666643400301,0.56081876672965,0.470908844804723,0.555428231813182,0.498925017922896,0.556143510498198,0.551045258703805,0.635306639134552,0.645247489259764,0.523196497678668,0.454621627173968,0.552919252709553,0.481404800103072,0.57485815015427,0.5262469878595,0.52045939498351,0.476775928785572,0.489678182356815,0.52422743310308,0.598405686455422,0.527857273986741,0.649009936366441,0.643272046695734,0.507129255017779,0.557684136335689,0.601851904141088,0.55563626591958,0.581184563545556,0.543306089744347,0.551854352885593,0.691274109384631,0.655901752418195,0.668059974123797,0.734529158522737,0.737723005498604,0.571273851767933
"C3",0.542657614395705,0.498799221696297,0,0.537630680879567,0.597995568779587,0.548136838484044,0.575555955028483,0.634334318292144,0.684807684525273,0.673631398972146,0.66065596320267,0.653340948612202,0.671304588578398,0.628042909145461,0.640694993916259,0.635784756422467,0.699991201455708,0.696031223301223,0.661498577292431,0.683905619896005,0.692113663690682,0.65634586886136,0.690698663622708,0.670191883017421,0.677684515067429,0.631952940962759,0.605945627606642,0.652586149642767,0.694923905718427,0.576946542766368,0.664943934961752,0.641255237448467,0.637487763270792,0.655708317607076,0.619651936507818,0.635278924850603,0.633189657389404,0.626084077357961,0.670343392624063,0.597644975414728,0.671758783914689,0.656995688194311,0.64512026419095,0.672105323585897,0.616132554638641,0.62569439675613,0.576436876736071,0.586678070188349,0.651081373281039,0.645169644727374,0.611657957268854,0.626703911432436,0.653182636521574,0.619152938646508,0.696169063313921,0.573807096125903,0.758351400256238,0.715704809720404,0.667797502488942,0.589767869900227,0.570897855187873,0.672843896686627,0.718291277451951,0.646669023546209,0.65719382480317,0.743154572577406,0.685962759090239,0.690793108495575,0.804738140182998,0.746117800874677,0.607149513667881
"C4",0.625282557016829,0.516934968095579,0.537630680879567,0,0.487994713528396,0.582135908500958,0.622838508747138,0.64583058252706,0.654767464908754,0.670968702786812,0.635530098650934,0.686067980575512,0.679488180609743,0.670350122774772,0.660927438189065,0.680813706146274,0.706266996276479,0.696704694256481,0.690266159730387,0.632613596240585,0.6807729747829,0.641226519332496,0.662727554083553,0.607974035542592,0.646121874812768,0.616541311382854,0.648335137798309,0.666164123134836,0.606101984910546,0.648042319243046,0.696105444231214,0.716118262043746,0.659509826183531,0.679889937511257,0.676593153421132,0.652427242603602,0.677367242752511,0.588950030715604,0.670260309691707,0.611708510876246,0.656964703220288,0.625880726857725,0.657924819268294,0.755887672103919,0.652325763499425,0.605950946638531,0.686668121162071,0.629286436490988,0.652092849718886,0.653843125551952,0.618989333468151,0.629334763842425,0.66329289591865,0.665127317662543,0.587914644669517,0.634690099577277,0.736270783787314,0.73527401199725,0.618678253839679,0.720372442336379,0.679946451206137,0.643004848727643,0.674827551471131,0.607232746867132,0.713649977088265,0.652559147091382,0.659970161303384,0.61927928315017,0.762142522394739,0.719449442939476,0.671624316093774
"C6",0.570564551028192,0.439683548542496,0.597995568779587,0.487994713528396,0,0.493798910052242,0.539236616268741,0.515176947878636,0.596312236224355,0.59026059775785,0.608133693201329,0.597725340078554,0.654595034624526,0.640811666402418,0.60830195642115,0.595582437256129,0.654098181728004,0.573075891281587,0.622601015493174,0.612220975474825,0.602038581506687,0.58837373985528,0.582136155802061,0.561222965586604,0.585056083485983,0.581193709424643,0.594505993489994,0.606029986271425,0.598789616774281,0.655694116850643,0.642743497342068,0.696862504221247,0.613142496624362,0.647216183523848,0.675076388960466,0.584444337703094,0.616593992044281,0.531858173321753,0.659315548262404,0.606041694389097,0.644845793891011,0.619925134310976,0.647649883090608,0.685881644317727,0.591751428285116,0.57312866275142,0.646374008472494,0.586643724283763,0.634754174968183,0.618631263923144,0.638812067787474,0.584168620365012,0.626693736995585,0.629820664385745,0.536103220476643,0.559778554782888,0.673294994307121,0.651353119345705,0.552605004265709,0.605982814317243,0.652995055903509,0.598511727522453,0.615337616217176,0.563035065065064,0.630249313465862,0.647270142197638,0.622511745892512,0.580592794802799,0.751541650042294,0.748956582631163,0.657338777715402
"C7",0.444478289524497,0.411571820392541,0.548136838484044,0.582135908500958,0.493798910052242,0,0.407360395972534,0.429687171605056,0.565533550726781,0.478265596549182,0.525723468049592,0.467293361993219,0.513093765615085,0.533223652175655,0.508493047628345,0.504292459003751,0.567939874352137,0.526534285193909,0.478580046476687,0.610886668866362,0.530004547608337,0.466923490932585,0.564554505575599,0.530811136443222,0.608707622203559,0.530453920348874,0.478585237890968,0.601969432964638,0.522982551433221,0.557690890361532,0.512252695477021,0.564180558412523,0.498782453716448,0.493799891097513,0.583397253729957,0.531923605907348,0.508085828630343,0.458686754711262,0.54333559091998,0.490575387467109,0.499909480455484,0.567618914951995,0.598813559195073,0.62044177373845,0.519798447918011,0.490280875349053,0.543757061939635,0.530156488554371,0.554857990874357,0.493448013388212,0.575499243191565,0.540202677983603,0.457657313415938,0.536524449485885,0.598230295972391,0.490281718175298,0.613646607604342,0.592324998792679,0.52001509688569,0.523788484128304,0.571044215673266,0.531597806718741,0.562593244186575,0.55668974663718,0.506399702142522,0.67498463842813,0.65723098234829,0.671189595034558,0.750498404683709,0.7451172706693,0.572959214296225
"C8",0.385818454201269,0.395880683824164,0.575555955028483,0.622838508747138,0.539236616268741,0.407360395972534,0,0.468163592901723,0.539367285415939,0.48490306538785,0.478628728202658,0.473600149073712,0.482666851302706,0.501489519921004,0.497496793242704,0.518019279553248,0.527695150092685,0.488936434530357,0.548237113536676,0.630515859600565,0.556915581469434,0.483599730849254,0.512520985665037,0.507166759272144,0.614655114979949,0.559523791210319,0.490426571828949,0.652661513497891,0.549274152213176,0.559644735576864,0.564317757070809,0.529194610048494,0.540171200262562,0.496397347681879,0.533363813311797,0.533133335380187,0.560082534915503,0.498117235074347,0.450618070257789,0.506929641896888,0.49917459065953,0.606290645753683,0.593775419860881,0.606122790607603,0.473312899878906,0.454719464493939,0.505820078901505,0.493203497463986,0.519665740789873,0.563856138507804,0.50349017040783,0.513182588182353,0.47331175884914,0.532225706542861,0.648141583899014,0.478771303881348,0.604404923902278,0.62066032213047,0.500829266287471,0.510254177221317,0.56494265860825,0.530289084705731,0.621486654633441,0.578419388657229,0.518730805393512,0.686586426717927,0.717783194789549,0.710908281993438,0.766765217371585,0.724269610421562,0.530530075387769
"C10",0.517705637980687,0.520087462796309,0.634334318292144,0.64583058252706,0.515176947878636,0.429687171605056,0.468163592901723,0,0.514551972168981,0.569594704080726,0.547997457726366,0.521458678701216,0.556596762985147,0.550331701162981,0.575724798532723,0.546831158856264,0.573789225990606,0.52644742565356,0.499110889460252,0.584076528692181,0.581803486516676,0.53618321365236,0.517134499139152,0.556309799530719,0.567883645715764,0.55612483075893,0.513461361185663,0.604083023645298,0.538780892776756,0.55745620868574,0.567523367677253,0.609528286927303,0.553184420981983,0.497666679762589,0.64604900872907,0.56088369538665,0.580502735239949,0.553421887560598,0.576047131809359,0.60261404579977,0.577548069841263,0.5732552641226,0.600343786093184,0.635890451891295,0.594353807673895,0.543772822607847,0.6079911746174,0.587355333314913,0.596346946133521,0.561432046649427,0.619564919662621,0.547452919790299,0.546660576983409,0.590916040589231,0.675629376542238,0.536458114295696,0.641398224326997,0.594785747303504,0.485729739302679,0.532805370034666,0.623966040412566,0.520549117076476,0.608400159586735,0.559792498042121,0.409904527476513,0.674545605070941,0.73105930150332,0.680075792700773,0.732303459901656,0.740301401600168,0.637579358337769
"C29",0.536256246207519,0.561593568288085,0.684807684525273,0.654767464908754,0.596312236224355,0.565533550726781,0.539367285415939,0.514551972168981,0,0.521842611835094,0.506095369502796,0.507668592087923,0.485720972124536,0.494498067043339,0.492729227391726,0.529662242331729,0.479959958981718,0.474002005926999,0.425740154169647,0.471511906845267,0.520915231529509,0.514915606263874,0.490124247272977,0.510435414559422,0.47602697848737,0.530092209134584,0.503902690622937,0.583117081657674,0.578809798549993,0.545307172891426,0.542127041343341,0.551751057925696,0.521620605018669,0.498469481319407,0.565393816256001,0.571200827574795,0.60307083678741,0.536536630539526,0.520159354932382,0.562090884923475,0.538793566599161,0.54349543774699,0.622504093676388,0.625059486035562,0.522003242209102,0.546643131656124,0.595165477831305,0.550177043150823,0.564680217760693,0.514746421474458,0.637338355196668,0.597545374437394,0.517970597662421,0.465542647785118,0.651945715143381,0.555497157508908,0.56082420991928,0.555781825820666,0.519749536335119,0.594452523735579,0.623502492637555,0.587668522217624,0.599819513305964,0.541873651007924,0.525162709572413,0.705253072517325,0.696149280934763,0.674291181461507,0.743115223911332,0.750174225854891,0.595607790245383
"C30",0.475132530946856,0.516646942982251,0.673631398972146,0.670968702786812,0.59026059775785,0.478265596549182,0.48490306538785,0.569594704080726,0.521842611835094,0,0.47137136636025,0.447388634970465,0.475197772555953,0.558420957519828,0.502018475539327,0.507205888552698,0.505253330736279,0.485363643777611,0.461944695015524,0.614316977240349,0.448928201234645,0.436550726577031,0.52599162078185,0.55015794831219,0.578676279615717,0.509993688946685,0.508517586211999,0.659308890227729,0.545673386449619,0.510467982662802,0.467397916816785,0.499175363921933,0.472540545530498,0.439232565568417,0.533117912896158,0.568870138116107,0.54000248373222,0.557853177472561,0.517508190314615,0.501978666290354,0.477824705356359,0.526180450284278,0.58898452170495,0.564722709923932,0.491679950550826,0.453694653110806,0.51068636147161,0.525877072152767,0.533429471089054,0.472509125862779,0.614806907624262,0.566325627754331,0.480833552432509,0.518823556703131,0.647308491843911,0.516413436200814,0.603283026452573,0.617099463025313,0.545408493242403,0.57552931976314,0.615011238226731,0.56575881501039,0.602551537483383,0.566458666047701,0.576567540131227,0.767941688495301,0.741061561981006,0.753856378052747,0.796090281058803,0.792044382831589,0.574249982689437
