"","joans14","joans21","joans29","joans41","joans44","joans49","joans51","joans56","joans57"
"joans14",0,0.860241479386887,0.821415871956201,0.768651903812835,0.847006508286951,0.849019108149145,0.844692703413621,0.872950953629681,0.713731189560881
"joans21",0.860241479386887,0,0.6295221236974,0.737322859289095,0.456437975699755,0.463021100032812,0.563637905077887,0.384458037666255,0.750832484985726
"joans29",0.821415871956201,0.6295221236974,0,0.727007264701018,0.442482333420959,0.427579212970976,0.33144218035606,0.640038132624369,0.518458807412885
"joans41",0.768651903812835,0.737322859289095,0.727007264701018,0,0.710601771236949,0.743703611132234,0.747646653676726,0.760820417473692,0.676290391552674
"joans44",0.847006508286951,0.456437975699755,0.442482333420959,0.710601771236949,0,0.146019074379921,0.346897292809305,0.474813342466236,0.557185301030214
"joans49",0.849019108149145,0.463021100032812,0.427579212970976,0.743703611132234,0.146019074379921,0,0.263169782730143,0.474671323383221,0.551755727667518
"joans51",0.844692703413621,0.563637905077887,0.33144218035606,0.747646653676726,0.346897292809305,0.263169782730143,0,0.532362454216936,0.563682622660893
"joans56",0.872950953629681,0.384458037666255,0.640038132624369,0.760820417473692,0.474813342466236,0.474671323383221,0.532362454216936,0,0.769924959539762
"joans57",0.713731189560881,0.750832484985726,0.518458807412885,0.676290391552674,0.557185301030214,0.551755727667518,0.563682622660893,0.769924959539762,0
