"","kubo14","kubo15","kubo21","kubo30","kubo48","kubo58"
"kubo14",0,0.528219733285672,0.51990263713047,0.442232467574954,0.699580451005596,0.672443711334339
"kubo15",0.528219733285672,0,0.586978170177103,0.611823238917934,0.563632124681432,0.625683254272502
"kubo21",0.51990263713047,0.586978170177103,0,0.424758519345198,0.578409847285486,0.573761283748464
"kubo30",0.442232467574954,0.611823238917934,0.424758519345198,0,0.647564575747701,0.59368891920892
"kubo48",0.699580451005596,0.563632124681432,0.578409847285486,0.647564575747701,0,0.350195923839034
"kubo58",0.672443711334339,0.625683254272502,0.573761283748464,0.59368891920892,0.350195923839034,0
