"ID"	"ivy24"	"ivy29"	"ivy36"	"ivy44"	"ivy46"	"ivy47"	"ivy70"
"ko00010"	0.012434976656371	0.0116696211521993	0.00990539312802097	0.0120539618320862	0.0122694358901431	0.0108167001912615	0.0120016009894272
"ko00020"	0.00567559360800746	0.00631993874522017	0.00643323540197389	0.0058100091095607	0.00607614273131985	0.00640400400521298	0.00578570757559445
"ko00030"	0.00649301365607672	0.00597929814340715	0.00557125801187762	0.0063249159311053	0.00610782584090703	0.00590028041665407	0.00640134347286013
"ko00040"	0.00440390705155445	0.00319802466667263	0.00191799492634749	0.00399481058863962	0.00381893437607767	0.00294352936585157	0.00411014603441209
"ko00051"	0.00947113168633378	0.00981838390816034	0.00587690692217596	0.00967408260782643	0.0102858976365193	0.00814627557022921	0.0103224512983749
"ko00052"	0.0071692249457027	0.00662121544016007	0.0055122451317233	0.00634786891511893	0.00657667520635806	0.00633062843278312	0.00681264910519408
"ko00053"	0.00152139684040293	0.00123255249446043	0.000941188349272008	0.00150857234952501	0.00123429739264386	0.00111375112602081	0.0016868332812514
"ko00061"	0.00477989283591624	0.00476231860483512	0.0060214228767959	0.00465579881373203	0.0045019915654546	0.00550835339441362	0.00454967863814071
"ko00071"	0.0042354890086288	0.00361277374798162	0.00309792147430906	0.0040543014798973	0.00409703892175948	0.00347508284317165	0.0040293823223656
"ko00072"	0.000694372444234305	0.000608695720436916	0.000547599363954498	0.000629320570990191	0.000663333946317668	0.000599880193616171	0.000686009259387098
"ko00100"	1.7738690942563e-05	3.18667733531611e-05	0.000129098737007571	2.90504939777745e-05	1.83035248478753e-05	8.3350760369813e-05	2.37977449645084e-05
"ko00120"	0.000193193727202828	9.09386917707866e-05	6.97529859830982e-05	0.000138775579000734	0.000140538017460043	0.000117435345866897	0.000113361722068361
"ko00121"	0.00019224846221324	9.49150642184189e-05	7.18493382618119e-05	0.000122218954276676	0.00011469728018464	0.000125617127760791	0.000127666010035488
"ko00130"	0.00113763005086778	0.00168199416950853	0.00261139310838645	0.00145180656920237	0.00153165121864744	0.00217841103178762	0.00171030394689483
"ko00140"	0.000471286086819613	0.000240972099515259	0.000442428699610453	0.00030485956869515	0.000278224112501448	0.000441933419627373	0.000332450574397049
"ko00190"	0.00631479235885834	0.00628923997341857	0.0104317884206368	0.00672579268333199	0.00558619930049131	0.00811458407462918	0.00626740938777533
"ko00195"	0.00175523514880244	0.00185905889770373	0.00215036021181176	0.00188690858378523	0.00184348897852627	0.00184546860196563	0.00169822638508147
"ko00220"	0.00379351607037058	0.00398444007665086	0.00368761338046665	0.00379734621636608	0.00401916126116352	0.00380105661797177	0.00390673189988391
"ko00230"	0.014628174079473	0.0153501994740686	0.0161246147046797	0.0154487870194564	0.0151739148523054	0.0149090274469125	0.0149758335636973
"ko00240"	0.0108802792399197	0.011692536616034	0.0116947525222635	0.0114188407449535	0.0113482115677928	0.0108909280669464	0.0111719722749597
