"ID"	"Function"
"fpt115"	"Propanoate (Propionate) -- Consumption"
"fpt116"	"Propanoate (Propionate) -- Production"
"fpt117"	"Putrescine -- Production"
"fpt118"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt119"	"Pyruvate -- Consumption"
"fpt120"	"Pyruvate -- Production"
"fpt121"	"Raffinose -- Consumption"
"fpt122"	"Riboflavin (Vitamin B2) -- Production"
"fpt123"	"Spermidine -- Production"
"fpt124"	"Stachyose -- Consumption"
"fpt125"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt126"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt127"	"Succinate -- Production"
"fpt128"	"Sucrose -- Consumption"
"fpt129"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt130"	"Tauro-b-muricholic acid -- Consumption"
"fpt131"	"Taurocholate -- Consumption"
"fpt132"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt133"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt134"	"Thiosulfate -- Consumption"
"fpt135"	"Trehalose -- Consumption"
"fpt136"	"Trimethylamine -- Production"
"fpt137"	"Tyramine -- Production"
"fpt138"	"Urea -- Consumption"
"fpt139"	"Urea -- Production"
"fpt140"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt141"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"fpt142"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt143"	"Xylan -- Macromolecule"
