"","charles41","charles46","charles49","charles50","charles51","charles55","charles57"
"charles41",0,0.258527282199346,0.367378107302786,0.282334823423995,0.218880553563625,0.275325109833468,0.180647583887256
"charles46",0.258527282199346,0,0.34545958076542,0.20400011868248,0.193402784722429,0.152234454327976,0.277533722287387
"charles49",0.367378107302786,0.34545958076542,0,0.275064078415257,0.302046522304756,0.306073980031405,0.357977345415851
"charles50",0.282334823423995,0.20400011868248,0.275064078415257,0,0.146377861277678,0.165124236187937,0.32209100464352
"charles51",0.218880553563625,0.193402784722429,0.302046522304756,0.146377861277678,0,0.160990675347729,0.263857842690299
"charles55",0.275325109833468,0.152234454327976,0.306073980031405,0.165124236187937,0.160990675347729,0,0.282876766633494
"charles57",0.180647583887256,0.277533722287387,0.357977345415851,0.32209100464352,0.263857842690299,0.282876766633494,0
