| GRTS Cell Id,SITE_ID,SPARCS,BAT_ID,BAT_SP,AGE,SEX,REPRO_STAT,RFA_MM,MASS_G,NET_HT,SAMPLE,WING_SCORE,BAND,BAND_COLOR,BAND_NUMBR,BAND_ID,BAND_ARM,PIT_TAG,RADIO_FREQ,CAP_TIME,COMMENTS,SITE,LAT,LONG,ACCURACY,MONTH,DAY,YEAR,DATE,START_TIME,STOP_TIME,PROJECT,SITE_NAME,STATE,COUNTY,TYPE,EFFORT,HABITAT,SURVEYOR,PERMIT_NUM,EMAIL,S_COMMENTS,EFFORT_HRS,STATUS,FILE_NAME
13244,,,,Myotis septentrionalis,Adult,Female,Pregnant,37,10.1,,,0-1,,,NCDOT1013,,,,,22:33,"growths on both ears, more numerous on left ear",,,,,,,,6/10/2009,21:05,2:00,,,North Carolina,,,,,,,,,,,
13244,,,,Eptesicus fuscus,Adult,Female,Lactating,50,22.7,,,1,,,NCDOT1236,,,,,22:10,,,,,,,,,7/15/2009,21:10,2:00,,,North Carolina,,,,,,,,,,,
13244,,,,Eptesicus fuscus,Adult,Male,Scrotal,47,11.6,,,1,,,NCDOT1235,,,,,22:30,,,,,,,,,7/15/2009,21:10,2:00,,,North Carolina,,,,,,,,,,,
13244,,,,Eptesicus fuscus,,,,,,,,,Recapture,,NCDOT1236,,,,,0:30,RECAP from this night,,,,,,,,7/15/2009,21:10,2:00,,,North Carolina,,,,,,,,,,,
13244,,,,Eptesicus fuscus,Adult,Female,Lactating,46,21.4,,,0,,,NCDOT1237,,,,,21:55,,,,,,,,,7/15/2009,21:10,2:00,,,North Carolina,,,,,,,,,,,
13244,,,,Myotis septentrionalis,Adult,Female,Lactating,37,7.6,,,1,,,NCDOT1232,,,,,0:30,"ask Mary Frazer about these bats, cannot read datasheet notes nor distinguish which individual the notes refer to as it took up 3 lines of comments",,,,,,,,7/15/2009,21:10,2:00,,,North Carolina,,,,,,,,,,,
13244,,,,Myotis septentrionalis,Adult,Female,Lactating,36,6.5,,,0,,,NCDOT1234,,,,,0:00,"ask Mary Frazer about these bats, cannot read datasheet notes nor distinguish which individual the notes refer to as it took up 3 lines of comments",,,,,,,,7/15/2009,21:10,2:00,,,North Carolina,,,,,,,,,,,
13244,,,,Perimyotis subflavus,Unknown,Unknown,Unknown,,,,,,,,,,,,,23:15,escaped from net,,,,,,,,6/10/2009,21:05,2:00,,,North Carolina,,,,,,,,,,,
13244,,,,Eptesicus fuscus,Unknown,Unknown,Unknown,,,,,,,,,,,,,22:40,"ask Mary Frazer about these bats, cannot read datasheet notes nor distinguish which individual the notes refer to as it took up 3 lines of comments",,,,,,,,7/15/2009,21:10,2:00,,,North Carolina,,,,,,,,,,,
13244,,,,Eptesicus fuscus,Unknown,Unknown,Unknown,,,,,,,,,,,,,22:10,escaped from net,,,,,,,,7/15/2009,21:10,2:00,,,North Carolina,,,,,,,,,,,
14059,,,,Myotis septentrionalis,Adult,Male,Testes Ascended,,,,,,Recapture,,NCWRCA0992,,,,,21:50,,,,,,,,,6/17/2008,20:45,0:00,,,North Carolina,,,,,,,,,,,
14059,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,48,19.75,,,,,,USFS-SRS2122,,,,,,,,,,,,,,6/16/2010,21:00,1:00,,,North Carolina,,,,,,,,,,,
14059,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,38,12,,,,,,USFS-SRS3086,,,,,,,,,,,,,,6/16/2010,21:00,1:00,,,North Carolina,,,,,,,,,,,
14059,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,43,12,,,,,,USFS-SRS3032,,,,,,,,,,,,,,6/16/2010,21:00,1:00,,,North Carolina,,,,,,,,,,,
14059,,,,Myotis septentrionalis,Adult,Male,Non-Reproductive,35,6.5,,,,,,USFS-SRS3036,,,,,,,,,,,,,,6/16/2010,21:00,1:00,,,North Carolina,,,,,,,,,,,
14059,,,,Myotis sodalis,Adult,Male,Non-Reproductive,37,8.75,,,,,,USFS-SRS3092,,,,,,,,,,,,,,6/16/2010,21:00,1:00,,,North Carolina,,,,,,,,,,,
14059,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,42,13,,,,,,USFS-SRS3090,,,,,,,,,,,,,,6/19/2010,21:00,1:00,,,North Carolina,,,,,,,,,,,
14059,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,40,11,,,,,,USFS-SRS3037,,,,,,,,,,,,,,6/19/2010,21:00,1:00,,,North Carolina,,,,,,,,,,,
14059,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,41,12.5,,,,,,USFS-SRS3033,,,,,,,,,,,,,,6/19/2010,21:00,1:00,,,North Carolina,,,,,,,,,,,
14059,,,,Myotis lucifugus,Adult,Male,Non-Reproductive,38,10,,,,,,USFS-SRS3099,,,,,,,,,,,,,,6/19/2010,21:00,1:00,,,North Carolina,,,,,,,,,,,
14059,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,50,18,,,,,,BRRB0662,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14059,,,,Eptesicus fuscus,Adult,Female,Post Lactating,47,20.25,,,,,,BRRB0604,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14059,,,,Eptesicus fuscus,Adult,Female,Post Lactating,45,23,,,,,,BRRB0658,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14059,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,49,19.5,,,,,,BRRB0649,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14059,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,45,15.5,,,,,,BRRB0648,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14059,,,,Eptesicus fuscus,Adult,Female,Post Lactating,52,20,,,,,,BRRB0647,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14059,,,,Myotis lucifugus,Adult,Male,Testes Ascended,37.1,7.5,,,,,,,,,,,21:30,,,,,,,,,6/17/2008,20:45,0:00,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Male,Scrotal,48,17.75,,,,,,BRRB0653,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Male,Scrotal,45,14.75,,,,,,BRRB0603,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Female,Post Lactating,50,19,,,,,,BRRB0606,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Female,Post Lactating,46,19.75,,,,,,BRRB0602,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,49,16.75,,,,,,BRRB0601,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Male,Scrotal,48,17.25,,,,,,BRRB0645,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,49,20,,,,,,BRRB0654,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Female,Post Lactating,50,21.75,,,,,,BRRB0646,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Female,Post Lactating,50,23,,,,,,BRRB0605,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Male,Scrotal,46,15.75,,,,,,BRRB0652,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Female,Post Lactating,48,20,,,,,,BRRB0651,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,39,12,,,,,,USFS-SRS3145,,,,,,,,,,,,,,7/11/2011,21:10,1:50,,,North Carolina,,,,,,,,,,,
14764,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,48,,,,,,,BRRB1341,,,,,,,,,,,,,,6/16/2012,20:50,0:45,,,North Carolina,,,,,,,,,,,
14764,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,39,,,,,,,USFS-SRS3037,,,,,,,,,,,,,,6/16/2012,20:50,0:45,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Post Lactating,47,20.6,,,,,,Orange Plastic411,,,,,22:05,,,,,,,,,7/24/2000,,,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,,,,,,,,,,,Orange Plastic1052,,,,,,,,,,,,,,7/23/2003,,,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis sodalis,Adult,Female,Post Lactating,39,,,,,,,USFS-SRSx1971,,,,,,,,,,,,,,6/16/2012,20:50,0:45,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,40,12.4,,,0,,,NCWRCA2963,,,,,22:15,,,,,,,,,6/20/2014,21:00,1:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Female,Non-Reproductive,35,6.4,,,,,,NCWRCA2964,,,,,0:00,,,,,,,,,6/20/2014,21:00,1:00,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,47,15.25,,,0,,,NC-WRCA1058,,,,,23:30,,,,,,,,,6/17/2015,20:55,1:10,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,40,12,,,0,,,NC-WRCA2572,,,,,21:18,,,,,,,,,6/17/2015,20:55,1:10,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,48,18,,,1,,,NCWRCA1347,,,,,23:31,,,,,,,,,6/1/2016,20:45,0:55,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Lactating,50,21.25,,,0,,,NCWRCA1346,,,,,0:05,,,,,,,,,6/1/2016,20:45,0:55,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,38.5,10.25,,,0,,,NCWRCA2760,,,,,22:52,Trailing edge damage on one wing.,,,,,,,,6/1/2016,20:45,0:55,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,39,10.5,,,0,,,NCWRCA2759,,,,,0:43,,,,,,,,,6/1/2016,20:45,0:55,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Male,Scrotal,48,17.5,,,0,,,NCWRCA4706,,,,,22:20,,,,,,,,,6/26/2019,20:43,1:00,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,48,22,,,0,,,NCWRCA4707,,,,,0:20,,,,,,,,,6/26/2019,20:43,1:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,37,7.5,,,0,,,NCWRCA6293,,,,,21:27,,,,,,,,,6/26/2019,20:43,1:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,39,11.25,,,0,,,NCWRCA6292,,,,,21:45,,,,,,,,,6/26/2019,20:43,1:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,40,13,,,0,,,NCWRCA6291,,,,,0:20,,,,,,,,,6/26/2019,20:43,1:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis leibii leibii,Adult,Male,Non-Reproductive,30.5,4.25,,,0,,,NCWRCA8197,,,,,21:42,,,,,,,,,6/26/2019,20:43,1:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis species,,,,,,,,,,,,,,,,23:22,Escaped from net.,,,,,,,,6/20/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,,,,,,,,,USFS-NC7,,,,,22:30,,,,,,,,,5/31/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,,,,,,,,,USFS-NC5,,,,,21:30,,,,,,,,,5/31/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,Adult,Female,Pregnant,,9,,,,,,USFS-NC8,,,,,0:15,,,,,,,,,5/31/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,Adult,Male,,,,,,,,,USFS-NC6,,,,,21:30,,,,,,,,,5/31/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,Adult,Male,,,7,,,,,,USFS-NC10,,,,,1:05,,,,,,,,,5/31/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Female,Non-Reproductive,,7,,,,,,USFS-NC9,,,,,1:50,,,,,,,,,5/31/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Male,,,7,,,,,,USFS-NC11,,,,,1:05,,,,,,,,,5/31/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,,Female,Pregnant,,,,,,,,,,,,,,,,,,,,,,6/1/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,,Male,,,,,,,,,,,,,,,,,,,,,,,6/1/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,,Male,,,,,,,,,,,,,,,,,,,,,,,6/1/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,,Female,,,,,,,,,,,,,,,,,,,,,,,6/1/2000,21:00,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2001,,,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2001,,,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis leibii leibii,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2001,,,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2001,,,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2001,,,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2001,,,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Male,Scrotal,46,16.5,,,,,,,,,,,22:00,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasionycteris notivagans,Adult,Male,Non-Reproductive,40,10.5,,,,,,NCDOT1048,,,,,22:55,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,37,10.5,,,,,,,,,,,22:20,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,40,10,,,,,,,,,,,22:00,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,40,11.5,,,,,,,,,,,2:55,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus cinereus,,,,,,,,,,,,,,,,22:00,Escaped from net,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,Adult,Male,Non-Reproductive,36,7,,,,,,,,,,,23:40,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Female,Pregnant,36,8,,,,,,,,,,,21:50,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Male,Non-Reproductive,37,7,,,,,,,,,,,0:45,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Female,Pregnant,36,7,,,,,,,,,,,1:20,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Female,Pregnant,36,8,,,,,,,,,,,2:55,,,,,,,,,6/2/2008,20:50,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Pregnant,54,26,,,,,,NCWRCA0624,,,,,21:45,EPFU banded for training demo,,,,,,,,6/3/2008,20:45,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Female,Pregnant,35,,,,,,,NCWRCA0626,,,,,1:05,,,,,,,,,6/3/2008,20:45,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Male,Testes Ascended,35,,,,,,,NCWRCA0625,,,,,0:13,,,,,,,,,6/3/2008,20:45,2:00,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,39,12.2,,,,,,USFS-SRS1736,,,,,,,,,,,,,,6/6/2011,21:20,23:30,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,Adult,Female,Pregnant,36,7.2,,,,,,USFS-SRS1732,,,,,,,,,,,,,,6/6/2011,21:20,23:30,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,Adult,Female,Lactating,36,7.2,,,,,,USFS-SRS1735,,,,,,,,,,,,,,6/6/2011,21:20,23:30,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis septentrionalis,Adult,Male,Non-Reproductive,34,6.6,,,,,,USFS-SRS1734,,,,,,,,,,,,,,6/6/2011,21:20,23:30,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis sodalis,Adult,Female,Pregnant,39,9,,,,,,USFS-SRS1737,,,,,,,,,,,,,,6/6/2011,21:20,23:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,45,14.5,,,,,,BBRB1269,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Post Lactating,48,18.25,,,,,,BBRB1290,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,48,14,,,,,,USFS-SRSx1266,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,49,14.5,,,,,,BBRB1284,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,49,19,,,,,,BBRB1289,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,48,13.75,,,,,,BBRB1255,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Pregnant,49,20,,,,,,BBRB1256,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,44,20,,,,,,BBRB1267,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,48,18,,,,,,BBRB1292,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Lactating,50,19.5,,,,,,BBRB1288,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,44,21,,,,,,BBRB1283,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Lactating,48,20.75,,,,,,BBRB1291,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Post Lactating,48,20,,,,,,BBRB1282,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Lactating,44,18.5,,,,,,BBRB0609,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Post Lactating,48,19,,,,,,BBRB1268,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Lactating,49,20.5,,,,,,BBRB1293,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,43,16,,,,,,BBRB0608,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Lactating,47,17.5,,,,,,BBRB1253,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,49,18,,,,,,BBRB1294,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,48,14.5,,,,Recapture,,BBRB1281,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Scrotal,46,15,,,,,,BBRB1271,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Post Lactating,50,18.75,,,,,,BBRB1272,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Scrotal,46,15.5,,,,,,BBRB1296,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Post Lactating,49,16.25,,,,,,BBRB1281,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Lactating,48,18,,,,,,BBRB1259,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Male,Scrotal,44,16,,,,,,BBRB1273,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Lactating,46,20,,,,,,BBRB1270,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,47,19.5,,,,,,BBRB1257,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Pregnant,44,19,,,,,,BBRB1286,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,48,15,,,,,,BBRB1287,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,48,18.5,,,,,,BBRB1254,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,46,15.5,,,,,,BBRB1250,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Adult,Male,Scrotal,38,10,,,,,,USFS-SRSx1231,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,38,10,,,,,,USFS-SRSx1232,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,Juvenile,Female,Non-Reproductive,35,6.5,,,,,,USFS-SRSx1225,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis sodalis,Adult,Female,Post Lactating,38,7.5,,,,,,USFS-SRSx1224,,,,,,,,,,,,,,7/9/2012,21:00,1:30,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,49,17.25,,,,,,BBRB0643,,,,,,,,,,,,,,7/19/2012,20:40,23:45,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,49,19.5,,,,,,BBRB0644,,,,,,,,,,,,,,7/19/2012,20:40,23:45,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,46,22.75,,,,,,BBRB0612,,,,,,,,,,,,,,7/19/2012,20:40,23:45,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,43,15.25,,,,,,BBRB0642,,,,,,,,,,,,,,7/19/2012,20:40,23:45,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Juvenile,Male,Scrotal,41,10.25,,,,,,USFS-SRSx1240,,,,,,,,,,,,,,7/19/2012,20:40,23:45,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,42,10.25,,,,,,USFS-SRSx1208,,,,,,,,,,,,,,7/19/2012,20:40,23:45,,,North Carolina,,,,,,,,,,,
14907,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,42,11,,,,,,USFS-SRSx1207,,,,,,,,,,,,,,7/19/2012,20:40,23:45,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,Juvenile,Male,Non-Reproductive,38,7.5,,,,,,USFS-SRSx1223,,,,,,,,,,,,,,7/19/2012,20:40,23:45,,,North Carolina,,,,,,,,,,,
14907,,,,Myotis lucifugus,Juvenile,Male,Non-Reproductive,36,7.5,,,,,,USFS-SRSx1233,,,,,,,,,,,,,,7/19/2012,20:40,23:45,,,North Carolina,,,,,,,,,,,
14907,,,,Eptesicus fuscus,Adult,Female,Pregnant,49,,,,,,,,,,,,21:45,,,,,,,,,6/3/2008,20:45,2:00,,,North Carolina,,,,,,,,,,,
