| GRTS Cell Id,SITE_ID,SPARCS,BAT_ID,BAT_SP,AGE,SEX,REPRO_STAT,RFA_MM,MASS_G,NET_HT,SAMPLE,WING_SCORE,BAND,BAND_COLOR,BAND_NUMBR,BAND_ID,BAND_ARM,PIT_TAG,RADIO_FREQ,CAP_TIME,COMMENTS,SITE,LAT,LONG,ACCURACY,MONTH,DAY,YEAR,DATE,START_TIME,STOP_TIME,PROJECT,SITE_NAME,STATE,COUNTY,TYPE,EFFORT,HABITAT,SURVEYOR,PERMIT_NUM,EMAIL,S_COMMENTS,EFFORT_HRS,STATUS,FILE_NAME
61419,,,,Lasiurus borealis,Adult,Female,Non-Reproductive,40,13.5,,,0,,,NCKR2,,,,,21:17,,,,,,,,,5/16/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Female,Non-Reproductive,41,13.75,,,1,,,NCKR4,,,,,22:20,,,,,,,,,5/16/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Female,Non-Reproductive,42,12.25,,,0,,,NCKR1,,,,,20:50,,,,,,,,,5/16/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Female,Pregnant,40,15.25,,,0,,,NCKR3,,,,,21:40,,,,,,,,,5/16/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Female,Pregnant,42,14.5,,,0,,,NCKR6,,,,,21:10,,,,,,,,,5/17/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Female,Non-Reproductive,39.5,12.25,,,0,,,NCKR5,,,,,20:50,,,,,,,,,5/17/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,39.5,8.5,,,0,,,NCKR8,,,,,22:03,,,,,,,,,5/19/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,38,8.75,,,0,,,NCKR7,,,,,21:15,,,,,,,,,5/19/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Female,Non-Reproductive,,14.25,,,,,,,,,,,20:50,,,,,,,,,5/16/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,38,9,,,0,,,NCKR112,,,,,22:13,,,,,,,,,7/14/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Nycticeius humeralis,Adult,Male,Scrotal,33,8,,,0,,,NCKR111,,,,,21:35,,,,,,,,,7/14/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Perimyotis subflavus,Juvenile,Male,Non-Reproductive,30,3.5,,,0,,,NCKR113,,,,,21:55,"Different coordinates listed for this bat: 35° 27.069	79° 58.205",,,,,,,,7/14/2014,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Male,,40.5,9.5,,,,,,,,,,,21:30,,,,,,,,,8/2/2004,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Female,,41.7,11.25,,,,,,,,,,,0:15,,,,,,,,,8/2/2004,,,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Male,Scrotal,38,9.5,,,0,,,NC-WRCA4077,,,,,23:20,,,,,,,,,7/19/2017,21:50,1:00,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,Adult,Male,Scrotal,39,11.75,,,0,,,NC-WRCA4079,,,,,22:20,,,,,,,,,7/19/2017,21:50,1:00,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus cinereus,Adult,Male,Scrotal,56,27.75,,,0,,,NC-WRCA1435,,,,,23:50,,,,,,,,,7/19/2017,21:50,1:00,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus cinereus,Adult,Male,Scrotal,56,29.75,,,0,,,NC-WRCA1436,,,,,23:29,,,,,,,,,7/19/2017,21:50,1:00,,,North Carolina,,,,,,,,,,,
61419,,,,Myotis leibii leibii,Adult,Female,Non-Reproductive,33,5.5,,,0,,,NC-WRCA4078,,,,,22:38,,,,,,,,,7/19/2017,21:50,1:00,,,North Carolina,,,,,,,,,,,
61419,,,,Lasiurus borealis,,,,,,,,,,,,,,,,23:20,Escaped from net.,,,,,,,,7/19/2017,21:50,1:00,,,North Carolina,,,,,,,,,,,
61419,,,,Perimyotis subflavus,Adult,Male,Non-Reproductive,,5,,,,,,,,,,,0:55,Escaped from hand.,,,,,,,,7/19/2017,21:50,1:00,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,Recapture,,erdc-ela0004,,,,,22:50,Recapture.,,,,,,,,6/22/2015,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,,10.25,,,0,,,A0786,,,,,21:19,,,,,,,,,6/14/2016,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,12.25,,,0,,,A0783,,,,,21:50,,,,,,,,,6/14/2016,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,12.5,,,0,,,A0784,,,,,21:30,,,,,,,,,6/14/2016,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,,,,,,23:05,,,,,,,,,6/22/2015,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,,,,,,20:40,,,,,,,,,6/22/2015,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,,,,,,20:40,,,,,,,,,6/22/2015,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,,,,,,20:40,,,,,,,,,6/22/2015,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,,,,,,23:05,,,,,,,,,6/22/2015,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,,,,,,23:10,,,,,,,,,6/22/2015,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,,,,,,0:30,,,,,,,,,6/22/2015,,,,,North Carolina,,,,,,,,,,,
64124,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,,,,,,22:23,,,,,,,,,6/22/2015,,,,,North Carolina,,,,,,,,,,,
64235,,,,Nycticeius humeralis,Adult,Male,Non-Reproductive,,8.75,,,0,,,A0785,,,,,21:35,,,,,,,,,6/14/2016,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,ERDC-ELA0229,,,,,20:55,,,,,,,,,6/14/2017,20:30,23:30,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,,,,,0,,,ERDC-ELA0228,,,,,21:27,,,,,,,,,6/14/2017,20:30,23:30,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,,,,,0,,,ERDC-ELA0226,,,,,23:08,,,,,,,,,6/14/2017,20:30,23:30,,,North Carolina,,,,,,,,,,,
64235,,,,Nycticeius humeralis,Adult,Male,Scrotal,,,,,0,,,ERDC-ELA0227,,,,,21:53,,,,,,,,,6/14/2017,20:30,23:30,,,North Carolina,,,,,,,,,,,
64235,,,,Corynorhinus rafinesquii macrotis,Adult,Male,,42,8,,,,,,,,,,,,,,,,,,,,6/13/2009,,,,,North Carolina,,,,,,,,,,,
64235,,,,Corynorhinus rafinesquii macrotis,Adult,Male,Scrotal,,,,,,,,,,,,,,,,,,,,,,10/16/2009,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasionycteris noctivagans,Juvenile,Male,Non-Reproductive,39,15.1,,,0,,,,,,,,,,,,,,,,,10/16/2009,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,36.1,8.8,,,0,,,,,,,,,,,,,,,,,10/16/2009,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,38,13.2,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,40,16,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,39,8.9,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,37,7.5,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Pregnant,41,12.5,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus seminolus,Adult,Male,Non-Reproductive,39,10.9,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus seminolus,Adult,Female,Non-Reproductive,39,10,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Nycticeius humeralis,Adult,Female,Non-Reproductive,36,9,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Nycticeius humeralis,Adult,Male,Scrotal,35,8,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Nycticeius humeralis,Adult,Male,Scrotal,35,9.2,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Perimyotis subflavus,Adult,Female,Non-Reproductive,35,5.5,,,,,,,,,,,,,,,,,,,,5/8/2007,,,,,North Carolina,,,,,,,,,,,
64235,,,,Corynorhinus rafinesquii macrotis,Adult,Female,Pregnant,,,,,,,,,,,,,,,,,,,,,,5/29/2008,0:00,0:00,,,North Carolina,,,,,,,,,,,
64235,,,,Corynorhinus rafinesquii macrotis,Adult,Female,Pregnant,44,10.9,,,,,,,,,,,,,,,,,,,,5/29/2008,0:00,0:00,,,North Carolina,,,,,,,,,,,
64235,,,,Corynorhinus rafinesquii macrotis,Adult,Female,Pregnant,42,10.8,,,,,,,,,,,,,,,,,,,,5/29/2008,0:00,0:00,,,North Carolina,,,,,,,,,,,
64235,,,,Corynorhinus rafinesquii macrotis,Adult,Female,Pregnant,44,11,,,,,,,,,,,,,,,,,,,,5/29/2008,0:00,0:00,,,North Carolina,,,,,,,,,,,
64235,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,47,18,,,0,,,NCKR207,,,,,23:35,,,,,,,,,7/7/2015,,,,,North Carolina,,,,,,,,,,,
64235,,,,Eptesicus fuscus,Adult,Male,Scrotal,47,16,,,0,,,NCKR206,,,,,20:15,,,,,,,,,7/7/2015,,,,,North Carolina,,,,,,,,,,,
64235,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,46,15.25,,,0,,,NCKR66,,,,,0:00,,,,,,,,,6/28/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,41.5,15,,,0,,,NCKR59,,,,,21:10,,,,,,,,,6/28/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,38,11.25,,,0,,,NCKR65,,,,,23:25,,,,,,,,,6/28/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,42,14.5,,,0,,,NCKR61,,,,,23:00,,,,,,,,,6/28/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,41,12.25,,,0,,,NCKR62,,,,,21:05,,,,,,,,,6/28/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,43,16.5,,,0,,,NCKR64,,,,,22:45,,,,,,,,,6/28/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Nycticeius humeralis,Adult,Male,Non-Reproductive,36,9.75,,,0,,,NCKR63,,,,,21:20,,,,,,,,,6/28/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Nycticeius humeralis,Adult,Female,Lactating,34,12.5,,,0,,,NCKR60,,,,,22:45,,,,,,,,,6/28/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,45.5,18.5,,,0,,,NCKR67,,,,,22:55,,,,,,,,,7/1/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,40,12.75,,,0,,,NCKR68,,,,,0:10,,,,,,,,,7/2/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,40.5,8.5,,,0,,,NCKR136,,,,,23:30,,,,,,,,,7/23/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,40,14,,,0,,,NCKR133,,,,,22:34,,,,,,,,,7/23/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Lactating,41,14.25,,,0,,,NCKR139,,,,,0:40,,,,,,,,,7/23/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Non-Reproductive,43.5,15.25,,,0,,,NCKR138,,,,,0:00,,,,,,,,,7/23/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,40,7.75,,,0,,,NCKR132,,,,,22:24,,,,,,,,,7/23/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Nycticeius humeralis,Adult,Male,Scrotal,32,9,,,0,,,NCKR137,,,,,23:46,,,,,,,,,7/23/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Eptesicus fuscus,Adult,Female,Post Lactating,44,20,,,0,,,NCKR142,,,,,21:25,,,,,,,,,7/24/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Eptesicus fuscus,Adult,Female,Post Lactating,46,22,,,0,,,NCKR143,,,,,22:35,,,,,,,,,7/24/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Adult,Female,Post Lactating,41,13,,,0,,,NCKR145,,,,,0:50,,,,,,,,,7/24/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,38,9.5,,,0,,,NCKR140,,,,,20:46,,,,,,,,,7/24/2014,,,,,North Carolina,,,,,,,,,,,
64235,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,38,10,,,0,,,NCKR141,,,,,20:50,,,,,,,,,7/24/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,44,15,,,0,,,NCKR88,,,,,22:13,,,,,,,,,7/10/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Eptesicus fuscus,Adult,Female,Post Lactating,44,18.5,,,0,,,NCKR125,,,,,1:10,,,,,,,,,7/19/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,44,14.5,,,0,,,NCKR123,,,,,0:28,,,,,,,,,7/19/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Eptesicus fuscus,Adult,Female,Lactating,46,18.25,,,0,,,NCKR122,,,,,21:13,,,,,,,,,7/19/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,39,8.75,,,0,,,NCKR121,,,,,20:45,,,,,,,,,7/19/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Adult,Female,Post Lactating,40,13.5,,,0,,,NCKR126,,,,,1:30,,,,,,,,,7/19/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,40,11.25,,,0,,,NCKR124,,,,,1:10,,,,,,,,,7/19/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,45,14,,,0,,,NCKR127,,,,,21:55,,,,,,,,,7/20/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Eptesicus fuscus,Adult,Female,Pregnant,45,23,,,0,,,NCKR129,,,,,23:50,,,,,,,,,7/21/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Eptesicus fuscus,Adult,Male,Scrotal,45,18.5,,,0,,,NCKR128,,,,,23:50,,,,,,,,,7/21/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,41,10.5,,,0,,,NCKR130,,,,,20:42,,,,,,,,,7/22/2017,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,40,12,,,0,,,NCKR131,,,,,20:40,,,,,,,,,7/22/2017,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,39,12.5,,,0,,,NCKR153,,,,,20:45,,,,,,,,,7/28/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Adult,Male,Scrotal,38,10,,,0,,,NCKR155,,,,,21:01,,,,,,,,,7/28/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Male,Scrotal,39,9,,,0,,,NCKR154,,,,,21:01,,,,,,,,,7/28/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,40,12.5,,,0,,,NCKR157,,,,,22:08,,,,,,,,,7/28/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Nycticeius humeralis,Juvenile,Male,Scrotal,33.5,8,,,0,,,NCKR152,,,,,20:45,,,,,,,,,7/28/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,,Female,,,,,,,,,NCKR153,,,,,21:00,,,,,,,,,7/29/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Male,Scrotal,38,7.5,,,0,,,NCKR159,,,,,20:40,,,,,,,,,7/29/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Male,Scrotal,39,8.5,,,0,,,NCKR160,,,,,21:00,,,,,,,,,7/29/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Adult,Male,Scrotal,37,10.5,,,0,,,,,,,,22:23,,,,,,,,,7/28/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Male,Scrotal,39,8.5,,,0,,,,,,,,22:10,,,,,,,,,7/28/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Adult,Female,Post Lactating,39,13.5,,,0,,,NCKR162,,,,,2:53,,,,,,,,,7/30/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Male,Scrotal,41,8.5,,,0,,,NCKR160,,,,,20:37,,,,,,,,,7/30/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Adult,Female,Post Lactating,40,14,,,0,,,NCKR161,,,,,21:50,,,,,,,,,7/30/2014,,,,,North Carolina,,,,,,,,,,,
64892,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,43,8.5,,,0,,,NCKR144,,,,,22:45,,,,,,,,,7/24/2014,,,,,North Carolina,,,,,,,,,,,
65259,,,,Eptesicus fuscus,Adult,Male,Scrotal,44,17.5,,,0,,,NCKR89,,,,,23:00,,,,,,,,,7/10/2014,,,,,North Carolina,,,,,,,,,,,
65259,,,,Lasiurus borealis,Adult,Male,Scrotal,39,12,,,0,,,NCKR90,,,,,0:00,,,,,,,,,7/10/2014,,,,,North Carolina,,,,,,,,,,,
65259,,,,Lasiurus borealis,Adult,Male,Scrotal,37,12.5,,,0,,,NCKR91,,,,,1:10,,,,,,,,,7/10/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Lasiurus borealis,Adult,Female,Post Lactating,40,11.5,,,0,,,NCKR87,,,,,21:24,,,,,,,,,7/10/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Lasiurus borealis,Juvenile,Male,Scrotal,40,9.5,,,0,,,NCKR95,,,,,23:58,,,,,,,,,7/11/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,38,9.25,,,0,,,NCKR92,,,,,22:56,,,,,,,,,7/11/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Lasiurus borealis,Adult,Female,Post Lactating,40,11,,,0,,,NCKR96,,,,,1:45,,,,,,,,,7/11/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,39,9,,,0,,,NCKR93,,,,,23:18,,,,,,,,,7/11/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Nycticeius humeralis,Juvenile,Female,Non-Reproductive,36,8.5,,,0,,,NCKR94,,,,,23:35,,,,,,,,,7/11/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,46,14.5,,,0,,,NCKR100,,,,,22:48,,,,,,,,,7/12/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,37,12,,,0,,,NCKR99,,,,,22:27,,,,,,,,,7/12/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,40,8.5,,,0,,,NCKR103,,,,,0:55,,,,,,,,,7/12/2014,,,,,North Carolina,,,,,,,,,,,
65452,,,,Lasiurus borealis,Adult,Female,Post Lactating,40,14.25,,,0,,,NCKR101,,,,,1:02,,,,,,,,,7/12/2014,,,,,North Carolina,,,,,,,,,,,
65754,,,,Lasiurus borealis,Adult,Male,Scrotal,40,11.5,,,0,,,NCKR102,,,,,1:02,,,,,,,,,7/12/2014,,,,,North Carolina,,,,,,,,,,,
65754,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,36,6.5,,,0,,,NCKR97,,,,,21:45,,,,,,,,,7/12/2014,,,,,North Carolina,,,,,,,,,,,
65754,,,,Nycticeius humeralis,Adult,Male,Non-Reproductive,32,8,,,0,,,NCKR98,,,,,22:15,,,,,,,,,7/12/2014,,,,,North Carolina,,,,,,,,,,,
65754,,,,Eptesicus fuscus,Adult,Female,Post Lactating,46,18.5,,,0,,,NCKR106,,,,,23:27,,,,,,,,,7/13/2014,,,,,North Carolina,,,,,,,,,,,
66047,,,,Eptesicus fuscus,Juvenile,Male,Non-Reproductive,43,12,,,0,,,NCKR107,,,,,23:27,,,,,,,,,7/13/2014,,,,,North Carolina,,,,,,,,,,,
66047,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,46,16,,,0,,,NCKR108,,,,,23:55,,,,,,,,,7/13/2014,,,,,North Carolina,,,,,,,,,,,
66047,,,,Eptesicus fuscus,Adult,Female,Post Lactating,44,19,,,0,,,NCKR109,,,,,23:55,,,,,,,,,7/13/2014,,,,,North Carolina,,,,,,,,,,,
66047,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,38,10,,,0,,,NCKR105,,,,,23:05,,,,,,,,,7/13/2014,,,,,North Carolina,,,,,,,,,,,
66047,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,40,9.5,,,0,,,NCKR104,,,,,22:25,,,,,,,,,7/13/2014,,,,,North Carolina,,,,,,,,,,,
66047,,,,Lasiurus borealis,Juvenile,Male,Scrotal,37,8,,,0,,,NCKR110,,,,,0:55,,,,,,,,,7/13/2014,,,,,North Carolina,,,,,,,,,,,
66047,,,,Eptesicus fuscus,Adult,Female,Lactating,42,18,,,0,,,NCKR56,,,,,22:51,,,,,,,,,6/22/2014,,,,,North Carolina,,,,,,,,,,,
66047,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,45,15,,,0,,,NCKR57,,,,,0:21,,,,,,,,,6/23/2014,,,,,North Carolina,,,,,,,,,,,
66047,,,,Lasiurus seminolus,Adult,Male,Scrotal,39,9.2,,,,,,CALYX250,,,,,23:55,,,,,,,,,8/20/2016,19:52,0:52,,,North Carolina,,,,,,,,,,,
66047,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,8/21/2016,19:51,0:51,,,North Carolina,,,,,,,,,,,
66047,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,34,8.5,,,,,,CALYX247,,,,,21:59,,,,,,,,,8/22/2016,19:50,0:50,,,North Carolina,,,,,,,,,,,
66047,,,,Lasiurus borealis,Adult,Female,Non-Reproductive,38,10,,,,,,CALYX246,,,,,22:36,,,,,,,,,8/22/2016,19:50,0:50,,,North Carolina,,,,,,,,,,,
66047,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,38,11,,,,,,CALYX244,,,,,22:54,,,,,,,,,8/22/2016,19:50,0:50,,,North Carolina,,,,,,,,,,,
66047,,,,Lasiurus seminolus,Adult,Male,Scrotal,37,10.5,,,,,,CALYX248,,,,,21:40,,,,,,,,,8/22/2016,19:50,0:50,,,North Carolina,,,,,,,,,,,
66047,,,,Lasiurus seminolus,Juvenile,Male,Scrotal,39,8.75,,,,,,CALYX245,,,,,22:34,,,,,,,,,8/22/2016,19:50,0:50,,,North Carolina,,,,,,,,,,,
66047,,,,Nycticeius humeralis,Adult,Female,Non-Reproductive,34,11,,,,,,CALYX249,,,,,21:16,,,,,,,,,8/22/2016,19:50,0:50,,,North Carolina,,,,,,,,,,,
66047,,,,Nycticeius humeralis,Adult,Female,Non-Reproductive,33,9.25,,,,,,CALYX241,,,,,20:47,,,,,,,,,8/23/2016,19:49,0:49,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
66047,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2004,,,,,North Carolina,,,,,,,,,,,
