"","jarjarbinks14","jarjarbinks15","jarjarbinks21","jarjarbinks29","jarjarbinks32","jarjarbinks44","jarjarbinks49","jarjarbinks68"
"jarjarbinks14",0,0.177490643852571,0.272349396425587,0.314772947042926,0.289657384496547,0.38862171136861,0.256113377843047,0.249987631160947
"jarjarbinks15",0.177490643852571,0,0.256632676142826,0.230074023505272,0.26000054516919,0.523926663275678,0.20672244897938,0.226218956851441
"jarjarbinks21",0.272349396425587,0.256632676142826,0,0.166600318798508,0.162824306998112,0.468639596633275,0.158699039318156,0.12118064363071
"jarjarbinks29",0.314772947042926,0.230074023505272,0.166600318798508,0,0.123415882729378,0.477942316565272,0.200794785429012,0.130158242352854
"jarjarbinks32",0.289657384496547,0.26000054516919,0.162824306998112,0.123415882729378,0,0.403593031890374,0.139725308340548,0.0954435917440262
"jarjarbinks44",0.38862171136861,0.523926663275678,0.468639596633275,0.477942316565272,0.403593031890374,0,0.505211742957709,0.424019323340432
"jarjarbinks49",0.256113377843047,0.20672244897938,0.158699039318156,0.200794785429012,0.139725308340548,0.505211742957709,0,0.133863813042507
"jarjarbinks68",0.249987631160947,0.226218956851441,0.12118064363071,0.130158242352854,0.0954435917440262,0.424019323340432,0.133863813042507,0
