"","ivy24","ivy29","ivy36","ivy44","ivy46","ivy47","ivy70"
"ivy24",0,0.459207301758607,0.588815308865423,0.522521985911961,0.652030129474736,0.492471891260676,0.518870840705475
"ivy29",0.459207301758607,0,0.593694181096224,0.56604634095223,0.481691428798494,0.411479263217548,0.337323675466126
"ivy36",0.588815308865423,0.593694181096224,0,0.68681682857604,0.680180192257214,0.428460196263388,0.634640537984639
"ivy44",0.522521985911961,0.56604634095223,0.68681682857604,0,0.628332490122662,0.631364117517887,0.440789950300772
"ivy46",0.652030129474736,0.481691428798494,0.680180192257214,0.628332490122662,0,0.576661356273405,0.605781364571706
"ivy47",0.492471891260676,0.411479263217548,0.428460196263388,0.631364117517887,0.576661356273405,0,0.538114091768014
"ivy70",0.518870840705475,0.337323675466126,0.634640537984639,0.440789950300772,0.605781364571706,0.538114091768014,0
