task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	7a/db161e	153551	minimap_pipeline:run_common:getParams	COMPLETED	0	2025-01-12 18:50:56.089	484ms	6ms	37.4%	0	0	75.9 KB	3.4 KB
19	53/369017	153419	fastcat (15)	COMPLETED	0	2025-01-12 18:50:56.022	675ms	156ms	34.5%	85.3 MB	382.5 MB	276.2 KB	101.7 KB
26	0a/bd7f4d	153410	fastcat (22)	COMPLETED	0	2025-01-12 18:50:56.007	701ms	174ms	73.3%	88.1 MB	512.3 MB	6.2 MB	4.2 MB
21	25/e7c5f9	153476	fastcat (17)	COMPLETED	0	2025-01-12 18:50:56.053	664ms	191ms	168.3%	88.8 MB	511.4 MB	16.8 MB	11.7 MB
5	ed/6068da	153438	fastcat (1)	COMPLETED	0	2025-01-12 18:50:56.033	683ms	181ms	162.3%	89.8 MB	512.3 MB	15.3 MB	10.7 MB
6	b6/eed54b	153458	fastcat (2)	COMPLETED	0	2025-01-12 18:50:56.043	692ms	208ms	159.8%	86.2 MB	511.4 MB	18 MB	12.6 MB
20	3f/4a1b07	153495	fastcat (16)	COMPLETED	0	2025-01-12 18:50:56.062	680ms	206ms	192.8%	89.7 MB	512.3 MB	23.9 MB	16.4 MB
28	04/a45fe2	153532	fastcat (24)	COMPLETED	0	2025-01-12 18:50:56.078	667ms	228ms	184.4%	87.4 MB	512.3 MB	23.1 MB	16.1 MB
29	b2/0ee477	155342	minimap_pipeline:output_results (1)	COMPLETED	0	2025-01-12 18:50:56.717	340ms	4ms	53.3%	0	0	72.7 KB	259 B
11	da/44e6e7	155402	fastcat (7)	COMPLETED	0	2025-01-12 18:50:56.736	478ms	186ms	177.0%	89 MB	511.8 MB	17.5 MB	12.2 MB
27	76/0d7e20	155493	fastcat (23)	COMPLETED	0	2025-01-12 18:50:56.756	475ms	203ms	162.6%	89.1 MB	511.8 MB	17.5 MB	12.1 MB
23	78/e40e88	155321	fastcat (19)	COMPLETED	0	2025-01-12 18:50:56.707	537ms	220ms	165.2%	85.9 MB	510 MB	20.3 MB	14.1 MB
14	4c/1cabe5	155621	fastcat (10)	COMPLETED	0	2025-01-12 18:50:56.778	523ms	226ms	130.3%	90.4 MB	511.8 MB	15.8 MB	11 MB
12	2a/f6f1e8	155538	fastcat (8)	COMPLETED	0	2025-01-12 18:50:56.764	527ms	243ms	192.9%	84.5 MB	382 MB	27.1 MB	18.9 MB
16	ce/86fe1f	155439	fastcat (12)	COMPLETED	0	2025-01-12 18:50:56.745	575ms	243ms	176.8%	86.9 MB	575.3 MB	23.3 MB	16.3 MB
18	4b/117678	157142	fastcat (14)	COMPLETED	0	2025-01-12 18:50:57.225	439ms	169ms	166.0%	89.2 MB	511.8 MB	14.3 MB	10 MB
15	94/5d1c2e	155372	fastcat (11)	COMPLETED	0	2025-01-12 18:50:56.726	946ms	662ms	338.5%	86.3 MB	510.9 MB	122.7 MB	86 MB
24	a8/b49ddc	157169	fastcat (20)	COMPLETED	0	2025-01-12 18:50:57.239	475ms	206ms	252.9%	89 MB	510.9 MB	28.2 MB	19.7 MB
22	24/80ae16	157317	fastcat (18)	COMPLETED	0	2025-01-12 18:50:57.298	477ms	202ms	243.0%	90.3 MB	512.3 MB	27.5 MB	19.2 MB
9	41/4a7914	157352	fastcat (5)	COMPLETED	0	2025-01-12 18:50:57.308	473ms	167ms	179.2%	82.9 MB	511.8 MB	17.6 MB	12.2 MB
25	a0/10a7ac	157406	fastcat (21)	COMPLETED	0	2025-01-12 18:50:57.328	476ms	206ms	250.9%	80.1 MB	511.8 MB	30.3 MB	21.1 MB
8	c0/fd8aa6	157196	fastcat (4)	COMPLETED	0	2025-01-12 18:50:57.253	652ms	279ms	117.4%	81.7 MB	511.8 MB	16.9 MB	11.8 MB
10	6b/e136e7	158570	fastcat (6)	COMPLETED	0	2025-01-12 18:50:57.672	413ms	148ms	173.1%	81.7 MB	511.8 MB	12.7 MB	8.9 MB
13	0b/b91d84	158586	fastcat (9)	COMPLETED	0	2025-01-12 18:50:57.683	426ms	158ms	192.4%	87 MB	511.8 MB	16.3 MB	11.4 MB
17	d6/4abd14	158706	fastcat (13)	COMPLETED	0	2025-01-12 18:50:57.721	447ms	172ms	225.5%	88.6 MB	511.4 MB	21.1 MB	14.8 MB
7	9b/8bfcd1	158866	fastcat (3)	COMPLETED	0	2025-01-12 18:50:57.782	433ms	166ms	204.7%	82.5 MB	510 MB	19.7 MB	13.7 MB
4	e5/9e3e24	153513	minimap_pipeline:run_common:getVersions	COMPLETED	0	2025-01-12 18:50:56.069	3.4s	3s	142.0%	62.9 MB	4 GB	12.3 MB	3.1 KB
30	fa/783d85	159744	minimap_pipeline:minimap (pl-ntc-003-ctrl)	COMPLETED	0	2025-01-12 18:50:59.489	5.5s	5.3s	259.5%	437.6 MB	4.4 GB	446.4 MB	4.5 MB
33	a4/041049	160691	minimap_pipeline:minimap (hdz-155-s67)	COMPLETED	0	2025-01-12 18:51:05.017	7.7s	7.4s	1694.9%	816.1 MB	6.8 GB	482.8 MB	37.7 MB
32	da/1dc7ff	161625	minimap_pipeline:minimap (hdz-093-s65)	COMPLETED	0	2025-01-12 18:51:12.720	8.3s	8s	1782.4%	796 MB	6.8 GB	486.3 MB	41.1 MB
35	7b/f9c1e1	162553	minimap_pipeline:minimap (hdz-089-s64)	COMPLETED	0	2025-01-12 18:51:20.982	20.5s	20.3s	2629.0%	926.3 MB	6.9 GB	502.1 MB	55.7 MB
36	63/3bc57f	163625	minimap_pipeline:minimap (hdz-052-s50)	COMPLETED	0	2025-01-12 18:51:41.512	10.1s	9.8s	1988.3%	857.2 MB	6.8 GB	501.3 MB	54.7 MB
31	a9/037909	164562	minimap_pipeline:minimap (hdz-046-s48)	COMPLETED	0	2025-01-12 18:51:51.589	5.1s	4.8s	819.0%	823.3 MB	6.8 GB	461 MB	17.9 MB
34	cb/cbf609	165501	minimap_pipeline:minimap (hdz-190-s59)	COMPLETED	0	2025-01-12 18:51:56.668	8.6s	8.4s	1788.3%	838.4 MB	6.8 GB	489.3 MB	43.7 MB
