"ID"	"henry29"	"henry36"	"henry42"	"henry48"	"henry59"	"henry66"
"ko00010"	0.0116643817641843	0.01171716074592	0.0113917691889203	0.0119030835890971	0.0109522545638	0.011690399722525
"ko00020"	0.00609065669857861	0.00586750918160641	0.00627836239695406	0.00567086199912151	0.00645967374531008	0.00600849978178398
"ko00030"	0.00614684030351333	0.00616688295761411	0.00598999616802939	0.0064021595517653	0.00560617312129987	0.00607701704563113
"ko00040"	0.00372298488630706	0.00415389242428413	0.00326967725142563	0.00418544945822017	0.00313946325273903	0.00379287783863213
"ko00051"	0.010078494619077	0.00937758450333051	0.00871248680729183	0.00884146153753369	0.00832701834858998	0.00865990369172684
"ko00052"	0.00702439935610343	0.00701618005439941	0.00621289859752534	0.00706479119986596	0.00579989994317639	0.00755389595347452
"ko00053"	0.00159469935756873	0.00150474356344022	0.00118211663767757	0.00124585528861321	0.0010673731688321	0.00135322381152806
"ko00061"	0.00494178126298235	0.00470200462655787	0.00502098863970627	0.00439956248201619	0.00488433607990251	0.005648634846579
"ko00071"	0.003464501307109	0.00394249824379969	0.00373490285901153	0.00402712987994894	0.00422474853616927	0.0034658240148763
"ko00072"	0.000567372870862967	0.000562040201043187	0.000592170183806286	0.00054145693561276	0.000673005499828686	0.000526507950152657
"ko00100"	3.59303063892238e-05	2.12637863419712e-05	5.17928344601176e-05	1.06119128755062e-05	4.16173125599275e-05	3.57386110313074e-05
"ko00120"	0.000124137640555895	0.000173296564963531	0.000132918494754762	0.000179316065370146	8.70023628784238e-05	0.000243528923039259
"ko00121"	0.000143984032837998	0.000168407949325225	0.000121223942686768	0.000164502405769068	7.08295516825521e-05	0.000256126309591971
"ko00130"	0.00198487599682103	0.00132286014814864	0.00180999456984248	0.00104984297270289	0.00174662870564559	0.00164733204047762
"ko00140"	0.000465429623391602	0.000534177105633671	0.00044152854423976	0.000287695863116684	0.000420973632601474	0.000922846612436004
"ko00190"	0.00707238583805429	0.00660856379638781	0.00727519443536394	0.00591880100449243	0.0069064826417866	0.00764931371520786
"ko00195"	0.0018060085716678	0.00181167280688274	0.00189202608692624	0.00179226843377601	0.0019385148159274	0.00191880475763055
"ko00220"	0.00385124829528662	0.00384036690515822	0.00380162011309242	0.00399537229416593	0.00385028944821287	0.00380096171875105
"ko00230"	0.0152156296476074	0.0150326211683436	0.0152341732388004	0.0150330214365817	0.0156831494825894	0.0150784970420962
"ko00240"	0.0113954545045334	0.0112324321036457	0.0112973951739421	0.0110797221632474	0.0119334046309882	0.0112950104900912
